t_s,e_ee_pos_mm,e_ee_ori_deg,tau_q_max_Nm,tau_q_max_ang_Nm
6.520000,3.750200,0.691816,0.607239,0.043094
6.530000,3.752822,0.688452,0.606995,0.042807
6.540000,3.755294,0.685066,0.606702,0.042513
6.550000,3.757618,0.681656,0.606361,0.042214
6.560000,3.759798,0.678224,0.605969,0.041909
6.570000,3.761837,0.674770,0.605528,0.041599
6.580000,3.763738,0.671294,0.605037,0.041282
6.590000,3.765504,0.667798,0.604496,0.040960
6.600000,3.767140,0.664280,0.603903,0.040631
6.610000,3.768647,0.660742,0.603260,0.040297
6.620000,3.770029,0.657184,0.602565,0.039957
6.630000,3.771291,0.653607,0.601818,0.039611
6.640000,3.772434,0.650011,0.601020,0.039258
6.650000,3.773463,0.646396,0.600169,0.038900
6.660000,3.774381,0.642763,0.599265,0.038536
6.670000,3.775192,0.639112,0.598308,0.038165
6.680000,3.775898,0.635444,0.597298,0.037788
6.690000,3.776503,0.631759,0.596235,0.037405
6.700000,3.777011,0.628058,0.595117,0.037016
6.710000,3.777425,0.624341,0.593946,0.036621
6.720000,3.777749,0.620609,0.592719,0.036219
6.730000,3.777986,0.616863,0.591438,0.035811
6.740000,3.778140,0.613102,0.590102,0.035397
6.750000,3.778214,0.609327,0.588710,0.034976
6.760000,3.778211,0.605540,0.587263,0.034549
6.770000,3.778135,0.601739,0.585759,0.034115
6.780000,3.777990,0.597927,0.584199,0.033675
6.790000,3.777779,0.594103,0.582583,0.033228
6.800000,3.777505,0.590268,0.580909,0.032775
6.810000,3.777173,0.586423,0.579179,0.032316
6.820000,3.776784,0.582568,0.577391,0.031849
6.830000,3.776344,0.578704,0.575545,0.031376
6.840000,3.775854,0.574831,0.573641,0.030897
6.850000,3.775319,0.570951,0.571679,0.030411
6.860000,3.774742,0.567062,0.569658,0.029918
6.870000,3.774127,0.563167,0.567578,0.029418
6.880000,3.773476,0.559266,0.565439,0.028912
6.890000,3.772793,0.555360,0.563241,0.028399
6.900000,3.772082,0.551448,0.560983,0.027879
6.910000,3.771345,0.547532,0.558665,0.027352
6.920000,3.770586,0.543613,0.556287,0.026818
6.930000,3.769808,0.539690,0.553848,0.026278
6.940000,3.769015,0.535766,0.551349,0.025730
6.950000,3.768209,0.531839,0.548788,0.025176
6.960000,3.767394,0.527912,0.546167,0.024614
6.970000,3.766572,0.523984,0.543484,0.024046
6.980000,3.765748,0.520056,0.540739,0.023471
6.990000,3.764923,0.516130,0.537932,0.022888
7.000000,3.764102,0.512205,0.535063,0.022299
7.010000,3.763286,0.508283,0.532132,0.021702
7.020000,3.762480,0.504363,0.529138,0.021098
7.030000,3.761685,0.500448,0.526081,0.020487
7.040000,3.760906,0.496537,0.522962,0.019869
7.050000,3.760144,0.492631,0.519778,0.019244
7.060000,3.759403,0.488731,0.516532,0.018612
7.070000,3.758685,0.484838,0.513221,0.017972
7.080000,3.757994,0.480951,0.509847,0.017325
7.090000,3.757331,0.477073,0.506408,0.016671
7.100000,3.756700,0.473204,0.502905,0.016009
7.110000,3.756104,0.469344,0.499337,0.015340
7.120000,3.755544,0.465495,0.495705,0.014664
7.130000,3.755024,0.461656,0.492007,0.013980
7.140000,3.754547,0.457829,0.488244,0.013289
7.150000,3.754114,0.454015,0.484416,0.012590
7.160000,3.753728,0.450214,0.480523,0.011884
7.170000,3.753392,0.446426,0.476563,0.011171
7.180000,3.753109,0.442654,0.472538,0.010450
7.190000,3.752880,0.438896,0.468446,0.009721
7.200000,3.752708,0.435155,0.464288,0.008985
7.210000,3.752596,0.431431,0.460064,0.008241
7.220000,3.752546,0.427724,0.455772,0.007490
7.230000,3.752559,0.424036,0.451414,0.006731
7.240000,3.752640,0.420367,0.446989,0.005965
7.250000,3.752788,0.416718,0.442497,0.005191
7.260000,3.753008,0.413089,0.437937,0.004409
7.270000,3.753301,0.409482,0.433310,0.003619
7.280000,3.753669,0.405897,0.428615,0.002821
