t_s,phase,step_index,num_rot_Nm,num_origin_Nm,denominator_Nm,rho_rot,rho_origin,valid
15.900000,DS_interstep,1,6.119612e-05,1.063438e-06,4.669030e-01,1.310682e-04,2.277641e-06,1
15.910000,DS_interstep,1,6.035221e-05,1.034435e-06,4.600212e-01,1.311944e-04,2.248669e-06,1
15.920000,DS_interstep,1,5.952137e-05,1.006384e-06,4.532460e-01,1.313224e-04,2.220393e-06,1
15.930000,DS_interstep,1,5.870340e-05,9.792554e-07,4.465759e-01,1.314522e-04,2.192808e-06,1
15.940000,DS_interstep,1,5.789804e-05,9.530186e-07,4.400094e-01,1.315837e-04,2.165905e-06,1
15.950000,DS_interstep,1,5.710506e-05,9.276451e-07,4.335446e-01,1.317167e-04,2.139677e-06,1
15.960000,DS_interstep,1,5.632423e-05,9.031082e-07,4.271798e-01,1.318513e-04,2.114117e-06,1
15.970000,DS_interstep,1,5.555535e-05,8.793802e-07,4.209135e-01,1.319876e-04,2.089218e-06,1
15.980000,DS_interstep,1,5.479815e-05,8.564359e-07,4.147439e-01,1.321253e-04,2.064975e-06,1
15.990000,DS_interstep,1,5.405243e-05,8.342490e-07,4.086693e-01,1.322645e-04,2.041379e-06,1
16.000000,DS_interstep,1,5.331794e-05,8.127960e-07,4.026880e-01,1.324051e-04,2.018426e-06,1
16.010000,DS_interstep,1,5.259449e-05,7.920522e-07,3.967982e-01,1.325472e-04,1.996108e-06,1
16.020000,DS_interstep,1,5.188187e-05,7.719945e-07,3.909984e-01,1.326907e-04,1.974419e-06,1
16.030000,DS_interstep,1,5.117983e-05,7.526004e-07,3.852869e-01,1.328356e-04,1.953351e-06,1
16.040000,DS_interstep,1,5.048818e-05,7.338487e-07,3.796619e-01,1.329819e-04,1.932901e-06,1
16.050000,DS_interstep,1,4.980671e-05,7.157171e-07,3.741220e-01,1.331296e-04,1.913058e-06,1
16.060000,DS_interstep,1,4.913524e-05,6.981861e-07,3.686655e-01,1.332787e-04,1.893820e-06,1
16.070000,DS_interstep,1,4.847354e-05,6.812349e-07,3.632908e-01,1.334290e-04,1.875178e-06,1
16.080000,DS_interstep,1,4.782141e-05,6.648444e-07,3.579965e-01,1.335807e-04,1.857126e-06,1
16.090000,DS_interstep,1,4.717869e-05,6.489959e-07,3.527810e-01,1.337336e-04,1.839656e-06,1
16.100000,DS_interstep,1,4.654518e-05,6.336709e-07,3.476428e-01,1.338879e-04,1.822764e-06,1
16.110000,DS_interstep,1,4.592071e-05,6.188518e-07,3.425806e-01,1.340435e-04,1.806441e-06,1
16.120000,DS_interstep,1,4.530510e-05,6.045209e-07,3.375929e-01,1.342004e-04,1.790680e-06,1
16.130000,DS_interstep,1,4.469814e-05,5.906614e-07,3.326783e-01,1.343584e-04,1.775473e-06,1
16.140000,DS_interstep,1,4.409970e-05,5.772576e-07,3.278356e-01,1.345177e-04,1.760814e-06,1
16.150000,DS_interstep,1,4.350962e-05,5.642932e-07,3.230634e-01,1.346783e-04,1.746695e-06,1
16.160000,DS_interstep,1,4.292771e-05,5.517529e-07,3.183604e-01,1.348400e-04,1.733108e-06,1
16.170000,DS_interstep,1,4.235385e-05,5.396213e-07,3.137255e-01,1.350029e-04,1.720043e-06,1
16.180000,DS_interstep,1,4.178785e-05,5.278846e-07,3.091574e-01,1.351669e-04,1.707495e-06,1
16.190000,DS_interstep,1,4.122959e-05,5.165286e-07,3.046549e-01,1.353321e-04,1.695455e-06,1
16.200000,DS_interstep,1,4.067892e-05,5.055386e-07,3.002171e-01,1.354984e-04,1.683910e-06,1
16.210000,DS_interstep,1,4.013573e-05,4.949023e-07,2.958426e-01,1.356658e-04,1.672857e-06,1
16.220000,DS_interstep,1,3.959982e-05,4.846071e-07,2.915305e-01,1.358342e-04,1.662286e-06,1
16.230000,DS_interstep,1,3.907112e-05,4.746391e-07,2.872797e-01,1.360038e-04,1.652185e-06,1
16.240000,DS_interstep,1,3.854947e-05,4.649875e-07,2.830893e-01,1.361743e-04,1.642547e-06,1
16.250000,DS_interstep,1,3.803476e-05,4.556398e-07,2.789581e-01,1.363458e-04,1.633363e-06,1
16.260000,DS_interstep,1,3.752688e-05,4.465848e-07,2.748852e-01,1.365184e-04,1.624623e-06,1
16.270000,DS_interstep,1,3.702570e-05,4.378116e-07,2.708698e-01,1.366918e-04,1.616317e-06,1
16.280000,DS_interstep,1,3.653111e-05,4.293096e-07,2.669110e-01,1.368663e-04,1.608437e-06,1
16.290000,DS_interstep,1,3.604300e-05,4.210682e-07,2.630077e-01,1.370416e-04,1.600973e-06,1
16.300000,DS_interstep,1,3.556126e-05,4.130776e-07,2.591592e-01,1.372178e-04,1.593914e-06,1
16.310000,DS_interstep,1,3.508581e-05,4.053282e-07,2.553647e-01,1.373949e-04,1.587253e-06,1
16.320000,DS_interstep,1,3.461652e-05,3.978108e-07,2.516232e-01,1.375728e-04,1.580978e-06,1
16.330000,DS_interstep,1,3.415333e-05,3.905158e-07,2.479340e-01,1.377517e-04,1.575079e-06,1
16.340000,DS_interstep,1,3.369611e-05,3.834354e-07,2.442963e-01,1.379313e-04,1.569550e-06,1
16.350000,DS_interstep,1,3.324477e-05,3.765607e-07,2.407095e-01,1.381116e-04,1.564378e-06,1
16.360000,DS_interstep,1,3.279925e-05,3.698838e-07,2.371726e-01,1.382928e-04,1.559555e-06,1
16.370000,DS_interstep,1,3.235944e-05,3.633973e-07,2.336850e-01,1.384746e-04,1.555074e-06,1
16.380000,DS_interstep,1,3.192526e-05,3.570930e-07,2.302458e-01,1.386573e-04,1.550921e-06,1
16.390000,DS_interstep,1,3.149664e-05,3.509643e-07,2.268546e-01,1.388406e-04,1.547089e-06,1
16.400000,DS_interstep,1,3.107348e-05,3.450039e-07,2.235106e-01,1.390247e-04,1.543569e-06,1
16.410000,DS_interstep,1,3.065571e-05,3.392054e-07,2.202131e-01,1.392093e-04,1.540351e-06,1
16.420000,DS_interstep,1,3.024327e-05,3.335625e-07,2.169614e-01,1.393947e-04,1.537428e-06,1
16.430000,DS_interstep,1,2.983608e-05,3.280690e-07,2.137548e-01,1.395808e-04,1.534791e-06,1
16.440000,DS_interstep,1,2.943406e-05,3.227191e-07,2.105930e-01,1.397675e-04,1.532430e-06,1
16.450000,DS_interstep,1,2.903714e-05,3.175068e-07,2.074750e-01,1.399549e-04,1.530337e-06,1
16.460000,DS_interstep,1,2.864526e-05,3.124271e-07,2.044004e-01,1.401428e-04,1.528505e-06,1
16.470000,DS_interstep,1,2.825834e-05,3.074745e-07,2.013686e-01,1.403314e-04,1.526924e-06,1
16.480000,DS_interstep,1,2.787633e-05,3.026443e-07,1.983791e-01,1.405205e-04,1.525586e-06,1
16.490000,DS_interstep,1,2.749915e-05,2.979315e-07,1.954311e-01,1.407102e-04,1.524484e-06,1
16.500000,DS_interstep,1,2.712675e-05,2.933316e-07,1.925241e-01,1.409006e-04,1.523610e-06,1
16.510000,DS_interstep,1,2.675908e-05,2.888401e-07,1.896576e-01,1.410915e-04,1.522955e-06,1
16.520000,DS_interstep,1,2.639607e-05,2.844531e-07,1.868311e-01,1.412830e-04,1.522514e-06,1
16.530000,DS_interstep,1,2.603765e-05,2.801664e-07,1.840441e-01,1.414750e-04,1.522278e-06,1
16.540000,DS_interstep,1,2.568379e-05,2.759763e-07,1.812960e-01,1.416677e-04,1.522241e-06,1
16.550000,DS_interstep,1,2.533441e-05,2.718789e-07,1.785863e-01,1.418609e-04,1.522395e-06,1
16.560000,DS_interstep,1,2.498946e-05,2.678708e-07,1.759145e-01,1.420546e-04,1.522733e-06,1
16.570000,DS_interstep,1,2.464891e-05,2.639488e-07,1.732801e-01,1.422489e-04,1.523249e-06,1
16.580000,DS_interstep,1,2.431268e-05,2.601094e-07,1.706828e-01,1.424437e-04,1.523935e-06,1
16.590000,DS_interstep,1,2.398073e-05,2.563500e-07,1.681218e-01,1.426391e-04,1.524788e-06,1
16.600000,DS_interstep,1,2.365302e-05,2.526672e-07,1.655968e-01,1.428350e-04,1.525797e-06,1
16.610000,DS_interstep,1,2.332948e-05,2.490584e-07,1.631075e-01,1.430314e-04,1.526959e-06,1
16.620000,DS_interstep,1,2.301009e-05,2.455207e-07,1.606531e-01,1.432284e-04,1.528267e-06,1
16.630000,DS_interstep,1,2.269476e-05,2.420520e-07,1.582335e-01,1.434258e-04,1.529714e-06,1
16.640000,DS_interstep,1,2.238348e-05,2.386498e-07,1.558480e-01,1.436238e-04,1.531298e-06,1
16.650000,DS_interstep,1,2.207619e-05,2.353115e-07,1.534963e-01,1.438224e-04,1.533011e-06,1
16.660000,DS_interstep,1,2.177285e-05,2.320351e-07,1.511779e-01,1.440214e-04,1.534848e-06,1
16.670000,DS_interstep,1,2.147341e-05,2.288185e-07,1.488924e-01,1.442210e-04,1.536804e-06,1
16.680000,DS_interstep,1,2.117782e-05,2.256597e-07,1.466396e-01,1.444209e-04,1.538873e-06,1
16.690000,DS_interstep,1,2.088605e-05,2.225566e-07,1.444187e-01,1.446215e-04,1.541051e-06,1
16.700000,DS_interstep,1,2.059806e-05,2.195077e-07,1.422296e-01,1.448226e-04,1.543333e-06,1
16.710000,DS_interstep,1,2.031379e-05,2.165111e-07,1.400718e-01,1.450241e-04,1.545715e-06,1
16.720000,DS_interstep,1,2.003320e-05,2.135649e-07,1.379449e-01,1.452261e-04,1.548190e-06,1
16.730000,DS_interstep,1,1.975626e-05,2.106680e-07,1.358486e-01,1.454286e-04,1.550756e-06,1
16.740000,DS_interstep,1,1.948292e-05,2.078187e-07,1.337823e-01,1.456315e-04,1.553409e-06,1
16.750000,DS_interstep,1,1.921315e-05,2.050157e-07,1.317458e-01,1.458350e-04,1.556146e-06,1
16.760000,DS_interstep,1,1.894691e-05,2.022574e-07,1.297388e-01,1.460389e-04,1.558959e-06,1
16.770000,DS_interstep,1,1.868413e-05,1.995425e-07,1.277607e-01,1.462432e-04,1.561846e-06,1
16.780000,DS_interstep,1,1.842480e-05,1.968700e-07,1.258112e-01,1.464480e-04,1.564805e-06,1
16.790000,DS_interstep,1,1.816888e-05,1.942387e-07,1.238900e-01,1.466533e-04,1.567832e-06,1
16.800000,DS_interstep,1,1.791632e-05,1.916473e-07,1.219968e-01,1.468590e-04,1.570921e-06,1
16.810000,DS_interstep,1,1.766708e-05,1.890949e-07,1.201311e-01,1.470650e-04,1.574071e-06,1
16.820000,DS_interstep,1,1.742115e-05,1.865804e-07,1.182927e-01,1.472716e-04,1.577278e-06,1
16.830000,DS_interstep,1,1.717845e-05,1.841029e-07,1.164809e-01,1.474786e-04,1.580541e-06,1
16.840000,DS_interstep,1,1.693897e-05,1.816614e-07,1.146958e-01,1.476860e-04,1.583854e-06,1
16.850000,DS_interstep,1,1.670267e-05,1.792551e-07,1.129369e-01,1.478938e-04,1.587215e-06,1
16.860000,DS_interstep,1,1.646950e-05,1.768831e-07,1.112038e-01,1.481020e-04,1.590621e-06,1
16.870000,DS_interstep,1,1.623944e-05,1.745446e-07,1.094961e-01,1.483107e-04,1.594072e-06,1
16.880000,DS_interstep,1,1.601244e-05,1.722389e-07,1.078136e-01,1.485197e-04,1.597562e-06,1
16.890000,DS_interstep,1,1.578847e-05,1.699652e-07,1.061559e-01,1.487291e-04,1.601091e-06,1
16.900000,DS_interstep,1,1.556750e-05,1.677229e-07,1.045227e-01,1.489390e-04,1.604656e-06,1
16.910000,DS_interstep,1,1.534949e-05,1.655112e-07,1.029137e-01,1.491492e-04,1.608253e-06,1
16.920000,DS_interstep,1,1.513441e-05,1.633296e-07,1.013285e-01,1.493598e-04,1.611882e-06,1
16.930000,DS_interstep,1,1.492221e-05,1.611774e-07,9.976688e-02,1.495708e-04,1.615540e-06,1
16.940000,DS_interstep,1,1.471287e-05,1.590540e-07,9.822845e-02,1.497821e-04,1.619226e-06,1
16.950000,DS_interstep,1,1.450635e-05,1.569589e-07,9.671293e-02,1.499939e-04,1.622936e-06,1
16.960000,DS_interstep,1,1.430262e-05,1.548916e-07,9.522000e-02,1.502060e-04,1.626671e-06,1
16.970000,DS_interstep,1,1.410164e-05,1.528514e-07,9.374936e-02,1.504185e-04,1.630426e-06,1
16.980000,DS_interstep,1,1.390338e-05,1.508381e-07,9.230071e-02,1.506313e-04,1.634203e-06,1
16.990000,DS_interstep,1,1.370781e-05,1.488509e-07,9.087374e-02,1.508445e-04,1.637997e-06,1
17.000000,DS_interstep,1,1.351489e-05,1.468896e-07,8.946817e-02,1.510581e-04,1.641808e-06,1
17.010000,DS_interstep,1,1.332459e-05,1.449536e-07,8.808370e-02,1.512720e-04,1.645635e-06,1
17.020000,DS_interstep,1,1.313689e-05,1.430425e-07,8.672003e-02,1.514862e-04,1.649475e-06,1
17.030000,DS_interstep,1,1.295174e-05,1.411560e-07,8.537689e-02,1.517008e-04,1.653329e-06,1
17.040000,DS_interstep,1,1.276912e-05,1.392937e-07,8.405397e-02,1.519157e-04,1.657193e-06,1
17.050000,DS_interstep,1,1.258900e-05,1.374551e-07,8.275102e-02,1.521310e-04,1.661068e-06,1
17.060000,DS_interstep,1,1.241133e-05,1.356398e-07,8.146775e-02,1.523465e-04,1.664951e-06,1
17.070000,DS_interstep,1,1.223610e-05,1.338477e-07,8.020388e-02,1.525625e-04,1.668843e-06,1
17.080000,DS_interstep,1,1.206327e-05,1.320782e-07,7.895913e-02,1.527787e-04,1.672742e-06,1
17.090000,DS_interstep,1,1.189282e-05,1.303311e-07,7.773326e-02,1.529952e-04,1.676646e-06,1
17.100000,DS_interstep,1,1.172471e-05,1.286061e-07,7.652597e-02,1.532121e-04,1.680555e-06,1
17.110000,DS_interstep,1,1.155890e-05,1.269028e-07,7.533702e-02,1.534293e-04,1.684468e-06,1
17.120000,DS_interstep,1,1.139539e-05,1.252209e-07,7.416614e-02,1.536468e-04,1.688384e-06,1
17.130000,DS_interstep,1,1.123413e-05,1.235602e-07,7.301308e-02,1.538646e-04,1.692302e-06,1
17.140000,DS_interstep,1,1.107509e-05,1.219203e-07,7.187757e-02,1.540827e-04,1.696222e-06,1
17.150000,DS_interstep,1,1.091824e-05,1.203011e-07,7.075938e-02,1.543010e-04,1.700143e-06,1
17.160000,DS_interstep,1,1.076357e-05,1.187021e-07,6.965824e-02,1.545197e-04,1.704064e-06,1
17.170000,DS_interstep,1,1.061103e-05,1.171232e-07,6.857393e-02,1.547386e-04,1.707985e-06,1
17.180000,DS_interstep,1,1.046061e-05,1.155641e-07,6.750618e-02,1.549578e-04,1.711904e-06,1
17.190000,DS_interstep,1,1.031228e-05,1.140246e-07,6.645477e-02,1.551774e-04,1.715822e-06,1
17.200000,DS_interstep,1,1.016599e-05,1.125043e-07,6.541945e-02,1.553971e-04,1.719738e-06,1
17.210000,DS_interstep,1,1.002175e-05,1.110031e-07,6.439999e-02,1.556172e-04,1.723652e-06,1
17.220000,DS_interstep,1,9.879503e-06,1.095208e-07,6.339616e-02,1.558376e-04,1.727562e-06,1
17.230000,DS_interstep,1,9.739234e-06,1.080571e-07,6.240772e-02,1.560582e-04,1.731469e-06,1
17.240000,DS_interstep,1,9.600917e-06,1.066117e-07,6.143447e-02,1.562790e-04,1.735373e-06,1
17.250000,DS_interstep,1,9.464524e-06,1.051845e-07,6.047616e-02,1.565001e-04,1.739272e-06,1
17.260000,DS_interstep,1,9.330036e-06,1.037753e-07,5.953259e-02,1.567215e-04,1.743168e-06,1
17.270000,DS_interstep,1,9.197422e-06,1.023838e-07,5.860352e-02,1.569432e-04,1.747058e-06,1
17.280000,DS_interstep,1,9.066654e-06,1.010098e-07,5.768874e-02,1.571650e-04,1.750944e-06,1
17.290000,DS_interstep,1,8.937716e-06,9.965312e-08,5.678806e-02,1.573872e-04,1.754825e-06,1
17.300000,DS_interstep,1,8.810578e-06,9.831359e-08,5.590125e-02,1.576097e-04,1.758701e-06,1
17.310000,DS_interstep,1,8.685217e-06,9.699099e-08,5.502811e-02,1.578324e-04,1.762572e-06,1
17.320000,DS_interstep,1,8.561608e-06,9.568513e-08,5.416843e-02,1.580553e-04,1.766437e-06,1
17.330000,DS_interstep,1,8.439729e-06,9.439578e-08,5.332201e-02,1.582785e-04,1.770297e-06,1
17.340000,DS_interstep,1,8.319557e-06,9.312279e-08,5.248865e-02,1.585020e-04,1.774151e-06,1
17.350000,DS_interstep,1,8.201066e-06,9.186596e-08,5.166817e-02,1.587257e-04,1.777999e-06,1
17.360000,DS_interstep,1,8.084237e-06,9.062512e-08,5.086035e-02,1.589497e-04,1.781842e-06,1
17.370000,DS_interstep,1,7.969046e-06,8.940009e-08,5.006501e-02,1.591740e-04,1.785680e-06,1
17.380000,DS_interstep,1,7.855471e-06,8.819066e-08,4.928197e-02,1.593985e-04,1.789512e-06,1
17.390000,DS_interstep,1,7.743489e-06,8.699667e-08,4.851103e-02,1.596233e-04,1.793338e-06,1
17.400000,DS_interstep,1,7.633080e-06,8.581797e-08,4.775201e-02,1.598483e-04,1.797159e-06,1
17.410000,DS_interstep,1,7.524220e-06,8.465434e-08,4.700475e-02,1.600736e-04,1.800974e-06,1
17.420000,DS_interstep,1,7.416892e-06,8.350566e-08,4.626904e-02,1.602992e-04,1.804785e-06,1
17.430000,DS_interstep,1,7.311072e-06,8.237170e-08,4.554471e-02,1.605252e-04,1.808590e-06,1
17.440000,DS_interstep,1,7.206737e-06,8.125235e-08,4.483161e-02,1.607512e-04,1.812390e-06,1
17.450000,DS_interstep,1,7.103876e-06,8.014744e-08,4.412955e-02,1.609778e-04,1.816185e-06,1
17.460000,DS_interstep,1,7.002458e-06,7.905677e-08,4.343836e-02,1.612045e-04,1.819976e-06,1
17.470000,DS_interstep,1,6.902470e-06,7.798020e-08,4.275789e-02,1.614315e-04,1.823762e-06,1
17.480000,DS_interstep,1,6.803888e-06,7.691755e-08,4.208795e-02,1.616588e-04,1.827543e-06,1
17.490000,DS_interstep,1,6.706698e-06,7.586870e-08,4.142840e-02,1.618865e-04,1.831321e-06,1
17.500000,DS_interstep,1,6.610876e-06,7.483347e-08,4.077906e-02,1.621144e-04,1.835095e-06,1
17.510000,DS_interstep,1,6.516407e-06,7.381171e-08,4.013980e-02,1.623428e-04,1.838866e-06,1
17.520000,DS_interstep,1,6.423267e-06,7.280325e-08,3.951045e-02,1.625713e-04,1.842633e-06,1
17.530000,DS_interstep,1,6.331445e-06,7.180796e-08,3.889087e-02,1.628003e-04,1.846397e-06,1
17.540000,DS_interstep,1,6.240916e-06,7.082567e-08,3.828088e-02,1.630296e-04,1.850158e-06,1
17.550000,DS_interstep,1,6.151666e-06,6.985625e-08,3.768036e-02,1.632592e-04,1.853916e-06,1
17.560000,DS_interstep,1,6.063677e-06,6.889952e-08,3.708916e-02,1.634892e-04,1.857673e-06,1
17.570000,DS_interstep,1,5.976932e-06,6.795537e-08,3.650713e-02,1.637196e-04,1.861427e-06,1
17.580000,DS_interstep,1,5.891410e-06,6.702364e-08,3.593413e-02,1.639503e-04,1.865181e-06,1
17.590000,DS_interstep,1,5.807101e-06,6.610418e-08,3.537002e-02,1.641815e-04,1.868933e-06,1
17.600000,DS_interstep,1,5.723981e-06,6.519686e-08,3.481466e-02,1.644130e-04,1.872684e-06,1
17.610000,DS_interstep,1,5.642039e-06,6.430154e-08,3.426792e-02,1.646449e-04,1.876435e-06,1
17.620000,DS_interstep,1,5.561254e-06,6.341804e-08,3.372967e-02,1.648772e-04,1.880185e-06,1
17.630000,DS_interstep,1,5.481613e-06,6.254628e-08,3.319976e-02,1.651100e-04,1.883937e-06,1
17.640000,DS_interstep,1,5.403100e-06,6.168607e-08,3.267809e-02,1.653432e-04,1.887689e-06,1
17.650000,DS_interstep,1,5.325699e-06,6.083731e-08,3.216452e-02,1.655768e-04,1.891442e-06,1
17.660000,DS_interstep,1,5.249394e-06,5.999986e-08,3.165890e-02,1.658110e-04,1.895197e-06,1
17.670000,DS_interstep,1,5.174170e-06,5.917355e-08,3.116115e-02,1.660456e-04,1.898953e-06,1
17.680000,DS_interstep,1,5.100012e-06,5.835829e-08,3.067111e-02,1.662806e-04,1.902712e-06,1
17.690000,DS_interstep,1,5.026907e-06,5.755395e-08,3.018869e-02,1.665162e-04,1.906474e-06,1
17.700000,DS_interstep,1,4.954838e-06,5.676035e-08,2.971374e-02,1.667524e-04,1.910239e-06,1
17.710000,DS_interstep,1,4.883790e-06,5.597743e-08,2.924618e-02,1.669890e-04,1.914008e-06,1
17.720000,DS_interstep,1,4.813752e-06,5.520500e-08,2.878587e-02,1.672262e-04,1.917781e-06,1
17.730000,DS_interstep,1,4.744707e-06,5.444297e-08,2.833271e-02,1.674639e-04,1.921559e-06,1
17.740000,DS_interstep,1,4.676642e-06,5.369122e-08,2.788658e-02,1.677022e-04,1.925342e-06,1
17.750000,DS_interstep,1,4.609545e-06,5.294958e-08,2.744738e-02,1.679412e-04,1.929130e-06,1
17.760000,DS_interstep,1,4.543400e-06,5.221797e-08,2.701499e-02,1.681807e-04,1.932926e-06,1
17.770000,DS_interstep,1,4.478195e-06,5.149626e-08,2.658931e-02,1.684209e-04,1.936728e-06,1
17.780000,DS_interstep,1,4.413918e-06,5.078432e-08,2.617025e-02,1.686617e-04,1.940537e-06,1
17.790000,DS_interstep,1,4.350553e-06,5.008203e-08,2.575768e-02,1.689031e-04,1.944353e-06,1
17.800000,DS_interstep,1,4.288090e-06,4.938928e-08,2.535152e-02,1.691453e-04,1.948178e-06,1
17.810000,DS_interstep,1,4.226516e-06,4.870595e-08,2.495166e-02,1.693881e-04,1.952012e-06,1
17.820000,DS_interstep,1,4.165817e-06,4.803192e-08,2.455801e-02,1.696317e-04,1.955856e-06,1
17.830000,DS_interstep,1,4.105982e-06,4.736708e-08,2.417046e-02,1.698760e-04,1.959709e-06,1
17.840000,DS_interstep,1,4.047000e-06,4.671130e-08,2.378894e-02,1.701211e-04,1.963572e-06,1
17.850000,DS_interstep,1,3.988858e-06,4.606448e-08,2.341333e-02,1.703670e-04,1.967447e-06,1
17.860000,DS_interstep,1,3.931544e-06,4.542654e-08,2.304355e-02,1.706136e-04,1.971334e-06,1
17.870000,DS_interstep,1,3.875045e-06,4.479730e-08,2.267950e-02,1.708611e-04,1.975233e-06,1
17.880000,DS_interstep,1,3.819353e-06,4.417671e-08,2.232112e-02,1.711094e-04,1.979144e-06,1
17.890000,DS_interstep,1,3.764454e-06,4.356464e-08,2.196829e-02,1.713586e-04,1.983070e-06,1
17.900000,DS_interstep,1,3.710339e-06,4.296096e-08,2.162093e-02,1.716087e-04,1.987009e-06,1
17.910000,DS_interstep,1,3.656995e-06,4.236562e-08,2.127896e-02,1.718597e-04,1.990963e-06,1
17.920000,DS_interstep,1,3.604414e-06,4.177845e-08,2.094230e-02,1.721117e-04,1.994932e-06,1
17.930000,DS_interstep,1,3.552581e-06,4.119940e-08,2.061086e-02,1.723646e-04,1.998917e-06,1
17.940000,DS_interstep,1,3.501490e-06,4.062835e-08,2.028456e-02,1.726185e-04,2.002920e-06,1
17.950000,DS_interstep,1,3.451128e-06,4.006517e-08,1.996332e-02,1.728734e-04,2.006939e-06,1
17.960000,DS_interstep,1,3.401486e-06,3.950980e-08,1.964707e-02,1.731294e-04,2.010976e-06,1
17.970000,DS_interstep,1,3.352552e-06,3.896211e-08,1.933572e-02,1.733864e-04,2.015033e-06,1
17.980000,DS_interstep,1,3.304318e-06,3.842203e-08,1.902920e-02,1.736446e-04,2.019108e-06,1
17.990000,DS_interstep,1,3.256774e-06,3.788943e-08,1.872745e-02,1.739038e-04,2.023203e-06,1
18.000000,DS_interstep,1,3.209910e-06,3.736423e-08,1.843037e-02,1.741642e-04,2.027319e-06,1
18.010000,DS_interstep,1,3.163717e-06,3.684636e-08,1.813789e-02,1.744259e-04,2.031458e-06,1
18.020000,DS_interstep,1,3.118184e-06,3.633569e-08,1.784995e-02,1.746887e-04,2.035618e-06,1
18.030000,DS_interstep,1,3.073303e-06,3.583212e-08,1.756648e-02,1.749527e-04,2.039801e-06,1
18.040000,DS_interstep,1,3.029065e-06,3.533558e-08,1.728741e-02,1.752180e-04,2.044007e-06,1
18.050000,DS_interstep,1,2.985460e-06,3.484597e-08,1.701267e-02,1.754846e-04,2.048237e-06,1
18.060000,DS_interstep,1,2.942480e-06,3.436322e-08,1.674217e-02,1.757526e-04,2.052495e-06,1
18.070000,DS_interstep,1,2.900117e-06,3.388722e-08,1.647589e-02,1.760219e-04,2.056777e-06,1
18.080000,DS_interstep,1,2.858359e-06,3.341788e-08,1.621372e-02,1.762926e-04,2.061086e-06,1
18.090000,DS_interstep,1,2.817201e-06,3.295512e-08,1.595563e-02,1.765648e-04,2.065423e-06,1
18.100000,DS_interstep,1,2.776634e-06,3.249886e-08,1.570154e-02,1.768383e-04,2.069788e-06,1
18.110000,DS_interstep,1,2.736648e-06,3.204899e-08,1.545139e-02,1.771134e-04,2.074182e-06,1
18.120000,DS_interstep,1,2.697236e-06,3.160546e-08,1.520512e-02,1.773900e-04,2.078607e-06,1
18.130000,DS_interstep,1,2.658390e-06,3.116815e-08,1.496266e-02,1.776683e-04,2.083062e-06,1
18.140000,DS_interstep,1,2.620101e-06,3.073701e-08,1.472396e-02,1.779481e-04,2.087550e-06,1
18.150000,DS_interstep,1,2.582363e-06,3.031194e-08,1.448897e-02,1.782296e-04,2.092070e-06,1
18.160000,DS_interstep,1,2.545168e-06,2.989288e-08,1.425762e-02,1.785127e-04,2.096624e-06,1
18.170000,DS_interstep,1,2.508506e-06,2.947973e-08,1.402986e-02,1.787977e-04,2.101214e-06,1
18.180000,DS_interstep,1,2.472371e-06,2.907240e-08,1.380563e-02,1.790843e-04,2.105837e-06,1
18.190000,DS_interstep,1,2.436757e-06,3.465959e-07,1.358487e-02,1.793728e-04,2.551338e-05,1
18.200000,SS,2,5.743360e-05,1.016842e-06,1.182604e+00,4.856538e-05,8.598334e-07,1
18.300000,SS,2,1.316660e-04,1.357663e-06,1.217074e+00,1.081824e-04,1.115514e-06,1
18.400000,SS,2,2.007046e-04,3.466040e-06,1.207026e+00,1.662802e-04,2.871554e-06,1
18.500000,SS,2,2.766262e-04,6.328796e-06,1.219714e+00,2.267959e-04,5.188752e-06,1
18.600000,SS,2,3.524941e-04,9.614482e-06,1.223149e+00,2.881858e-04,7.860434e-06,1
18.700000,SS,2,4.272914e-04,1.283781e-05,1.233677e+00,3.463560e-04,1.040614e-05,1
18.800000,SS,2,4.995440e-04,1.540259e-05,1.258108e+00,3.970598e-04,1.224266e-05,1
18.900000,SS,2,5.658368e-04,1.724777e-05,1.288129e+00,4.392701e-04,1.338978e-05,1
19.000000,SS,2,6.254449e-04,1.775908e-05,1.338370e+00,4.673183e-04,1.326918e-05,1
19.100000,SS,2,6.746330e-04,1.730619e-05,1.395167e+00,4.835501e-04,1.240439e-05,1
19.200000,SS,2,7.118074e-04,1.575954e-05,1.467015e+00,4.852081e-04,1.074259e-05,1
19.300000,SS,2,7.348606e-04,1.380307e-05,1.547023e+00,4.750160e-04,8.922341e-06,1
19.400000,SS,2,7.412103e-04,1.251816e-05,1.634126e+00,4.535820e-04,7.660462e-06,1
19.500000,SS,2,7.304902e-04,1.275397e-05,1.724506e+00,4.235938e-04,7.395720e-06,1
19.600000,SS,2,7.015006e-04,1.420426e-05,1.816315e+00,3.862218e-04,7.820372e-06,1
19.700000,SS,2,6.567152e-04,1.554824e-05,1.904793e+00,3.447699e-04,8.162694e-06,1
19.800000,SS,2,5.994823e-04,1.513276e-05,1.986469e+00,3.017828e-04,7.617920e-06,1
19.900000,SS,2,5.353493e-04,1.202121e-05,2.059395e+00,2.599547e-04,5.837252e-06,1
20.000000,SS,2,4.725689e-04,8.910273e-06,2.118152e+00,2.231044e-04,4.206627e-06,1
20.100000,SS,2,4.181703e-04,1.732221e-05,2.165222e+00,1.931305e-04,8.000204e-06,1
