t_s,phase,step_index,num_rot_Nm,num_origin_Nm,denominator_Nm,rho_rot,rho_origin,valid
0.010000,DS_interstep,-1,1.093643e-23,9.519166e-25,0.000000e+00,nan,nan,0
0.020000,DS_interstep,-1,1.832228e-23,1.140323e-24,0.000000e+00,nan,nan,0
0.030000,DS_interstep,-1,2.499863e-23,2.331797e-24,0.000000e+00,nan,nan,0
0.040000,DS_interstep,-1,3.287102e-23,4.788190e-24,0.000000e+00,nan,nan,0
0.050000,DS_interstep,-1,4.102114e-23,1.002707e-23,0.000000e+00,nan,nan,0
0.060000,DS_interstep,-1,4.693633e-23,7.951612e-24,0.000000e+00,nan,nan,0
0.070000,DS_interstep,-1,4.886641e-23,7.387139e-24,0.000000e+00,nan,nan,0
0.080000,DS_interstep,-1,4.605979e-23,7.905771e-24,0.000000e+00,nan,nan,0
0.090000,DS_interstep,-1,3.879978e-23,9.614369e-24,0.000000e+00,nan,nan,0
0.100000,DS_interstep,-1,2.830675e-23,3.521936e-14,0.000000e+00,nan,nan,0
0.110000,SS,0,2.008743e-06,5.202152e-08,1.006924e+00,1.994930e-06,5.166381e-08,1
0.210000,SS,0,9.108678e-06,2.471016e-07,1.230580e+00,7.401939e-06,2.008009e-07,1
0.310000,SS,0,2.093274e-05,6.494726e-07,1.333311e+00,1.569982e-05,4.871126e-07,1
0.410000,SS,0,3.871879e-05,2.637436e-07,1.376864e+00,2.812099e-05,1.915538e-07,1
0.510000,SS,0,6.229973e-05,8.803413e-07,1.359321e+00,4.583150e-05,6.476329e-07,1
0.610000,SS,0,9.194183e-05,3.355945e-06,1.300681e+00,7.068746e-05,2.580144e-06,1
0.710000,SS,0,1.272876e-04,7.073487e-06,1.219125e+00,1.044090e-04,5.802101e-06,1
0.810000,SS,0,1.679455e-04,1.207059e-05,1.136057e+00,1.478320e-04,1.062499e-05,1
0.910000,SS,0,2.128058e-04,1.791358e-05,1.058547e+00,2.010358e-04,1.692280e-05,1
1.010000,SS,0,2.604038e-04,2.414091e-05,9.908948e-01,2.627966e-04,2.436274e-05,1
1.110000,SS,0,3.086765e-04,3.003869e-05,9.317930e-01,3.312715e-04,3.223751e-05,1
1.210000,SS,0,3.554781e-04,3.491280e-05,8.982164e-01,3.957600e-04,3.886903e-05,1
1.310000,SS,0,3.986505e-04,3.797057e-05,9.193347e-01,4.336294e-04,4.130222e-05,1
1.410000,SS,0,4.361222e-04,3.847491e-05,1.018277e+00,4.282944e-04,3.778434e-05,1
1.510000,SS,0,4.660246e-04,3.573346e-05,1.189674e+00,3.917245e-04,3.003634e-05,1
1.610000,SS,0,4.867136e-04,2.977836e-05,1.400506e+00,3.475271e-04,2.126258e-05,1
1.710000,SS,0,4.966526e-04,2.182094e-05,1.620722e+00,3.064391e-04,1.346372e-05,1
1.810000,SS,0,4.951918e-04,2.000408e-05,1.816277e+00,2.726412e-04,1.101379e-05,1
1.910000,SS,0,4.817607e-04,3.366298e-05,1.976960e+00,2.436876e-04,1.702765e-05,1
2.010000,SS,0,4.574071e-04,5.619582e-05,2.077924e+00,2.201269e-04,2.704421e-05,1
2.110000,SS,0,4.225159e-04,8.318051e-05,2.130813e+00,1.982886e-04,3.903698e-05,1
2.210000,SS,0,3.773776e-04,1.132316e-04,2.136280e+00,1.766517e-04,5.300409e-05,1
2.310000,SS,0,3.237902e-04,1.448873e-04,2.093746e+00,1.546463e-04,6.920003e-05,1
2.410000,SS,0,2.651198e-04,1.773960e-04,2.002801e+00,1.323745e-04,8.857395e-05,1
2.510000,SS,0,2.064715e-04,2.093983e-04,1.827018e+00,1.130101e-04,1.146121e-04,1
2.610000,SS,0,1.520236e-04,2.346909e-04,1.434464e+00,1.059793e-04,1.636088e-04,1
2.710000,SS,0,1.059902e-04,2.552141e-04,1.052877e+00,1.006672e-04,2.423969e-04,1
2.810000,SS,0,7.666363e-05,2.686427e-04,7.005957e-01,1.094263e-04,3.834489e-04,1
2.910000,SS,0,7.141369e-05,1.398070e-04,4.765839e-01,1.498450e-04,2.933523e-04,1
3.020000,DS_interstep,0,1.730423e-04,4.419071e-05,4.180876e+00,4.138900e-05,1.056972e-05,1
3.030000,DS_interstep,0,3.514605e-04,2.712026e-04,4.330127e+00,8.116632e-05,6.263156e-05,1
3.040000,DS_interstep,0,4.144867e-04,2.737935e-04,3.614751e+00,1.146653e-04,7.574338e-05,1
3.050000,DS_interstep,0,4.010953e-04,2.784563e-04,3.978650e+00,1.008119e-04,6.998764e-05,1
3.060000,DS_interstep,0,3.678824e-04,2.757261e-04,4.277108e+00,8.601195e-05,6.446554e-05,1
3.070000,DS_interstep,0,3.397381e-04,2.713942e-04,3.108404e+00,1.092966e-04,8.730983e-05,1
3.080000,DS_interstep,0,3.150550e-04,2.643037e-04,3.042996e+00,1.035345e-04,8.685642e-05,1
3.090000,DS_interstep,0,2.932319e-04,2.552825e-04,3.203543e+00,9.153362e-05,7.968754e-05,1
3.100000,DS_interstep,0,2.739412e-04,2.446388e-04,3.496954e+00,7.833708e-05,6.995769e-05,1
3.110000,DS_interstep,0,2.574081e-04,2.337824e-04,3.902185e+00,6.596513e-05,5.991065e-05,1
3.120000,DS_interstep,0,2.484672e-04,2.210558e-04,3.774988e+00,6.581934e-05,5.855802e-05,1
3.130000,DS_interstep,0,2.410013e-04,2.071337e-04,3.834880e+00,6.284455e-05,5.401309e-05,1
3.140000,DS_interstep,0,2.296341e-04,1.951475e-04,3.929603e+00,5.843697e-05,4.966087e-05,1
3.150000,DS_interstep,0,2.186428e-04,1.838968e-04,3.895645e+00,5.612493e-05,4.720573e-05,1
3.160000,DS_interstep,0,2.101017e-04,1.729825e-04,3.687839e+00,5.697149e-05,4.690620e-05,1
3.170000,DS_interstep,0,2.018202e-04,1.631901e-04,3.534402e+00,5.710165e-05,4.617192e-05,1
3.180000,DS_interstep,0,1.929923e-04,1.545451e-04,3.404614e+00,5.668552e-05,4.539285e-05,1
3.190000,DS_interstep,0,1.833474e-04,1.470406e-04,3.290376e+00,5.572232e-05,4.468808e-05,1
3.200000,DS_interstep,0,1.728775e-04,1.406293e-04,3.190217e+00,5.418988e-05,4.408141e-05,1
3.210000,DS_interstep,0,1.616951e-04,1.352372e-04,3.104146e+00,5.209004e-05,4.356662e-05,1
3.220000,DS_interstep,0,1.500366e-04,1.307632e-04,3.031264e+00,4.949639e-05,4.313817e-05,1
3.230000,DS_interstep,0,1.383555e-04,1.270630e-04,2.968744e+00,4.660406e-05,4.280025e-05,1
3.240000,DS_interstep,0,1.270285e-04,1.239877e-04,2.915725e+00,4.356670e-05,4.252378e-05,1
3.250000,DS_interstep,0,1.162197e-04,1.213988e-04,2.872123e+00,4.046473e-05,4.226796e-05,1
3.260000,DS_interstep,0,1.059514e-04,1.191877e-04,2.837613e+00,3.733823e-05,4.200279e-05,1
3.270000,DS_interstep,0,9.627941e-05,1.172243e-04,2.811317e+00,3.424708e-05,4.169728e-05,1
3.280000,DS_interstep,0,8.726451e-05,1.153877e-04,2.791463e+00,3.126120e-05,4.133592e-05,1
3.290000,DS_interstep,0,7.896108e-05,1.136098e-04,2.776034e+00,2.844384e-05,4.092523e-05,1
3.300000,DS_interstep,0,7.148347e-05,1.118221e-04,2.763645e+00,2.586565e-05,4.046180e-05,1
3.310000,DS_interstep,0,6.496978e-05,1.099645e-04,2.753457e+00,2.359571e-05,3.993690e-05,1
3.320000,DS_interstep,0,5.952230e-05,1.079923e-04,2.745129e+00,2.168288e-05,3.933962e-05,1
3.330000,DS_interstep,0,5.518607e-05,1.058763e-04,2.738688e+00,2.015055e-05,3.865950e-05,1
3.340000,DS_interstep,0,5.195755e-05,1.036046e-04,2.734250e+00,1.900249e-05,3.789142e-05,1
3.350000,DS_interstep,0,4.980668e-05,1.011803e-04,2.731782e+00,1.823230e-05,3.703820e-05,1
3.360000,DS_interstep,0,4.868994e-05,9.861656e-05,2.731097e+00,1.782798e-05,3.610877e-05,1
3.370000,DS_interstep,0,4.855800e-05,9.593186e-05,2.731976e+00,1.777395e-05,3.511446e-05,1
3.380000,DS_interstep,0,4.935604e-05,9.314675e-05,2.734255e+00,1.805100e-05,3.406659e-05,1
3.390000,DS_interstep,0,5.102143e-05,9.028252e-05,2.737833e+00,1.863570e-05,3.297590e-05,1
3.400000,DS_interstep,0,5.347787e-05,8.735983e-05,2.742620e+00,1.949882e-05,3.185269e-05,1
3.410000,DS_interstep,0,5.663087e-05,8.439925e-05,2.748482e+00,2.060442e-05,3.070759e-05,1
3.420000,DS_interstep,0,6.036470e-05,8.142187e-05,2.755192e+00,2.190944e-05,2.955216e-05,1
3.430000,DS_interstep,0,6.454337e-05,7.844868e-05,2.762411e+00,2.336487e-05,2.839863e-05,1
3.440000,DS_interstep,0,6.901719e-05,7.549977e-05,2.769700e+00,2.491865e-05,2.725918e-05,1
3.450000,DS_interstep,0,7.363369e-05,7.259384e-05,2.776566e+00,2.651970e-05,2.614519e-05,1
3.460000,DS_interstep,0,7.824870e-05,6.974724e-05,2.782524e+00,2.812148e-05,2.506617e-05,1
3.470000,DS_interstep,0,8.273592e-05,6.697320e-05,2.787173e+00,2.968453e-05,2.402908e-05,1
3.480000,DS_interstep,0,8.699266e-05,6.428163e-05,2.790237e+00,3.117752e-05,2.303806e-05,1
3.490000,DS_interstep,0,9.094285e-05,6.167937e-05,2.791601e+00,3.257731e-05,2.209462e-05,1
3.500000,DS_interstep,0,9.453588e-05,5.916994e-05,2.791301e+00,3.386803e-05,2.119798e-05,1
3.510000,DS_interstep,0,9.774407e-05,5.675365e-05,2.789497e+00,3.504004e-05,2.034548e-05,1
3.520000,DS_interstep,0,1.005584e-04,5.442962e-05,2.786437e+00,3.608853e-05,1.953377e-05,1
3.530000,DS_interstep,0,1.029850e-04,5.219439e-05,2.782416e+00,3.701279e-05,1.875865e-05,1
3.540000,DS_interstep,0,1.050399e-04,5.004345e-05,2.777743e+00,3.781482e-05,1.801587e-05,1
3.550000,DS_interstep,0,1.067466e-04,4.797189e-05,2.772708e+00,3.849906e-05,1.730146e-05,1
3.560000,DS_interstep,0,1.081318e-04,4.597399e-05,2.767562e+00,3.907115e-05,1.661173e-05,1
3.570000,DS_interstep,0,1.092238e-04,4.404431e-05,2.762513e+00,3.953784e-05,1.594357e-05,1
3.580000,DS_interstep,0,1.100499e-04,4.217755e-05,2.757715e+00,3.990619e-05,1.529438e-05,1
3.590000,DS_interstep,0,1.106358e-04,4.036894e-05,2.753272e+00,4.018339e-05,1.466217e-05,1
3.600000,DS_interstep,0,1.110044e-04,3.861416e-05,2.749242e+00,4.037635e-05,1.404538e-05,1
3.610000,DS_interstep,0,1.111756e-04,3.690959e-05,2.745648e+00,4.049157e-05,1.344294e-05,1
3.620000,DS_interstep,0,1.111662e-04,3.525224e-05,2.742481e+00,4.053491e-05,1.285414e-05,1
3.630000,DS_interstep,0,1.109899e-04,3.363985e-05,2.739712e+00,4.051151e-05,1.227861e-05,1
3.640000,DS_interstep,0,1.106577e-04,3.207068e-05,2.737299e+00,4.042588e-05,1.171618e-05,1
3.650000,DS_interstep,0,1.101782e-04,3.054349e-05,2.735190e+00,4.028173e-05,1.116686e-05,1
3.660000,DS_interstep,0,1.095580e-04,2.905752e-05,2.733333e+00,4.008220e-05,1.063080e-05,1
3.670000,DS_interstep,0,1.088019e-04,2.761230e-05,2.731677e+00,3.982969e-05,1.010819e-05,1
3.680000,DS_interstep,0,1.079131e-04,2.620774e-05,2.730172e+00,3.952613e-05,9.599302e-06,1
3.690000,DS_interstep,0,1.068945e-04,2.484390e-05,2.728775e+00,3.917307e-05,9.104416e-06,1
3.700000,DS_interstep,0,1.057480e-04,2.352091e-05,2.727451e+00,3.877173e-05,8.623773e-06,1
3.710000,DS_interstep,0,1.044755e-04,2.223901e-05,2.726168e+00,3.832319e-05,8.157607e-06,1
3.720000,DS_interstep,0,1.030787e-04,2.099845e-05,2.724906e+00,3.782833e-05,7.706118e-06,1
3.730000,DS_interstep,0,1.015601e-04,1.979933e-05,2.723649e+00,3.728824e-05,7.269415e-06,1
3.740000,DS_interstep,0,9.992248e-05,1.864178e-05,2.722388e+00,3.670398e-05,6.847583e-06,1
3.750000,DS_interstep,0,9.816932e-05,1.752582e-05,2.721120e+00,3.607680e-05,6.440663e-06,1
3.760000,DS_interstep,0,9.630502e-05,1.645126e-05,2.719850e+00,3.540821e-05,6.048591e-06,1
3.770000,DS_interstep,0,9.433459e-05,1.541788e-05,2.718584e+00,3.469990e-05,5.671291e-06,1
3.780000,DS_interstep,0,9.226420e-05,1.442527e-05,2.717332e+00,3.395397e-05,5.308617e-06,1
3.790000,DS_interstep,0,9.010043e-05,1.347294e-05,2.716107e+00,3.317263e-05,4.960385e-06,1
3.800000,DS_interstep,0,8.785079e-05,1.256031e-05,2.714925e+00,3.235846e-05,4.626395e-06,1
3.810000,DS_interstep,0,8.552328e-05,1.168662e-05,2.713799e+00,3.151423e-05,4.306369e-06,1
3.820000,DS_interstep,0,8.312640e-05,1.085114e-05,2.712742e+00,3.064295e-05,4.000064e-06,1
3.830000,DS_interstep,0,8.066878e-05,1.005308e-05,2.711767e+00,2.974768e-05,3.707205e-06,1
3.840000,DS_interstep,0,7.815964e-05,9.291515e-06,2.710885e+00,2.883178e-05,3.427484e-06,1
3.850000,DS_interstep,0,7.560800e-05,8.565643e-06,2.710103e+00,2.789857e-05,3.160634e-06,1
3.860000,DS_interstep,0,7.302294e-05,7.874559e-06,2.709429e+00,2.695142e-05,2.906354e-06,1
3.870000,DS_interstep,0,7.041359e-05,7.217404e-06,2.708864e+00,2.599377e-05,2.664365e-06,1
3.880000,DS_interstep,0,6.778874e-05,6.591334e-06,2.708412e+00,2.502896e-05,2.433652e-06,1
3.890000,DS_interstep,0,6.521493e-05,6.003763e-06,2.661698e+00,2.450125e-05,2.255614e-06,1
3.900000,DS_interstep,0,6.276821e-05,5.466423e-06,2.552660e+00,2.458933e-05,2.141461e-06,1
3.910000,DS_interstep,0,6.038185e-05,4.968401e-06,2.474221e+00,2.440439e-05,2.008067e-06,1
3.920000,DS_interstep,0,5.805596e-05,4.509378e-06,2.399748e+00,2.419252e-05,1.879105e-06,1
3.930000,DS_interstep,0,5.579602e-05,4.087866e-06,2.325086e+00,2.399740e-05,1.758157e-06,1
3.940000,DS_interstep,0,5.360694e-05,3.701863e-06,2.249841e+00,2.382699e-05,1.645389e-06,1
3.950000,DS_interstep,0,5.149252e-05,3.349144e-06,2.174184e+00,2.368361e-05,1.540414e-06,1
3.960000,DS_interstep,0,4.945587e-05,3.027418e-06,2.098315e+00,2.356932e-05,1.442785e-06,1
3.970000,DS_interstep,0,4.749919e-05,2.734442e-06,2.022411e+00,2.348642e-05,1.352070e-06,1
3.980000,DS_interstep,0,4.562413e-05,2.468016e-06,1.946638e+00,2.343740e-05,1.267835e-06,1
3.990000,DS_interstep,0,4.383167e-05,2.226045e-06,1.871178e+00,2.342464e-05,1.189649e-06,1
4.000000,DS_interstep,0,4.212216e-05,2.006551e-06,1.796238e+00,2.345022e-05,1.117086e-06,1
4.010000,DS_interstep,0,4.049543e-05,1.807658e-06,1.722051e+00,2.351582e-05,1.049712e-06,1
4.020000,DS_interstep,0,3.895072e-05,1.627600e-06,1.648873e+00,2.362264e-05,9.870987e-07,1
4.030000,DS_interstep,0,3.748669e-05,1.464742e-06,1.576964e+00,2.377143e-05,9.288367e-07,1
4.040000,DS_interstep,0,3.610158e-05,1.317553e-06,1.506588e+00,2.396248e-05,8.745275e-07,1
4.050000,DS_interstep,0,3.479332e-05,1.184622e-06,1.437996e+00,2.419571e-05,8.238009e-07,1
4.060000,DS_interstep,0,3.355936e-05,1.064632e-06,1.371444e+00,2.447010e-05,7.762854e-07,1
4.070000,DS_interstep,0,3.239661e-05,9.563916e-07,1.307133e+00,2.478448e-05,7.316711e-07,1
4.080000,DS_interstep,0,3.130182e-05,8.588013e-07,1.245209e+00,2.513781e-05,6.896847e-07,1
4.090000,DS_interstep,0,3.027147e-05,7.708697e-07,1.185774e+00,2.552887e-05,6.500981e-07,1
4.100000,DS_interstep,0,2.930200e-05,6.916968e-07,1.128910e+00,2.595601e-05,6.127122e-07,1
4.110000,DS_interstep,0,2.838980e-05,6.204625e-07,1.074662e+00,2.641742e-05,5.773558e-07,1
4.120000,DS_interstep,0,2.753131e-05,5.564311e-07,1.023055e+00,2.691088e-05,5.438916e-07,1
4.130000,DS_interstep,0,2.672303e-05,4.989349e-07,9.740854e-01,2.743397e-05,5.122086e-07,1
4.140000,DS_interstep,0,2.596156e-05,4.473723e-07,9.277276e-01,2.798403e-05,4.822237e-07,1
4.150000,DS_interstep,0,2.524358e-05,4.011972e-07,8.839369e-01,2.855813e-05,4.538754e-07,1
4.160000,DS_interstep,0,2.456597e-05,3.599021e-07,8.426520e-01,2.915316e-05,4.271064e-07,1
4.170000,DS_interstep,0,2.392565e-05,3.231183e-07,8.038691e-01,2.976311e-05,4.019539e-07,1
4.180000,DS_interstep,0,2.331965e-05,2.904506e-07,7.676656e-01,3.037736e-05,3.783556e-07,1
4.190000,DS_interstep,0,2.274522e-05,2.615569e-07,7.339391e-01,3.099061e-05,3.563741e-07,1
4.200000,DS_interstep,0,2.219983e-05,2.361332e-07,7.025443e-01,3.159919e-05,3.361115e-07,1
4.210000,DS_interstep,0,2.168113e-05,2.139074e-07,6.733343e-01,3.219966e-05,3.176838e-07,1
4.220000,DS_interstep,0,2.118697e-05,1.946308e-07,6.461658e-01,3.278875e-05,3.012087e-07,1
4.230000,DS_interstep,0,2.071532e-05,1.780765e-07,6.208994e-01,3.336341e-05,2.868041e-07,1
4.240000,DS_interstep,0,2.026436e-05,1.640152e-07,5.974002e-01,3.392091e-05,2.745484e-07,1
4.250000,DS_interstep,0,1.983235e-05,1.522297e-07,5.755380e-01,3.445881e-05,2.644998e-07,1
4.260000,DS_interstep,0,1.941775e-05,1.424943e-07,5.551888e-01,3.497504e-05,2.566592e-07,1
4.270000,DS_interstep,0,1.901911e-05,1.345784e-07,5.362343e-01,3.546791e-05,2.509694e-07,1
4.280000,DS_interstep,0,1.863510e-05,1.282424e-07,5.185630e-01,3.593604e-05,2.473033e-07,1
4.290000,DS_interstep,0,1.826452e-05,1.232540e-07,5.020706e-01,3.637840e-05,2.454914e-07,1
4.300000,DS_interstep,0,1.790626e-05,1.193821e-07,4.866597e-01,3.679421e-05,2.453093e-07,1
4.310000,DS_interstep,0,1.755930e-05,1.164112e-07,4.722404e-01,3.718297e-05,2.465083e-07,1
4.320000,DS_interstep,0,1.722272e-05,1.141451e-07,4.587296e-01,3.754438e-05,2.488288e-07,1
4.330000,DS_interstep,0,1.689566e-05,1.124125e-07,4.460511e-01,3.787830e-05,2.520172e-07,1
4.340000,DS_interstep,0,1.657734e-05,1.110668e-07,4.341350e-01,3.818475e-05,2.558348e-07,1
4.350000,DS_interstep,0,1.626705e-05,1.099879e-07,4.229175e-01,3.846389e-05,2.600695e-07,1
4.360000,DS_interstep,0,1.596414e-05,1.090782e-07,4.123405e-01,3.871592e-05,2.645343e-07,1
4.370000,DS_interstep,0,1.566801e-05,1.082613e-07,4.023508e-01,3.894117e-05,2.690720e-07,1
4.380000,DS_interstep,0,1.537812e-05,1.074795e-07,3.929000e-01,3.914003e-05,2.735543e-07,1
4.390000,DS_interstep,0,1.509396e-05,1.066889e-07,3.839434e-01,3.931298e-05,2.778766e-07,1
4.400000,DS_interstep,0,1.481509e-05,1.058582e-07,3.754405e-01,3.946055e-05,2.819573e-07,1
4.410000,DS_interstep,0,1.454108e-05,1.049661e-07,3.673537e-01,3.958334e-05,2.857358e-07,1
4.420000,DS_interstep,0,1.427158e-05,1.039991e-07,3.596482e-01,3.968204e-05,2.891690e-07,1
4.430000,DS_interstep,0,1.400623e-05,1.029495e-07,3.522922e-01,3.975743e-05,2.922275e-07,1
4.440000,DS_interstep,0,1.374475e-05,1.018146e-07,3.452557e-01,3.981034e-05,2.948961e-07,1
4.450000,DS_interstep,0,1.348685e-05,1.005946e-07,3.385108e-01,3.984170e-05,2.971680e-07,1
4.460000,DS_interstep,0,1.323229e-05,9.929332e-08,3.320319e-01,3.985248e-05,2.990475e-07,1
4.470000,DS_interstep,0,1.298088e-05,9.791600e-08,3.257944e-01,3.984377e-05,3.005454e-07,1
4.480000,DS_interstep,0,1.273241e-05,9.646888e-08,3.197759e-01,3.981665e-05,3.016765e-07,1
4.490000,DS_interstep,0,1.248673e-05,9.495976e-08,3.139553e-01,3.977231e-05,3.024627e-07,1
4.500000,DS_interstep,0,1.224370e-05,9.339682e-08,3.083127e-01,3.971197e-05,3.029289e-07,1
4.510000,DS_interstep,0,1.200322e-05,9.178790e-08,3.028300e-01,3.963681e-05,3.031004e-07,1
4.520000,DS_interstep,0,1.176517e-05,9.014141e-08,2.974902e-01,3.954809e-05,3.030063e-07,1
4.530000,DS_interstep,0,1.152949e-05,8.846542e-08,2.922778e-01,3.944702e-05,3.026758e-07,1
4.540000,DS_interstep,0,1.129612e-05,8.676779e-08,2.871786e-01,3.933482e-05,3.021388e-07,1
4.550000,DS_interstep,0,1.106501e-05,8.505560e-08,2.821796e-01,3.921266e-05,3.014236e-07,1
4.560000,DS_interstep,0,1.083615e-05,8.333587e-08,2.772690e-01,3.908172e-05,3.005597e-07,1
4.570000,DS_interstep,0,1.060951e-05,8.161493e-08,2.724365e-01,3.894304e-05,2.995742e-07,1
4.580000,DS_interstep,0,1.038508e-05,7.989845e-08,2.676726e-01,3.879771e-05,2.984933e-07,1
4.590000,DS_interstep,0,1.016289e-05,7.819173e-08,2.629691e-01,3.864669e-05,2.973418e-07,1
4.600000,DS_interstep,0,9.942940e-06,7.649936e-08,2.583190e-01,3.849093e-05,2.961430e-07,1
4.610000,DS_interstep,0,9.725260e-06,7.482532e-08,2.537162e-01,3.833126e-05,2.949174e-07,1
4.620000,DS_interstep,0,9.509881e-06,7.317319e-08,2.491553e-01,3.816848e-05,2.936850e-07,1
4.630000,DS_interstep,0,9.296844e-06,7.154594e-08,2.446323e-01,3.800334e-05,2.924632e-07,1
4.640000,DS_interstep,0,9.086190e-06,6.994603e-08,2.401434e-01,3.783652e-05,2.912677e-07,1
4.650000,DS_interstep,0,8.877964e-06,6.837550e-08,2.356860e-01,3.766861e-05,2.901127e-07,1
4.660000,DS_interstep,0,8.672216e-06,6.683590e-08,2.312580e-01,3.750018e-05,2.890101e-07,1
4.670000,DS_interstep,0,8.468998e-06,6.532840e-08,2.268578e-01,3.733175e-05,2.879707e-07,1
4.680000,DS_interstep,0,8.268368e-06,6.385399e-08,2.224846e-01,3.716378e-05,2.870041e-07,1
4.690000,DS_interstep,0,8.070373e-06,6.241297e-08,2.181380e-01,3.699664e-05,2.861169e-07,1
4.700000,DS_interstep,0,7.875071e-06,6.100572e-08,2.138178e-01,3.683076e-05,2.853164e-07,1
4.710000,DS_interstep,0,7.682516e-06,5.963217e-08,2.095244e-01,3.666645e-05,2.846073e-07,1
4.720000,DS_interstep,0,7.492755e-06,5.829202e-08,2.052584e-01,3.650401e-05,2.839934e-07,1
4.730000,DS_interstep,0,7.305844e-06,5.698496e-08,2.010208e-01,3.634372e-05,2.834779e-07,1
4.740000,DS_interstep,0,7.121834e-06,5.571040e-08,1.968126e-01,3.618587e-05,2.830632e-07,1
4.750000,DS_interstep,0,6.940766e-06,5.446757e-08,1.926353e-01,3.603061e-05,2.827497e-07,1
4.760000,DS_interstep,0,6.762683e-06,5.325564e-08,1.884902e-01,3.587817e-05,2.825380e-07,1
4.770000,DS_interstep,0,6.587630e-06,5.207385e-08,1.843789e-01,3.572876e-05,2.824284e-07,1
4.780000,DS_interstep,0,6.415641e-06,5.092121e-08,1.803033e-01,3.558248e-05,2.824196e-07,1
4.790000,DS_interstep,0,6.246752e-06,4.979676e-08,1.762649e-01,3.543957e-05,2.825109e-07,1
4.800000,DS_interstep,0,6.080988e-06,4.869940e-08,1.722655e-01,3.530009e-05,2.826997e-07,1
4.810000,DS_interstep,0,5.918379e-06,4.762829e-08,1.683070e-01,3.516419e-05,2.829846e-07,1
4.820000,DS_interstep,0,5.758945e-06,4.658234e-08,1.643910e-01,3.503200e-05,2.833631e-07,1
4.830000,DS_interstep,0,5.602703e-06,4.556054e-08,1.605194e-01,3.490358e-05,2.838319e-07,1
4.840000,DS_interstep,0,5.449670e-06,4.456202e-08,1.566939e-01,3.477908e-05,2.843890e-07,1
4.850000,DS_interstep,0,5.299855e-06,4.358586e-08,1.529161e-01,3.465858e-05,2.850312e-07,1
4.860000,DS_interstep,0,5.153261e-06,4.263109e-08,1.491877e-01,3.454212e-05,2.857547e-07,1
4.870000,DS_interstep,0,5.009890e-06,4.169694e-08,1.455104e-01,3.442979e-05,2.865565e-07,1
4.880000,DS_interstep,0,4.869742e-06,4.078255e-08,1.418853e-01,3.432168e-05,2.874332e-07,1
4.890000,DS_interstep,0,4.732807e-06,3.988723e-08,1.383141e-01,3.421783e-05,2.883816e-07,1
4.900000,DS_interstep,0,4.599077e-06,3.901020e-08,1.347980e-01,3.411830e-05,2.893976e-07,1
4.910000,DS_interstep,0,4.468537e-06,3.815085e-08,1.313382e-01,3.402314e-05,2.904780e-07,1
4.920000,DS_interstep,0,4.341168e-06,3.730854e-08,1.279357e-01,3.393242e-05,2.916194e-07,1
4.930000,DS_interstep,0,4.216950e-06,3.648272e-08,1.245918e-01,3.384614e-05,2.928180e-07,1
4.940000,DS_interstep,0,4.095859e-06,3.567283e-08,1.213072e-01,3.376435e-05,2.940702e-07,1
4.950000,DS_interstep,0,3.977866e-06,3.487840e-08,1.180827e-01,3.368712e-05,2.953726e-07,1
4.960000,DS_interstep,0,3.862940e-06,3.409895e-08,1.149191e-01,3.361444e-05,2.967214e-07,1
4.970000,DS_interstep,0,3.751047e-06,3.333412e-08,1.118169e-01,3.354634e-05,2.981135e-07,1
4.980000,DS_interstep,0,3.642150e-06,3.258351e-08,1.087766e-01,3.348284e-05,2.995452e-07,1
4.990000,DS_interstep,0,3.536210e-06,3.184677e-08,1.057987e-01,3.342394e-05,3.010128e-07,1
5.000000,DS_interstep,0,3.433186e-06,3.112357e-08,1.028834e-01,3.336969e-05,3.025130e-07,1
5.010000,DS_interstep,0,3.333034e-06,3.041365e-08,1.000309e-01,3.332004e-05,3.040425e-07,1
5.020000,DS_interstep,0,3.235708e-06,2.971673e-08,9.724133e-02,3.327503e-05,3.055978e-07,1
5.030000,DS_interstep,0,3.141160e-06,2.903258e-08,9.451463e-02,3.323464e-05,3.071755e-07,1
5.040000,DS_interstep,0,3.049341e-06,2.836096e-08,9.185075e-02,3.319887e-05,3.087722e-07,1
5.050000,DS_interstep,0,2.960200e-06,2.770167e-08,8.924950e-02,3.316770e-05,3.103846e-07,1
5.060000,DS_interstep,0,2.873685e-06,2.705453e-08,8.671062e-02,3.314109e-05,3.120095e-07,1
5.070000,DS_interstep,0,2.789742e-06,2.641938e-08,8.423376e-02,3.311905e-05,3.136436e-07,1
5.080000,DS_interstep,0,2.708317e-06,2.579605e-08,8.181850e-02,3.310153e-05,3.152839e-07,1
5.090000,DS_interstep,0,2.629356e-06,2.518437e-08,7.946435e-02,3.308850e-05,3.169266e-07,1
5.100000,DS_interstep,0,2.552802e-06,2.458420e-08,7.717074e-02,3.307991e-05,3.185689e-07,1
5.110000,DS_interstep,0,2.478598e-06,2.399544e-08,7.493706e-02,3.307573e-05,3.202080e-07,1
5.120000,DS_interstep,0,2.406688e-06,2.341793e-08,7.276260e-02,3.307590e-05,3.218402e-07,1
5.130000,DS_interstep,0,2.337016e-06,2.285156e-08,7.064661e-02,3.308037e-05,3.234629e-07,1
5.140000,DS_interstep,0,2.269523e-06,2.229621e-08,6.858830e-02,3.308907e-05,3.250731e-07,1
