t_s,tick,phase,step_index,stance_a_idx,stance_b_idx,lambda_qp_0,lambda_qp_1,lambda_qp_2,lambda_qp_3,lambda_qp_4,lambda_qp_5,lambda_qp_6,lambda_qp_7,lambda_qp_8,lambda_qp_9,lambda_qp_10,lambda_qp_11
0.010000,0,DS_interstep,-1,2,2,-2.570166e-14,-2.642331e-14,-3.619327e-14,-4.646283e-14,-1.471046e-14,-1.107447e-14,-2.764455e-14,-3.075318e-14,-3.530509e-14,-4.107825e-14,-1.375289e-14,-9.228729e-15
0.020000,1,DS_interstep,-1,2,2,-1.514738e-09,3.016153e-09,3.832660e-09,-3.575858e-09,-1.767693e-09,1.049183e-09,-6.926846e-10,3.504496e-09,7.122284e-09,-4.311459e-09,-2.210654e-09,1.139646e-09
0.030000,2,DS_interstep,-1,2,2,-4.774798e-09,4.552686e-09,3.229087e-09,-2.637364e-09,-4.593279e-11,-1.616412e-09,-5.857696e-09,5.186369e-09,6.049008e-09,-3.319742e-09,-1.156134e-10,-1.981037e-09
0.040000,3,DS_interstep,-1,2,2,-3.152534e-09,4.823707e-09,2.327935e-09,-1.092676e-09,-4.979844e-10,-1.375743e-09,-4.256797e-09,5.308071e-09,3.921655e-09,-1.678247e-09,-3.679957e-10,-1.596319e-09
0.050000,4,DS_interstep,-1,2,2,-2.704184e-09,2.985410e-09,1.185047e-09,-2.536232e-10,-4.206077e-12,-3.114683e-09,-5.227307e-09,3.367161e-09,1.833482e-09,-6.561058e-10,5.500591e-10,-3.455142e-09
0.060000,5,DS_interstep,-1,2,2,-7.905329e-10,1.431762e-09,4.669141e-10,3.562133e-10,-4.666718e-10,-3.128012e-09,-3.486106e-09,1.658700e-09,3.662726e-10,6.930402e-11,2.650472e-10,-3.335375e-09
0.070000,6,DS_interstep,-1,2,2,-3.580471e-10,-4.117082e-10,-1.909100e-10,5.373892e-10,-1.685606e-10,-4.146351e-09,-3.858655e-09,-2.606212e-10,-7.134159e-10,3.831817e-10,7.822384e-10,-4.422710e-09
0.080000,7,DS_interstep,-1,2,2,4.770249e-10,-1.545954e-09,-5.329948e-10,6.467314e-10,-2.991160e-10,-4.121403e-09,-3.038452e-09,-1.475850e-09,-1.326499e-09,5.735900e-10,6.903615e-10,-4.350506e-09
0.090000,8,DS_interstep,-1,2,2,3.215803e-10,-2.531052e-09,-8.070078e-10,5.767879e-10,1.848262e-11,-4.588909e-09,-3.498683e-09,-2.488500e-09,-1.689374e-09,5.864526e-10,1.049620e-09,-4.889477e-09
0.100000,9,DS_interstep,-1,2,2,3.548758e-10,-2.956099e-09,-8.943913e-10,5.165641e-10,8.766787e-11,-4.422335e-09,-3.289992e-09,-2.941838e-09,-1.796552e-09,5.758195e-10,1.052522e-09,-4.726550e-09
0.110000,10,SS,0,2,2,2.697023e+00,8.099107e-01,-6.569544e-01,7.649929e-01,-1.101121e+00,2.528252e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.210000,11,SS,0,2,2,4.581158e+00,1.296732e+00,-8.228338e-01,1.139712e+00,-1.741815e+00,4.242777e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.310000,12,SS,0,2,2,6.096895e+00,1.730502e+00,-8.758984e-01,1.397412e+00,-2.262309e+00,5.651488e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.410000,13,SS,0,2,2,7.222203e+00,2.078156e+00,-8.408010e-01,1.546973e+00,-2.643549e+00,6.725367e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.510000,14,SS,0,2,2,7.982576e+00,2.348844e+00,-7.095238e-01,1.583376e+00,-2.901005e+00,7.482978e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.610000,15,SS,0,2,2,8.393837e+00,2.541977e+00,-4.966001e-01,1.519095e+00,-3.044281e+00,7.929667e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.710000,16,SS,0,2,2,8.475575e+00,2.651552e+00,-2.274477e-01,1.373920e+00,-3.084967e+00,8.074510e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.810000,17,SS,0,2,2,8.248990e+00,2.669832e+00,6.827870e-02,1.169537e+00,-3.034355e+00,7.930610e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.910000,18,SS,0,2,2,7.735070e+00,2.584687e+00,3.611125e-01,9.241445e-01,-2.900173e+00,7.511409e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.010000,19,SS,0,2,2,6.960942e+00,2.389293e+00,6.272386e-01,6.514309e-01,-2.689369e+00,6.838504e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.110000,20,SS,0,2,2,5.952069e+00,2.080303e+00,8.482976e-01,3.609832e-01,-2.404112e+00,5.931438e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.210000,21,SS,0,2,2,4.738199e+00,1.664827e+00,1.012041e+00,6.184771e-02,-2.045788e+00,4.814716e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.310000,22,SS,0,2,2,3.352587e+00,1.160010e+00,1.110875e+00,-2.349737e-01,-1.615643e+00,3.516944e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.410000,23,SS,0,2,2,1.827654e+00,5.908535e-01,1.141020e+00,-5.159852e-01,-1.114041e+00,2.066880e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.510000,24,SS,0,2,2,2.130475e-01,-7.000341e-03,1.103138e+00,-7.645564e-01,-5.508957e-01,5.137813e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.610000,25,SS,0,2,2,-1.453465e+00,-6.071617e-01,9.961394e-01,-9.647918e-01,6.941767e-02,-1.107632e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.710000,26,SS,0,2,2,-3.095853e+00,-1.152056e+00,8.443787e-01,-1.110307e+00,7.128672e-01,-2.704435e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.810000,27,SS,0,2,2,-4.681488e+00,-1.653688e+00,6.287179e-01,-1.184818e+00,1.380744e+00,-4.263940e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.910000,28,SS,0,2,2,-6.106793e+00,-2.062944e+00,3.871732e-01,-1.199569e+00,2.016774e+00,-5.664928e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.010000,29,SS,0,2,2,-7.335591e+00,-2.386336e+00,1.220685e-01,-1.157429e+00,2.608523e+00,-6.880613e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.110000,30,SS,0,2,2,-8.266591e+00,-2.613445e+00,-1.464022e-01,-1.069385e+00,3.104384e+00,-7.815882e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.210000,31,SS,0,2,2,-8.834464e+00,-2.745778e+00,-4.009034e-01,-9.486263e-01,3.469411e+00,-8.414963e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.310000,32,SS,0,2,2,-8.976754e+00,-2.777142e+00,-6.156735e-01,-8.122525e-01,3.664331e+00,-8.622511e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.410000,33,SS,0,2,2,-8.633451e+00,-2.701598e+00,-7.702372e-01,-6.718445e-01,3.653258e+00,-8.386507e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.510000,34,SS,0,2,2,-7.750521e+00,-2.507408e+00,-8.478431e-01,-5.336953e-01,3.405208e+00,-7.657386e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.610000,35,SS,0,2,2,-6.279389e+00,-2.176881e+00,-8.380898e-01,-3.972242e-01,2.895801e+00,-6.386698e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.710000,36,SS,0,2,2,-4.176068e+00,-1.689110e+00,-7.382853e-01,-2.549890e-01,2.107304e+00,-4.527761e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.810000,37,SS,0,2,2,-1.947559e+00,-1.105955e+00,-4.660083e-01,-1.686006e-01,1.141218e+00,-2.478791e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.910000,38,SS,0,2,2,-1.656159e+00,-9.307319e-01,-1.748171e-01,-2.556823e-01,8.215794e-01,-2.118767e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.010000,39,SS,0,2,2,-1.431139e+00,-7.513615e-01,-4.918232e-02,-2.628175e-01,6.456500e-01,-1.805882e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.110000,40,SS,0,2,2,-1.243242e+00,-6.012513e-01,-5.763139e-03,-2.314438e-01,5.396796e-01,-1.539787e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.210000,41,SS,0,2,2,-1.072770e+00,-4.688042e-01,1.129709e-02,-1.919154e-01,4.587770e-01,-1.297100e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.320000,42,DS_interstep,0,2,3,-6.133388e-01,6.555444e-01,1.484504e-01,1.088782e-01,3.394188e-01,-8.901404e-02,-6.589086e-01,5.155001e-01,-7.435788e-02,1.916836e-01,3.750697e-01,-1.645247e-01
3.330000,43,DS_interstep,0,2,3,-9.292640e-01,-2.055009e+00,-2.047740e+00,1.182668e+00,1.049455e+00,-1.182385e+00,-2.008899e+00,-3.424643e+00,-4.038785e+00,1.444557e+00,9.576941e-01,-1.134912e+00
3.340000,44,DS_interstep,0,2,3,-1.015943e+00,-4.803569e+00,-1.678269e+00,-2.008786e-01,1.030780e+00,-2.189241e+00,-2.920542e+00,-6.986134e+00,-3.136402e+00,-1.604204e-01,1.178359e+00,-1.859631e+00
3.350000,45,DS_interstep,0,2,3,-1.339939e+00,-5.557151e+00,-8.735839e-01,-1.222500e+00,9.106187e-01,-2.875083e+00,-3.759414e+00,-8.273913e+00,-1.670760e+00,-1.423933e+00,1.292158e+00,-2.447085e+00
3.360000,46,DS_interstep,0,2,3,-1.778022e+00,-4.978992e+00,-1.593804e-01,-1.658820e+00,8.309973e-01,-3.227005e+00,-4.428659e+00,-7.978978e+00,-5.243078e-01,-2.027308e+00,1.363535e+00,-2.842398e+00
3.370000,47,DS_interstep,0,2,3,-1.841871e+00,-3.079859e+00,4.682192e-01,-1.378179e+00,6.770944e-01,-2.878966e+00,-4.679649e+00,-7.758441e+00,5.601930e-01,-2.802152e+00,1.337307e+00,-2.391625e+00
3.380000,48,DS_interstep,0,2,3,-2.195059e+00,-1.491131e+00,8.675480e-01,-8.846190e-01,6.670743e-01,-2.652540e+00,-4.846367e+00,-6.169412e+00,1.096371e+00,-2.987707e+00,1.447077e+00,-2.345395e+00
3.390000,49,DS_interstep,0,2,3,-2.310339e+00,-5.148581e-01,1.038343e+00,-6.887686e-01,6.495310e-01,-2.349709e+00,-4.456823e+00,-4.189972e+00,1.282651e+00,-2.549615e+00,1.397255e+00,-2.180550e+00
3.400000,50,DS_interstep,0,2,3,-2.320337e+00,3.347582e-02,1.076792e+00,-7.996632e-01,6.897042e-01,-2.053196e+00,-3.939759e+00,-2.375233e+00,1.234888e+00,-1.746557e+00,1.252313e+00,-2.040371e+00
3.410000,51,DS_interstep,0,2,3,-2.210053e+00,4.866239e-01,1.087340e+00,-8.882941e-01,7.085183e-01,-1.713595e+00,-3.475755e+00,-1.155301e+00,1.186778e+00,-1.144496e+00,1.090837e+00,-1.832032e+00
3.420000,52,DS_interstep,0,2,3,-2.060582e+00,9.590096e-01,1.115606e+00,-7.562029e-01,6.598373e-01,-1.377849e+00,-3.047774e+00,-3.723054e-01,1.250641e+00,-9.630074e-01,9.855363e-01,-1.533415e+00
3.430000,53,DS_interstep,0,2,3,-1.843676e+00,1.327210e+00,1.087421e+00,-6.093049e-01,5.995349e-01,-1.012031e+00,-2.534082e+00,3.357025e-01,1.242076e+00,-7.575999e-01,8.580439e-01,-1.193339e+00
3.440000,54,DS_interstep,0,2,3,-1.591665e+00,1.580475e+00,1.030401e+00,-4.784574e-01,5.331304e-01,-6.504218e-01,-1.992609e+00,9.276554e-01,1.203449e+00,-5.672631e-01,7.227061e-01,-8.454518e-01
3.450000,55,DS_interstep,0,2,3,-1.323289e+00,1.734674e+00,9.564651e-01,-3.668576e-01,4.616748e-01,-3.109886e-01,-1.455621e+00,1.402490e+00,1.149103e+00,-3.998542e-01,5.851150e-01,-5.096562e-01
3.460000,56,DS_interstep,0,2,3,-1.052748e+00,1.810414e+00,8.724792e-01,-2.713248e-01,3.863243e-01,-5.105190e-03,-9.457879e-01,1.769486e+00,1.084728e+00,-2.550113e-01,4.492074e-01,-1.997786e-01
3.470000,57,DS_interstep,0,2,3,-7.909320e-01,1.826358e+00,7.831951e-01,-1.881299e-01,3.086405e-01,2.601271e-01,-4.791341e-01,2.039923e+00,1.013289e+00,-1.306119e-01,3.182801e-01,7.484850e-02
3.480000,58,DS_interstep,0,2,3,-5.485390e-01,1.792144e+00,6.936206e-01,-1.178166e-01,2.308772e-01,4.759809e-01,-7.283043e-02,2.214846e+00,9.392272e-01,-2.893496e-02,1.965765e-01,3.041228e-01
3.490000,59,DS_interstep,0,2,3,-3.558050e-01,1.728765e+00,6.124692e-01,-6.021281e-02,1.633466e-01,6.186190e-01,2.250597e-01,2.291048e+00,8.647637e-01,4.713866e-02,9.901646e-02,4.604980e-01
3.500000,60,DS_interstep,0,2,3,-2.227700e-01,1.651580e+00,5.445331e-01,-1.571804e-02,1.117628e-01,6.879093e-01,4.053156e-01,2.282917e+00,7.932983e-01,9.822973e-02,3.141520e-02,5.418269e-01
3.510000,61,DS_interstep,0,2,3,-1.115057e-01,1.553613e+00,4.836216e-01,1.792372e-02,6.350185e-02,7.223673e-01,5.357931e-01,2.221644e+00,7.282349e-01,1.318897e-01,-2.553416e-02,5.896033e-01
3.520000,62,DS_interstep,0,2,3,-3.965413e-02,1.397023e+00,4.251422e-01,1.984791e-02,1.251065e-02,7.118489e-01,6.803649e-01,2.196915e+00,6.830718e-01,1.826012e-01,-7.729391e-02,5.964618e-01
3.530000,63,DS_interstep,0,2,3,1.144216e-01,1.267306e+00,3.498987e-01,5.632234e-02,-6.021349e-02,7.617254e-01,8.677063e-01,2.132578e+00,6.138366e-01,2.333235e-01,-1.611625e-01,6.673257e-01
3.540000,64,DS_interstep,0,2,3,3.000808e-01,1.205245e+00,2.751387e-01,1.405514e-01,-1.297324e-01,8.525806e-01,1.020298e+00,2.014114e+00,5.188946e-01,2.507259e-01,-2.473532e-01,7.709039e-01
3.550000,65,DS_interstep,0,2,3,4.073973e-01,1.123261e+00,2.075905e-01,1.893975e-01,-1.794202e-01,8.857318e-01,1.145184e+00,1.966368e+00,4.394879e-01,2.995025e-01,-3.061486e-01,8.158078e-01
3.560000,66,DS_interstep,0,2,3,5.011794e-01,1.051725e+00,1.423153e-01,2.414167e-01,-2.254118e-01,9.054817e-01,1.246163e+00,1.915454e+00,3.575736e-01,3.494305e-01,-3.587398e-01,8.454162e-01
3.570000,67,DS_interstep,0,2,3,5.687522e-01,9.879138e-01,8.524460e-02,2.881892e-01,-2.614949e-01,9.028276e-01,1.304083e+00,1.850039e+00,2.799082e-01,3.913684e-01,-3.971453e-01,8.504064e-01
3.580000,68,DS_interstep,0,2,3,6.149338e-01,9.268182e-01,3.693154e-02,3.272653e-01,-2.893311e-01,8.815121e-01,1.326650e+00,1.769161e+00,2.095818e-01,4.232565e-01,-4.234202e-01,8.353937e-01
3.590000,69,DS_interstep,0,2,3,6.447109e-01,8.667356e-01,-3.354673e-03,3.584486e-01,-3.104082e-01,8.468776e-01,1.323008e+00,1.676434e+00,1.473042e-01,4.457098e-01,-4.399801e-01,8.062212e-01
3.600000,70,DS_interstep,0,2,3,6.615883e-01,8.078002e-01,-3.663001e-02,3.822919e-01,-3.255021e-01,8.037110e-01,1.300433e+00,1.576599e+00,9.271377e-02,4.601407e-01,-4.485782e-01,7.678750e-01
3.610000,71,DS_interstep,0,2,3,6.679585e-01,7.507083e-01,-6.388119e-02,3.994906e-01,-3.349978e-01,7.558208e-01,1.264333e+00,1.473958e+00,4.510641e-02,4.679789e-01,-4.504514e-01,7.242260e-01
3.620000,72,DS_interstep,0,2,3,6.656101e-01,6.961022e-01,-8.599023e-02,4.107056e-01,-3.391921e-01,7.060913e-01,1.218781e+00,1.371872e+00,3.746474e-03,4.704369e-01,-4.465755e-01,6.781838e-01
3.630000,73,DS_interstep,0,2,3,6.560591e-01,6.443720e-01,-1.037373e-01,4.165527e-01,-3.384584e-01,6.566473e-01,1.166956e+00,1.272744e+00,-3.203751e-02,4.684993e-01,-4.378342e-01,6.319051e-01
3.640000,74,DS_interstep,0,2,3,6.407066e-01,5.956595e-01,-1.178205e-01,4.176364e-01,-3.333008e-01,6.090140e-01,1.111426e+00,1.178177e+00,-6.284744e-02,4.629814e-01,-4.250963e-01,5.869653e-01
3.650000,75,DS_interstep,0,2,3,6.208833e-01,5.499402e-01,-1.288705e-01,4.145818e-01,-3.243419e-01,5.642434e-01,1.054298e+00,1.089174e+00,-8.923761e-02,4.545922e-01,-4.092277e-01,5.444793e-01
3.660000,76,DS_interstep,0,2,3,5.978308e-01,5.071131e-01,-1.374548e-01,4.080449e-01,-3.122784e-01,5.230039e-01,9.972706e-01,1.006305e+00,-1.117344e-01,4.439761e-01,-3.910691e-01,5.051816e-01
3.670000,77,DS_interstep,0,2,3,5.726627e-01,4.670636e-01,-1.440744e-01,3.987026e-01,-2.978280e-01,4.856451e-01,9.416580e-01,9.298223e-01,-1.308426e-01,4.317284e-01,-3.714011e-01,4.694831e-01
3.680000,78,DS_interstep,0,2,3,5.463296e-01,4.296919e-01,-1.491579e-01,3.872247e-01,-2.816821e-01,4.522527e-01,8.884001e-01,8.597415e-01,-1.470397e-01,4.183895e-01,-3.509121e-01,4.375208e-01
3.690000,79,DS_interstep,0,2,3,5.196009e-01,3.949116e-01,-1.530573e-01,3.742403e-01,-2.644703e-01,4.227006e-01,8.380918e-01,7.958847e-01,-1.607634e-01,4.044310e-01,-3.301784e-01,4.092098e-01
3.700000,80,DS_interstep,0,2,3,4.930654e-01,3.626359e-01,-1.560504e-01,3.603086e-01,-2.467384e-01,3.967053e-01,7.910288e-01,7.379186e-01,-1.724003e-01,3.902407e-01,-3.096567e-01,3.842988e-01
3.710000,81,DS_interstep,0,2,3,4.671449e-01,3.327627e-01,-1.583461e-01,3.458989e-01,-2.289378e-01,3.738793e-01,7.472658e-01,6.853915e-01,-1.822791e-01,3.761169e-01,-2.896878e-01,3.624260e-01
3.720000,82,DS_interstep,0,2,3,4.421171e-01,3.051676e-01,-1.600951e-01,3.313830e-01,-2.114244e-01,3.537789e-01,7.066780e-01,6.377724e-01,-1.906705e-01,3.622700e-01,-2.705078e-01,3.431691e-01
3.730000,83,DS_interstep,0,2,3,4.181414e-01,2.797039e-01,-1.614011e-01,3.170388e-01,-1.944637e-01,3.359459e-01,6.690198e-01,5.944902e-01,-1.977917e-01,3.488333e-01,-2.522638e-01,3.260874e-01
3.740000,84,DS_interstep,0,2,3,3.952854e-01,2.562102e-01,-1.623323e-01,3.030605e-01,-1.782412e-01,3.199382e-01,6.339753e-01,5.549717e-01,-2.038144e-01,3.358772e-01,-2.350309e-01,3.107540e-01
3.750000,85,DS_interstep,0,2,3,3.735495e-01,2.345196e-01,-1.629310e-01,2.895727e-01,-1.628741e-01,3.053522e-01,6.011996e-01,5.186713e-01,-2.088729e-01,3.234251e-01,-2.188293e-01,2.967777e-01
3.760000,86,DS_interstep,0,2,3,3.528889e-01,2.144685e-01,-1.632223e-01,2.766456e-01,-1.484245e-01,2.918359e-01,5.703508e-01,4.850941e-01,-2.130721e-01,3.114681e-01,-2.036395e-01,2.838166e-01
3.770000,87,DS_interstep,0,2,3,3.332248e-01,1.959383e-01,-1.632239e-01,2.643330e-01,-1.349148e-01,2.790836e-01,5.410946e-01,4.538292e-01,-2.165115e-01,2.999992e-01,-1.894162e-01,2.715684e-01
3.780000,88,DS_interstep,0,2,3,3.144469e-01,1.789053e-01,-1.629577e-01,2.527186e-01,-1.223443e-01,2.668123e-01,5.130862e-01,4.245763e-01,-2.193158e-01,2.890513e-01,-1.760985e-01,2.597424e-01
3.790000,89,DS_interstep,0,2,3,2.965280e-01,1.632101e-01,-1.624440e-01,2.417922e-01,-1.107088e-01,2.548749e-01,4.861743e-01,3.970369e-01,-2.215433e-01,2.785913e-01,-1.636511e-01,2.482025e-01
3.800000,90,DS_interstep,0,2,3,2.794893e-01,1.486805e-01,-1.617181e-01,2.315175e-01,-9.998958e-02,2.432479e-01,4.603573e-01,3.710185e-01,-2.232439e-01,2.685883e-01,-1.520543e-01,2.369407e-01
3.810000,91,DS_interstep,0,2,3,2.632204e-01,1.352244e-01,-1.607761e-01,2.218254e-01,-9.009620e-02,2.318620e-01,4.354739e-01,3.463573e-01,-2.244439e-01,2.589833e-01,-1.412123e-01,2.258876e-01
3.820000,92,DS_interstep,0,2,3,2.476227e-01,1.227705e-01,-1.596095e-01,2.126496e-01,-8.094211e-02,2.206677e-01,4.113909e-01,3.229292e-01,-2.251597e-01,2.497225e-01,-1.310357e-01,2.149923e-01
3.830000,93,DS_interstep,0,2,3,2.326331e-01,1.112575e-01,-1.582146e-01,2.039362e-01,-7.245739e-02,2.096461e-01,3.880345e-01,3.006508e-01,-2.254063e-01,2.407669e-01,-1.214561e-01,2.042360e-01
3.840000,94,DS_interstep,0,2,3,2.182147e-01,1.006321e-01,-1.565930e-01,1.956415e-01,-6.458508e-02,1.988010e-01,3.653740e-01,2.794685e-01,-2.251997e-01,2.320900e-01,-1.124215e-01,1.936230e-01
3.850000,95,DS_interstep,0,2,3,2.043483e-01,9.084727e-02,-1.547502e-01,1.877305e-01,-5.727766e-02,1.881507e-01,3.434075e-01,2.593497e-01,-2.245573e-01,2.236744e-01,-1.038918e-01,1.831732e-01
3.860000,96,DS_interstep,0,2,3,1.910258e-01,8.185966e-02,-1.526953e-01,1.801743e-01,-5.049448e-02,1.777229e-01,3.221509e-01,2.402745e-01,-2.234986e-01,2.155091e-01,-9.583530e-02,1.729158e-01
3.870000,97,DS_interstep,0,2,3,1.782453e-01,7.362808e-02,-1.504402e-01,1.729486e-01,-4.419989e-02,1.675492e-01,3.016290e-01,2.222291e-01,-2.220449e-01,2.075875e-01,-8.822610e-02,1.628845e-01
3.880000,98,DS_interstep,0,2,3,1.660078e-01,6.611232e-02,-1.479990e-01,1.660325e-01,-3.836199e-02,1.576616e-01,2.818698e-01,2.052017e-01,-2.202190e-01,1.999054e-01,-8.104243e-02,1.531138e-01
3.890000,99,DS_interstep,0,2,3,1.543148e-01,5.927235e-02,-1.453874e-01,1.594076e-01,-3.295171e-02,1.480906e-01,2.628998e-01,1.891790e-01,-2.180454e-01,1.924601e-01,-7.426519e-02,1.436363e-01
3.900000,100,DS_interstep,0,2,3,1.431664e-01,5.306779e-02,-1.426221e-01,1.530574e-01,-2.794223e-02,1.388628e-01,2.447412e-01,1.741438e-01,-2.155492e-01,1.852491e-01,-6.787704e-02,1.344813e-01
3.910000,101,DS_interstep,0,2,3,1.325608e-01,4.745778e-02,-1.397204e-01,1.469665e-01,-2.330860e-02,1.299998e-01,2.274098e-01,1.600742e-01,-2.127564e-01,1.782697e-01,-6.186179e-02,1.256731e-01
3.920000,102,DS_interstep,0,2,3,1.224936e-01,4.240093e-02,-1.366999e-01,1.411207e-01,-1.902747e-02,1.215184e-01,2.109146e-01,1.469430e-01,-2.096930e-01,1.715184e-01,-5.620398e-02,1.172309e-01
3.930000,103,DS_interstep,0,2,3,1.129576e-01,3.785556e-02,-1.335778e-01,1.355063e-01,-1.507696e-02,1.134293e-01,1.952574e-01,1.347173e-01,-2.063848e-01,1.649909e-01,-5.088863e-02,1.091682e-01
3.940000,104,DS_interstep,0,2,3,1.039429e-01,3.377994e-02,-1.303712e-01,1.301103e-01,-1.143655e-02,1.057383e-01,1.804327e-01,1.233593e-01,-2.028571e-01,1.586820e-01,-4.590115e-02,1.014932e-01
3.950000,105,DS_interstep,0,2,3,9.543718e-02,3.013268e-02,-1.270963e-01,1.249204e-01,-8.087032e-03,9.844597e-02,1.664286e-01,1.128271e-01,-1.991344e-01,1.525852e-01,-4.122722e-02,9.420926e-02
3.960000,106,DS_interstep,0,2,3,8.742616e-02,2.687316e-02,-1.237686e-01,1.199247e-01,-5.010421e-03,9.154864e-02,1.532276e-01,1.030754e-01,-1.952405e-01,1.466936e-01,-3.685285e-02,8.731484e-02
3.970000,107,DS_interstep,0,2,3,7.989370e-02,2.396192e-02,-1.204026e-01,1.151119e-01,-2.189944e-03,8.503862e-02,1.408073e-01,9.405639e-02,-1.911977e-01,1.409995e-01,-3.276433e-02,8.080458e-02
3.980000,108,DS_interstep,0,2,3,7.282235e-02,2.136106e-02,-1.170117e-01,1.104715e-01,3.900373e-04,7.890501e-02,1.291411e-01,8.572087e-02,-1.870273e-01,1.354947e-01,-2.894830e-02,7.466971e-02
3.990000,109,DS_interstep,0,2,3,6.619366e-02,1.903462e-02,-1.136085e-01,1.059935e-01,2.744088e-03,7.313432e-02,1.181996e-01,7.801918e-02,-1.827492e-01,1.301709e-01,-2.539174e-02,6.889865e-02
4.000000,110,DS_interstep,0,2,3,5.998851e-02,1.694884e-02,-1.102042e-01,1.016686e-01,4.885770e-03,6.771107e-02,1.079510e-01,7.090206e-02,-1.783822e-01,1.250196e-01,-2.208200e-02,6.347762e-02
4.010000,111,DS_interstep,0,2,3,5.418744e-02,1.507244e-02,-1.068089e-01,9.748826e-02,6.827725e-03,6.261836e-02,9.836207e-02,6.432139e-02,-1.739434e-01,1.200324e-01,-1.900685e-02,5.839122e-02
4.020000,112,DS_interstep,0,2,3,4.877086e-02,1.337678e-02,-1.034318e-01,9.344476e-02,8.581751e-03,5.783837e-02,8.939875e-02,5.823085e-02,-1.694489e-01,1.152012e-01,-1.615442e-02,5.362292e-02
4.030000,113,DS_interstep,0,2,3,4.371933e-02,1.183594e-02,-1.000809e-01,8.953099e-02,1.015889e-02,5.335288e-02,8.102682e-02,5.258650e-02,-1.649132e-01,1.105185e-01,-1.351328e-02,4.915554e-02
4.040000,114,DS_interstep,0,2,3,3.901370e-02,1.042679e-02,-9.676320e-02,8.574056e-02,1.156951e-02,4.914362e-02,7.321238e-02,4.734714e-02,-1.603500e-01,1.059768e-01,-1.107238e-02,4.497164e-02
4.050000,115,DS_interstep,0,2,3,3.463529e-02,9.128957e-03,-9.348472e-02,8.206777e-02,1.282336e-02,4.519265e-02,6.592231e-02,4.247462e-02,-1.557713e-01,1.015696e-01,-8.821082e-03,4.105390e-02
