t_s,phase,phase_raw,step_index,Hdot_s_planned_x_Nm,Hdot_s_planned_y_Nm,Hdot_s_planned_z_Nm,Hdot_s_realized_x_Nm,Hdot_s_realized_y_Nm,Hdot_s_realized_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,tauw_norm_Nm,tauw_saturated,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,theta_s_geodesic_deg
0.010000,DS,DS_interstep,-1,,,,-1.169731e-13,-7.921025e-14,2.370326e-15,3.486331e-16,3.441309e-16,-9.480456e-16,1.169731e-13,7.921025e-14,-2.370326e-15,1.412890e-13,0,0.000000,0.000000,0.000000,0.000000e+00
0.020000,DS,DS_interstep,-1,,,,-9.037196e-09,3.484725e-10,-1.728708e-10,4.578754e-11,-1.609467e-12,3.249987e-12,9.157671e-09,-3.219974e-10,6.503443e-10,9.186379e-09,0,0.000000,0.000000,0.000000,0.000000e+00
0.030000,DS,DS_interstep,-1,,,,-7.046527e-09,3.283866e-09,-7.817905e-09,8.108467e-11,-1.837143e-11,4.418316e-11,7.060074e-09,-3.352504e-09,8.186965e-09,1.131858e-08,0,0.000000,-0.000000,0.000000,0.000000e+00
0.040000,DS,DS_interstep,-1,,,,-3.502370e-09,1.448628e-09,-7.356063e-09,9.876708e-11,-2.576625e-11,8.222344e-11,3.537403e-09,-1.479192e-09,7.608741e-09,8.520221e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.050000,DS,DS_interstep,-1,,,,-1.263225e-09,1.554935e-09,-9.867880e-09,1.053669e-10,-3.364752e-11,1.323395e-10,1.321003e-09,-1.576548e-09,1.002433e-08,1.023317e-08,0,0.000000,-0.000000,0.000000,0.000000e+00
0.060000,DS,DS_interstep,-1,,,,3.785053e-10,2.473516e-11,-8.507967e-09,1.037343e-10,-3.374382e-11,1.753911e-10,-3.254673e-10,-1.959332e-11,8.611865e-09,8.618035e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.070000,DS,DS_interstep,-1,,,,1.094206e-09,1.467354e-10,-9.350583e-09,9.846479e-11,-3.443522e-11,2.224518e-10,-1.052879e-09,-1.386123e-10,9.414131e-09,9.473839e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.080000,DS,DS_interstep,-1,,,,1.534074e-09,-4.167756e-10,-8.317734e-09,9.088949e-11,-3.224977e-11,2.642418e-10,-1.514113e-09,4.367624e-10,8.360429e-09,8.507648e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.090000,DS,DS_interstep,-1,,,,1.553624e-09,-1.000038e-11,-8.616546e-09,8.312372e-11,-3.210784e-11,3.074342e-10,-1.552294e-09,2.807360e-11,8.641345e-09,8.779707e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.100000,DS,DS_interstep,-1,,,,1.510965e-09,-9.513876e-12,-7.883330e-09,7.547904e-11,-3.195585e-11,3.469104e-10,-1.528156e-09,3.008260e-11,7.898510e-09,8.045037e-09,0,0.000000,-0.000000,0.000000,0.000000e+00
0.110000,SS,SS,0,4.570210e-01,-1.444435e+00,2.471737e+00,,,,-1.381843e-02,3.432399e-02,-4.686168e-02,-6.477173e-01,1.272677e+00,-1.235408e+00,1.888247e+00,0,-0.000061,0.000067,-0.000088,1.263091e-04
0.210000,SS,SS,0,6.068922e-01,-1.413428e+00,2.706243e+00,,,,-4.859188e-02,1.136927e-01,-1.338797e-01,-8.399353e-01,1.993741e+00,-2.388137e+00,3.222374e+00,0,-0.000473,0.000417,-0.000415,7.548795e-04
0.310000,SS,SS,0,6.781445e-01,-1.226729e+00,3.344712e+00,,,,-9.368482e-02,2.202234e-01,-2.669136e-01,-1.059581e+00,2.541465e+00,-3.258239e+00,4.265897e+00,0,-0.001358,0.001175,-0.001146,2.130283e-03
0.410000,SS,SS,0,6.889686e-01,-9.818336e-01,3.891933e+00,,,,-1.484632e-01,3.482563e-01,-4.338151e-01,-1.214027e+00,2.934835e+00,-3.910494e+00,5.037766e+00,0,-0.002822,0.002434,-0.002404,4.434778e-03
0.510000,SS,SS,0,6.272738e-01,-7.061400e-01,4.429171e+00,,,,-2.089267e-01,4.902464e-01,-6.269505e-01,-1.274505e+00,3.160978e+00,-4.390828e+00,5.558373e+00,0,-0.004928,0.004253,-0.004280,7.790481e-03
0.610000,SS,SS,0,5.016711e-01,-4.266740e-01,4.895267e+00,,,,-2.715244e-01,6.394116e-01,-8.381347e-01,-1.262580e+00,3.241944e+00,-4.681696e+00,5.832888e+00,0,-0.007692,0.006659,-0.006838,1.225836e-02
0.710000,SS,SS,0,3.217354e-01,-1.361462e-01,4.999982e+00,,,,-3.332970e-01,7.895837e-01,-1.058704e+00,-1.190179e+00,3.190269e+00,-4.781796e+00,5.870257e+00,0,-0.011091,0.009653,-0.010110,1.784384e-02
0.810000,SS,SS,0,9.141618e-02,1.128920e-01,4.999991e+00,,,,-3.917596e-01,9.356758e-01,-1.280845e+00,-1.069294e+00,3.038840e+00,-4.709060e+00,5.705540e+00,0,-0.015074,0.013209,-0.014099,2.450479e-02
0.910000,SS,SS,0,-1.875384e-01,3.041555e-01,4.999993e+00,,,,-4.449016e-01,1.073743e+00,-1.497229e+00,-9.111419e-01,2.807933e+00,-4.479610e+00,5.364846e+00,0,-0.019561,0.017288,-0.018785,3.216184e-02
1.010000,SS,SS,0,-5.038597e-01,4.419712e-01,4.999993e+00,,,,-4.910858e-01,1.200560e+00,-1.701184e+00,-7.235015e-01,2.512579e+00,-4.110301e+00,4.871456e+00,0,-0.024458,0.021835,-0.024122,4.070420e-02
1.110000,SS,SS,0,-8.482056e-01,5.444085e-01,4.999993e+00,,,,-5.288653e-01,1.313416e+00,-1.886630e+00,-5.102480e-01,2.162229e+00,-3.616231e+00,4.244139e+00,0,-0.029653,0.026785,-0.030043,4.999318e-02
1.210000,SS,SS,0,-1.204235e+00,6.287964e-01,4.999990e+00,,,,-5.569522e-01,1.409900e+00,-2.048112e+00,-2.761532e-01,1.762774e+00,-3.011721e+00,3.500585e+00,0,-0.035024,0.032066,-0.036465,5.987157e-02
1.310000,SS,SS,0,-1.551645e+00,7.091566e-01,4.999963e+00,,,,-5.743226e-01,1.487775e+00,-2.180719e+00,-2.904613e-02,1.317347e+00,-2.309795e+00,2.659210e+00,0,-0.040439,0.037595,-0.043286,7.015964e-02
1.410000,SS,SS,0,-1.872180e+00,8.472330e-01,4.678325e+00,,,,-5.803551e-01,1.544542e+00,-2.279431e+00,2.199984e-01,8.166598e-01,-1.511805e+00,1.732307e+00,0,-0.045764,0.043284,-0.050388,8.066473e-02
1.510000,SS,SS,0,-2.141473e+00,1.022197e+00,4.121608e+00,,,,-5.751051e-01,1.577935e+00,-2.340272e+00,4.546813e-01,2.753645e-01,-6.388431e-01,8.310723e-01,0,-0.050863,0.049036,-0.057640,9.118083e-02
1.610000,SS,SS,0,-2.353808e+00,1.239785e+00,3.438532e+00,,,,-5.613032e-01,1.585672e+00,-2.358578e+00,6.965141e-01,-2.570652e-01,2.921369e-01,7.978461e-01,0,-0.055625,0.054743,-0.064896,1.015009e-01
1.710000,SS,SS,0,-2.502185e+00,1.449165e+00,2.745028e+00,,,,-5.334935e-01,1.568033e+00,-2.337767e+00,7.933478e-01,-9.008586e-01,1.236762e+00,1.723522e+00,0,-0.059904,0.060305,-0.072015,1.114062e-01
1.810000,SS,SS,0,-2.542086e+00,1.699263e+00,1.896190e+00,,,,-5.031921e-01,1.522458e+00,-2.270145e+00,9.154008e-01,-1.483844e+00,2.169380e+00,2.783157e+00,0,-0.063655,0.065604,-0.078838,1.207115e-01
1.910000,SS,SS,0,-2.545054e+00,1.898759e+00,1.143116e+00,,,,-4.665089e-01,1.450949e+00,-2.162195e+00,9.901611e-01,-2.036533e+00,3.017272e+00,3.772508e+00,0,-0.066814,0.070537,-0.085220,1.292363e-01
2.010000,SS,SS,0,-2.473240e+00,2.104898e+00,3.347040e-01,,,,-4.274199e-01,1.354676e+00,-2.015690e+00,9.882155e-01,-2.551563e+00,3.789436e+00,4.674063e+00,0,-0.069346,0.075003,-0.091027,1.368219e-01
2.110000,SS,SS,0,-2.333990e+00,2.229761e+00,-3.588056e-01,,,,-3.879808e-01,1.236765e+00,-1.836724e+00,9.511929e-01,-2.971027e+00,4.402843e+00,5.395998e+00,0,-0.071250,0.078917,-0.096143,1.433455e-01
2.210000,SS,SS,0,-2.134289e+00,2.264266e+00,-9.229473e-01,,,,-3.497133e-01,1.102022e+00,-1.633166e+00,8.814472e-01,-3.271734e+00,4.822019e+00,5.893476e+00,0,-0.072545,0.082210,-0.100479,1.487188e-01
2.310000,SS,SS,0,-1.891764e+00,2.211137e+00,-1.354178e+00,,,,-3.138292e-01,9.564164e-01,-1.416244e+00,7.921624e-01,-3.423361e+00,5.000000e+00,6.111213e+00,1,-0.073266,0.084840,-0.103979,1.528966e-01
2.410000,SS,SS,0,-1.619747e+00,2.074740e+00,-1.650564e+00,,,,-2.810541e-01,8.074176e-01,-1.198014e+00,6.918838e-01,-3.395459e+00,4.933734e+00,6.029061e+00,0,-0.073464,0.086795,-0.106620,1.558787e-01
2.510000,SS,SS,0,-1.331770e+00,1.867234e+00,-1.815352e+00,,,,-2.518984e-01,6.638408e-01,-9.858626e-01,5.846182e-01,-3.161723e+00,4.562818e+00,5.581897e+00,0,-0.073200,0.088098,-0.108435,1.577265e-01
2.610000,SS,SS,0,-1.043434e+00,1.607379e+00,-1.857190e+00,,,,-2.268420e-01,5.356285e-01,-7.966028e-01,4.696273e-01,-2.699421e+00,3.868847e+00,4.740823e+00,0,-0.072544,0.088810,-0.109510,1.585632e-01
2.710000,SS,SS,0,-7.722915e-01,1.319493e+00,-1.789557e+00,,,,-2.065886e-01,4.337053e-01,-6.468649e-01,3.405934e-01,-1.990202e+00,2.825240e+00,3.472591e+00,0,-0.071580,0.089037,-0.109978,1.585763e-01
2.810000,SS,SS,0,-5.378759e-01,1.032416e+00,-1.631708e+00,,,,-1.923212e-01,3.696822e-01,-5.530476e-01,1.823133e-01,-1.042587e+00,1.549510e+00,1.876488e+00,0,-0.070406,0.088932,-0.110029,1.580262e-01
2.910000,SS,SS,0,-3.662975e-01,7.887784e-01,-1.394796e+00,,,,-1.795129e-01,3.354517e-01,-4.833353e-01,2.597705e-01,-6.991027e-01,1.384795e+00,1.572858e+00,0,-0.069106,0.088657,-0.109816,1.571472e-01
3.010000,SS,SS,0,-2.487478e-01,6.848854e-01,-9.490173e-01,,,,-1.644004e-01,3.039231e-01,-4.270315e-01,2.495753e-01,-6.555730e-01,1.130277e+00,1.330259e+00,0,-0.067668,0.088259,-0.109391,1.559968e-01
3.110000,SS,SS,0,-1.825965e-01,5.740572e-01,-7.120355e-01,,,,-1.513170e-01,2.761131e-01,-3.779136e-01,1.951020e-01,-5.570413e-01,9.916040e-01,1.153966e+00,0,-0.066112,0.087750,-0.108790,1.546161e-01
3.210000,SS,SS,0,-1.455325e-01,4.720739e-01,-5.036181e-01,,,,-1.399315e-01,2.518596e-01,-3.351792e-01,1.593458e-01,-4.814099e-01,8.429241e-01,9.837010e-01,0,-0.064472,0.087148,-0.108038,1.530478e-01
3.320000,DS,DS_interstep,0,,,,3.373296e-01,7.789933e-01,-3.307266e-01,-1.415438e-01,2.479367e-01,-3.334876e-01,-3.237262e-01,-7.820502e-01,3.350584e-01,9.103106e-01,0,-0.064257,0.087100,-0.107939,1.528601e-01
3.330000,DS,DS_interstep,0,,,,3.357502e+00,2.734566e+00,-3.193771e+00,-1.564150e-01,2.343637e-01,-3.163963e-01,-2.975661e+00,-2.712195e+00,3.415059e+00,5.279506e+00,0,-0.063983,0.087050,-0.107802,1.526198e-01
3.340000,DS,DS_interstep,0,,,,4.218721e-01,2.510734e+00,-5.000000e+00,-1.575479e-01,2.215730e-01,-2.913813e-01,-2.281301e-01,-2.555890e+00,5.000000e+00,5.620019e+00,1,-0.063686,0.086987,-0.107638,1.523436e-01
3.350000,DS,DS_interstep,0,,,,-1.844806e+00,1.635702e+00,-5.000000e+00,-1.479777e-01,2.130645e-01,-2.663675e-01,1.912504e+00,-1.699551e+00,5.000000e+00,5.616596e+00,1,-0.063387,0.086911,-0.107458,1.520482e-01
3.360000,DS,DS_interstep,0,,,,-2.983807e+00,1.226852e+00,-5.000000e+00,-1.330152e-01,2.065926e-01,-2.413548e-01,2.991077e+00,-1.292296e+00,5.000000e+00,5.967962e+00,1,-0.063094,0.086821,-0.107267,1.517397e-01
3.370000,DS,DS_interstep,0,,,,-3.315138e+00,1.123960e+00,-5.000000e+00,-1.164888e-01,2.006855e-01,-2.163434e-01,3.304020e+00,-1.179405e+00,5.000000e+00,6.107990e+00,1,-0.062810,0.086723,-0.107070,1.514264e-01
3.380000,DS,DS_interstep,0,,,,-3.198734e+00,1.183550e+00,-5.000000e+00,-1.005351e-01,1.945490e-01,-1.913332e-01,3.189642e+00,-1.225333e+00,5.000000e+00,6.056010e+00,1,-0.062532,0.086618,-0.106872,1.511111e-01
3.390000,DS,DS_interstep,0,,,,-2.887820e+00,1.315731e+00,-5.000000e+00,-8.608698e-02,1.878179e-01,-1.663243e-01,2.888696e+00,-1.344306e+00,5.000000e+00,5.928889e+00,1,-0.062257,0.086509,-0.106673,1.507941e-01
3.400000,DS,DS_interstep,0,,,,-2.521007e+00,1.468451e+00,-5.000000e+00,-7.341704e-02,1.803791e-01,-1.413166e-01,2.533189e+00,-1.485920e+00,5.000000e+00,5.798707e+00,1,-0.061984,0.086400,-0.106476,1.504796e-01
3.410000,DS,DS_interstep,0,,,,-2.164503e+00,1.614705e+00,-5.000000e+00,-6.248177e-02,1.722516e-01,-1.163101e-01,2.186377e+00,-1.623739e+00,5.000000e+00,5.693573e+00,1,-0.061710,0.086291,-0.106281,1.501663e-01
3.420000,DS,DS_interstep,0,,,,-1.844673e+00,1.742438e+00,-5.000000e+00,-5.311070e-02,1.635145e-01,-9.130491e-02,1.873641e+00,-1.745743e+00,5.000000e+00,5.617664e+00,1,-0.061434,0.086183,-0.106089,1.498550e-01
3.430000,DS,DS_interstep,0,,,,-1.374679e+00,1.191856e+00,-3.258797e+00,-4.606767e-02,1.575469e-01,-7.499266e-02,1.408114e+00,-1.191902e+00,3.261612e+00,3.747203e+00,0,-0.061156,0.086077,-0.105901,1.495471e-01
3.440000,DS,DS_interstep,0,,,,-1.044958e+00,9.444001e-01,-1.979866e+00,-4.066662e-02,1.528018e-01,-6.510544e-02,1.079781e+00,-9.474652e-01,1.976735e+00,2.443583e+00,0,-0.060875,0.085972,-0.105717,1.492415e-01
3.450000,DS,DS_interstep,0,,,,-7.824461e-01,7.586311e-01,-9.109782e-01,-3.658074e-02,1.489833e-01,-6.058613e-02,8.167924e-01,-7.621861e-01,9.032237e-01,1.436625e+00,0,-0.060592,0.085867,-0.105538,1.489389e-01
3.460000,DS,DS_interstep,0,,,,-5.580369e-01,5.726049e-01,1.930326e-02,-3.362676e-02,1.460947e-01,-6.073506e-02,5.904481e-01,-5.762615e-01,-3.040425e-02,8.256093e-01,0,-0.060307,0.085764,-0.105365,1.486411e-01
3.470000,DS,DS_interstep,0,,,,-3.622881e-01,3.866009e-01,8.035545e-01,-3.166614e-02,1.441354e-01,-6.481616e-02,3.917982e-01,-3.903893e-01,-8.168568e-01,9.864911e-01,0,-0.060021,0.085661,-0.105199,1.483481e-01
3.480000,DS,DS_interstep,0,,,,-1.995871e-01,2.112204e-01,1.417508e+00,-3.053400e-02,1.430521e-01,-7.197058e-02,2.261167e-01,-2.152394e-01,-1.431579e+00,1.465222e+00,0,-0.059735,0.085559,-0.105038,1.480594e-01
3.490000,DS,DS_interstep,0,,,,-7.258150e-02,7.289797e-02,1.802516e+00,-3.005144e-02,1.426592e-01,-8.104309e-02,9.620938e-02,-7.715195e-02,-1.815275e+00,1.819459e+00,0,-0.059449,0.085458,-0.104882,1.477751e-01
3.500000,DS,DS_interstep,0,,,,1.660598e-02,-2.268736e-02,1.973905e+00,-3.002668e-02,1.427436e-01,-9.095987e-02,4.649205e-03,1.832630e-02,-1.984224e+00,1.984314e+00,0,-0.059165,0.085358,-0.104731,1.474960e-01
3.510000,DS,DS_interstep,0,,,,5.080245e-02,-8.137467e-02,1.964412e+00,-3.018157e-02,1.431219e-01,-1.008189e-01,-3.128216e-02,7.707374e-02,-1.972781e+00,1.974534e+00,0,-0.058881,0.085258,-0.104585,1.472207e-01
3.520000,DS,DS_interstep,0,,,,1.280444e-01,-2.075404e-01,2.025811e+00,-3.073765e-02,1.441320e-01,-1.109747e-01,-1.115254e-01,2.034646e-01,-2.032220e+00,2.045423e+00,0,-0.058599,0.085159,-0.104442,1.469491e-01
3.530000,DS,DS_interstep,0,,,,2.393653e-01,-3.421476e-01,2.116709e+00,-3.186678e-02,1.458152e-01,-1.215808e-01,-2.261438e-01,3.380864e-01,-2.122380e+00,2.161004e+00,0,-0.058321,0.085061,-0.104303,1.466827e-01
3.540000,DS,DS_interstep,0,,,,3.523793e-01,-4.471640e-01,2.183669e+00,-3.357551e-02,1.480268e-01,-1.325243e-01,-3.420793e-01,4.438025e-01,-2.189986e+00,2.260535e+00,0,-0.058045,0.084963,-0.104167,1.464196e-01
3.550000,DS,DS_interstep,0,,,,4.471523e-01,-5.105183e-01,2.182444e+00,-3.577007e-02,1.505620e-01,-1.434667e-01,-4.392650e-01,5.085364e-01,-2.189863e+00,2.290647e+00,0,-0.057773,0.084867,-0.104036,1.461630e-01
3.560000,DS,DS_interstep,0,,,,5.434762e-01,-5.628121e-01,2.135026e+00,-3.845953e-02,1.533647e-01,-1.541671e-01,-5.382716e-01,5.620622e-01,-2.141581e+00,2.278600e+00,0,-0.057505,0.084773,-0.103908,1.459115e-01
3.570000,DS,DS_interstep,0,,,,6.244676e-01,-5.959447e-01,2.035363e+00,-4.156359e-02,1.563378e-01,-1.643627e-01,-6.212186e-01,5.961601e-01,-2.040705e+00,2.214903e+00,0,-0.057242,0.084680,-0.103783,1.456649e-01
3.580000,DS,DS_interstep,0,,,,6.870317e-01,-6.133053e-01,1.899011e+00,-4.498732e-02,1.594012e-01,-1.738692e-01,-6.851866e-01,6.142626e-01,-1.903008e+00,2.113821e+00,0,-0.056983,0.084589,-0.103661,1.454234e-01
3.590000,DS,DS_interstep,0,,,,7.324117e-01,-6.182599e-01,1.742012e+00,-4.864261e-02,1.624917e-01,-1.825837e-01,-7.315363e-01,6.197198e-01,-1.744684e+00,1.990759e+00,0,-0.056729,0.084499,-0.103542,1.451868e-01
3.600000,DS,DS_interstep,0,,,,7.627811e-01,-6.131822e-01,1.577281e+00,-5.245265e-02,1.655581e-01,-1.904680e-01,-7.625201e-01,6.149125e-01,-1.578732e+00,1.857942e+00,0,-0.056480,0.084412,-0.103425,1.449555e-01
3.610000,DS,DS_interstep,0,,,,7.802331e-01,-5.998357e-01,1.414421e+00,-5.635133e-02,1.685578e-01,-1.975323e-01,-7.802895e-01,6.016303e-01,-1.414796e+00,1.724082e+00,0,-0.056235,0.084326,-0.103309,1.447273e-01
3.620000,DS,DS_interstep,0,,,,7.866628e-01,-5.797440e-01,1.260242e+00,-6.028233e-02,1.714565e-01,-2.038208e-01,-7.867905e-01,5.814338e-01,-1.259702e+00,1.594978e+00,0,-0.055995,0.084242,-0.103195,1.445038e-01
3.630000,DS,DS_interstep,0,,,,7.838713e-01,-5.543606e-01,1.119293e+00,-6.419855e-02,1.742269e-01,-2.094004e-01,-7.838742e-01,5.558174e-01,-1.118004e+00,1.474220e+00,0,-0.055760,0.084160,-0.103083,1.442851e-01
3.640000,DS,DS_interstep,0,,,,7.736455e-01,-5.250873e-01,9.942806e-01,-6.806210e-02,1.768493e-01,-2.143518e-01,-7.733777e-01,5.262226e-01,-9.924040e-01,1.363777e+00,0,-0.055528,0.084079,-0.102972,1.440690e-01
3.650000,DS,DS_interstep,0,,,,7.577533e-01,-4.932281e-01,8.864035e-01,-7.184415e-02,1.793103e-01,-2.187614e-01,-7.571164e-01,4.939887e-01,-8.840880e-01,1.264461e+00,0,-0.055301,0.083999,-0.102862,1.438563e-01
3.660000,DS,DS_interstep,0,,,,7.378721e-01,-4.599385e-01,7.956564e-01,-7.552448e-02,1.816027e-01,-2.227156e-01,-7.368105e-01,4.602997e-01,-7.930334e-01,1.176294e+00,0,-0.055078,0.083921,-0.102753,1.436471e-01
3.670000,DS,DS_interstep,0,,,,7.154962e-01,-4.261947e-01,7.211283e-01,-7.909053e-02,1.837244e-01,-2.262959e-01,-7.139886e-01,4.261530e-01,-7.183083e-01,1.098796e+00,0,-0.054859,0.083844,-0.102646,1.434417e-01
3.680000,DS,DS_interstep,0,,,,6.918600e-01,-3.927854e-01,6.612846e-01,-8.253601e-02,1.856769e-01,-2.295762e-01,-6.899112e-01,3.923511e-01,-6.583556e-01,1.031188e+00,0,-0.054643,0.083768,-0.102539,1.432382e-01
3.690000,DS,DS_interstep,0,,,,6.679015e-01,-3.603184e-01,6.142171e-01,-8.585944e-02,1.874651e-01,-2.326209e-01,-6.655334e-01,3.595094e-01,-6.112444e-01,9.725232e-01,0,-0.054431,0.083693,-0.102433,1.430377e-01
3.700000,DS,DS_interstep,0,,,,6.442680e-01,-3.292354e-01,5.778459e-01,-8.906260e-02,1.890960e-01,-2.354836e-01,-6.415124e-01,3.280733e-01,-5.748735e-01,9.217645e-01,0,-0.054222,0.083618,-0.102329,1.428398e-01
3.710000,DS,DS_interstep,0,,,,6.213553e-01,-2.998311e-01,5.500732e-01,-9.214928e-02,1.905782e-01,-2.382073e-01,-6.182478e-01,2.983378e-01,-5.471268e-01,8.778289e-01,0,-0.054016,0.083545,-0.102225,1.426445e-01
3.720000,DS,DS_interstep,0,,,,5.994192e-01,-2.722879e-01,5.289026e-01,-9.512457e-02,1.919211e-01,-2.408253e-01,-5.959989e-01,2.704852e-01,-5.259920e-01,8.396693e-01,0,-0.053813,0.083472,-0.102123,1.424518e-01
3.730000,DS,DS_interstep,0,,,,5.788606e-01,-2.467221e-01,5.124644e-01,-9.799562e-02,1.931346e-01,-2.433611e-01,-5.751806e-01,2.446346e-01,-5.095863e-01,8.064472e-01,0,-0.053613,0.083400,-0.102021,1.422610e-01
3.740000,DS,DS_interstep,0,,,,5.596951e-01,-2.231180e-01,4.990880e-01,-1.007696e-01,1.942288e-01,-2.458300e-01,-5.557980e-01,2.207655e-01,-4.962292e-01,7.771050e-01,0,-0.053416,0.083328,-0.101920,1.420722e-01
3.750000,DS,DS_interstep,0,,,,5.416898e-01,-2.013702e-01,4.874105e-01,-1.034525e-01,1.952129e-01,-2.482405e-01,-5.376053e-01,1.987675e-01,-4.845526e-01,7.505459e-01,0,-0.053222,0.083257,-0.101821,1.418867e-01
3.760000,DS,DS_interstep,0,,,,5.245959e-01,-1.813219e-01,4.763572e-01,-1.060490e-01,1.960955e-01,-2.505954e-01,-5.203452e-01,1.784824e-01,-4.734797e-01,7.258086e-01,0,-0.053030,0.083186,-0.101722,1.417020e-01
3.770000,DS,DS_interstep,0,,,,5.082055e-01,-1.628005e-01,4.651204e-01,-1.085626e-01,1.968843e-01,-2.528938e-01,-5.038044e-01,1.597373e-01,-4.622024e-01,7.021153e-01,0,-0.052841,0.083116,-0.101624,1.415199e-01
3.780000,DS,DS_interstep,0,,,,4.923585e-01,-1.456387e-01,4.531311e-01,-1.109962e-01,1.975863e-01,-2.551318e-01,-4.878181e-01,1.423655e-01,-4.501526e-01,6.788754e-01,0,-0.052654,0.083045,-0.101527,1.413388e-01
3.790000,DS,DS_interstep,0,,,,4.769357e-01,-1.296853e-01,4.400278e-01,-1.133519e-01,1.982075e-01,-2.573039e-01,-4.722633e-01,1.262163e-01,-4.369706e-01,6.556725e-01,0,-0.052469,0.082975,-0.101431,1.411598e-01
3.800000,DS,DS_interstep,0,,,,4.618508e-01,-1.148099e-01,4.256238e-01,-1.156314e-01,1.987534e-01,-2.594033e-01,-4.570508e-01,1.111601e-01,-4.224719e-01,6.322456e-01,0,-0.052287,0.082906,-0.101335,1.409827e-01
3.810000,DS,DS_interstep,0,,,,4.470434e-01,-1.009040e-01,4.098743e-01,-1.178361e-01,1.992289e-01,-2.614234e-01,-4.421176e-01,9.708843e-02,-4.066144e-01,6.084648e-01,0,-0.052108,0.082836,-0.101240,1.408069e-01
3.820000,DS,DS_interstep,0,,,,4.324736e-01,-8.787975e-02,3.928460e-01,-1.199673e-01,1.996385e-01,-2.633576e-01,-4.274219e-01,8.391347e-02,-3.894676e-01,5.843081e-01,0,-0.051930,0.082767,-0.101146,1.406329e-01
3.830000,DS,DS_interstep,0,,,,4.181181e-01,-7.566757e-02,3.746874e-01,-1.220259e-01,1.999863e-01,-2.652003e-01,-4.129389e-01,7.156529e-02,-3.711828e-01,5.598364e-01,0,-0.051754,0.082697,-0.101053,1.404599e-01
3.840000,DS,DS_interstep,0,,,,4.039668e-01,-6.421324e-02,3.556035e-01,-1.240130e-01,2.002762e-01,-2.669468e-01,-3.986575e-01,5.998899e-02,-3.519675e-01,5.351706e-01,0,-0.051581,0.082628,-0.100960,1.402887e-01
3.850000,DS,DS_interstep,0,,,,3.900199e-01,-5.347458e-02,3.358329e-01,-1.259296e-01,2.005119e-01,-2.685937e-01,-3.845775e-01,4.914149e-02,-3.320629e-01,5.104709e-01,0,-0.051409,0.082559,-0.100867,1.401179e-01
3.860000,DS,DS_interstep,0,,,,3.762850e-01,-4.341836e-02,3.156289e-01,-1.277768e-01,2.006968e-01,-2.701389e-01,-3.707065e-01,3.898847e-02,-3.117245e-01,4.859172e-01,0,-0.051240,0.082490,-0.100776,1.399498e-01
3.870000,DS,DS_interstep,0,,,,3.627746e-01,-3.401745e-02,2.952443e-01,-1.295556e-01,2.008343e-01,-2.715814e-01,-3.570571e-01,2.950164e-02,-2.912069e-01,4.616942e-01,0,-0.051072,0.082421,-0.100684,1.397814e-01
3.880000,DS,DS_interstep,0,,,,3.495040e-01,-2.524860e-02,2.749195e-01,-1.312673e-01,2.009275e-01,-2.729215e-01,-3.436451e-01,2.065650e-02,-2.707521e-01,4.379787e-01,0,-0.050906,0.082352,-0.100594,1.396153e-01
3.890000,DS,DS_interstep,0,,,,3.364887e-01,-1.709062e-02,2.548739e-01,-1.329131e-01,2.009796e-01,-2.741607e-01,-3.304863e-01,1.243066e-02,-2.505807e-01,4.149294e-01,0,-0.050741,0.082282,-0.100503,1.394483e-01
3.900000,DS,DS_interstep,0,,,,3.237431e-01,-9.523187e-03,2.353004e-01,-1.344944e-01,2.009936e-01,-2.753014e-01,-3.175961e-01,4.802600e-03,-2.308868e-01,3.926819e-01,0,-0.050579,0.082213,-0.100413,1.392838e-01
3.910000,DS,DS_interstep,0,,,,3.112795e-01,-2.526093e-03,2.163621e-01,-1.360126e-01,2.009723e-01,-2.763468e-01,-3.049871e-01,-2.248956e-03,-2.118339e-01,3.713432e-01,0,-0.050417,0.082144,-0.100323,1.391194e-01
3.920000,DS,DS_interstep,0,,,,2.991070e-01,3.921142e-03,1.981910e-01,-1.374691e-01,2.009185e-01,-2.773007e-01,-2.926694e-01,-8.745463e-03,-1.935547e-01,3.509919e-01,0,-0.050258,0.082075,-0.100234,1.389569e-01
3.930000,DS,DS_interstep,0,,,,2.872318e-01,9.839366e-03,1.808887e-01,-1.388654e-01,2.008350e-01,-2.781676e-01,-2.806494e-01,-1.470862e-02,-1.761508e-01,3.316769e-01,0,-0.050099,0.082005,-0.100145,1.387939e-01
3.940000,DS,DS_interstep,0,,,,2.756567e-01,1.524974e-02,1.645276e-01,-1.402031e-01,2.007241e-01,-2.789521e-01,-2.689307e-01,-2.016029e-02,-1.596949e-01,3.134208e-01,0,-0.049943,0.081936,-0.100056,1.386327e-01
