tick,t_s,phase,step_index,Hdot_s_x,Hdot_s_y,Hdot_s_z,Hdot_s_source,tau_w_x,tau_w_y,tau_w_z,dq_joint_norm,T_kin,L_com_norm,hw_norm,settle_exit
926,36.76,DS,3,0.02182,0.06598,0.00184,realized,-0.01529,-0.07889,0.02122,0.000671,2.195e-06,0.00317,1.370633,0
927,36.77,DS,3,0.02191,0.06659,0.00065,realized,-0.01539,-0.07951,0.02242,0.000666,2.057e-06,0.003091,1.370316,0
928,36.78,DS,3,0.02196,0.06706,-0.00048,realized,-0.01545,-0.08,0.02356,0.000661,1.924e-06,0.003011,1.369993,0
929,36.79,DS,3,0.02197,0.0674,-0.00157,realized,-0.01547,-0.08035,0.02466,0.000655,1.796e-06,0.00293,1.369664,0
930,36.8,DS,3,0.02194,0.06761,-0.0026,realized,-0.01546,-0.08058,0.0257,0.000648,1.673e-06,0.002848,1.36933,0
931,36.81,DS,3,0.02188,0.0677,-0.00358,realized,-0.0154,-0.08068,0.02668,0.000641,1.556e-06,0.002766,1.368992,0
932,36.82,DS,3,0.02178,0.06767,-0.0045,realized,-0.01532,-0.08066,0.02762,0.000633,1.444e-06,0.002683,1.368649,0
933,36.83,DS,3,0.02166,0.06753,-0.00538,realized,-0.0152,-0.08053,0.02851,0.000624,1.337e-06,0.0026,1.368303,0
934,36.84,DS,3,0.0215,0.06728,-0.00622,realized,-0.01505,-0.08029,0.02935,0.000615,1.236e-06,0.002517,1.367953,0
935,36.85,DS,3,0.02131,0.06693,-0.007,realized,-0.01487,-0.07995,0.03014,0.000605,1.14e-06,0.002434,1.3676,0
936,36.86,DS,3,0.0211,0.06648,-0.00774,realized,-0.01466,-0.07951,0.03089,0.000595,1.05e-06,0.002352,1.367245,0
937,36.87,DS,3,0.02086,0.06594,-0.00844,realized,-0.01443,-0.07897,0.03159,0.000585,9.65e-07,0.00227,1.366887,0
938,36.88,DS,3,0.0206,0.06531,-0.00909,realized,-0.01417,-0.07836,0.03226,0.000574,8.85e-07,0.00219,1.366527,0
939,36.89,DS,3,0.02031,0.06461,-0.0097,realized,-0.01389,-0.07765,0.03287,0.000562,8.1e-07,0.00211,1.366166,0
940,36.9,DS,3,0.02,0.06382,-0.01027,realized,-0.01358,-0.07688,0.03345,0.00055,7.41e-07,0.002031,1.365804,0
941,36.91,DS,3,0.01968,0.06297,-0.0108,realized,-0.01325,-0.07602,0.03399,0.000538,6.76e-07,0.001953,1.365441,0
942,36.92,DS,3,0.01933,0.06205,-0.0113,realized,-0.01291,-0.0751,0.03449,0.000526,6.15e-07,0.001877,1.365077,1
943,36.93,SS,4,0.58133,-1.7678,4.71341,planned,-0.52889,0.347,-1.56566,0.061796,0.000643882,0.028,1.399194,0
944,37.03,SS,4,0.57797,-1.8331,4.99989,planned,-0.37912,0.5406,-1.24386,0.077346,0.004175659,0.086244,1.456882,0
945,37.13,SS,4,0.40537,-1.72951,4.99999,planned,-0.18999,0.85328,-0.69624,0.142704,0.015506231,0.145409,1.493686,0
946,37.23,SS,4,0.21266,-1.62046,4.99999,planned,-0.1112,1.20835,-0.43471,0.218349,0.039909882,0.220211,1.523178,0
947,37.33,SS,4,-0.02348,-1.46056,5.0,planned,0.01463,1.51389,-0.05609,0.302325,0.081878417,0.306309,1.546421,0
948,37.43,SS,4,-0.30134,-1.26426,5.0,planned,0.15681,1.79541,0.36418,0.390436,0.144116198,0.398254,1.561201,0
949,37.53,SS,4,-0.60551,-1.04976,5.0,planned,0.30356,2.05178,0.79085,0.477847,0.227160412,0.493259,1.569256,0
950,37.63,SS,4,-0.92655,-0.82111,5.0,planned,0.45451,2.26735,1.21627,0.5614,0.329344855,0.587623,1.573012,0
951,37.73,SS,4,-1.25555,-0.58781,5.0,planned,0.61351,2.43285,1.64922,0.639162,0.446914096,0.677146,1.575004,0
952,37.83,SS,4,-1.48215,-0.27041,5.0,planned,0.70996,2.48913,1.87834,0.71033,0.574160327,0.757077,1.580217,0
953,37.93,SS,4,-1.55085,0.1194,5.0,planned,0.72482,2.39532,1.85124,0.774729,0.703648396,0.823057,1.593679,0
954,38.03,SS,4,-1.62909,0.41736,5.0,planned,0.78163,2.23904,1.93496,0.83211,0.827011354,0.872139,1.614214,0
955,38.13,SS,4,-1.7185,0.63941,5.0,planned,0.85339,2.04837,2.05557,0.8819,0.935738364,0.901542,1.637613,0
956,38.23,SS,4,-1.80488,0.78561,5.0,planned,0.92548,1.83657,2.18655,0.923736,1.022130599,0.910029,1.662376,0
957,38.33,SS,4,-1.90299,0.84944,5.0,planned,0.98416,1.61295,2.30099,0.957307,1.080259747,0.897992,1.687989,0
958,38.43,SS,4,-1.99685,0.82758,5.0,planned,1.02159,1.38781,2.38497,0.982284,1.106613085,0.866638,1.714668,0
959,38.53,SS,4,-2.12553,0.69293,5.0,planned,1.02555,1.16882,2.40117,0.998185,1.100369139,0.818296,1.742937,0
960,38.63,SS,4,-2.26652,0.43988,5.0,planned,1.00244,0.95583,2.36347,1.00404,1.063201179,0.755294,1.772884,0
961,38.73,SS,4,-2.21282,0.31734,5.0,planned,0.79426,0.63672,1.79375,0.997608,0.997755251,0.680512,1.797765,0
962,38.83,SS,4,-2.01548,0.30622,5.0,planned,0.52663,0.22313,1.06368,0.976373,0.908260951,0.596909,1.810486,0
963,38.93,SS,4,-1.7965,0.31828,5.0,planned,0.22213,-0.23361,0.20954,0.937502,0.800332866,0.506573,1.804672,0
964,39.03,SS,4,-1.56698,0.31814,5.0,planned,-0.10932,-0.68066,-0.74701,0.879657,0.680879999,0.412601,1.778265,0
965,39.13,SS,4,-1.33408,0.34019,5.0,planned,-0.43673,-1.15194,-1.69314,0.801269,0.557329723,0.324799,1.730679,0
966,39.23,SS,4,-1.10862,0.34521,5.0,planned,-0.7156,-1.60532,-2.53295,0.702084,0.437800696,0.252484,1.666009,0
967,39.33,SS,4,-0.86808,0.34843,5.0,planned,-0.96484,-1.99234,-3.32045,0.586417,0.330362154,0.212404,1.594015,0
968,39.43,SS,4,-0.61691,0.31834,5.0,planned,-1.19628,-2.2728,-4.09394,0.463833,0.241840802,0.223385,1.530758,0
969,39.53,SS,4,-0.37389,0.22453,5.0,planned,-1.37467,-2.44876,-4.74399,0.350398,0.176507983,0.273755,1.495653,0
970,39.63,SS,4,-0.14071,0.07352,5.0,planned,-1.5145,-2.50547,-5.0,0.272049,0.134910721,0.337517,1.504245,0
971,39.73,SS,4,0.07946,-0.12299,5.0,planned,-1.55833,-2.3928,-5.0,0.253006,0.113649722,0.397117,1.559383,0
972,39.83,SS,4,0.27329,-0.34593,5.0,planned,-1.54069,-2.1378,-5.0,0.277228,0.105713747,0.441908,1.660302,0
973,39.93,SS,4,0.43957,-0.57425,5.0,planned,-1.53744,-1.76323,-5.0,0.3036,0.102567289,0.464006,1.801169,0
974,40.03,SS,4,0.56646,-0.78976,5.0,planned,-1.55192,-1.31833,-5.0,0.311447,0.09900343,0.462419,1.974267,0
975,40.13,SS,4,0.62473,-0.95526,5.0,planned,-1.58082,-1.09384,-5.0,0.315383,0.096985704,0.456325,2.169156,0
976,40.23,SS,4,0.60379,-1.05796,5.0,planned,-1.58296,-1.01218,-5.0,0.321943,0.097080662,0.45293,2.377528,0
977,40.33,SS,4,0.55025,-1.15772,5.0,planned,-1.57659,-0.97354,-5.0,0.329907,0.099469909,0.45045,2.595537,0
978,40.43,SS,4,0.48763,-1.26806,5.0,planned,-1.56585,-0.94435,-5.0,0.338785,0.104236392,0.448277,2.821143,0
979,40.53,SS,4,0.42317,-1.39248,4.99999,planned,-1.54829,-0.91648,-5.0,0.348628,0.111379515,0.446506,3.052964,0
980,40.63,SS,4,0.3591,-1.53089,4.99999,planned,-1.84308,-1.04175,-5.0,0.366396,0.120272155,0.417307,3.290366,0
981,40.73,SS,4,0.20859,-1.60656,4.99996,planned,-2.47219,-1.27795,-5.0,0.408013,0.131849673,0.304898,3.536657,0
982,40.83,SS,4,-0.33145,-1.49865,4.95774,planned,-2.64462,-1.58953,-5.0,0.477064,0.150892539,0.217577,3.790155,0
983,40.93,SS,4,-1.18882,-1.2753,4.99995,planned,-2.52595,-1.7872,-3.39665,0.577835,0.181147992,0.34824,3.996528,0
984,41.03,DS,4,-2.24897,-3.10487,-5.0,realized,2.18445,0.71898,2.95817,0.604739,0.186486233,0.502574,3.888785,0
985,41.13,DS,4,-1.03833,0.25721,-5.0,realized,1.00294,-0.96723,3.78286,0.552436,0.175649525,0.519422,3.711682,0
986,41.23,DS,4,-0.90729,0.70903,-5.0,realized,0.87366,-0.84356,3.7548,0.49144,0.161725375,0.5443,3.529676,0
987,41.33,DS,4,-0.92571,1.19344,-5.0,realized,0.89951,-1.13484,3.81381,0.441187,0.147876553,0.547433,3.345366,0
988,41.43,DS,4,-0.92223,0.64222,-2.54127,realized,0.89689,-0.61466,1.86063,0.397082,0.131972846,0.492668,3.187098,0
989,41.53,DS,4,-0.8325,0.12795,-0.99575,realized,0.81511,-0.12051,0.62061,0.340985,0.111423732,0.376742,3.132423,0
990,41.63,DS,4,-0.7545,-0.10061,-0.56819,realized,0.73637,0.1069,0.27406,0.285648,0.092428168,0.256284,3.109109,0
991,41.73,DS,4,-0.67336,-0.18671,-0.47731,realized,0.65666,0.19332,0.21108,0.239302,0.076892267,0.144222,3.095657,0
992,41.83,DS,4,-0.61846,-0.28383,-0.46293,realized,0.60426,0.28381,0.20675,0.206216,0.064764201,0.056632,3.083425,0
993,41.93,DS,4,-0.56934,-0.38537,-0.43702,realized,0.55697,0.37416,0.19366,0.182549,0.055642385,0.078369,3.07196,0
994,42.03,DS,4,-0.52487,-0.48368,-0.41077,realized,0.51414,0.45829,0.18131,0.16726,0.0491423,0.153273,3.061522,0
995,42.13,DS,4,-0.4879,-0.57748,-0.39747,realized,0.47879,0.53543,0.17959,0.159412,0.044886658,0.224162,3.051967,0
996,42.23,DS,4,-0.50053,-0.62843,-0.77539,realized,0.49308,0.56897,0.48384,0.155455,0.042207546,0.283721,3.037217,0
997,42.33,DS,4,-0.53173,-0.67721,-1.18433,realized,0.52782,0.59625,0.81529,0.15421,0.039913371,0.327924,3.005356,0
998,42.43,DS,4,-0.54626,-0.71715,-1.43243,realized,0.54521,0.61507,1.02193,0.154544,0.037824569,0.359354,2.960486,0
999,42.53,DS,4,-0.54148,-0.73659,-1.55729,realized,0.54253,0.61845,1.13228,0.154534,0.035926862,0.380149,2.908011,0
1000,42.63,DS,4,-0.5257,-0.74684,-1.59629,realized,0.52865,0.61562,1.17532,0.154214,0.034181921,0.392197,2.851915,0
1001,42.73,DS,4,-0.50613,-0.75482,-1.58308,realized,0.51079,0.61218,1.1766,0.153378,0.032556108,0.397508,2.794827,0
1002,42.83,DS,4,-0.48661,-0.76271,-1.54235,realized,0.49286,0.60991,1.15519,0.151941,0.031023384,0.397602,2.738299,0
1003,42.93,DS,4,-0.46943,-0.77139,-1.49133,realized,0.47721,0.60942,1.12449,0.149907,0.029563842,0.393657,2.683116,0
1004,43.03,DS,4,-0.4646,-0.75572,-1.53401,realized,0.47408,0.5901,1.16546,0.147027,0.028032499,0.385672,2.626999,0
1005,43.13,DS,4,-0.46084,-0.73055,-1.57891,realized,0.47208,0.56367,1.20786,0.143418,0.026353684,0.374208,2.56861,0
1006,43.23,DS,4,-0.45478,-0.69589,-1.61176,realized,0.46762,0.53076,1.2401,0.139109,0.024561664,0.360102,2.508302,0
1007,43.33,DS,4,-0.44433,-0.65144,-1.62783,realized,0.45861,0.49139,1.25871,0.134214,0.022704749,0.343885,2.446674,0
1008,43.43,DS,4,-0.42985,-0.59887,-1.62873,realized,0.44541,0.44675,1.26503,0.1289,0.020829553,0.326107,2.384339,0
1009,43.53,DS,4,-0.41186,-0.53966,-1.61648,realized,0.42854,0.39791,1.26065,0.123281,0.018975984,0.307275,2.321813,0
1010,43.63,DS,4,-0.39082,-0.47523,-1.59265,realized,0.40844,0.34589,1.24682,0.117453,0.017177202,0.287812,2.259528,0
1011,43.73,DS,4,-0.36718,-0.40701,-1.55871,realized,0.38559,0.29171,1.22469,0.111508,0.015459334,0.268071,2.197852,0
1012,43.83,DS,4,-0.34146,-0.33634,-1.51608,realized,0.36049,0.23633,1.19541,0.105523,0.013841618,0.248349,2.137088,0
1013,43.93,DS,4,-0.31415,-0.2645,-1.46611,realized,0.33364,0.18063,1.16004,0.099559,0.012337024,0.228897,2.077485,0
1014,44.03,DS,4,-0.28573,-0.19264,-1.41005,realized,0.30552,0.12541,1.11959,0.093666,0.010953042,0.209921,2.019239,0
1015,44.13,DS,4,-0.25663,-0.1218,-1.34905,realized,0.27659,0.07138,1.07496,0.087887,0.009692563,0.191587,1.962506,0
1016,44.23,DS,4,-0.22727,-0.05286,-1.28417,realized,0.24726,0.01917,1.02701,0.082256,0.008554759,0.174031,1.907403,0
1017,44.33,DS,4,-0.198,0.0134,-1.21636,realized,0.2179,-0.03072,0.97649,0.0768,0.007535918,0.157355,1.854021,0
1018,44.43,DS,4,-0.16915,0.07634,-1.14648,realized,0.18884,-0.07786,0.9241,0.071544,0.006630197,0.141641,1.802424,0
1019,44.53,DS,4,-0.14101,0.13545,-1.07532,realized,0.16038,-0.1219,0.87045,0.066506,0.00583028,0.126949,1.752657,0
1020,44.63,DS,4,-0.11379,0.19032,-1.00356,realized,0.13276,-0.16259,0.81611,0.061704,0.005127924,0.113321,1.704751,0
1021,44.73,DS,4,-0.08771,0.24065,-0.93181,realized,0.10619,-0.19975,0.76156,0.057151,0.004514419,0.100787,1.658726,0
1022,44.83,DS,4,-0.06293,0.28626,-0.8606,realized,0.08084,-0.23326,0.70724,0.052859,0.003980937,0.089367,1.614593,0
1023,44.93,DS,4,-0.03956,0.32703,-0.79042,realized,0.05685,-0.26306,0.65352,0.048839,0.00351881,0.079073,1.572358,0
1024,45.03,DS,4,-0.0177,0.36292,-0.72166,realized,0.03432,-0.28916,0.60075,0.045101,0.003119731,0.069913,1.53202,0
1025,45.13,DS,4,0.00257,0.39395,-0.65468,realized,0.01332,-0.31159,0.54921,0.041652,0.002775894,0.061888,1.493577,0
1026,45.23,DS,4,0.02121,0.42021,-0.58979,realized,-0.00608,-0.33044,0.49915,0.038498,0.00248008,0.054994,1.457021,0
1027,45.33,DS,4,0.03821,0.44184,-0.52725,realized,-0.02386,-0.34582,0.45078,0.035643,0.002225712,0.049219,1.422345,0
1028,45.43,DS,4,0.05356,0.459,-0.46725,realized,-0.04002,-0.35787,0.40428,0.033086,0.002006869,0.04453,1.389534,0
1029,45.53,DS,4,0.06728,0.4719,-0.40999,realized,-0.05455,-0.36675,0.3598,0.030826,0.001818284,0.040871,1.358575,0
1030,45.63,DS,4,0.07939,0.48076,-0.3556,realized,-0.06748,-0.37265,0.31744,0.028853,0.001655318,0.038153,1.329447,0
1031,45.73,DS,4,0.08993,0.48585,-0.30418,realized,-0.07885,-0.37575,0.27731,0.027154,0.001513924,0.036252,1.302127,0
1032,45.83,DS,4,0.09897,0.48742,-0.25581,realized,-0.08869,-0.37626,0.23948,0.025711,0.001390607,0.035018,1.276585,0
1033,45.93,DS,4,0.10655,0.48575,-0.21054,realized,-0.09708,-0.37439,0.20398,0.0245,0.001282373,0.034293,1.252788,0
1034,46.03,DS,4,0.11275,0.48111,-0.16839,realized,-0.10406,-0.37036,0.17084,0.023492,0.001186682,0.033926,1.230696,0
1035,46.13,DS,4,0.11764,0.4738,-0.12936,realized,-0.10972,-0.36436,0.14007,0.022657,0.001101395,0.033786,1.210261,0
1036,46.23,DS,4,0.12129,0.46409,-0.09343,realized,-0.11411,-0.35662,0.11166,0.021963,0.001024728,0.033769,1.191432,0
1037,46.33,DS,4,0.1238,0.45227,-0.06056,realized,-0.11734,-0.34734,0.08559,0.021377,0.000955206,0.033796,1.17415,0
1038,46.43,DS,4,0.12524,0.4386,-0.03069,realized,-0.11946,-0.33671,0.06181,0.020871,0.000891622,0.033812,1.158349,0
1039,46.53,DS,4,0.12887,0.42747,0.00714,realized,-0.12375,-0.32794,0.03197,0.020373,0.000832657,0.033778,1.143993,0
1040,46.63,DS,4,0.1314,0.41365,0.04336,realized,-0.12689,-0.31722,0.00338,0.019895,0.000777393,0.03366,1.131026,0
1041,46.73,DS,4,0.13235,0.39667,0.076,realized,-0.12842,-0.30419,-0.02246,0.019434,0.000725211,0.033441,1.119379,0
1042,46.83,DS,4,0.13181,0.37687,0.10504,realized,-0.12843,-0.28908,-0.04559,0.018966,0.000675568,0.033114,1.108988,0
1043,46.93,DS,4,0.12988,0.35475,0.13023,realized,-0.12702,-0.27226,-0.06576,0.018492,0.000628233,0.032679,1.09976,0
1044,47.03,DS,4,0.12669,0.33078,0.15153,realized,-0.12431,-0.25408,-0.08296,0.018001,0.000583062,0.032144,1.091595,0
1045,47.13,DS,4,0.12236,0.30534,0.16902,realized,-0.12044,-0.23483,-0.09723,0.01748,0.000539853,0.031509,1.084408,0
1046,47.23,DS,4,0.11708,0.27909,0.18264,realized,-0.11558,-0.215,-0.10853,0.016938,0.000498584,0.030787,1.078088,0
1047,47.33,DS,4,0.11103,0.25246,0.19258,realized,-0.1099,-0.19492,-0.11699,0.016371,0.000459252,0.029989,1.07253,0
1048,47.43,DS,4,0.10435,0.22589,0.19904,realized,-0.10357,-0.17491,-0.12276,0.015778,0.000421866,0.029124,1.067625,0
1049,47.53,DS,4,0.09721,0.1998,0.20229,realized,-0.09675,-0.15527,-0.12605,0.015163,0.000386437,0.028203,1.063271,0
1050,47.63,DS,4,0.08979,0.17453,0.2026,realized,-0.0896,-0.13627,-0.12705,0.014528,0.000352971,0.027237,1.059369,0
1051,47.73,DS,4,0.08221,0.15038,0.20028,realized,-0.08226,-0.11813,-0.12601,0.013878,0.000321436,0.026233,1.055834,0
1052,47.83,DS,4,0.07461,0.12759,0.19566,realized,-0.07487,-0.10102,-0.12317,0.013217,0.000291836,0.025201,1.052579,0
1053,47.93,DS,4,0.0671,0.10632,0.18907,realized,-0.06754,-0.08505,-0.11879,0.012548,0.000264163,0.024151,1.049525,0
1054,48.03,DS,4,0.05977,0.08667,0.18083,realized,-0.06036,-0.07032,-0.11311,0.011877,0.000238398,0.023089,1.046602,0
1055,48.13,DS,4,0.05268,0.06871,0.17123,realized,-0.0534,-0.05685,-0.10635,0.011207,0.000214506,0.022024,1.043748,0
1056,48.23,DS,4,0.0459,0.05247,0.16054,realized,-0.04673,-0.04468,-0.09872,0.010544,0.000192443,0.02096,1.040909,0
1057,48.33,DS,4,0.03947,0.03794,0.14902,realized,-0.04038,-0.03379,-0.09042,0.00989,0.000172151,0.019905,1.038037,0
1058,48.43,DS,4,0.03342,0.02508,0.13687,realized,-0.03439,-0.02416,-0.08161,0.00925,0.000153565,0.018862,1.035094,0
1059,48.53,DS,4,0.02778,0.01386,0.12431,realized,-0.02879,-0.01575,-0.07244,0.008628,0.000136609,0.017836,1.032047,0
1060,48.63,DS,4,0.02255,0.00419,0.11149,realized,-0.02359,-0.00851,-0.06306,0.008026,0.000121204,0.016831,1.028869,0
1061,48.73,DS,4,0.01774,-0.00398,0.09857,realized,-0.0188,-0.00238,-0.05356,0.007446,0.000107263,0.015849,1.025539,0
1062,48.83,DS,4,0.01335,-0.01073,0.08568,realized,-0.01442,0.00269,-0.04405,0.006893,9.4697e-05,0.014895,1.02204,0
1063,48.93,DS,4,0.00939,-0.01615,0.07291,realized,-0.01044,0.00676,-0.03462,0.006367,8.3418e-05,0.013968,1.01836,0
1064,49.03,DS,4,0.00583,-0.02031,0.06037,realized,-0.00687,0.00989,-0.02533,0.005871,7.3333e-05,0.013073,1.01449,0
1065,49.13,DS,4,0.00269,-0.02329,0.04815,realized,-0.0037,0.01214,-0.01627,0.005406,6.4347e-05,0.012209,1.010426,0
1066,49.23,DS,4,-6e-05,-0.02516,0.03631,realized,-0.00092,0.01356,-0.00746,0.004973,5.6371e-05,0.011378,1.006164,0
1067,49.33,DS,4,-0.00242,-0.026,0.02489,realized,0.00148,0.01422,0.00104,0.004574,4.932e-05,0.010582,1.001705,0
1068,49.43,DS,4,-0.0044,-0.02588,0.01396,realized,0.00351,0.01416,0.00918,0.00421,4.3113e-05,0.00982,0.99705,0
1069,49.53,DS,4,-0.00602,-0.02486,0.00356,realized,0.00518,0.01344,0.01694,0.00388,3.7672e-05,0.009096,0.9922,0
1070,49.63,DS,4,-0.00728,-0.02301,-0.00626,realized,0.00649,0.01209,0.02428,0.003586,3.2924e-05,0.008408,0.987163,0
1071,49.73,DS,4,-0.0082,-0.0204,-0.01545,realized,0.00746,0.01017,0.03115,0.003327,2.8798e-05,0.007758,0.981942,0
1072,49.83,DS,4,-0.00879,-0.01707,-0.02398,realized,0.0081,0.00772,0.03754,0.003102,2.5228e-05,0.007146,0.976547,0
1073,49.93,DS,4,-0.00905,-0.01311,-0.03181,realized,0.00843,0.0048,0.04341,0.002912,2.2152e-05,0.006574,0.970986,0
1074,50.03,DS,4,-0.00901,-0.00859,-0.03889,realized,0.00844,0.00145,0.04873,0.002753,1.9515e-05,0.006041,0.965268,0
1075,50.13,DS,4,-0.00868,-0.00357,-0.0452,realized,0.00816,-0.00227,0.05348,0.002625,1.7262e-05,0.005547,0.959404,0
1076,50.23,DS,4,-0.00808,0.00185,-0.0507,realized,0.00761,-0.00629,0.05763,0.002523,1.5345e-05,0.005092,0.953405,0
1077,50.33,DS,4,-0.00723,0.00759,-0.05537,realized,0.00682,-0.01055,0.06116,0.002446,1.372e-05,0.004677,0.947284,0
1078,50.43,DS,4,-0.00617,0.0135,-0.05914,realized,0.0058,-0.01496,0.06404,0.002386,1.2341e-05,0.004301,0.941052,0
1079,50.53,DS,4,-0.00491,0.01955,-0.06208,realized,0.0046,-0.01947,0.0663,0.002344,1.1172e-05,0.003961,0.934721,0
1080,50.63,DS,4,-0.00349,0.02559,-0.06413,realized,0.00323,-0.02399,0.0679,0.002311,1.0178e-05,0.003657,0.9283,0
1081,50.73,DS,4,-0.00194,0.03152,-0.0653,realized,0.00173,-0.02843,0.06885,0.002283,9.324e-06,0.003388,0.921798,0
1082,50.83,DS,4,-0.00025,0.03731,-0.06547,realized,8e-05,-0.03273,0.069,0.002248,8.573e-06,0.003151,0.915215,0
1083,50.93,DS,4,-0.00015,0.03939,-0.06821,realized,2e-05,-0.03423,0.07103,0.002199,7.879e-06,0.002941,0.908537,0
1084,51.03,DS,4,-0.00022,0.04107,-0.07118,realized,0.00014,-0.03544,0.07323,0.002155,7.223e-06,0.002749,0.901757,0
1085,51.13,DS,4,-0.0002,0.04288,-0.07388,realized,0.00016,-0.03673,0.07521,0.002111,6.596e-06,0.002575,0.894872,0
1086,51.23,DS,4,-7e-05,0.04484,-0.07615,realized,6e-05,-0.03813,0.07688,0.002059,5.996e-06,0.002421,0.887888,0
1087,51.33,DS,4,0.00018,0.04689,-0.07801,realized,-0.00015,-0.0396,0.07822,0.001999,5.425e-06,0.002286,0.880815,0
1088,51.43,DS,4,0.00051,0.049,-0.07947,realized,-0.00045,-0.04112,0.07927,0.001931,4.885e-06,0.002167,0.873665,0
1089,51.53,DS,4,0.00092,0.05112,-0.08055,realized,-0.00084,-0.04264,0.08002,0.001855,4.376e-06,0.002062,0.86645,0
1090,51.63,DS,4,0.00139,0.05322,-0.08128,realized,-0.00129,-0.04415,0.0805,0.001774,3.899e-06,0.001968,0.859183,0
1091,51.73,DS,4,0.00189,0.05522,-0.08168,realized,-0.00178,-0.0456,0.08074,0.001689,3.443e-06,0.001878,0.851857,0
1092,51.83,DS,4,0.00242,0.05714,-0.08179,realized,-0.00229,-0.04697,0.08074,0.0016,3.012e-06,0.001793,0.84449,0
1093,51.93,DS,4,0.00299,0.05896,-0.08156,realized,-0.00286,-0.04828,0.08048,0.001503,2.611e-06,0.001708,0.837102,0
1094,52.03,DS,4,0.00358,0.06067,-0.08104,realized,-0.00345,-0.0495,0.08,0.001402,2.243e-06,0.001624,0.829711,0
1095,52.13,DS,4,0.00417,0.06223,-0.0803,realized,-0.00405,-0.05062,0.07935,0.001299,1.909e-06,0.001537,0.822337,0
1096,52.23,DS,4,0.00475,0.06364,-0.07938,realized,-0.00464,-0.05162,0.07856,0.001196,1.61e-06,0.001448,0.814998,0
1097,52.33,DS,4,0.00531,0.06489,-0.07836,realized,-0.00521,-0.05251,0.07768,0.001096,1.347e-06,0.001358,0.807712,0
1098,52.43,DS,4,0.00584,0.06599,-0.07727,realized,-0.00576,-0.05328,0.07676,0.001001,1.119e-06,0.001266,0.800497,0
1099,52.53,DS,4,0.00633,0.06694,-0.07618,realized,-0.00627,-0.05395,0.07583,0.000913,9.25e-07,0.001176,0.793367,0
1100,52.63,DS,4,0.00678,0.06777,-0.07512,realized,-0.00675,-0.05452,0.07492,0.000834,7.61e-07,0.001088,0.786331,0
1101,52.73,DS,4,0.00719,0.06848,-0.07413,realized,-0.00718,-0.05501,0.07406,0.000765,6.26e-07,0.001004,0.779398,0
1102,52.83,DS,4,0.00756,0.06908,-0.07322,realized,-0.00756,-0.05542,0.07326,0.000705,5.14e-07,0.000925,0.772567,0
1103,52.93,DS,4,0.00787,0.0696,-0.0724,realized,-0.0079,-0.05576,0.07253,0.000655,4.21e-07,0.000849,0.765835,0
1104,53.03,DS,4,0.00815,0.07003,-0.07165,realized,-0.0082,-0.05604,0.07186,0.000613,3.43e-07,0.000777,0.759193,0
1105,53.13,DS,4,0.00838,0.07036,-0.07097,realized,-0.00846,-0.05626,0.07123,0.000578,2.77e-07,0.000707,0.752633,0
1106,53.23,DS,4,0.00858,0.07061,-0.07035,realized,-0.00868,-0.0564,0.07065,0.000551,2.22e-07,0.00064,0.746149,0
1107,53.33,DS,4,0.00874,0.07078,-0.06982,realized,-0.00885,-0.05649,0.07014,0.000534,1.77e-07,0.000579,0.739746,0
1108,53.43,DS,4,0.00902,0.07146,-0.06949,realized,-0.00916,-0.05682,0.06959,0.000517,1.41e-07,0.000523,0.73342,0
1109,53.53,DS,4,0.00972,0.0733,-0.06882,realized,-0.00988,-0.05758,0.06816,0.00047,1.1e-07,0.000469,0.727175,0
1110,53.63,DS,4,0.01021,0.07373,-0.06697,realized,-0.01039,-0.05731,0.06588,0.000426,8.6e-08,0.00042,0.721016,0
1111,53.73,DS,4,0.01044,0.07289,-0.06449,realized,-0.01063,-0.05619,0.06323,0.00039,6.8e-08,0.000376,0.714944,0
1112,53.83,DS,4,0.01044,0.07129,-0.06193,realized,-0.01065,-0.05461,0.06068,0.00036,5.5e-08,0.000336,0.708958,0
1113,53.93,DS,4,0.00978,0.06916,-0.06198,realized,-0.01002,-0.05275,0.06047,0.000337,4.4e-08,0.000297,0.703047,0
1114,54.03,DS,4,0.00903,0.06685,-0.06228,realized,-0.00929,-0.05074,0.06047,0.000314,3.5e-08,0.000259,0.697211,0
1115,54.13,DS,4,0.00818,0.06434,-0.06279,realized,-0.00847,-0.04856,0.06068,0.000293,2.9e-08,0.000223,0.691448,0
1116,54.23,DS,4,0.00724,0.06164,-0.06356,realized,-0.00754,-0.04622,0.0611,0.000273,2.4e-08,0.000191,0.685755,0
1117,54.33,DS,4,0.00624,0.0589,-0.06453,realized,-0.00656,-0.04386,0.06172,0.000258,2.1e-08,0.000166,0.680127,0
1118,54.43,DS,4,0.00526,0.05633,-0.06562,realized,-0.00561,-0.04166,0.06248,0.000247,1.9e-08,0.000146,0.674558,0
1119,54.53,DS,4,0.00433,0.05393,-0.06676,realized,-0.00469,-0.03963,0.0633,0.000239,1.8e-08,0.000131,0.66904,0
1120,54.63,DS,4,0.0036,0.05204,-0.06755,realized,-0.00399,-0.03801,0.06386,0.000234,1.7e-08,0.00012,0.663573,0
1121,54.73,DS,4,0.0031,0.05065,-0.06797,realized,-0.00351,-0.03678,0.06412,0.00023,1.6e-08,0.000112,0.658155,0
