tick,t_s,phase,step_index,Hdot_s_x,Hdot_s_y,Hdot_s_z,Hdot_s_source,tau_w_x,tau_w_y,tau_w_z,dq_joint_norm,T_kin,L_com_norm,hw_norm,settle_exit
1122,54.83,DS,4,0.00277,0.04965,-0.06808,realized,-0.0032,-0.03587,0.06414,0.000227,1.6e-08,0.000106,0.652786,0
1123,54.93,DS,4,0.00258,0.04896,-0.06796,realized,-0.00303,-0.0352,0.06396,0.000224,1.6e-08,0.000101,0.647463,0
1124,55.03,DS,4,0.00249,0.04848,-0.06766,realized,-0.00295,-0.03471,0.06363,0.000221,1.6e-08,9.7e-05,0.642187,0
1125,55.13,DS,4,0.00246,0.04817,-0.06724,realized,-0.00294,-0.03435,0.0632,0.000217,1.6e-08,9.4e-05,0.636957,0
1126,55.23,DS,4,0.00249,0.04797,-0.06674,realized,-0.00299,-0.03409,0.06269,0.000214,1.6e-08,9.1e-05,0.631771,0
1127,55.33,DS,4,0.00256,0.04786,-0.06617,realized,-0.00307,-0.0339,0.06214,0.00021,1.5e-08,8.8e-05,0.626629,0
1128,55.43,DS,4,0.00265,0.04781,-0.06557,realized,-0.00317,-0.03376,0.06155,0.000207,1.5e-08,8.5e-05,0.62153,0
1129,55.53,DS,4,0.00277,0.04781,-0.06492,realized,-0.00331,-0.03368,0.06093,0.000203,1.5e-08,8.2e-05,0.616473,0
1130,55.63,DS,4,0.00291,0.04787,-0.06424,realized,-0.00346,-0.03364,0.06028,0.0002,1.5e-08,7.9e-05,0.611459,0
1131,55.73,DS,4,0.00307,0.04797,-0.06352,realized,-0.00363,-0.03364,0.0596,0.000197,1.4e-08,7.6e-05,0.606486,0
1132,55.83,DS,4,0.00325,0.04811,-0.06277,realized,-0.00382,-0.03368,0.0589,0.000195,1.4e-08,7.3e-05,0.601554,0
1133,55.93,DS,4,0.00345,0.0483,-0.06199,realized,-0.00403,-0.03377,0.05817,0.000193,1.4e-08,7e-05,0.596663,0
1134,56.03,DS,4,0.00366,0.04853,-0.06119,realized,-0.00426,-0.03389,0.05743,0.000191,1.4e-08,6.7e-05,0.591811,0
1135,56.13,DS,4,0.00389,0.0488,-0.06037,realized,-0.0045,-0.03406,0.05667,0.00019,1.3e-08,6.4e-05,0.586999,0
1136,56.23,DS,4,0.00414,0.04911,-0.05955,realized,-0.00476,-0.03426,0.05592,0.00019,1.3e-08,6.1e-05,0.582226,0
1137,56.33,DS,4,0.00439,0.04945,-0.05873,realized,-0.00502,-0.0345,0.05517,0.000191,1.3e-08,5.8e-05,0.577491,0
1138,56.43,DS,4,0.00465,0.04983,-0.05791,realized,-0.0053,-0.03477,0.05444,0.000192,1.2e-08,5.5e-05,0.572794,0
1139,56.53,DS,4,0.00492,0.05024,-0.05711,realized,-0.00558,-0.03507,0.05371,0.000193,1.2e-08,5.2e-05,0.568135,0
1140,56.63,DS,4,0.0052,0.05067,-0.05632,realized,-0.00586,-0.0354,0.053,0.000196,1.2e-08,5e-05,0.563513,0
1141,56.73,DS,4,0.00548,0.05113,-0.05555,realized,-0.00616,-0.03576,0.05231,0.000198,1.1e-08,4.7e-05,0.558928,0
1142,56.83,DS,4,0.00577,0.05162,-0.05479,realized,-0.00645,-0.03614,0.05164,0.000202,1.1e-08,4.4e-05,0.554379,0
1143,56.93,DS,4,0.00606,0.05212,-0.05405,realized,-0.00675,-0.03654,0.05099,0.000205,1.1e-08,4.2e-05,0.549866,0
1144,57.03,DS,4,0.00635,0.05265,-0.05333,realized,-0.00705,-0.03696,0.05035,0.000209,1.1e-08,3.9e-05,0.545389,0
1145,57.13,DS,4,0.00664,0.05319,-0.05263,realized,-0.00735,-0.03739,0.04974,0.000214,1e-08,3.7e-05,0.540947,0
1146,57.23,DS,4,0.00693,0.05374,-0.05195,realized,-0.00765,-0.03784,0.04914,0.000218,1e-08,3.6e-05,0.53654,0
1147,57.33,DS,4,0.00723,0.05431,-0.05129,realized,-0.00796,-0.0383,0.04857,0.000223,1e-08,3.4e-05,0.532167,0
1148,57.43,DS,4,0.00752,0.05488,-0.05065,realized,-0.00826,-0.03877,0.04801,0.000228,1e-08,3.3e-05,0.527829,0
1149,57.53,DS,4,0.00781,0.05547,-0.05003,realized,-0.00856,-0.03925,0.04747,0.000233,1e-08,3.3e-05,0.523524,0
1150,57.63,DS,4,0.00811,0.05606,-0.04942,realized,-0.00886,-0.03974,0.04694,0.000239,1e-08,3.3e-05,0.519254,0
1151,57.73,DS,4,0.00839,0.05666,-0.04884,realized,-0.00915,-0.04023,0.04644,0.000244,9e-09,3.3e-05,0.515017,0
1152,57.83,DS,4,0.0087,0.05723,-0.04812,realized,-0.00947,-0.04069,0.0458,0.000247,9e-09,3.3e-05,0.510813,0
1153,57.93,DS,4,0.00902,0.05773,-0.04719,realized,-0.0098,-0.04108,0.04496,0.000247,9e-09,3.3e-05,0.506644,0
1154,58.03,DS,4,0.00935,0.05813,-0.04609,realized,-0.01013,-0.04136,0.04395,0.000243,9e-09,3.2e-05,0.50251,0
1155,58.13,DS,4,0.00965,0.05838,-0.04485,realized,-0.01045,-0.04149,0.04277,0.000236,9e-09,3e-05,0.498413,0
1156,58.23,DS,4,0.0099,0.05837,-0.04354,realized,-0.0107,-0.0414,0.0415,0.000223,8e-09,2.6e-05,0.494353,0
1157,58.33,DS,4,0.01002,0.058,-0.04229,realized,-0.01083,-0.041,0.04022,0.000205,8e-09,2.3e-05,0.49033,0
1158,58.43,DS,4,0.00995,0.05715,-0.04132,realized,-0.01076,-0.04019,0.03913,0.000182,8e-09,2.1e-05,0.486345,0
1159,58.53,DS,4,0.00961,0.05579,-0.04096,realized,-0.01043,-0.03899,0.03851,0.000155,8e-09,2.4e-05,0.482395,0
1160,58.63,DS,4,0.00906,0.05419,-0.04135,realized,-0.00988,-0.03764,0.03855,0.000132,8e-09,3e-05,0.478478,0
1161,58.73,DS,4,0.00852,0.05285,-0.04211,realized,-0.00934,-0.03654,0.03897,0.000122,8e-09,3.6e-05,0.474591,0
1162,58.83,DS,4,0.00821,0.05211,-0.04261,realized,-0.00903,-0.03593,0.03923,0.000119,8e-09,3.9e-05,0.470733,0
1163,58.93,DS,4,0.00812,0.05189,-0.04268,realized,-0.00894,-0.03573,0.03919,0.000118,9e-09,4e-05,0.466904,0
1164,59.03,DS,4,0.00816,0.05195,-0.04252,realized,-0.00899,-0.03575,0.03898,0.000118,9e-09,4e-05,0.463103,0
1165,59.13,DS,4,0.00827,0.05214,-0.04227,realized,-0.0091,-0.03587,0.0387,0.000119,9e-09,3.9e-05,0.459332,0
1166,59.23,DS,4,0.00838,0.05237,-0.04199,realized,-0.00922,-0.03602,0.0384,0.000119,9e-09,3.7e-05,0.45559,0
1167,59.33,DS,4,0.00849,0.05256,-0.04171,realized,-0.00933,-0.03614,0.03812,0.000119,9e-09,3.6e-05,0.451878,0
1168,59.43,DS,4,0.00858,0.05269,-0.04148,realized,-0.00942,-0.03622,0.03787,0.000119,9e-09,3.5e-05,0.448196,0
1169,59.53,DS,4,0.00863,0.05273,-0.04128,realized,-0.00948,-0.03622,0.03766,0.000119,9e-09,3.4e-05,0.444545,0
1170,59.63,DS,4,0.00864,0.05268,-0.04114,realized,-0.00949,-0.03614,0.03749,0.000119,9e-09,3.4e-05,0.440922,0
1171,59.73,DS,4,0.00861,0.05252,-0.04104,realized,-0.00947,-0.03599,0.03736,0.000119,9e-09,3.4e-05,0.43733,0
1172,59.83,DS,4,0.00855,0.05227,-0.04098,realized,-0.00941,-0.03575,0.03726,0.000119,9e-09,3.4e-05,0.433766,0
1173,59.93,DS,4,0.00845,0.05193,-0.04096,realized,-0.00931,-0.03544,0.0372,0.000118,9e-09,3.4e-05,0.43023,0
1174,60.03,DS,4,0.00831,0.0515,-0.04098,realized,-0.00918,-0.03506,0.03716,0.000117,8e-09,3.3e-05,0.426723,0
1175,60.13,DS,4,0.00816,0.05101,-0.04103,realized,-0.00903,-0.03462,0.03716,0.000117,8e-09,3.3e-05,0.423244,0
1176,60.23,DS,4,0.00798,0.05047,-0.04111,realized,-0.00885,-0.03414,0.03719,0.000116,8e-09,3.2e-05,0.419792,0
1177,60.33,DS,4,0.00778,0.0499,-0.04122,realized,-0.00866,-0.03364,0.03723,0.000115,8e-09,3.2e-05,0.416368,0
1178,60.43,DS,4,0.00758,0.04932,-0.04135,realized,-0.00846,-0.03312,0.0373,0.000114,8e-09,3.1e-05,0.41297,0
1179,60.53,DS,4,0.00735,0.04865,-0.0415,realized,-0.00823,-0.03253,0.03739,0.000113,8e-09,3e-05,0.409599,0
1180,60.63,DS,4,0.00711,0.04796,-0.0417,realized,-0.00799,-0.03193,0.03752,0.000112,8e-09,2.8e-05,0.406255,0
1181,60.73,DS,4,0.00685,0.04726,-0.04191,realized,-0.00774,-0.03131,0.03766,0.000111,8e-09,2.7e-05,0.402937,0
1182,60.83,DS,4,0.0066,0.04656,-0.04214,realized,-0.00748,-0.0307,0.03783,0.00011,8e-09,2.6e-05,0.399645,0
1183,60.93,DS,4,0.00634,0.04587,-0.04239,realized,-0.00723,-0.0301,0.038,0.00011,8e-09,2.5e-05,0.396378,0
