t,phase,step_idx,mask_ss,theta_s_deg,Hdot_s_x,Hdot_s_y,Hdot_s_z,tau_w_x,tau_w_y,tau_w_z,torso_ref_mode,e_ori_torso_deg,e_pos_torso_x,e_pos_torso_y,e_pos_torso_z,d_ee_to_target,e_ori_ee_deg,swing_arm,stance_a_idx,stance_b_idx,swing_to_idx,gait_phase_idx
0.010000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,0.000000000,0.000000000,0.000000000,nan,0.000000000,,2,2,-1,0
0.020000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.030000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.040000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.050000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000001,,2,2,-1,0
0.060000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,0.000000000,0.000000000,nan,0.000000003,,2,2,-1,0
0.070000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000000,-0.000000000,-0.000000000,0.000000000,nan,0.000000010,,2,2,-1,0
0.080000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000001,0.000000000,0.000000000,0.000000000,nan,0.000000034,,2,2,-1,0
0.090000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000002,-0.000000000,-0.000000000,0.000000000,nan,0.000000121,,2,2,-1,0
0.100000,DS,-1,0,0.000000000,nan,nan,nan,0.000000000,0.000000000,0.000000000,ds_hold,0.000000008,0.000000000,0.000000000,-0.000000000,nan,0.000000420,,2,2,-1,0
0.110000,SS,0,1,0.000127259,0.457021375,-1.444435897,2.471731458,-0.613085047,1.284997644,-1.223930180,planner_track,0.007133993,0.000025339,0.000010216,0.000007597,0.799631522,0.003346082,b,2,2,3,1
0.210000,SS,0,1,0.000744015,0.610384985,-1.408112182,2.709309597,-0.805372465,1.961407862,-2.322738314,planner_track,0.011453161,0.000036441,0.000006565,0.000050229,0.797352557,0.005977320,b,2,2,3,1
0.310000,SS,0,1,0.002085943,0.691200760,-1.220520621,3.366520737,-1.017963128,2.493778671,-3.158018453,planner_track,0.012778123,-0.000058464,-0.000052522,0.000124168,0.791654485,0.009456738,b,2,2,3,1
0.410000,SS,0,1,0.004329096,0.710269951,-0.980396263,3.938926309,-1.173288171,2.878440335,-3.790955151,planner_track,0.012769009,-0.000317063,-0.000183517,0.000223207,0.781391215,0.016589794,b,2,2,3,1
0.510000,SS,0,1,0.007594660,0.658149860,-0.711111717,4.511232225,-1.240788920,3.101043106,-4.266162903,planner_track,0.012132564,-0.000768397,-0.000387118,0.000338352,0.765780606,0.028056572,b,2,2,3,1
0.610000,SS,0,1,0.011945266,0.541162665,-0.437897749,4.998802355,-1.239955920,3.183673833,-4.562862708,planner_track,0.011698216,-0.001418503,-0.000651248,0.000457920,0.744381332,0.042465027,b,2,2,3,1
0.710000,SS,0,1,0.017390723,0.369747696,-0.138673646,4.999988522,-1.181856146,3.133689134,-4.673235887,planner_track,0.011759466,-0.002256269,-0.000954823,0.000569014,0.717064221,0.058087168,b,2,2,3,1
