metric,value,threshold,status
torso_pos_err_peak_mm,1311.594127,10.000000,FAIL
torso_ori_err_peak_deg,179.184789,5.000000,FAIL
ee_pos_err_at_dock_mm,4.842097,5.000000,PASS
ee_ori_err_at_dock_deg,0.215187,5.000000,PASS
com_tracking_err_rms_mm,308.267223,15.000000,FAIL
hw_saturation_ratio_peak,0.411775,1.000000,PASS
hw_saturation_ratio_rms,0.265774,0.700000,PASS
platform_rotation_total_deg,29.384683,5.000000,FAIL
platform_omega_peak_deg_s,4.114514,2.000000,FAIL
tau_w_peak_ratio,1.000000,1.000000,PASS
passivity_violations,,0.000000,SKIP
nmpc_solve_rate_50ms,0.839450,0.950000,FAIL
nmpc_infeasibility_rate,0.036697,0.020000,FAIL
torso_ori_peak_deg_SS,2.533952,5.000000,PASS
torso_ori_peak_deg_DS,179.184789,5.000000,FAIL
torso_ori_peak_deg_global,179.184789,5.000000,WARN
torso_pos_peak_mm_SS,72.723583,10.000000,FAIL
torso_pos_peak_mm_DS,1311.594127,10.000000,FAIL
torso_pos_peak_mm_global,1311.594127,10.000000,WARN
ee_pos_peak_mm_SS,431.673810,5.000000,FAIL
ee_pos_peak_mm_DS,3026.160504,5.000000,FAIL
ee_pos_peak_mm_global,3026.160504,5.000000,WARN
ee_ori_peak_deg_SS,11.680194,5.000000,FAIL
ee_ori_peak_deg_DS,178.843350,5.000000,FAIL
ee_ori_peak_deg_global,178.843350,5.000000,WARN
hw_sat_peak_SS,0.411775,1.000000,PASS
hw_sat_peak_DS,0.370645,1.000000,PASS
hw_sat_peak_global,0.411775,1.000000,WARN
tau_peak_Nm_SS,12.840594,20.000000,PASS
tau_peak_Nm_DS,20.000000,20.000000,PASS
tau_peak_Nm_global,20.000000,20.000000,WARN
tau_w_peak_ratio_SS,1.000000,1.000000,PASS
tau_w_peak_ratio_DS,0.000000,1.000000,PASS
tau_w_peak_ratio_global,1.000000,1.000000,WARN
ss_end_torso_ori_deg,2.533952,,INFO
ds_entry_torso_ori_deg,2.147590,,INFO
q_torso_ref_ss_to_ds_jump_deg,2.291382,,INFO
