metric,value,threshold,status
torso_pos_err_peak_mm,34.766532,10.000000,FAIL
torso_ori_err_peak_deg,9.919885,5.000000,FAIL
ee_pos_err_at_dock_mm,3.198797,5.000000,PASS
ee_ori_err_at_dock_deg,0.075724,5.000000,PASS
com_tracking_err_rms_mm,256.238751,15.000000,FAIL
hw_saturation_ratio_peak,1.256543,1.000000,FAIL
hw_saturation_ratio_rms,0.680096,0.700000,PASS
platform_rotation_total_deg,41.849125,5.000000,FAIL
platform_omega_peak_deg_s,3.794782,2.000000,FAIL
tau_w_peak_ratio,1.000000,1.000000,PASS
passivity_violations,,0.000000,SKIP
nmpc_solve_rate_50ms,0.984556,0.950000,PASS
nmpc_infeasibility_rate,0.000000,0.020000,PASS
torso_ori_peak_deg_SS,1.122711,5.000000,PASS
torso_ori_peak_deg_DS,9.919885,5.000000,FAIL
torso_ori_peak_deg_global,9.919885,5.000000,FAIL
torso_pos_peak_mm_SS,34.766532,10.000000,FAIL
torso_pos_peak_mm_DS,22.995986,10.000000,FAIL
torso_pos_peak_mm_global,34.766532,10.000000,FAIL
ee_pos_peak_mm_SS,32.786429,5.000000,FAIL
ee_pos_peak_mm_DS,3.198797,5.000000,PASS
ee_pos_peak_mm_global,32.786429,5.000000,FAIL
ee_ori_peak_deg_SS,9.341812,5.000000,FAIL
ee_ori_peak_deg_DS,0.082060,5.000000,PASS
ee_ori_peak_deg_global,9.341812,5.000000,FAIL
hw_sat_peak_SS,0.105999,1.000000,PASS
hw_sat_peak_DS,1.256543,1.000000,FAIL
hw_sat_peak_global,1.256543,1.000000,FAIL
tau_peak_Nm_SS,2.524146,20.000000,PASS
tau_peak_Nm_DS,8.154847,20.000000,PASS
tau_peak_Nm_global,8.154847,20.000000,PASS
tau_w_peak_ratio_SS,0.428506,1.000000,PASS
tau_w_peak_ratio_DS,1.000000,1.000000,PASS
tau_w_peak_ratio_global,1.000000,1.000000,PASS
ss_end_torso_ori_deg,1.121534,,INFO
ds_entry_torso_ori_deg,1.085076,,INFO
q_torso_ref_ss_to_ds_jump_deg,0.000002,,INFO
