metric,value,threshold,status
torso_pos_err_peak_mm,62.567484,10.000000,FAIL
torso_ori_err_peak_deg,6.769099,5.000000,FAIL
ee_pos_err_at_dock_mm,0.117001,5.000000,PASS
ee_ori_err_at_dock_deg,0.017219,5.000000,PASS
com_tracking_err_rms_mm,470.271176,15.000000,FAIL
hw_saturation_ratio_peak,0.128628,1.000000,PASS
hw_saturation_ratio_rms,0.036981,0.700000,PASS
platform_rotation_total_deg,0.449851,5.000000,PASS
platform_omega_peak_deg_s,0.085353,2.000000,PASS
tau_w_peak_ratio,0.472145,1.000000,PASS
passivity_violations,,0.000000,SKIP
nmpc_solve_rate_50ms,0.996805,0.950000,PASS
nmpc_infeasibility_rate,0.000000,0.020000,PASS
torso_ori_peak_deg_SS,1.434235,5.000000,PASS
torso_ori_peak_deg_DS,6.769099,5.000000,FAIL
torso_ori_peak_deg_global,6.769099,5.000000,FAIL
torso_pos_peak_mm_SS,62.567484,10.000000,FAIL
torso_pos_peak_mm_DS,54.410731,10.000000,FAIL
torso_pos_peak_mm_global,62.567484,10.000000,FAIL
ee_pos_peak_mm_SS,21.806698,5.000000,FAIL
ee_pos_peak_mm_DS,0.117001,5.000000,PASS
ee_pos_peak_mm_global,21.806698,5.000000,FAIL
ee_ori_peak_deg_SS,0.665350,5.000000,PASS
ee_ori_peak_deg_DS,0.068542,5.000000,PASS
ee_ori_peak_deg_global,0.665350,5.000000,PASS
hw_sat_peak_SS,0.128628,1.000000,PASS
hw_sat_peak_DS,0.014818,1.000000,PASS
hw_sat_peak_global,0.128628,1.000000,PASS
tau_peak_Nm_SS,1.614549,20.000000,PASS
tau_peak_Nm_DS,8.333784,20.000000,PASS
tau_peak_Nm_global,8.333784,20.000000,PASS
tau_w_peak_ratio_SS,0.472145,1.000000,PASS
tau_w_peak_ratio_DS,0.000000,1.000000,PASS
tau_w_peak_ratio_global,0.472145,1.000000,PASS
ss_end_torso_ori_deg,1.294763,,INFO
ds_entry_torso_ori_deg,1.315025,,INFO
q_torso_ref_ss_to_ds_jump_deg,0.000000,,INFO
