t_s,tick,phase,step_index,Hdot_s_x_Nm,Hdot_s_y_Nm,Hdot_s_z_Nm,Hdot_s_proxy_x_Nm,Hdot_s_proxy_y_Nm,Hdot_s_proxy_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,Ltot_x_Nms,Ltot_y_Nms,Ltot_z_Nms,rcom_x_m,rcom_y_m,rcom_z_m,rref_x_m,rref_y_m,rref_z_m,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,torso_pos_x_m,torso_pos_y_m,torso_pos_z_m,torso_pos_ref_x_m,torso_pos_ref_y_m,torso_pos_ref_z_m,torso_ori_err_deg,swing_dist_m,swing_active,swing_arm
22.750000,399,DS_interstep,2,,,,,,,-6.819687e-02,5.948750e-01,-8.531628e-01,-0.051766,0.220141,-0.328415,,,,0.944475,-0.507095,-0.351066,0.944475,-0.507095,-0.351066,-9.259411e-01,-4.088410e-01,-1.655351e+00,1.078551,-0.689094,-0.327643,0.961671,-0.762334,-0.329662,0.222271,0.000008,0,b
22.760000,400,DS_interstep,2,,,,,,,-7.316150e-02,5.924911e-01,-8.614196e-01,-0.051461,0.219987,-0.328059,,,,0.944454,-0.507130,-0.351031,0.944454,-0.507130,-0.351031,-9.936430e-01,-4.708460e-01,-1.659937e+00,1.078528,-0.689133,-0.327602,0.961671,-0.762334,-0.329662,0.226711,0.000008,0,b
22.770000,401,DS_interstep,2,,,,,,,-7.843171e-02,5.898219e-01,-8.696967e-01,-0.051162,0.219833,-0.327707,,,,0.944435,-0.507163,-0.350997,0.944435,-0.507163,-0.350997,-1.054811e+00,-5.279379e-01,-1.664096e+00,1.078507,-0.689169,-0.327562,0.961671,-0.762334,-0.329662,0.230923,0.000008,0,b
22.780000,402,DS_interstep,2,,,,,,,-8.396921e-02,5.868933e-01,-8.779809e-01,-0.050869,0.219679,-0.327358,,,,0.944418,-0.507193,-0.350965,0.944418,-0.507193,-0.350965,-1.108322e+00,-5.798278e-01,-1.665585e+00,1.078487,-0.689203,-0.327523,0.961671,-0.762334,-0.329662,0.234892,0.000008,0,b
22.790000,403,DS_interstep,2,,,,,,,-8.973317e-02,5.837305e-01,-8.862500e-01,-0.050582,0.219524,-0.327013,,,,0.944403,-0.507222,-0.350934,0.944403,-0.507222,-0.350934,-1.153670e+00,-6.267203e-01,-1.662649e+00,1.078469,-0.689235,-0.327486,0.961671,-0.762334,-0.329662,0.238607,0.000008,0,b
22.800000,404,DS_interstep,2,,,,,,,-9.568074e-02,5.803583e-01,-8.944752e-01,-0.050301,0.219369,-0.326671,,,,0.944389,-0.507248,-0.350904,0.944389,-0.507248,-0.350904,-1.190453e+00,-6.686072e-01,-1.653937e+00,1.078453,-0.689264,-0.327450,0.961671,-0.762334,-0.329662,0.242059,0.000008,0,b
22.810000,405,DS_interstep,2,,,,,,,-1.017685e-01,5.768018e-01,-9.026232e-01,-0.050027,0.219213,-0.326333,,,,0.944377,-0.507272,-0.350876,0.944377,-0.507272,-0.350876,-1.218545e+00,-7.055198e-01,-1.638593e+00,1.078438,-0.689291,-0.327416,0.961671,-0.762334,-0.329662,0.245242,0.000007,0,b
22.820000,406,DS_interstep,2,,,,,,,-1.079532e-01,5.730858e-01,-9.106588e-01,-0.049759,0.219056,-0.325998,,,,0.944366,-0.507295,-0.350849,0.944366,-0.507295,-0.350849,-1.238001e+00,-7.374579e-01,-1.616195e+00,1.078425,-0.689316,-0.327384,0.961671,-0.762334,-0.329662,0.248155,0.000007,0,b
22.830000,407,DS_interstep,2,,,,,,,-1.141929e-01,5.692350e-01,-9.185466e-01,-0.049498,0.218899,-0.325667,,,,0.944357,-0.507315,-0.350824,0.944357,-0.507315,-0.350824,-1.249060e+00,-7.644435e-01,-1.586710e+00,1.078414,-0.689340,-0.327353,0.961671,-0.762334,-0.329662,0.250797,0.000007,0,b
22.840000,408,DS_interstep,2,,,,,,,-1.204474e-01,5.652741e-01,-9.262525e-01,-0.049243,0.218740,-0.325339,,,,0.944349,-0.507334,-0.350801,0.944349,-0.507334,-0.350801,-1.252098e+00,-7.865163e-01,-1.550412e+00,1.078403,-0.689361,-0.327324,0.961671,-0.762334,-0.329662,0.253171,0.000007,0,b
22.850000,409,DS_interstep,2,,,,,,,-1.266792e-01,5.612272e-01,-9.337450e-01,-0.048994,0.218580,-0.325014,,,,0.944343,-0.507350,-0.350779,0.944343,-0.507350,-0.350779,-1.247607e+00,-8.037489e-01,-1.507808e+00,1.078395,-0.689380,-0.327298,0.961671,-0.762334,-0.329662,0.255282,0.000007,0,b
22.860000,410,DS_interstep,2,,,,,,,-1.328535e-01,5.571180e-01,-9.409960e-01,-0.048752,0.218419,-0.324692,,,,0.944338,-0.507365,-0.350759,0.944338,-0.507365,-0.350759,-1.236160e+00,-8.162508e-01,-1.459568e+00,1.078388,-0.689397,-0.327273,0.961671,-0.762334,-0.329662,0.257137,0.000007,0,b
22.870000,411,DS_interstep,2,,,,,,,-1.389386e-01,5.529694e-01,-9.479811e-01,-0.048516,0.218257,-0.324372,,,,0.944334,-0.507378,-0.350741,0.944334,-0.507378,-0.350741,-1.218391e+00,-8.241728e-01,-1.406468e+00,1.078382,-0.689412,-0.327250,0.961671,-0.762334,-0.329662,0.258744,0.000007,0,b
22.880000,412,DS_interstep,2,,,,,,,-1.449063e-01,5.488033e-01,-9.546802e-01,-0.048286,0.218093,-0.324056,,,,0.944331,-0.507390,-0.350724,0.944331,-0.507390,-0.350724,-1.194970e+00,-8.277072e-01,-1.349337e+00,1.078377,-0.689426,-0.327229,0.961671,-0.762334,-0.329662,0.260112,0.000007,0,b
22.890000,413,DS_interstep,2,,,,,,,-1.507318e-01,5.446405e-01,-9.610773e-01,-0.048063,0.217929,-0.323742,,,,0.944329,-0.507399,-0.350709,0.944329,-0.507399,-0.350709,-1.166584e+00,-8.270869e-01,-1.289021e+00,1.078373,-0.689437,-0.327210,0.961671,-0.762334,-0.329662,0.261253,0.000006,0,b
22.900000,414,DS_interstep,2,,,,,,,-1.563937e-01,5.405005e-01,-9.671609e-01,-0.047845,0.217762,-0.323430,,,,0.944328,-0.507408,-0.350695,0.944328,-0.507408,-0.350695,-1.133924e+00,-8.225802e-01,-1.226353e+00,1.078371,-0.689448,-0.327192,0.961671,-0.762334,-0.329662,0.262177,0.000006,0,b
22.910000,415,DS_interstep,2,,,,,,,-1.618740e-01,5.364012e-01,-9.729230e-01,-0.047632,0.217595,-0.323121,,,,0.944328,-0.507414,-0.350683,0.944328,-0.507414,-0.350683,-1.097670e+00,-8.144853e-01,-1.162129e+00,1.078369,-0.689456,-0.327177,0.961671,-0.762334,-0.329662,0.262897,0.000006,0,b
22.920000,416,DS_interstep,2,,,,,,,-1.671581e-01,5.323589e-01,-9.783597e-01,-0.047425,0.217426,-0.322814,,,,0.944329,-0.507420,-0.350672,0.944329,-0.507420,-0.350672,-1.058475e+00,-8.031225e-01,-1.097091e+00,1.078369,-0.689463,-0.327163,0.961671,-0.762334,-0.329662,0.263425,0.000006,0,b
22.930000,417,DS_interstep,2,,,,,,,-1.722344e-01,5.283882e-01,-9.834702e-01,-0.047223,0.217256,-0.322509,,,,0.944331,-0.507424,-0.350663,0.944331,-0.507424,-0.350663,-1.016961e+00,-7.888262e-01,-1.031916e+00,1.078369,-0.689469,-0.327151,0.961671,-0.762334,-0.329662,0.263773,0.000006,0,b
22.940000,418,DS_interstep,2,,,,,,,-1.770942e-01,5.245022e-01,-9.882569e-01,-0.047027,0.217084,-0.322205,,,,0.944333,-0.507426,-0.350656,0.944333,-0.507426,-0.350656,-9.737064e-01,-7.719370e-01,-9.672063e-01,1.078370,-0.689473,-0.327141,0.961671,-0.762334,-0.329662,0.263954,0.000006,0,b
22.950000,419,DS_interstep,2,,,,,,,-1.817315e-01,5.207120e-01,-9.927248e-01,-0.046834,0.216911,-0.321904,,,,0.944335,-0.507428,-0.350649,0.944335,-0.507428,-0.350649,-9.292763e-01,-7.528288e-01,-9.034924e-01,1.078372,-0.689476,-0.327133,0.961671,-0.762334,-0.329662,0.263980,0.000005,0,b
22.960000,420,DS_interstep,2,,,,,,,-1.861443e-01,5.170256e-01,-9.968814e-01,-0.046647,0.216737,-0.321604,,,,0.944339,-0.507429,-0.350644,0.944339,-0.507429,-0.350644,-8.843935e-01,-7.320887e-01,-8.412649e-01,1.078375,-0.689478,-0.327126,0.961671,-0.762334,-0.329662,0.263862,0.000005,0,b
22.970000,421,DS_interstep,2,,,,,,,-1.903321e-01,5.134499e-01,-1.000735e+00,-0.046463,0.216561,-0.321305,,,,0.944342,-0.507428,-0.350640,0.944342,-0.507428,-0.350640,-8.394625e-01,-7.099922e-01,-7.807965e-01,1.078378,-0.689479,-0.327120,0.961671,-0.762334,-0.329662,0.263612,0.000005,0,b
22.980000,422,DS_interstep,2,,,,,,,-1.942966e-01,5.099903e-01,-1.004297e+00,-0.046284,0.216385,-0.321008,,,,0.944346,-0.507426,-0.350637,0.944346,-0.507426,-0.350637,-7.948197e-01,-6.868030e-01,-7.223226e-01,1.078381,-0.689478,-0.327116,0.961671,-0.762334,-0.329662,0.263241,0.000005,0,b
22.990000,423,DS_interstep,2,,,,,,,-1.980405e-01,5.066510e-01,-1.007577e+00,-0.046109,0.216207,-0.320713,,,,0.944351,-0.507424,-0.350636,0.944351,-0.507424,-0.350636,-7.507524e-01,-6.627780e-01,-6.660483e-01,1.078385,-0.689477,-0.327114,0.961671,-0.762334,-0.329662,0.262760,0.000005,0,b
23.000000,424,DS_interstep,2,,,,,,,-2.015696e-01,5.034338e-01,-1.010590e+00,-0.045937,0.216028,-0.320418,,,,0.944355,-0.507421,-0.350635,0.944355,-0.507421,-0.350635,-7.078304e-01,-6.383864e-01,-6.126349e-01,1.078389,-0.689475,-0.327113,0.961671,-0.762334,-0.329662,0.262178,0.000005,0,b
23.010000,425,DS_interstep,2,,,,,,,-2.048914e-01,5.003389e-01,-1.013351e+00,-0.045768,0.215848,-0.320124,,,,0.944360,-0.507416,-0.350636,0.944360,-0.507416,-0.350636,-6.663917e-01,-6.139702e-01,-5.624898e-01,1.078394,-0.689471,-0.327113,0.961671,-0.762334,-0.329662,0.261506,0.000004,0,b
23.020000,426,DS_interstep,2,,,,,,,-2.080127e-01,4.973661e-01,-1.015878e+00,-0.045603,0.215666,-0.319832,,,,0.944365,-0.507412,-0.350637,0.944365,-0.507412,-0.350637,-6.263365e-01,-5.895598e-01,-5.154079e-01,1.078398,-0.689467,-0.327114,0.961671,-0.762334,-0.329662,0.260752,0.000004,0,b
23.030000,427,DS_interstep,2,,,,,,,-2.109408e-01,4.945151e-01,-1.018184e+00,-0.045441,0.215484,-0.319540,,,,0.944371,-0.507406,-0.350640,0.944371,-0.507406,-0.350640,-5.877147e-01,-5.652580e-01,-4.713476e-01,1.078403,-0.689462,-0.327116,0.961671,-0.762334,-0.329662,0.259924,0.000004,0,b
23.040000,428,DS_interstep,2,,,,,,,-2.136825e-01,4.917850e-01,-1.020283e+00,-0.045281,0.215301,-0.319250,,,,0.944376,-0.507400,-0.350643,0.944376,-0.507400,-0.350643,-5.504712e-01,-5.410871e-01,-4.301174e-01,1.078409,-0.689457,-0.327120,0.961671,-0.762334,-0.329662,0.259030,0.000004,0,b
23.050000,429,DS_interstep,2,,,,,,,-2.162446e-01,4.891750e-01,-1.022190e+00,-0.045124,0.215117,-0.318960,,,,0.944381,-0.507393,-0.350647,0.944381,-0.507393,-0.350647,-5.145807e-01,-5.170882e-01,-3.915483e-01,1.078414,-0.689450,-0.327124,0.961671,-0.762334,-0.329662,0.258077,0.000004,0,b
23.060000,430,DS_interstep,2,,,,,,,-2.186337e-01,4.866842e-01,-1.023916e+00,-0.044970,0.214932,-0.318670,,,,0.944387,-0.507385,-0.350651,0.944387,-0.507385,-0.350651,-4.799869e-01,-4.932790e-01,-3.554315e-01,1.078419,-0.689443,-0.327130,0.961671,-0.762334,-0.329662,0.257072,0.000004,0,b
23.070000,431,DS_interstep,2,,,,,,,-2.208559e-01,4.843116e-01,-1.025472e+00,-0.044818,0.214746,-0.318382,,,,0.944392,-0.507377,-0.350657,0.944392,-0.507377,-0.350657,-4.466398e-01,-4.696818e-01,-3.215672e-01,1.078425,-0.689436,-0.327136,0.961671,-0.762334,-0.329662,0.256023,0.000003,0,b
23.080000,432,DS_interstep,2,,,,,,,-2.229172e-01,4.820559e-01,-1.026870e+00,-0.044668,0.214559,-0.318094,,,,0.944397,-0.507369,-0.350663,0.944397,-0.507369,-0.350663,-4.144816e-01,-4.463116e-01,-2.897533e-01,1.078430,-0.689428,-0.327144,0.961671,-0.762334,-0.329662,0.254934,0.000003,0,b
23.090000,433,DS_interstep,2,,,,,,,-2.248233e-01,4.799159e-01,-1.028118e+00,-0.044520,0.214371,-0.317806,,,,0.944403,-0.507360,-0.350670,0.944403,-0.507360,-0.350670,-3.834572e-01,-4.231837e-01,-2.598014e-01,1.078435,-0.689419,-0.327152,0.961671,-0.762334,-0.329662,0.253812,0.000003,0,b
23.100000,434,DS_interstep,2,,,,,,,-2.265795e-01,4.778904e-01,-1.029224e+00,-0.044374,0.214183,-0.317519,,,,0.944408,-0.507351,-0.350677,0.944408,-0.507351,-0.350677,-3.535114e-01,-4.003100e-01,-2.315351e-01,1.078441,-0.689410,-0.327161,0.961671,-0.762334,-0.329662,0.252663,0.000003,0,b
23.110000,435,DS_interstep,2,,,,,,,-2.281911e-01,4.759781e-01,-1.030196e+00,-0.044230,0.213994,-0.317233,,,,0.944413,-0.507341,-0.350685,0.944413,-0.507341,-0.350685,-3.245922e-01,-3.777017e-01,-2.047942e-01,1.078446,-0.689400,-0.327170,0.961671,-0.762334,-0.329662,0.251491,0.000003,0,b
23.120000,436,DS_interstep,2,,,,,,,-2.296629e-01,4.741775e-01,-1.031042e+00,-0.044087,0.213804,-0.316946,,,,0.944418,-0.507331,-0.350693,0.944418,-0.507331,-0.350693,-2.966496e-01,-3.553679e-01,-1.794346e-01,1.078452,-0.689390,-0.327180,0.961671,-0.762334,-0.329662,0.250301,0.000003,0,b
23.130000,437,DS_interstep,2,,,,,,,-2.309995e-01,4.724872e-01,-1.031767e+00,-0.043945,0.213614,-0.316660,,,,0.944423,-0.507320,-0.350702,0.944423,-0.507320,-0.350702,-2.696371e-01,-3.333163e-01,-1.553286e-01,1.078457,-0.689380,-0.327191,0.961671,-0.762334,-0.329662,0.249098,0.000002,0,b
23.140000,438,DS_interstep,2,,,,,,,-2.322055e-01,4.709059e-01,-1.032377e+00,-0.043805,0.213423,-0.316375,,,,0.944428,-0.507310,-0.350711,0.944428,-0.507310,-0.350711,-2.435111e-01,-3.115534e-01,-1.323633e-01,1.078462,-0.689369,-0.327203,0.961671,-0.762334,-0.329662,0.247885,0.000002,0,b
23.150000,439,DS_interstep,2,,,,,,,-2.332850e-01,4.694320e-01,-1.032878e+00,-0.043666,0.213232,-0.316089,,,,0.944433,-0.507299,-0.350720,0.944433,-0.507299,-0.350720,-2.182313e-01,-2.900845e-01,-1.104405e-01,1.078467,-0.689359,-0.327215,0.961671,-0.762334,-0.329662,0.246668,0.000002,0,b
23.160000,440,DS_interstep,2,,,,,,,-2.342421e-01,4.680639e-01,-1.033273e+00,-0.043528,0.213040,-0.315804,,,,0.944438,-0.507288,-0.350730,0.944438,-0.507288,-0.350730,-1.937604e-01,-2.689143e-01,-8.947446e-02,1.078472,-0.689347,-0.327227,0.961671,-0.762334,-0.329662,0.245448,0.000002,0,b
23.170000,441,DS_interstep,2,,,,,,,-2.350807e-01,4.668003e-01,-1.033569e+00,-0.043391,0.212847,-0.315519,,,,0.944442,-0.507277,-0.350741,0.944442,-0.507277,-0.350741,-1.700643e-01,-2.480469e-01,-6.939131e-02,1.078477,-0.689336,-0.327240,0.961671,-0.762334,-0.329662,0.244230,0.000002,0,b
23.180000,442,DS_interstep,2,,,,,,,-2.358045e-01,4.656396e-01,-1.033768e+00,-0.043254,0.212654,-0.315234,,,,0.944447,-0.507265,-0.350751,0.944447,-0.507265,-0.350751,-1.471117e-01,-2.274860e-01,-5.012722e-02,1.078482,-0.689324,-0.327253,0.961671,-0.762334,-0.329662,0.243017,0.000002,0,b
23.190000,443,DS_interstep,2,,,,,,,-2.364170e-01,4.645802e-01,-1.033874e+00,-0.043119,0.212461,-0.314949,,,,0.944451,-0.507254,-0.350762,0.944451,-0.507254,-0.350762,-1.248742e-01,-2.072356e-01,-3.162737e-02,1.078486,-0.689312,-0.327267,0.961671,-0.762334,-0.329662,0.241811,0.000002,0,b
23.200000,444,DS_interstep,2,,,,,,,-2.369218e-01,4.636205e-01,-1.033892e+00,-0.042984,0.212267,-0.314664,,,,0.944455,-0.507242,-0.350773,0.944455,-0.507242,-0.350773,-1.033262e-01,-1.872999e-01,-1.384489e-02,1.078491,-0.689300,-0.327281,0.961671,-0.762334,-0.329662,0.240615,0.000001,0,b
23.210000,445,DS_interstep,2,,,,,,,-2.373222e-01,4.627589e-01,-1.033824e+00,-0.042849,0.212073,-0.314380,,,,0.944459,-0.507230,-0.350784,0.944459,-0.507230,-0.350784,-8.244477e-02,-1.676837e-01,3.260203e-03,1.078495,-0.689288,-0.327295,0.961671,-0.762334,-0.329662,0.239432,0.000001,0,b
23.220000,446,DS_interstep,2,,,,,,,-2.376214e-01,4.619938e-01,-1.033673e+00,-0.042715,0.211879,-0.314095,,,,0.944463,-0.507219,-0.350795,0.944463,-0.507219,-0.350795,-6.220962e-02,-1.483925e-01,1.972176e-02,1.078500,-0.689276,-0.327309,0.961671,-0.762334,-0.329662,0.238264,0.000001,0,b
23.230000,447,DS_interstep,2,,,,,,,-2.378225e-01,4.613236e-01,-1.033444e+00,-0.042581,0.211684,-0.313810,,,,0.944466,-0.507207,-0.350807,0.944466,-0.507207,-0.350807,-4.260306e-02,-1.294327e-01,3.556823e-02,1.078504,-0.689264,-0.327324,0.961671,-0.762334,-0.329662,0.237113,0.000001,0,b
23.240000,448,DS_interstep,2,,,,,,,-2.379286e-01,4.607465e-01,-1.033138e+00,-0.042447,0.211490,-0.313525,,,,0.944469,-0.507195,-0.350818,0.944469,-0.507195,-0.350818,-2.360989e-02,-1.108116e-01,5.082326e-02,1.078508,-0.689251,-0.327339,0.961671,-0.762334,-0.329662,0.235980,0.000001,0,b
23.250000,449,DS_interstep,2,,,,,,,-2.379428e-01,4.602608e-01,-1.032759e+00,-0.042314,0.211295,-0.313240,,,,0.944473,-0.507183,-0.350830,0.944473,-0.507183,-0.350830,-5.217329e-03,-9.253778e-02,6.550616e-02,1.078511,-0.689239,-0.327354,0.961671,-0.762334,-0.329662,0.234868,0.000001,0,b
23.260000,450,DS_interstep,2,,,,,,,-2.378680e-01,4.598647e-01,-1.032309e+00,-0.042180,0.211100,-0.312955,,,,0.944476,-0.507172,-0.350841,0.944476,-0.507172,-0.350841,1.258501e-02,-7.462103e-02,7.963232e-02,1.078515,-0.689226,-0.327369,0.961671,-0.762334,-0.329662,0.233779,0.000001,0,b
23.270000,451,DS_interstep,2,,,,,,,-2.377071e-01,4.595563e-01,-1.031791e+00,-0.042046,0.210904,-0.312669,,,,0.944479,-0.507160,-0.350853,0.944479,-0.507160,-0.350853,2.980524e-02,-5.707222e-02,9.321358e-02,1.078518,-0.689214,-0.327384,0.961671,-0.762334,-0.329662,0.232713,0.000001,0,b
23.280000,452,DS_interstep,2,,,,,,,-2.374630e-01,4.593338e-01,-1.031209e+00,-0.041912,0.210709,-0.312384,,,,0.944481,-0.507148,-0.350865,0.944481,-0.507148,-0.350865,4.644929e-02,-3.990349e-02,1.062585e-01,1.078522,-0.689202,-0.327399,0.961671,-0.762334,-0.329662,0.231672,0.000001,0,b
23.290000,453,DS_interstep,2,,,,,,,-2.371385e-01,4.591952e-01,-1.030563e+00,-0.041778,0.210513,-0.312098,,,,0.944484,-0.507137,-0.350876,0.944484,-0.507137,-0.350876,6.252097e-02,-2.312812e-02,1.187727e-01,1.078525,-0.689190,-0.327414,0.961671,-0.762334,-0.329662,0.230657,0.000001,0,b
23.300000,454,DS_interstep,2,,,,,,,-2.367366e-01,4.591385e-01,-1.029858e+00,-0.041644,0.210318,-0.311812,,,,0.944486,-0.507126,-0.350888,0.944486,-0.507126,-0.350888,7.802215e-02,-6.760490e-03,1.307590e-01,1.078528,-0.689178,-0.327429,0.961671,-0.762334,-0.329662,0.229670,0.000001,0,b
23.310000,455,DS_interstep,2,,,,,,,-2.362600e-01,4.591614e-01,-1.029095e+00,-0.041509,0.210123,-0.311526,,,,0.944488,-0.507115,-0.350899,0.944488,-0.507115,-0.350899,9.295283e-02,9.184004e-03,1.422178e-01,1.078531,-0.689166,-0.327444,0.961671,-0.762334,-0.329662,0.228711,0.000001,0,b
23.320000,456,DS_interstep,2,,,,,,,-2.357116e-01,4.592619e-01,-1.028278e+00,-0.041374,0.209927,-0.311239,,,,0.944490,-0.507104,-0.350911,0.944490,-0.507104,-0.350911,1.073114e-01,2.468908e-02,1.531475e-01,1.078533,-0.689154,-0.327459,0.961671,-0.762334,-0.329662,0.227781,0.000001,0,b
23.330000,457,DS_interstep,2,,,,,,,-2.350944e-01,4.594376e-01,-1.027409e+00,-0.041238,0.209732,-0.310952,,,,0.944492,-0.507093,-0.350922,0.944492,-0.507093,-0.350922,1.210945e-01,3.973771e-02,1.635442e-01,1.078536,-0.689142,-0.327473,0.961671,-0.762334,-0.329662,0.226881,0.000001,0,b
23.340000,458,DS_interstep,2,,,,,,,-2.344112e-01,4.596862e-01,-1.026491e+00,-0.041102,0.209536,-0.310665,,,,0.944494,-0.507082,-0.350933,0.944494,-0.507082,-0.350933,1.342979e-01,5.431226e-02,1.734028e-01,1.078538,-0.689131,-0.327488,0.961671,-0.762334,-0.329662,0.226011,0.000001,0,b
23.350000,459,DS_interstep,2,,,,,,,-2.336649e-01,4.600052e-01,-1.025526e+00,-0.040965,0.209341,-0.310377,,,,0.944496,-0.507072,-0.350944,0.944496,-0.507072,-0.350944,1.469157e-01,6.839470e-02,1.827166e-01,1.078541,-0.689120,-0.327502,0.961671,-0.762334,-0.329662,0.225173,0.000001,0,b
23.360000,460,DS_interstep,2,,,,,,,-2.328585e-01,4.603920e-01,-1.024517e+00,-0.040827,0.209146,-0.310089,,,,0.944497,-0.507062,-0.350955,0.944497,-0.507062,-0.350955,1.589415e-01,8.196678e-02,1.914783e-01,1.078543,-0.689109,-0.327516,0.961671,-0.762334,-0.329662,0.224367,0.000001,0,b
23.370000,461,DS_interstep,2,,,,,,,-2.319951e-01,4.608440e-01,-1.023468e+00,-0.040688,0.208951,-0.309801,,,,0.944498,-0.507052,-0.350966,0.944498,-0.507052,-0.350966,1.703682e-01,9.501024e-02,1.996796e-01,1.078544,-0.689098,-0.327530,0.961671,-0.762334,-0.329662,0.223593,0.000001,0,b
23.380000,462,DS_interstep,2,,,,,,,-2.310776e-01,4.613585e-01,-1.022380e+00,-0.040549,0.208757,-0.309513,,,,0.944500,-0.507042,-0.350976,0.944500,-0.507042,-0.350976,1.811881e-01,1.075070e-01,2.073123e-01,1.078546,-0.689088,-0.327544,0.961671,-0.762334,-0.329662,0.222851,0.000001,0,b
23.390000,463,DS_interstep,2,,,,,,,-2.301091e-01,4.619326e-01,-1.021257e+00,-0.040409,0.208562,-0.309223,,,,0.944501,-0.507033,-0.350986,0.944501,-0.507033,-0.350986,1.913934e-01,1.194396e-01,2.143683e-01,1.078548,-0.689077,-0.327558,0.961671,-0.762334,-0.329662,0.222142,0.000001,0,b
23.400000,464,DS_interstep,2,,,,,,,-2.290927e-01,4.625635e-01,-1.020102e+00,-0.040268,0.208368,-0.308934,,,,0.944501,-0.507024,-0.350996,0.944501,-0.507024,-0.350996,2.009765e-01,1.307910e-01,2.208398e-01,1.078549,-0.689067,-0.327571,0.961671,-0.762334,-0.329662,0.221466,0.000001,0,b
23.410000,465,DS_interstep,2,,,,,,,-2.280316e-01,4.632480e-01,-1.018917e+00,-0.040126,0.208174,-0.308644,,,,0.944502,-0.507015,-0.351006,0.944502,-0.507015,-0.351006,2.099301e-01,1.415451e-01,2.267201e-01,1.078550,-0.689058,-0.327583,0.961671,-0.762334,-0.329662,0.220823,0.000001,0,b
23.420000,466,DS_interstep,2,,,,,,,-2.269290e-01,4.639833e-01,-1.017706e+00,-0.039983,0.207980,-0.308354,,,,0.944503,-0.507006,-0.351016,0.944503,-0.507006,-0.351016,2.182475e-01,1.516872e-01,2.320038e-01,1.078552,-0.689049,-0.327596,0.961671,-0.762334,-0.329662,0.220213,0.000001,0,b
23.430000,467,DS_interstep,2,-6.985999e-01,-4.999996e+00,4.999999e+00,-1.545097e-01,4.834433e-01,-1.453811e+00,-2.091729e-01,4.733101e-01,-1.007709e+00,-0.038507,0.206094,-0.305465,,,,0.944501,-0.506924,-0.351078,0.975162,-0.410166,-0.305894,-1.763636e-01,-1.637836e-01,-3.886564e-01,1.078555,-0.688957,-0.327683,1.028784,-0.719666,-0.328159,0.005529,2.400001,0,a
23.530000,468,DS_terminal,2,-5.591120e-01,-4.999997e+00,4.999999e+00,-7.731442e-02,5.882558e-01,-1.771635e+00,-1.883253e-01,4.849496e-01,-9.937452e-01,-0.036916,0.204274,-0.302571,,,,0.944471,-0.506856,-0.351082,0.981779,-0.389268,-0.296157,3.030645e-01,1.963065e-01,2.522854e-01,1.078545,-0.688872,-0.327704,1.039285,-0.712852,-0.327897,0.009664,2.400001,0,a
23.630000,469,DS_terminal,2,-4.232412e-01,-4.999997e+00,4.999999e+00,-1.251220e-03,6.810371e-01,-2.066808e+00,-1.697490e-01,4.942425e-01,-9.805169e-01,-0.035216,0.202521,-0.299676,,,,0.944418,-0.506805,-0.351027,0.987730,-0.370472,-0.287399,2.246598e-01,4.276497e-02,3.822048e-01,1.078525,-0.688799,-0.327659,1.048999,-0.706500,-0.327587,0.013742,2.400000,0,a
23.730000,470,DS_terminal,2,-3.100099e-01,-4.999997e+00,4.999999e+00,6.788658e-02,7.524261e-01,-2.290057e+00,-1.544157e-01,4.987725e-01,-9.648019e-01,-0.033436,0.200829,-0.296777,,,,0.944346,-0.506768,-0.350927,0.992637,-0.354971,-0.280176,1.595552e-01,-6.317389e-04,3.134785e-01,1.078487,-0.688739,-0.327560,1.057598,-0.700884,-0.327259,0.017943,2.400001,0,a
23.830000,471,DS_terminal,2,-2.400030e-01,-4.999997e+00,4.999999e+00,1.162832e-01,7.999221e-01,-2.419227e+00,-1.426307e-01,5.008481e-01,-9.540323e-01,-0.031619,0.199182,-0.293886,,,,0.944253,-0.506737,-0.350793,0.996247,-0.343569,-0.274864,4.905717e-02,-1.545052e-01,3.355327e-01,1.078432,-0.688685,-0.327422,1.064766,-0.696180,-0.326924,0.023564,2.400001,0,a
23.930000,472,DS_terminal,2,-1.863220e-01,-4.999997e+00,4.999999e+00,1.510323e-01,8.194568e-01,-2.501360e+00,-1.339280e-01,4.991522e-01,-9.429773e-01,-0.029796,0.197568,-0.291009,,,,0.944142,-0.506708,-0.350637,0.998480,-0.336517,-0.271578,2.453119e-02,-1.418826e-01,2.537862e-01,1.078360,-0.688631,-0.327260,1.070329,-0.692503,-0.326601,0.030312,2.400001,0,a
24.030000,473,DS_terminal,2,-1.626849e-01,-4.999997e+00,4.999999e+00,1.681110e-01,8.183899e-01,-2.520655e+00,-1.279484e-01,4.950547e-01,-9.339174e-01,-0.027999,0.195975,-0.288151,,,,0.944016,-0.506675,-0.350469,0.999481,-0.333355,-0.270105,-3.753779e-02,-2.056720e-01,2.259049e-01,1.078273,-0.688576,-0.327086,1.074214,-0.689898,-0.326310,0.037903,2.400000,0,a
