t_s,tick,phase,step_index,Hdot_s_x_Nm,Hdot_s_y_Nm,Hdot_s_z_Nm,Hdot_s_proxy_x_Nm,Hdot_s_proxy_y_Nm,Hdot_s_proxy_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,Ltot_x_Nms,Ltot_y_Nms,Ltot_z_Nms,rcom_x_m,rcom_y_m,rcom_z_m,rref_x_m,rref_y_m,rref_z_m,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,torso_pos_x_m,torso_pos_y_m,torso_pos_z_m,torso_pos_ref_x_m,torso_pos_ref_y_m,torso_pos_ref_z_m,torso_ori_err_deg,swing_dist_m,swing_active,swing_arm
0.010000,0,DS_interstep,-1,,,,,,,7.966571e-16,2.265843e-16,-1.680526e-15,0.000000,0.000000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,2.065792e-13,5.570084e-14,-1.488702e-13,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.020000,1,DS_interstep,-1,,,,,,,1.367820e-10,1.575195e-11,-9.712648e-12,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,2.735689e-08,3.150321e-09,-1.942015e-09,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.030000,2,DS_interstep,-1,,,,,,,1.229371e-10,-6.849355e-11,1.722883e-10,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,-2.767593e-09,-1.684929e-08,3.640106e-08,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.040000,3,DS_interstep,-1,,,,,,,1.536398e-10,9.515395e-11,-1.637615e-10,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,6.142005e-09,3.272947e-08,-6.720991e-08,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.050000,4,DS_interstep,-1,,,,,,,2.277578e-10,-5.185182e-10,1.264409e-09,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,1.482529e-08,-1.227360e-07,2.856398e-07,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.060000,5,DS_interstep,-1,,,,,,,-1.042882e-10,1.572756e-09,-3.457380e-09,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,-6.640756e-08,4.182584e-07,-9.443697e-07,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.070000,6,DS_interstep,-1,,,,,,,1.110035e-09,-5.755330e-09,1.331864e-08,-0.000000,0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,2.428662e-07,-1.465632e-06,3.355257e-06,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.080000,7,DS_interstep,-1,,,,,,,-3.221654e-09,1.990269e-08,-4.521350e-08,0.000000,-0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,-8.663357e-07,5.131655e-06,-1.170660e-05,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.090000,8,DS_interstep,-1,,,,,,,1.195587e-08,-6.998551e-08,1.600738e-07,-0.000000,0.000000,0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,3.035504e-06,-1.797782e-05,4.105809e-05,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.100000,9,DS_interstep,-1,,,,,,,-4.128085e-08,2.449327e-07,-5.589418e-07,0.000000,-0.000000,-0.000000,,,,-0.035461,-0.615401,-0.350000,-0.035461,-0.615401,-0.350000,-1.064734e-05,6.298426e-05,-1.438053e-04,0.176592,-0.815596,-0.343580,0.000000,0.000000,0.000000,5.156996,0.000000,0,
0.110000,10,DS_interstep,-1,-1.531966e+00,-1.736717e+00,3.223322e+00,1.013047e-02,2.723482e-02,-3.448546e-02,2.889081e-03,2.516587e-03,-4.983498e-03,0.000005,-0.000004,-0.000002,,,,-0.035461,-0.615392,-0.349992,-0.007303,-0.595006,-0.325751,1.718444e-01,1.934233e-01,-3.956034e-01,0.176598,-0.815584,-0.343572,0.177214,-0.815134,-0.343036,0.001024,1.600000,0,b
0.210000,11,DS_terminal,-1,-1.905778e+00,-2.175389e+00,3.991523e+00,2.668266e-02,4.073590e-02,-1.009451e-01,7.488773e-03,6.853903e-03,-1.372260e-02,0.000036,0.000000,-0.000019,,,,-0.035445,-0.615362,-0.349964,0.001446,-0.588670,-0.318217,1.686324e-01,2.421989e-01,-5.062493e-01,0.176628,-0.815545,-0.343538,0.177387,-0.814972,-0.342859,0.002559,1.599999,0,b
0.310000,12,DS_terminal,-1,-2.270824e+00,-2.604481e+00,4.780717e+00,6.738524e-02,7.541029e-02,-1.684017e-01,1.586896e-02,1.311206e-02,-2.541560e-02,0.000121,0.000028,-0.000070,,,,-0.035394,-0.615311,-0.349906,0.011000,-0.581749,-0.309989,3.378169e-01,3.071453e-01,-5.966656e-01,0.176701,-0.815476,-0.343462,0.177629,-0.814783,-0.342643,0.004065,1.599998,0,b
0.410000,13,DS_terminal,-1,-2.606308e+00,-2.880906e+00,4.999990e+00,1.236246e-01,1.196525e-01,-5.528756e-01,2.669238e-02,2.049055e-02,-3.880791e-02,0.000291,0.000084,-0.000161,,,,-0.035299,-0.615244,-0.349809,0.021107,-0.574429,-0.301286,3.838404e-01,3.518554e-01,-6.864966e-01,0.176828,-0.815378,-0.343329,0.177890,-0.814558,-0.342362,0.007026,1.599998,0,b
0.510000,14,DS_terminal,-1,-2.909501e+00,-2.993979e+00,4.999997e+00,1.911063e-01,1.738358e-01,-8.848585e-01,3.820061e-02,2.851947e-02,-5.367337e-02,0.000565,0.000169,-0.000298,,,,-0.035158,-0.615162,-0.349665,0.031488,-0.566910,-0.292346,2.182212e-01,3.785256e-01,-8.028263e-01,0.177015,-0.815251,-0.343132,0.178159,-0.814311,-0.342016,0.012869,1.599998,0,b
0.610000,15,DS_terminal,-1,-3.183223e+00,-3.065659e+00,4.999998e+00,2.672810e-01,2.343809e-01,-1.153177e+00,4.879631e-02,3.669767e-02,-6.934714e-02,0.000942,0.000286,-0.000485,,,,-0.034966,-0.615064,-0.349476,0.041855,-0.559402,-0.283419,-9.523103e-02,3.188380e-01,-7.635224e-01,0.177266,-0.815093,-0.342869,0.178486,-0.814044,-0.341610,0.021823,1.599998,0,b
0.710000,16,DS_terminal,-1,-3.433463e+00,-3.118055e+00,4.999999e+00,3.404286e-01,2.941347e-01,-1.383365e+00,5.882472e-02,4.515729e-02,-8.592335e-02,0.001403,0.000435,-0.000723,,,,-0.034721,-0.614948,-0.349244,0.051918,-0.552113,-0.274753,-9.544530e-02,3.415985e-01,-8.169567e-01,0.177585,-0.814901,-0.342547,0.178879,-0.813757,-0.341155,0.033607,1.599998,0,b
0.810000,17,DS_terminal,-1,-3.663445e+00,-3.173040e+00,4.999999e+00,4.012630e-01,3.445652e-01,-1.598117e+00,6.669527e-02,5.297029e-02,-1.015525e-01,0.001924,0.000613,-0.001009,,,,-0.034425,-0.614808,-0.348975,0.061403,-0.545243,-0.266585,-1.786089e-01,3.249556e-01,-8.013031e-01,0.177970,-0.814672,-0.342174,0.179331,-0.813433,-0.340655,0.047776,1.599998,0,b
0.910000,18,DS_terminal,-1,-3.864948e+00,-3.222141e+00,4.999999e+00,4.526079e-01,3.886460e-01,-1.787103e+00,7.245868e-02,5.961220e-02,-1.150232e-01,0.002483,0.000815,-0.001336,,,,-0.034083,-0.614643,-0.348676,0.070058,-0.538974,-0.259131,-3.566140e-01,2.083077e-01,-5.820782e-01,0.178414,-0.814405,-0.341759,0.179839,-0.813084,-0.340131,0.063979,1.599998,0,b
1.010000,19,DS_terminal,-1,-4.031815e+00,-3.262163e+00,4.999999e+00,4.945684e-01,4.271543e-01,-1.945398e+00,7.699616e-02,6.550371e-02,-1.271744e-01,0.003063,0.001038,-0.001700,,,,-0.033701,-0.614454,-0.348354,0.077671,-0.533460,-0.252575,-4.025783e-01,1.105970e-01,-3.672561e-01,0.178911,-0.814102,-0.341313,0.180391,-0.812716,-0.339598,0.082115,1.599999,0,b
1.110000,20,DS_terminal,-1,-4.162943e+00,-3.299951e+00,4.999999e+00,5.242787e-01,4.561042e-01,-2.077661e+00,7.969646e-02,7.061252e-02,-1.379953e-01,0.003646,0.001278,-0.002096,,,,-0.033285,-0.614243,-0.348017,0.084078,-0.528819,-0.247058,-3.993434e-01,1.740220e-01,-5.160899e-01,0.179452,-0.813765,-0.340843,0.180976,-0.812324,-0.339058,0.101935,1.599999,0,b
1.210000,21,DS_terminal,-1,-4.254428e+00,-3.333744e+00,4.999999e+00,5.456948e-01,4.757107e-01,-2.181259e+00,8.130997e-02,7.396778e-02,-1.450013e-01,0.004220,0.001530,-0.002513,,,,-0.032843,-0.614014,-0.347670,0.089178,-0.525126,-0.242666,-4.050792e-01,9.720647e-02,-3.375998e-01,0.180025,-0.813402,-0.340361,0.181591,-0.811922,-0.338527,0.122904,1.600000,0,b
1.310000,22,DS_terminal,-1,-4.311472e+00,-3.355917e+00,4.999999e+00,5.545327e-01,4.877312e-01,-2.246122e+00,8.210918e-02,7.584969e-02,-1.487746e-01,0.004775,0.001788,-0.002939,,,,-0.032387,-0.613772,-0.347319,0.092943,-0.522399,-0.239424,-3.761805e-01,6.820474e-02,-2.623660e-01,0.180618,-0.813022,-0.339872,0.182210,-0.811517,-0.338010,0.144284,1.600000,0,b
1.410000,23,DS_terminal,-1,-4.332976e+00,-3.368840e+00,4.999999e+00,5.575690e-01,4.936178e-01,-2.279759e+00,8.276985e-02,7.618403e-02,-1.489874e-01,0.005309,0.002044,-0.003366,,,,-0.031928,-0.613523,-0.346969,0.095433,-0.520596,-0.237280,-2.856947e-01,1.831815e-02,-1.172278e-01,0.181214,-0.812633,-0.339383,0.182823,-0.811116,-0.337512,0.165699,1.600000,0,b
1.510000,24,DS_terminal,-1,-4.328898e+00,-3.370854e+00,4.999999e+00,5.539152e-01,4.941541e-01,-2.281734e+00,8.421216e-02,7.555254e-02,-1.468177e-01,0.005823,0.002293,-0.003782,,,,-0.031476,-0.613271,-0.346619,0.096805,-0.519602,-0.236099,-4.428506e-02,-2.595687e-02,5.657637e-02,0.181803,-0.812242,-0.338896,0.183416,-0.810725,-0.337030,0.186377,1.600001,0,b
1.610000,25,DS_terminal,-1,-4.306856e+00,-3.367528e+00,4.999999e+00,5.497685e-01,4.928687e-01,-2.269576e+00,8.590411e-02,7.467061e-02,-1.441463e-01,0.006323,0.002533,-0.004184,,,,-0.031037,-0.613021,-0.346270,0.097328,-0.519223,-0.235648,3.473448e-03,-3.017590e-02,7.707524e-02,0.182376,-0.811856,-0.338411,0.183981,-0.810339,-0.336553,0.206313,1.600001,0,b
1.710000,26,DS_terminal,-1,8.709171e-01,7.473259e-01,-1.530782e+00,5.024359e-01,3.806178e-01,-8.485899e-01,8.469720e-02,7.185827e-02,-1.387473e-01,0.006810,0.002769,-0.004572,,,,-0.030607,-0.612788,-0.345933,-0.035461,-0.615401,-0.350000,-4.934223e-02,-7.077881e-02,1.348383e-01,0.182931,-0.811491,-0.337938,0.182988,-0.811603,-0.337958,0.226005,1.600001,0,b
1.810000,27,DS_terminal,-1,8.617585e-01,7.438963e-01,-1.496955e+00,4.775305e-01,3.611972e-01,-7.850663e-01,8.306359e-02,6.860843e-02,-1.325603e-01,0.007263,0.002986,-0.004935,,,,-0.030200,-0.612582,-0.345613,-0.035461,-0.615401,-0.350000,-6.331521e-02,-8.357263e-02,1.559449e-01,0.183461,-0.811164,-0.337496,0.183515,-0.811286,-0.337522,0.243157,1.600001,0,b
1.910000,28,DS_terminal,-1,8.379386e-01,7.178632e-01,-1.470987e+00,4.392508e-01,3.273837e-01,-7.440624e-01,8.080478e-02,6.493780e-02,-1.256160e-01,0.007673,0.003181,-0.005269,,,,-0.029819,-0.612395,-0.345313,-0.035461,-0.615401,-0.350000,-7.126694e-02,-8.706069e-02,1.648347e-01,0.183959,-0.810867,-0.337085,0.183993,-0.810988,-0.337111,0.257459,1.600001,0,b
2.010000,29,DS_terminal,-1,8.153131e-01,6.960425e-01,-1.428456e+00,4.058412e-01,2.974110e-01,-6.861547e-01,7.820824e-02,6.117665e-02,-1.183711e-01,0.008040,0.003359,-0.005574,,,,-0.029462,-0.612228,-0.345032,-0.035461,-0.615401,-0.350000,-7.480164e-02,-8.739970e-02,1.682323e-01,0.184426,-0.810601,-0.336704,0.184445,-0.810718,-0.336733,0.269718,1.600001,0,b
2.110000,30,DS_terminal,-1,7.923019e-01,6.762227e-01,-1.384795e+00,3.733204e-01,2.705359e-01,-6.291689e-01,7.539019e-02,5.736539e-02,-1.109326e-01,0.008365,0.003520,-0.005852,,,,-0.029131,-0.612080,-0.344772,-0.035461,-0.615401,-0.350000,-7.727272e-02,-8.795875e-02,1.710942e-01,0.184859,-0.810364,-0.336354,0.184865,-0.810480,-0.336388,0.280358,1.600001,0,b
2.210000,31,DS_terminal,-1,7.684393e-01,6.557739e-01,-1.341085e+00,3.409418e-01,2.445828e-01,-5.749672e-01,7.236678e-02,5.349257e-02,-1.033078e-01,0.008650,0.003663,-0.006101,,,,-0.028826,-0.611952,-0.344532,-0.035461,-0.615401,-0.350000,-7.986622e-02,-8.858878e-02,1.738660e-01,0.185259,-0.810156,-0.336034,0.185252,-0.810270,-0.336072,0.289439,1.600001,0,b
2.310000,32,DS_terminal,-1,7.435551e-01,6.344324e-01,-1.293690e+00,3.089579e-01,2.190576e-01,-5.195408e-01,6.913407e-02,4.956355e-02,-9.551199e-02,0.008893,0.003789,-0.006323,,,,-0.028547,-0.611842,-0.344314,-0.035461,-0.615401,-0.350000,-8.236364e-02,-8.899793e-02,1.760877e-01,0.185624,-0.809976,-0.335743,0.185605,-0.810088,-0.335786,0.296979,1.600001,0,b
2.410000,33,DS_terminal,-1,7.174828e-01,6.124101e-01,-1.243145e+00,2.772314e-01,1.942019e-01,-4.634787e-01,6.570874e-02,4.559197e-02,-8.758001e-02,0.009094,0.003898,-0.006516,,,,-0.028294,-0.611750,-0.344116,-0.035461,-0.615401,-0.350000,-8.430831e-02,-8.908501e-02,1.774504e-01,0.185954,-0.809823,-0.335482,0.185923,-0.809931,-0.335530,0.303082,1.600001,0,b
2.510000,34,SS,0,7.595846e-01,-1.268832e+00,2.094511e+00,2.327865e-01,1.928178e-01,-4.616707e-01,4.343980e-02,7.471017e-02,-1.243752e-01,0.009185,0.004059,-0.006765,-6.172116e-09,4.557500e-08,3.895368e-08,-0.028005,-0.611692,-0.344000,0.008847,-0.600180,-0.343911,-1.087932e+00,1.068299e+00,-8.873378e-01,0.186301,-0.809672,-0.335253,0.185992,-0.809805,-0.335482,0.011214,0.799613,1,b
2.610000,35,SS,0,8.613159e-01,-1.261792e+00,2.399546e+00,3.108270e-01,4.316803e-01,-5.667652e-01,-4.876783e-03,1.494242e-01,-2.007799e-01,0.008779,0.004472,-0.007209,,,,-0.027361,-0.611496,-0.344027,0.017134,-0.597690,-0.344077,-1.099288e+00,1.913718e+00,-2.209746e+00,0.186837,-0.809423,-0.335034,0.186286,-0.809667,-0.335483,0.021723,0.797222,1,b
2.710000,36,SS,0,8.497021e-01,-1.095691e+00,3.150214e+00,3.319158e-01,7.234222e-01,-4.008227e-02,-6.326741e-02,2.522415e-01,-3.265843e-01,0.007784,0.005281,-0.008030,,,,-0.026061,-0.611129,-0.344237,0.026294,-0.595015,-0.344318,-1.378295e+00,2.451142e+00,-3.100590e+00,0.187718,-0.809017,-0.334822,0.187067,-0.809301,-0.335486,0.027317,0.791247,1,b
2.810000,37,SS,0,7.836835e-01,-8.645310e-01,3.776193e+00,3.292565e-01,9.961188e-01,5.115675e-01,-1.335750e-01,3.763176e-01,-4.866960e-01,0.006079,0.006576,-0.009356,,,,-0.023889,-0.610523,-0.344638,0.035596,-0.592315,-0.344574,-1.553145e+00,2.844751e+00,-3.771277e+00,0.189066,-0.808386,-0.334618,0.188501,-0.808629,-0.335490,0.030495,0.780494,1,b
2.910000,38,SS,0,6.237748e-01,-6.082959e-01,4.394370e+00,2.590634e-01,1.221065e+00,1.185770e+00,-2.099097e-01,5.142912e-01,-6.740311e-01,0.003597,0.008417,-0.011284,,,,-0.020676,-0.609624,-0.345223,0.045450,-0.589541,-0.344898,-1.609173e+00,3.068232e+00,-4.271853e+00,0.190973,-0.807474,-0.334426,0.190702,-0.807597,-0.335497,0.032225,0.764161,1,b
3.010000,39,SS,0,3.955779e-01,-3.515578e-01,4.931995e+00,1.389971e-01,1.376607e+00,1.905081e+00,-2.882994e-01,6.591109e-01,-8.799343e-01,0.000329,0.010830,-0.013878,,,,-0.016314,-0.608392,-0.345968,0.055372,-0.586773,-0.345239,-1.586386e+00,3.140891e+00,-4.570462e+00,0.193501,-0.806240,-0.334253,0.193731,-0.806177,-0.335507,0.033226,0.741808,1,b
3.110000,40,SS,0,1.131199e-01,-7.773339e-02,4.999987e+00,-3.203766e-02,1.439331e+00,2.350355e+00,-3.653716e-01,8.044211e-01,-1.095221e+00,-0.003692,0.013815,-0.017172,,,,-0.010744,-0.606798,-0.346838,0.065477,-0.584025,-0.345624,-1.493872e+00,3.077831e+00,-4.668607e+00,0.196682,-0.804655,-0.334110,0.197603,-0.804362,-0.335519,0.033866,0.713326,1,b
3.210000,41,SS,0,-2.210482e-01,1.449935e-01,4.999993e+00,-2.518545e-01,1.406928e+00,2.805744e+00,-4.382410e-01,9.451735e-01,-1.311875e+00,-0.008400,0.017345,-0.021171,,,,-0.003963,-0.604824,-0.347785,0.075531,-0.581332,-0.346029,-1.345026e+00,2.918182e+00,-4.588947e+00,0.200518,-0.802704,-0.334006,0.202294,-0.802162,-0.335534,0.034486,0.678902,1,b
3.310000,42,SS,0,-5.981805e-01,3.027052e-01,4.999995e+00,-5.183412e-01,1.287804e+00,3.299188e+00,-5.045789e-01,1.077567e+00,-1.522403e+00,-0.013702,0.021377,-0.025852,,,,0.003992,-0.602466,-0.348758,0.085525,-0.578704,-0.346458,-1.153203e+00,2.682056e+00,-4.349702e+00,0.204990,-0.800389,-0.333950,0.207745,-0.799607,-0.335551,0.035127,0.638979,1,b
3.410000,43,SS,0,-1.008525e+00,4.108029e-01,4.999995e+00,-8.254117e-01,1.103225e+00,3.819342e+00,-5.624259e-01,1.198472e+00,-1.719952e+00,-0.019485,0.025856,-0.031166,,,,0.013041,-0.599736,-0.349707,0.095215,-0.576207,-0.346899,-9.252709e-01,2.383115e+00,-3.967732e+00,0.210056,-0.797726,-0.333946,0.213866,-0.796737,-0.335570,0.035713,0.594214,1,b
3.510000,44,SS,0,-1.434127e+00,4.797740e-01,4.999995e+00,-1.163061e+00,8.819102e-01,4.333429e+00,-6.100353e-01,1.305321e+00,-1.898472e+00,-0.025616,0.030718,-0.037046,,,,0.023066,-0.596662,-0.350584,0.104733,-0.573783,-0.347348,-6.663346e-01,2.033162e+00,-3.461305e+00,0.215657,-0.794746,-0.333998,0.220544,-0.793607,-0.335591,0.036169,0.545445,1,b
3.610000,45,SS,0,-1.861780e+00,5.438483e-01,4.999994e+00,-1.515670e+00,6.554573e-01,4.844939e+00,-6.457992e-01,1.395748e+00,-2.052339e+00,-0.031953,0.035887,-0.043405,,,,0.033915,-0.593290,-0.351348,0.113555,-0.571584,-0.347789,-3.805301e-01,1.632972e+00,-2.841928e+00,0.221716,-0.791494,-0.334106,0.227644,-0.790278,-0.335614,0.036344,0.493645,1,b
3.710000,46,SS,0,-2.259469e+00,6.011274e-01,4.999989e+00,-1.862725e+00,4.523094e-01,5.300499e+00,-6.684784e-01,1.467562e+00,-2.176730e+00,-0.038340,0.041284,-0.050138,,,,0.045407,-0.589682,-0.351970,0.122222,-0.569436,-0.348229,-7.935652e-02,1.189053e+00,-2.125893e+00,0.228143,-0.788021,-0.334264,0.235018,-0.786821,-0.335637,0.036123,0.439886,1,b
3.810000,47,SS,0,-2.614980e+00,7.000886e-01,4.949705e+00,-2.181486e+00,2.944453e-01,5.694618e+00,-6.773217e-01,1.518414e+00,-2.266782e+00,-0.044618,0.046820,-0.057125,,,,0.057337,-0.585916,-0.352428,0.129667,-0.567620,-0.348629,2.247565e-01,6.932028e-01,-1.317895e+00,0.234836,-0.784392,-0.334467,0.242511,-0.783308,-0.335660,0.035259,0.385302,1,b
3.910000,48,SS,0,-2.895130e+00,8.759891e-01,4.367817e+00,-2.449647e+00,1.888195e-01,5.589593e+00,-6.724336e-01,1.545710e+00,-2.317975e+00,-0.050630,0.052395,-0.064232,,,,0.069476,-0.582075,-0.352712,0.136817,-0.565875,-0.349014,5.040150e-01,1.399908e-01,-4.234372e-01,0.241683,-0.780673,-0.334704,0.249961,-0.779816,-0.335684,0.033577,0.331054,1,b
4.010000,49,SS,0,-3.096639e+00,1.099069e+00,3.652627e+00,-2.650441e+00,1.420688e-01,5.324239e+00,-6.548777e-01,1.547774e+00,-2.326671e+00,-0.056242,0.057904,-0.071309,,,,0.081580,-0.578245,-0.352822,0.142662,-0.564442,-0.349336,9.088907e-01,-3.848626e-01,4.379222e-01,0.248565,-0.776935,-0.334965,0.257209,-0.776418,-0.335707,0.031881,0.278289,1,b
4.110000,50,SS,0,-3.192816e+00,1.337152e+00,2.883177e+00,-2.762511e+00,1.555671e-01,4.921455e+00,-6.256220e-01,1.522702e+00,-2.292836e+00,-0.061294,0.063241,-0.078212,,,,0.093407,-0.574535,-0.352776,0.147796,-0.563154,-0.349615,9.139332e-01,-1.045753e+00,1.500012e+00,0.255360,-0.773260,-0.335237,0.264102,-0.773186,-0.335729,0.027919,0.228104,1,b
4.210000,51,SS,0,-3.201311e+00,1.580140e+00,2.036752e+00,-2.796075e+00,2.119658e-01,4.372803e+00,-5.893128e-01,1.470502e+00,-2.213867e+00,-0.065730,0.068290,-0.084779,,,,0.104705,-0.571005,-0.352589,0.151699,-0.562117,-0.349820,1.091443e+00,-1.619081e+00,2.407701e+00,0.261945,-0.769714,-0.335505,0.270500,-0.770187,-0.335749,0.024758,0.181508,1,b
4.310000,52,SS,0,-3.133336e+00,1.811700e+00,1.205003e+00,-2.756680e+00,3.001808e-01,3.764104e+00,-5.459116e-01,1.392308e+00,-2.094063e+00,-0.069473,0.072946,-0.090864,,,,0.115248,-0.567733,-0.352291,0.154381,-0.561282,-0.349939,1.169577e+00,-2.173772e+00,3.260284e+00,0.268202,-0.766372,-0.335756,0.276278,-0.767478,-0.335767,0.021831,0.139392,1,b
4.410000,53,SS,0,-2.974875e+00,2.012154e+00,3.886046e-01,-2.629854e+00,4.118338e-01,3.079271e+00,-4.994378e-01,1.289879e+00,-1.936690e+00,-0.072490,0.077112,-0.096335,,,,0.124830,-0.564779,-0.351919,0.156058,-0.560612,-0.349987,1.179932e+00,-2.666639e+00,4.000359e+00,0.274021,-0.763301,-0.335978,0.281336,-0.765107,-0.335783,0.019747,0.102486,1,b
4.510000,54,SS,0,-2.750040e+00,2.125414e+00,-3.053129e-01,-2.436597e+00,5.274885e-01,2.369175e+00,-4.519910e-01,1.167059e+00,-1.748739e+00,-0.074778,0.080706,-0.101083,,,,0.133282,-0.562185,-0.351509,0.156511,-0.560431,-0.350000,1.148491e+00,-3.053626e+00,4.562122e+00,0.279306,-0.760560,-0.336158,0.285598,-0.763109,-0.335796,0.019349,0.071330,1,b
4.610000,55,SS,0,-2.468008e+00,2.149256e+00,-8.697539e-01,-2.185472e+00,6.352751e-01,1.657993e+00,-4.054086e-01,1.029168e+00,-1.539010e+00,-0.076360,0.083665,-0.105029,,,,0.140485,-0.559982,-0.351101,0.156511,-0.560431,-0.350000,1.079049e+00,-3.307828e+00,4.908397e+00,0.283979,-0.758194,-0.336290,0.289023,-0.761503,-0.335807,0.020743,0.046242,1,b
4.710000,56,SS,0,-2.141471e+00,2.085925e+00,-1.298112e+00,-1.887735e+00,7.241950e-01,9.749650e-01,-3.611874e-01,8.829211e-01,-1.321247e+00,-0.077276,0.085959,-0.108124,,,,0.146377,-0.558183,-0.350730,0.156511,-0.560431,-0.350000,9.824658e-01,-3.396748e+00,5.000000e+00,0.287990,-0.756234,-0.336368,0.291608,-0.760291,-0.335815,0.023471,0.027308,1,b
4.810000,57,SS,0,-1.787642e+00,1.941863e+00,-1.588355e+00,-1.558305e+00,7.841824e-01,3.498703e-01,-3.204646e-01,7.365800e-01,-1.104112e+00,-0.077587,0.087586,-0.110366,,,,0.150967,-0.556788,-0.350426,0.156511,-0.560431,-0.350000,8.656849e-01,-3.289018e+00,4.806178e+00,0.291317,-0.754692,-0.336389,0.293392,-0.759455,-0.335821,0.026914,0.014427,1,b
4.910000,58,SS,0,-1.425156e+00,1.731204e+00,-1.744337e+00,-1.214622e+00,8.073418e-01,-1.854010e-01,-2.842667e-01,5.997370e-01,-8.999432e-01,-0.077367,0.088586,-0.111815,,,,0.154338,-0.555778,-0.350211,0.156511,-0.560431,-0.350000,7.298286e-01,-2.958477e+00,4.291975e+00,0.293976,-0.753555,-0.336359,0.294462,-0.758953,-0.335824,0.030632,0.007469,1,b
5.010000,59,SS,0,-1.075113e+00,1.474571e+00,-1.775052e+00,-8.773173e-01,7.867928e-01,-5.959832e-01,-2.537772e-01,4.831022e-01,-7.268044e-01,-0.076707,0.089041,-0.112575,,,,0.156663,-0.555116,-0.350093,0.156511,-0.560431,-0.350000,5.698892e-01,-2.383365e+00,3.429354e+00,0.296023,-0.752785,-0.336282,0.294960,-0.758720,-0.335826,0.034476,0.005573,1,b
5.110000,60,SS,0,-7.612649e-01,1.197746e+00,-1.694869e+00,-5.697656e-01,7.154603e-01,-8.440731e-01,-2.306143e-01,3.983391e-01,-6.018136e-01,-0.075717,0.089077,-0.112809,,,,0.158205,-0.554741,-0.350072,0.156511,-0.560431,-0.350000,3.754286e-01,-1.545727e+00,2.190280e+00,0.297563,-0.752318,-0.336171,0.295086,-0.758661,-0.335826,0.038585,0.005506,1,b
5.210000,61,SS,0,-5.103004e-01,9.307405e-01,-1.524478e+00,-3.176648e-01,5.852208e-01,-8.895625e-01,-2.157296e-01,3.535334e-01,-5.264897e-01,-0.074528,0.088867,-0.112718,,,,0.159310,-0.554567,-0.350130,0.156511,-0.560431,-0.350000,2.514778e-01,-7.500551e-01,1.552970e+00,0.298744,-0.752065,-0.336039,0.295088,-0.758660,-0.335826,0.041949,0.005402,1,b
5.310000,62,SS,0,-3.528070e-01,7.617634e-01,-1.165599e+00,-1.507956e-01,4.642459e-01,-6.021357e-01,-1.982952e-01,3.221342e-01,-4.637099e-01,-0.073186,0.088524,-0.112388,,,,0.160179,-0.554533,-0.350229,0.156511,-0.560431,-0.350000,3.388577e-01,-6.745140e-01,1.225003e+00,0.299653,-0.751984,-0.335908,0.295088,-0.758660,-0.335826,0.039174,0.005175,1,b
5.410000,63,SS,0,-2.411862e-01,6.629934e-01,-8.237471e-01,-4.642480e-02,3.978130e-01,-3.145244e-01,-1.812093e-01,2.927993e-01,-4.116558e-01,-0.071684,0.088066,-0.111867,,,,0.160832,-0.554626,-0.350338,0.156511,-0.560431,-0.350000,2.793665e-01,-5.924260e-01,1.059437e+00,0.300315,-0.752047,-0.335793,0.295088,-0.758660,-0.335826,0.035884,0.004935,1,b
