t_s,phase,step_index,swing_arm,d_grip_swing_mm,ori_err_deg,pos_ok,ori_ok,gate_eval,twist_norm_at_gateeval,docked_at_gateeval,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,Hdot_s_planned_ss_x_Nm,Hdot_s_planned_ss_y_Nm,Hdot_s_planned_ss_z_Nm,Hdot_s_planned_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,r_com_x_m,r_com_y_m,r_com_z_m,r_com_ref_x_m,r_com_ref_y_m,r_com_ref_z_m,e_com_m,v_com_x_mps,v_com_y_mps,v_com_z_mps,v_com_ref_x_mps,v_com_ref_y_mps,v_com_ref_z_mps,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,e_torso_pos_m,e_torso_ori_deg,p_torso_x_m,p_torso_y_m,p_torso_z_m,p_torso_ref_x_m,p_torso_ref_y_m,p_torso_ref_z_m,e_ee_pos_mm,e_ee_ori_deg,qp_ok,nmpc_ok,qp_time_ms,nmpc_time_ms,nmpc_iterations,lambda_qp_norm,lambda_ref_norm,tau_max_joint_Nm,omega_s_x_radps,omega_s_y_radps,omega_s_z_radps,Ltot_x_Nms,Ltot_y_Nms,Ltot_z_Nms,Ltot_norm_Nms,qp_solve_ms_sum,qp_solve_ms_max,qp_iter_sum,qp_n_solves,qp_n_failed,qp_status_worst,nmpc_status_str,aocs_tau_ff_x_Nm,aocs_tau_ff_y_Nm,aocs_tau_ff_z_Nm,aocs_tau_att_p_x_Nm,aocs_tau_att_p_y_Nm,aocs_tau_att_p_z_Nm,aocs_tau_rate_d_x_Nm,aocs_tau_rate_d_y_Nm,aocs_tau_rate_d_z_Nm,aocs_tau_accel_d_x_Nm,aocs_tau_accel_d_y_Nm,aocs_tau_accel_d_z_Nm,aocs_tau_antiwindup_x_Nm,aocs_tau_antiwindup_y_Nm,aocs_tau_antiwindup_z_Nm,aocs_tau_w_preclip_x_Nm,aocs_tau_w_preclip_y_Nm,aocs_tau_w_preclip_z_Nm,aocs_decomp_measured
0.0100,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,8.479328e-16,1.189326e-15,1.942890e-16,-2.319809e-16,-4.596853e-17,-9.352192e-16,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,1.284920e-14,2.692161e-12,-2.391642e-13,0.000000e+00,0.000000e+00,0.000000e+00,1.461351e-14,3.295215e-15,6.009005e-14,7.522580e-15,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,1.437942e-15,,2.498002e-16,4.724536e-14,1.038329e-14,1.872434e-13,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.377494e+00,9.377494e+00,48,1,0,0,NMPC_BYPASSED,8.479328e-16,1.189326e-15,1.942890e-16,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.479328e-16,1.189326e-15,1.942890e-16,1
0.0200,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,5.831205e-09,-9.805798e-10,1.185901e-09,2.915495e-11,-4.902765e-12,5.927795e-12,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-4.573909e-13,6.827102e-12,9.775661e-13,0.000000e+00,0.000000e+00,0.000000e+00,4.845661e-14,6.193498e-15,2.064656e-13,3.541668e-14,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,7.810697e-09,,3.988766e-09,6.952636e-14,-1.074447e-15,3.120537e-13,,,,,6.554360e+00,6.554360e+00,94,1,0,0,NMPC_BYPASSED,5.710729e-09,-1.007057e-09,7.084290e-10,2.550539e-16,5.751236e-17,1.048769e-15,2.362268e-12,5.191645e-13,9.362168e-12,1.181134e-10,2.595822e-11,4.681084e-10,0.000000e+00,0.000000e+00,0.000000e+00,5.831205e-09,-9.805798e-10,1.185901e-09,1
0.0300,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,5.124876e-09,-2.293048e-09,5.439517e-09,5.477714e-11,-1.636743e-11,3.312401e-11,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-9.690255e-13,1.043041e-11,2.217007e-12,0.000000e+00,0.000000e+00,0.000000e+00,9.388380e-14,3.409911e-15,4.095893e-13,9.210284e-14,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,9.139420e-09,,3.948225e-09,8.790976e-14,-9.113682e-15,3.914483e-13,,,,,6.930321e+00,6.930321e+00,102,1,0,0,NMPC_BYPASSED,5.065696e-09,-2.264350e-09,5.111885e-09,8.457274e-16,1.080969e-16,3.603504e-15,3.476318e-12,-5.372237e-14,1.560268e-11,5.570249e-11,-2.864434e-11,3.120258e-10,0.000000e+00,0.000000e+00,0.000000e+00,5.124876e-09,-2.293048e-09,5.439517e-09,1
0.0400,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,3.217155e-09,-1.372922e-09,6.561281e-09,7.085971e-11,-2.323102e-11,6.592769e-11,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-1.405760e-12,1.310811e-11,3.211873e-12,0.000000e+00,0.000000e+00,0.000000e+00,1.487094e-13,-3.760085e-15,6.486157e-13,1.746013e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,7.808827e-09,,2.934743e-09,1.021667e-13,-1.606365e-14,4.400729e-13,,,,,7.887293e+00,7.887293e+00,110,1,0,0,NMPC_BYPASSED,3.166800e-09,-1.352368e-09,6.343215e-09,1.638581e-15,5.951418e-17,7.148682e-15,4.395488e-12,-4.556841e-13,1.957242e-11,4.595851e-11,-2.009809e-11,1.984867e-10,0.000000e+00,0.000000e+00,0.000000e+00,3.217155e-09,-1.372922e-09,6.561281e-09,1
0.0500,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,1.428394e-09,-7.339331e-10,7.453343e-09,7.799792e-11,-2.689941e-11,1.031900e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-1.736982e-12,1.483173e-11,3.854596e-12,0.000000e+00,0.000000e+00,0.000000e+00,2.098132e-13,-1.396486e-14,9.093049e-13,2.755370e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,6.604681e-09,,2.630443e-09,1.097375e-13,-1.957763e-14,4.684128e-13,,,,,7.368366e+00,7.368366e+00,112,1,0,0,NMPC_BYPASSED,1.387640e-09,-7.157549e-10,7.309767e-09,2.595469e-15,-6.562586e-17,1.132048e-14,5.108337e-12,-8.031824e-13,2.200365e-11,3.564247e-11,-1.737491e-11,1.215614e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.428394e-09,-7.339331e-10,7.453343e-09,1
0.0600,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,1.003031e-10,-1.986862e-10,7.699021e-09,7.849552e-11,-2.789147e-11,1.416789e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-1.984078e-12,1.576458e-11,4.185437e-12,0.000000e+00,0.000000e+00,0.000000e+00,2.729887e-13,-2.542268e-14,1.182209e-12,3.869931e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,6.038840e-09,,3.129337e-09,1.094418e-13,-2.042531e-14,4.832877e-13,,,,,7.961075e+00,7.961075e+00,124,1,0,0,NMPC_BYPASSED,7.588574e-11,-1.889222e-10,7.604734e-09,3.661931e-15,-2.437328e-16,1.587036e-14,5.486873e-12,-9.788814e-13,2.342064e-11,1.892681e-11,-8.784950e-12,7.084977e-11,0.000000e+00,0.000000e+00,0.000000e+00,1.003031e-10,-1.986862e-10,7.699021e-09,1
0.0700,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,-7.762028e-10,1.006501e-11,7.774142e-09,7.461072e-11,-2.783976e-11,1.805416e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-2.189060e-12,1.608569e-11,4.262959e-12,0.000000e+00,0.000000e+00,0.000000e+00,3.337503e-13,-3.669836e-14,1.460947e-12,5.029520e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,6.227309e-09,,3.525869e-09,1.014767e-13,-1.903482e-14,4.890438e-13,,,,,7.855626e+00,7.855626e+00,118,1,0,0,NMPC_BYPASSED,-7.809405e-10,1.320594e-11,7.712770e-09,4.764551e-15,-4.437095e-16,2.063343e-14,5.472090e-12,-1.021266e-12,2.416439e-11,-7.391685e-13,-2.119213e-12,3.718731e-11,0.000000e+00,0.000000e+00,0.000000e+00,-7.762028e-10,1.006501e-11,7.774142e-09,1
0.0800,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,-1.306085e-09,1.540635e-11,7.665851e-09,6.807680e-11,-2.776135e-11,2.188608e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-2.401974e-12,1.595691e-11,4.159365e-12,0.000000e+00,0.000000e+00,0.000000e+00,3.880157e-13,-4.680719e-14,1.741124e-12,6.196517e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,6.601325e-09,,3.769488e-09,8.705875e-14,-1.641735e-14,4.884113e-13,,,,,9.096849e+00,9.096849e+00,118,1,0,0,NMPC_BYPASSED,-1.291252e-09,1.288250e-11,7.626983e-09,5.825041e-15,-6.405073e-16,2.549834e-14,5.073836e-12,-9.517409e-13,2.445219e-11,-1.991269e-11,3.476235e-12,1.439025e-11,0.000000e+00,0.000000e+00,0.000000e+00,-1.306085e-09,1.540635e-11,7.665851e-09,1
0.0900,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,-1.579786e-09,-1.268059e-10,7.449386e-09,6.017476e-11,-2.839399e-11,2.560959e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-2.668712e-12,1.550298e-11,3.929778e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.325935e-13,-5.526666e-14,2.019588e-12,7.349174e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,6.905032e-09,,3.892262e-09,6.788643e-14,-1.335422e-14,4.831189e-13,,,,,7.785919e+00,7.785919e+00,120,1,0,0,NMPC_BYPASSED,-1.548101e-09,-1.325279e-10,7.426516e-09,6.772151e-15,-8.169396e-16,3.038834e-14,4.352937e-12,-8.208673e-13,2.442057e-11,-3.604494e-11,6.543682e-12,-1.581283e-12,0.000000e+00,0.000000e+00,0.000000e+00,-1.579786e-09,-1.268059e-10,7.449386e-09,1
0.1000,DS_interstep,-1,,0.0000,0.0000,1,1,0,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,-1.684459e-09,-3.408819e-10,7.129479e-09,5.174978e-11,-3.009695e-11,2.917297e-10,-3.546131e-02,-6.154010e-01,-3.500000e-01,-3.546131e-02,-6.154010e-01,-3.500000e-01,0.000000e+00,-3.025488e-12,1.481851e-11,3.624312e-12,0.000000e+00,0.000000e+00,0.000000e+00,4.652621e-13,-6.206498e-14,2.294005e-12,8.484894e-13,0.000000e+00,1.765921e-01,-8.155960e-01,-3.435803e-01,1.765921e-01,-8.155960e-01,-3.435803e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,7.034005e-09,,3.898235e-09,4.579309e-14,-1.068651e-14,4.743139e-13,,,,,9.001487e+00,9.001487e+00,126,1,0,0,NMPC_BYPASSED,-1.639930e-09,-3.478710e-10,7.118519e-09,7.550181e-15,-9.645851e-16,3.524846e-14,3.394322e-12,-6.677112e-13,2.415594e-11,-4.793079e-11,7.657806e-12,-1.323106e-11,0.000000e+00,0.000000e+00,0.000000e+00,-1.684459e-09,-3.408819e-10,7.129479e-09,1
0.1100,SS,0,b,799.6034,0.0048,0,1,0,,,3.681654e-01,-8.673487e-01,3.550472e-01,1.006925e+00,8.747275e-01,-1.322302e+00,2.208869e+00,2.718959e+00,-6.048987e-01,1.033754e+00,-1.201817e-01,-1.612216e-02,3.191161e-02,-2.259083e-02,-3.541220e-02,-6.153648e-01,-3.500302e-01,-2.212636e-03,-5.878426e-01,-3.466724e-01,4.325461e-02,1.571007e-03,1.109925e-03,-6.026394e-04,5.463453e-03,4.575945e-03,5.754488e-04,-7.274591e-05,6.182782e-05,-4.907724e-05,4.618171e-05,3.948298e-03,1.766222e-01,-8.155402e-01,-3.435527e-01,1.766288e-01,-8.155784e-01,-3.435778e-01,5.132352e-01,4.830980e-03,1,1,9.688198e+01,2.034998e+01,10,2.221521e+00,7.131435e+00,1.118036e+00,-3.407826e-05,2.579548e-05,-1.012307e-05,-4.381114e-21,-4.676741e-21,4.935822e-21,8.088783e-21,6.780269e+01,1.205254e+01,882,10,0,0,Solve_Succeeded,-5.920791e-01,1.024437e+00,-1.196707e-01,-9.499832e-07,8.375895e-07,-7.559886e-07,-1.489834e-03,1.125764e-03,-5.003468e-04,-1.132883e-02,8.190132e-03,-9.853998e-06,0.000000e+00,0.000000e+00,0.000000e+00,-6.048987e-01,1.033754e+00,-1.201817e-01,1
0.2100,SS,0,b,797.4605,0.0121,0,1,0,,,3.694067e-01,-1.107917e+00,4.506443e-01,1.251807e+00,1.088007e+00,-1.228295e+00,2.746203e+00,3.199078e+00,-4.080425e-01,1.131526e+00,-5.100139e-01,-3.859938e-02,8.183060e-02,-4.110957e-02,-3.512951e-02,-6.151695e-01,-3.501249e-01,5.280118e-03,-5.825752e-01,-3.461437e-01,5.206897e-02,4.416899e-03,2.560884e-03,-1.298482e-03,7.906263e-03,6.201381e-03,1.311015e-04,-3.934758e-04,3.246898e-04,-1.331619e-04,2.757723e-04,2.087733e-02,1.766859e-01,-8.153837e-01,-3.434218e-01,1.769186e-01,-8.154396e-01,-3.435588e-01,2.399206e+00,1.213147e-02,1,1,9.021638e+01,1.485213e+01,10,2.919214e+00,8.234269e+00,1.429341e+00,-7.138888e-05,6.338860e-05,-1.987624e-05,,,,,6.341355e+01,9.067588e+00,878,10,0,0,Solve_Succeeded,-3.977113e-01,1.119719e+00,-5.062106e-01,-6.166615e-06,5.050963e-06,-2.131268e-06,-3.436804e-03,2.990890e-03,-9.348671e-04,-6.888235e-03,8.811668e-03,-2.866281e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.080425e-01,1.131526e+00,-5.100139e-01,1
0.3100,SS,0,b,792.1992,0.0256,0,1,0,,,3.781990e-01,-1.298419e+00,5.767115e-01,1.470211e+00,1.288401e+00,-1.070867e+00,3.785028e+00,4.139223e+00,-4.248900e-01,1.348800e+00,-6.342542e-01,-5.786708e-02,1.398260e-01,-7.110789e-02,-3.453587e-02,-6.148496e-01,-3.502916e-01,1.364453e-02,-5.776553e-01,-3.457373e-01,6.103694e-02,8.045104e-03,3.770007e-03,-2.031286e-03,1.150643e-02,7.997098e-03,-4.088263e-04,-8.920057e-04,8.178164e-04,-2.992093e-04,1.022069e-03,4.884107e-02,1.767316e-01,-8.151371e-01,-3.431544e-01,1.776881e-01,-8.150709e-01,-3.435083e-01,5.393071e+00,2.564315e-02,1,1,7.376855e+01,1.855297e+01,12,3.621153e+00,9.541084e+00,1.774543e+00,-1.013530e-04,1.068499e-04,-3.624087e-05,,,,,5.045178e+01,5.491085e+00,836,10,0,0,Solve_Succeeded,-4.127882e-01,1.333090e+00,-6.289879e-01,-1.456909e-05,1.322655e-05,-4.866694e-06,-4.925186e-03,5.129176e-03,-1.741567e-03,-7.162059e-03,1.056781e-02,-3.519903e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.248900e-01,1.348800e+00,-6.342542e-01,1
0.4100,SS,0,b,782.6682,0.0519,0,1,0,,,3.919006e-01,-1.403524e+00,6.778676e-01,1.607162e+00,1.436131e+00,-8.210376e-01,4.588399e+00,4.877497e+00,-4.585234e-01,1.469257e+00,-7.272771e-01,-7.939972e-02,2.057987e-01,-1.040286e-01,-3.354335e-02,-6.144060e-01,-3.505291e-01,2.229983e-02,-5.728513e-01,-3.453717e-01,6.979864e-02,1.250232e-02,5.126444e-03,-2.707988e-03,1.553730e-02,9.419588e-03,-9.539591e-04,-1.565287e-03,1.576975e-03,-5.629912e-04,2.519096e-03,8.432477e-02,1.767174e-01,-8.148073e-01,-3.427274e-01,1.791049e-01,-8.143921e-01,-3.434153e-01,9.128328e+00,5.189382e-02,1,1,7.024163e+01,1.579524e+01,12,4.165451e+00,1.044233e+01,2.208783e+00,-1.324111e-04,1.552851e-04,-5.433816e-05,,,,,4.829522e+01,5.267241e+00,804,10,0,0,Solve_Succeeded,-4.446706e-01,1.450305e+00,-7.204833e-01,-2.600967e-05,2.599357e-05,-9.290696e-06,-6.474904e-03,7.535952e-03,-2.632963e-03,-7.351875e-03,1.139036e-02,-4.151572e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.585234e-01,1.469257e+00,-7.272771e-01,1
0.5100,SS,0,b,768.0252,0.0926,0,1,0,,,3.644190e-01,-1.399911e+00,7.144882e-01,1.613395e+00,1.355099e+00,-3.980728e-01,4.813354e+00,5.016287e+00,-4.095009e-01,1.461453e+00,-7.954294e-01,-1.000799e-01,2.735426e-01,-1.385356e-01,-3.208822e-02,-6.138359e-01,-3.508266e-01,3.187341e-02,-5.688781e-01,-3.452196e-01,7.838193e-02,1.739854e-02,6.445897e-03,-3.241275e-03,1.964747e-02,1.049648e-02,-1.411633e-03,-2.403248e-03,2.615267e-03,-9.318805e-04,4.931396e-03,1.255091e-01,1.766010e-01,-8.144010e-01,-3.421330e-01,1.812821e-01,-8.133489e-01,-3.432725e-01,1.330318e+01,9.259427e-02,1,1,8.026884e+01,1.530391e+01,11,4.418772e+00,1.025596e+01,2.591275e+00,-1.585627e-04,2.039225e-04,-7.353386e-05,,,,,5.691228e+01,8.969792e+00,848,10,0,0,Solve_Succeeded,-3.956141e-01,1.440190e+00,-7.871816e-01,-4.037072e-05,4.362862e-05,-1.553744e-05,-7.806763e-03,9.971441e-03,-3.583157e-03,-6.039690e-03,1.124824e-02,-4.649075e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.095009e-01,1.461453e+00,-7.954294e-01,1
0.6100,SS,0,b,747.7483,0.1445,0,1,0,,,3.554500e-01,-1.337303e+00,7.423816e-01,1.570304e+00,1.249912e+00,-8.287594e-02,5.109910e+00,5.261210e+00,-4.026985e-01,1.405962e+00,-8.302566e-01,-1.198804e-01,3.401190e-01,-1.752161e-01,-3.013643e-02,-6.131485e-01,-3.511683e-01,4.158273e-02,-5.650570e-01,-3.451044e-01,8.656328e-02,2.255507e-02,7.760055e-03,-3.593560e-03,2.390709e-02,1.141712e-02,-1.740973e-03,-3.375841e-03,3.925631e-03,-1.414202e-03,8.367091e-03,1.700963e-01,1.763415e-01,-8.139242e-01,-3.413801e-01,1.842838e-01,-8.119107e-01,-3.430755e-01,1.767210e+01,1.445276e-01,1,1,8.675041e+01,1.792227e+01,13,4.566088e+00,9.949972e+00,2.869024e+00,-1.808751e-04,2.504321e-04,-9.377642e-05,,,,,5.958345e+01,8.339993e+00,860,10,0,0,Solve_Succeeded,-3.880597e-01,1.382885e+00,-8.208042e-01,-5.712152e-05,6.603290e-05,-2.375238e-05,-8.928352e-03,1.230860e-02,-4.591812e-03,-5.653375e-03,1.070268e-02,-4.836844e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.026985e-01,1.405962e+00,-8.302566e-01,1
0.7100,SS,0,b,721.6215,0.2031,0,1,0,,,3.534431e-01,-1.235562e+00,7.741037e-01,1.500257e+00,1.117746e+00,1.163052e-01,5.490894e+00,5.604712e+00,-4.011013e-01,1.311421e+00,-8.675056e-01,-1.398001e-01,4.035990e-01,-2.134740e-01,-2.766827e-02,-6.123428e-01,-3.515332e-01,5.193086e-02,-5.623734e-01,-3.452377e-01,9.419448e-02,2.784824e-02,9.134413e-03,-3.722057e-03,2.825635e-02,1.210895e-02,-1.971433e-03,-4.469750e-03,5.491083e-03,-2.014093e-03,1.287254e-02,2.166119e-01,1.759092e-01,-8.133756e-01,-3.404925e-01,1.881293e-01,-8.100681e-01,-3.428231e-01,2.203031e+01,2.030781e-01,1,1,8.295008e+01,1.986033e+01,15,4.626795e+00,9.554525e+00,3.042825e+00,-2.014466e-04,2.933236e-04,-1.146984e-04,,,,,5.659086e+01,6.984975e+00,828,10,0,0,Solve_Succeeded,-3.856456e-01,1.287013e+00,-8.567805e-01,-7.600694e-05,9.292513e-05,-3.401196e-05,-9.960631e-03,1.447096e-02,-5.633450e-03,-5.419053e-03,9.844345e-03,-5.057654e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.011013e-01,1.311421e+00,-8.675056e-01,1
0.8100,SS,0,b,689.7161,0.2634,0,1,0,,,3.708283e-01,-1.109822e+00,8.108092e-01,1.423597e+00,9.721733e-01,2.298250e-01,5.879656e+00,5.963916e+00,-4.223798e-01,1.188415e+00,-9.092007e-01,-1.605218e-01,4.625128e-01,-2.537942e-01,-2.467733e-02,-6.114132e-01,-3.518984e-01,6.228612e-02,-5.599206e-01,-3.454140e-01,1.012728e-01,3.314566e-02,1.060649e-02,-3.617851e-03,3.268431e-02,1.284066e-02,-2.060362e-03,-5.679911e-03,7.287289e-03,-2.736187e-03,1.843588e-02,2.641990e-01,1.752879e-01,-8.127491e-01,-3.395076e-01,1.927990e-01,-8.078307e-01,-3.425167e-01,2.619998e+01,2.633731e-01,1,1,7.412084e+01,2.791502e+01,20,4.620371e+00,9.172664e+00,3.112817e+00,-2.221879e-04,3.314542e-04,-1.364412e-04,-1.231533e-07,5.051849e-07,4.325905e-07,6.763971e-07,5.242917e+01,5.900725e+00,820,10,0,0,Solve_Succeeded,-4.055467e-01,1.163140e+00,-8.971669e-01,-9.692021e-05,1.238923e-04,-4.639531e-05,-1.099048e-02,1.639960e-02,-6.716228e-03,-5.745626e-03,8.751959e-03,-5.271176e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.223798e-01,1.188415e+00,-9.092007e-01,1
0.9100,SS,0,b,652.3622,0.3213,0,1,0,,,3.915855e-01,-9.797757e-01,8.660255e-01,1.365027e+00,8.055689e-01,2.602971e-01,6.278499e+00,6.335318e+00,-4.439012e-01,1.061112e+00,-9.678593e-01,-1.825144e-01,5.161831e-01,-2.967175e-01,-2.117008e-02,-6.103495e-01,-3.522403e-01,7.266993e-02,-5.583933e-01,-3.457631e-01,1.074586e-01,3.833771e-02,1.217536e-02,-3.281798e-03,3.712015e-02,1.360781e-02,-2.027668e-03,-7.012398e-03,9.285356e-03,-3.586019e-03,2.499147e-02,3.121049e-01,1.744769e-01,-8.120348e-01,-3.384734e-01,1.982383e-01,-8.052246e-01,-3.421597e-01,3.002414e+01,3.213315e-01,1,1,7.364478e+01,2.671363e+01,22,4.555289e+00,8.820450e+00,3.074955e+00,-2.444235e-04,3.644482e-04,-1.593561e-04,,,,,5.059588e+01,5.409847e+00,822,10,0,0,Solve_Succeeded,-4.254756e-01,1.035236e+00,-9.543348e-01,-1.199530e-04,1.584345e-04,-6.099561e-05,-1.209285e-02,1.807144e-02,-7.854954e-03,-6.212835e-03,7.645862e-03,-5.608537e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.439012e-01,1.061112e+00,-9.678593e-01,1
1.0100,SS,0,b,610.1148,0.3742,0,1,0,,,4.070259e-01,-8.568334e-01,9.454880e-01,1.339321e+00,6.176558e-01,2.149358e-01,6.672352e+00,6.704325e+00,-4.567857e-01,9.398899e-01,-1.049801e+00,-2.055557e-01,5.646781e-01,-3.432468e-01,-1.716316e-02,-6.091428e-01,-3.525368e-01,8.285527e-02,-5.572182e-01,-3.461642e-01,1.128737e-01,4.332689e-02,1.378841e-02,-2.740377e-03,4.146712e-02,1.445848e-02,-1.864983e-03,-8.476540e-03,1.145637e-02,-4.572253e-03,3.242487e-02,3.598986e-01,1.734932e-01,-8.112226e-01,-3.374438e-01,2.043634e-01,-8.022898e-01,-3.417577e-01,3.336432e+01,3.742236e-01,1,1,7.425863e+01,2.250732e+01,18,4.429997e+00,8.519970e+00,2.926692e+00,-2.683663e-04,3.924977e-04,-1.840969e-04,,,,,5.211847e+01,5.834593e+00,820,10,0,0,Solve_Succeeded,-4.366682e-01,9.135967e-01,-1.034533e+00,-1.452657e-04,1.960453e-04,-7.795740e-05,-1.328080e-02,1.949464e-02,-9.081643e-03,-6.691444e-03,6.602433e-03,-6.108330e-03,0.000000e+00,0.000000e+00,0.000000e+00,-4.567857e-01,9.398899e-01,-1.049801e+00,1
