tick,t_s,phase,step_index,Hdot_s_x,Hdot_s_y,Hdot_s_z,Hdot_s_source,tau_w_x,tau_w_y,tau_w_z,dq_joint_norm,T_kin,L_com_norm,hw_norm,settle_exit
867,47.24,DS,4,-0.00379,-0.01573,0.00984,realized,0.00458,0.00799,0.00174,0.000435,3.02e-07,0.000929,0.456705,0
868,47.34,DS,4,-0.00379,-0.01576,0.0099,realized,0.00457,0.00804,0.00162,0.000428,2.93e-07,0.000915,0.452996,0
869,47.44,DS,4,-0.00379,-0.01579,0.00996,realized,0.00457,0.0081,0.00151,0.000422,2.84e-07,0.000902,0.449316,0
870,47.54,DS,4,-0.00379,-0.01582,0.01002,realized,0.00456,0.00815,0.0014,0.000416,2.76e-07,0.000888,0.445666,0
871,47.64,DS,4,-0.00379,-0.01586,0.01008,realized,0.00456,0.00821,0.00129,0.00041,2.68e-07,0.000875,0.442045,0
872,47.74,DS,4,-0.00379,-0.01589,0.01014,realized,0.00456,0.00827,0.00118,0.000404,2.6e-07,0.000862,0.438454,0
873,47.84,DS,4,-0.0038,-0.01593,0.01019,realized,0.00455,0.00833,0.00108,0.000398,2.53e-07,0.000849,0.434892,0
874,47.94,DS,4,-0.0038,-0.01596,0.01025,realized,0.00455,0.00838,0.00097,0.000393,2.45e-07,0.000837,0.431358,0
875,48.04,DS,4,-0.0038,-0.016,0.01031,realized,0.00455,0.00844,0.00086,0.000387,2.38e-07,0.000824,0.427853,0
876,48.14,DS,4,-0.00381,-0.01604,0.01037,realized,0.00455,0.0085,0.00075,0.000382,2.31e-07,0.000812,0.424376,0
877,48.24,DS,4,-0.00381,-0.01608,0.01042,realized,0.00455,0.00856,0.00065,0.000376,2.25e-07,0.0008,0.420927,0
878,48.34,DS,4,-0.00381,-0.01612,0.01048,realized,0.00455,0.00862,0.00054,0.000371,2.18e-07,0.000788,0.417506,0
879,48.44,DS,4,-0.00382,-0.01616,0.01054,realized,0.00455,0.00868,0.00044,0.000365,2.12e-07,0.000776,0.414113,0
880,48.54,DS,4,-0.00382,-0.0162,0.01059,realized,0.00455,0.00874,0.00034,0.00036,2.06e-07,0.000765,0.410746,0
881,48.64,DS,4,-0.00383,-0.01624,0.01065,realized,0.00455,0.0088,0.00023,0.000355,2e-07,0.000753,0.407407,0
882,48.74,DS,4,-0.00384,-0.01628,0.01071,realized,0.00455,0.00886,0.00013,0.00035,1.94e-07,0.000742,0.404095,0
883,48.84,DS,4,-0.00384,-0.01633,0.01076,realized,0.00455,0.00892,3e-05,0.000345,1.89e-07,0.000731,0.400809,0
884,48.94,DS,4,-0.00385,-0.01637,0.01082,realized,0.00456,0.00899,-7e-05,0.00034,1.84e-07,0.000721,0.39755,0
885,49.04,DS,4,-0.00385,-0.01642,0.01088,realized,0.00456,0.00905,-0.00017,0.000336,1.78e-07,0.00071,0.394317,0
886,49.14,DS,4,-0.00386,-0.01647,0.01093,realized,0.00456,0.00911,-0.00028,0.000331,1.73e-07,0.0007,0.39111,0
887,49.24,DS,4,-0.00387,-0.01651,0.01099,realized,0.00457,0.00918,-0.00038,0.000326,1.69e-07,0.000689,0.387928,0
888,49.34,DS,4,-0.00388,-0.01656,0.01105,realized,0.00457,0.00924,-0.00048,0.000322,1.64e-07,0.000679,0.384772,0
889,49.44,DS,4,-0.00388,-0.01661,0.01111,realized,0.00457,0.0093,-0.00058,0.000318,1.6e-07,0.00067,0.381641,0
890,49.54,DS,4,-0.00389,-0.01667,0.01116,realized,0.00458,0.00937,-0.00068,0.000313,1.55e-07,0.00066,0.378535,0
891,49.64,DS,4,-0.0039,-0.01672,0.01122,realized,0.00459,0.00944,-0.00078,0.000309,1.51e-07,0.000651,0.375454,0
892,49.74,DS,4,-0.00391,-0.01677,0.01128,realized,0.00459,0.0095,-0.00088,0.000305,1.47e-07,0.000642,0.372397,0
893,49.84,DS,4,-0.00392,-0.01683,0.01134,realized,0.0046,0.00957,-0.00098,0.000301,1.44e-07,0.000633,0.369364,0
894,49.94,DS,4,-0.00393,-0.01689,0.0114,realized,0.0046,0.00964,-0.00108,0.000297,1.4e-07,0.000625,0.366356,0
895,50.04,DS,4,-0.00394,-0.01695,0.01146,realized,0.00461,0.00971,-0.00118,0.000294,1.37e-07,0.000617,0.363371,0
896,50.14,DS,4,-0.00395,-0.01701,0.01152,realized,0.00462,0.00978,-0.00128,0.00029,1.33e-07,0.000609,0.36041,0
897,50.24,DS,4,-0.00396,-0.01707,0.01159,realized,0.00463,0.00986,-0.00137,0.000287,1.3e-07,0.000602,0.357472,0
898,50.34,DS,4,-0.00398,-0.01714,0.01165,realized,0.00464,0.00993,-0.00147,0.000283,1.27e-07,0.000594,0.354557,0
899,50.44,DS,4,-0.00399,-0.0172,0.01171,realized,0.00465,0.01001,-0.00157,0.00028,1.25e-07,0.000588,0.351665,0
900,50.54,DS,4,-0.004,-0.01727,0.01177,realized,0.00466,0.01009,-0.00167,0.000277,1.22e-07,0.000581,0.348796,0
901,50.64,DS,4,-0.00402,-0.01734,0.01184,realized,0.00467,0.01016,-0.00177,0.000275,1.2e-07,0.000575,0.345949,0
902,50.74,DS,4,-0.00403,-0.01742,0.0119,realized,0.00468,0.01025,-0.00187,0.000272,1.18e-07,0.000569,0.343124,0
903,50.84,DS,4,-0.00405,-0.01749,0.01197,realized,0.0047,0.01033,-0.00197,0.000269,1.16e-07,0.000564,0.340321,0
904,50.94,DS,4,-0.00406,-0.01757,0.01203,realized,0.00471,0.01041,-0.00207,0.000267,1.14e-07,0.000559,0.337541,0
