tick,phase,alpha,kp_shape,er_x,er_y,er_z,er_norm,er_sum,er_par_norm,er_perp_norm,perp_frac,ev_x,ev_y,ev_z,ev_norm,aff_norm,fb_app_x,fb_app_y,fb_app_z,fb_app_norm,fb_diag_x,fb_diag_y,fb_diag_z,fb_diag_norm,fb_delta_norm,eta_fb,ades_norm,achieved_norm,resid_norm,delivered_frac
696,SS,400.0,3x3,1.244583467e-04,-1.842246583e-04,2.664370835e-05,2.239162611e-04,-3.312260320e-05,1.912334388e-05,2.230981616e-04,0.996346,1.650821834e-03,-2.121622301e-04,7.334933613e-04,1.818856248e-03,6.644744784e-02,6.417091086e-03,6.417091086e-03,6.417091086e-03,1.111472780e-02,5.325840542e-03,-1.189160665e-03,2.280411209e-03,5.914300960e-03,8.726855897e-03,0.143301,7.341894825e-02,3.762953348e-02,3.857258416e-02,0.493334
697,SS,400.0,3x3,1.319472742e-04,-2.141874545e-04,3.164858954e-05,2.535507484e-04,-5.059159075e-05,2.920906854e-05,2.518626855e-04,0.993342,1.922146124e-03,-2.452825937e-04,8.559850119e-04,2.118376646e-03,6.644744784e-02,7.446770855e-03,7.446770855e-03,7.446770855e-03,1.289818547e-02,6.162280195e-03,-1.378410144e-03,2.662900804e-03,6.853083425e-03,1.012023461e-02,0.162557,7.463112913e-02,3.776603030e-02,3.984904783e-02,0.485487
698,SS,400.0,3x3,1.356178635e-04,-2.439281272e-04,3.681671341e-05,2.815112902e-04,-7.149355026e-05,4.127682049e-05,2.784687246e-04,0.989192,2.192297301e-03,-2.779768493e-04,9.785152517e-04,2.416801746e-03,6.644744784e-02,8.464026458e-03,8.464026458e-03,8.464026458e-03,1.466012386e-02,6.983745493e-03,-1.565714929e-03,3.045995895e-03,7.778319570e-03,1.149530336e-02,0.180749,7.585084221e-02,3.790174398e-02,4.113996679e-02,0.477756
699,SS,400.0,3x3,1.354579971e-04,-2.734445254e-04,4.214837081e-05,3.080539930e-04,-9.583815753e-05,5.533218605e-05,3.030439107e-04,0.983736,2.461245191e-03,-3.103156060e-04,1.101059448e-03,2.714103088e-03,6.644744784e-02,9.468452626e-03,9.468452626e-03,9.468452626e-03,1.639984102e-02,7.790109564e-03,-1.751280394e-03,3.429623457e-03,8.689942870e-03,1.285171982e-02,0.197953,7.707575591e-02,3.803664956e-02,4.244100242e-02,0.470167
700,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.755012190e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.755012190e-02,3.815101126e-02,3.152247091e-02,0.550606
701,SS,400.0,3x3,3.028080196e-05,-3.504621992e-05,4.286303163e-06,4.651383550e-05,-4.791147922e-07,2.766170543e-07,4.651301297e-05,0.999982,2.737890678e-04,-3.748504648e-05,1.311930583e-04,3.059039080e-04,6.755012190e-02,1.101053894e-03,1.101053894e-03,1.101053894e-03,1.907081287e-03,9.122096094e-04,-2.175937992e-04,4.064380843e-04,1.022088719e-03,1.502326538e-03,0.027457,6.866696318e-02,3.828802266e-02,3.260936512e-02,0.542692
702,SS,400.0,3x3,5.668197609e-05,-6.984837318e-05,8.732133416e-06,9.037638963e-05,-4.434263666e-06,2.560123321e-06,9.034012161e-05,0.999599,5.476071277e-04,-7.363172093e-05,2.619950616e-04,6.115035641e-04,6.755012190e-02,2.194608614e-03,2.194608614e-03,2.194608614e-03,3.801173622e-03,1.812867311e-03,-4.304402823e-04,8.121815852e-04,2.032585952e-03,2.991272743e-03,0.053274,6.981008744e-02,3.842463404e-02,3.375111759e-02,0.534607
703,SS,400.0,3x3,7.919587547e-05,-1.043965992e-04,1.333643902e-05,1.317136941e-04,-1.186428467e-05,6.849847946e-06,1.315354583e-04,0.998647,8.200336462e-04,-1.089321543e-04,3.929379587e-04,9.158174679e-04,6.755012190e-02,3.276525498e-03,3.276525498e-03,3.276525498e-03,5.675108634e-03,2.697688565e-03,-6.399862605e-04,1.218823193e-03,3.028635994e-03,4.461866798e-03,0.077502,7.097267923e-02,3.856042545e-02,3.493566679e-02,0.526444
704,SS,400.0,3x3,9.780851487e-05,-1.386845048e-04,1.810047817e-05,1.706678785e-04,-2.277551178e-05,1.314944786e-05,1.701605618e-04,0.997027,1.091145640e-03,-1.434608918e-04,5.239806507e-04,1.218907527e-03,6.755012190e-02,4.346669663e-03,4.346669663e-03,4.346669663e-03,7.528652699e-03,3.566862466e-03,-8.464361899e-04,1.626243387e-03,4.010440079e-03,5.914149709e-03,0.100277,7.215207655e-02,3.869535799e-02,3.615583670e-02,0.518257
705,SS,400.0,3x3,1.125066199e-04,-1.727066004e-04,2.302520145e-05,2.074017099e-04,-3.717477908e-05,2.146286871e-05,2.062881832e-04,0.994631,1.360996851e-03,-1.773255965e-04,6.551021849e-04,1.520827297e-03,6.755012190e-02,5.404795981e-03,5.404795981e-03,5.404795981e-03,9.361381243e-03,4.420510412e-03,-1.050096591e-03,2.034382159e-03,4.978185003e-03,7.348070870e-03,0.121716,7.334564327e-02,3.882939225e-02,3.740509281e-02,0.510092
706,SS,400.0,3x3,1.232774685e-04,-2.064584881e-04,2.811131366e-05,2.421005732e-04,-5.506970596e-05,3.179450956e-05,2.400037431e-04,0.991339,1.629632180e-03,-2.106351694e-04,7.862742861e-04,1.821618914e-03,6.755012190e-02,6.450604772e-03,6.450604772e-03,6.450604772e-03,1.117277521e-02,5.258728946e-03,-1.251280973e-03,2.443156799e-03,5.932027422e-03,8.763518202e-03,0.141925,7.455081485e-02,3.896249349e-02,3.867753850e-02,0.501990
707,SS,400.0,3x3,1.301087558e-04,-2.399368503e-04,3.335922939e-05,2.749742145e-04,-7.646886507e-05,4.414931983e-05,2.714068094e-04,0.987026,1.897079607e-03,-2.434945752e-04,9.174667702e-04,2.121307597e-03,6.755012190e-02,7.483748812e-03,7.483748812e-03,7.483748812e-03,1.296223317e-02,6.081565089e-03,-1.450294276e-03,2.852477999e-03,6.872075244e-03,1.016031075e-02,0.160997,7.576509539e-02,3.909463061e-02,3.996785128e-02,0.493987
708,SS,400.0,3x3,1.329884133e-04,-2.731393891e-04,3.876906598e-05,3.062581989e-04,-1.013819098e-04,5.853287292e-05,3.006126863e-04,0.981566,2.163348839e-03,-2.760005674e-04,1.048649726e-03,2.419900982e-03,6.755012190e-02,8.503848263e-03,8.503848263e-03,8.503848263e-03,1.472909725e-02,6.889011757e-03,-1.647419870e-03,3.262256375e-03,7.798383927e-03,1.153820728e-02,0.179014,7.698606571e-02,3.922577539e-02,4.127123131e-02,0.486110
709,SS,400.0,3x3,1.319044324e-04,-3.060647311e-04,4.434065435e-05,3.362149499e-04,-1.298196444e-04,7.495140664e-05,3.277541444e-04,0.974835,2.428433407e-03,-3.082391413e-04,1.179794998e-03,2.717391473e-03,6.755012190e-02,9.510508857e-03,9.510508857e-03,9.510508857e-03,1.647268455e-02,7.681013517e-03,-1.842911617e-03,3.672406957e-03,8.710962331e-03,1.289692380e-02,0.196050,7.821139752e-02,3.935590206e-02,4.258335976e-02,0.478384
710,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.865681614e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.865681614e-02,3.947398678e-02,3.156232977e-02,0.559614
711,SS,400.0,3x3,3.033791001e-05,-3.905622215e-05,4.534612019e-06,4.966225910e-05,-4.183700126e-06,2.415460394e-06,4.960348304e-05,0.998816,2.700804153e-04,-3.756777301e-05,1.395737103e-04,3.063259521e-04,6.865681614e-02,1.103707957e-03,1.103707957e-03,1.103707957e-03,1.911678259e-03,9.012549759e-04,-2.298719855e-04,4.323249669e-04,1.025673700e-03,1.506710919e-03,0.027090,6.977575004e-02,3.960566607e-02,3.266470641e-02,0.551516
712,SS,400.0,3x3,5.666493991e-05,-7.781821876e-05,9.224277897e-06,9.670407380e-05,-1.192900095e-05,6.887211909e-06,9.645851026e-05,0.997461,5.400641802e-04,-7.390328108e-05,2.788005216e-04,6.122587235e-04,6.865681614e-02,2.199097259e-03,2.199097259e-03,2.199097259e-03,3.808948184e-03,1.790187360e-03,-4.551644995e-04,8.640743986e-04,2.039257236e-03,2.999099670e-03,0.052562,7.091975273e-02,3.973670806e-02,3.382028442e-02,0.543263
713,SS,400.0,3x3,7.897319946e-05,-1.162768898e-04,1.406796617e-05,1.412621287e-04,-2.323572419e-05,1.341515162e-05,1.406236919e-04,0.995480,8.087225529e-04,-1.094353559e-04,4.181230738e-04,9.169706481e-04,6.865681614e-02,3.282523640e-03,3.282523640e-03,3.282523640e-03,5.685497721e-03,2.663087257e-03,-6.771367371e-04,1.296573120e-03,3.038363006e-03,4.472875049e-03,0.076477,7.208253113e-02,3.986674554e-02,3.501747365e-02,0.534944
714,SS,400.0,3x3,9.724937743e-05,-1.544262341e-04,1.906655565e-05,1.834896094e-04,-3.811030104e-05,2.200299256e-05,1.821655979e-04,0.992784,1.076132064e-03,-1.442423629e-04,5.575060760e-04,1.220524110e-03,6.865681614e-02,4.353856428e-03,4.353856428e-03,4.353856428e-03,7.541100541e-03,3.520144324e-03,-8.960057910e-04,1.729717895e-03,4.023203504e-03,5.928088412e-03,0.098967,7.326145356e-02,3.999573795e-02,3.624912326e-02,0.526611
715,SS,400.0,3x3,1.114808729e-04,-1.922611736e-04,2.422064347e-05,2.235597984e-04,-5.655965719e-05,3.265473331e-05,2.211620488e-04,0.989275,1.342346655e-03,-1.784322996e-04,6.969283695e-04,1.522971365e-03,6.865681614e-02,5.412849202e-03,5.412849202e-03,5.412849202e-03,9.375329832e-03,4.361482583e-03,-1.112080419e-03,2.163447039e-03,4.993971993e-03,7.364692306e-03,0.120147,7.445390650e-02,4.012364634e-02,3.750872914e-02,0.518310
716,SS,400.0,3x3,1.216556320e-04,-2.297777235e-04,2.953057765e-05,2.616676328e-04,-7.859151381e-05,4.537483165e-05,2.577034627e-04,0.984850,1.607409949e-03,-2.121144666e-04,8.363614745e-04,1.824351887e-03,6.865681614e-02,6.459196331e-03,6.459196331e-03,6.459196331e-03,1.118765622e-02,5.187196745e-03,-1.325676570e-03,2.597676157e-03,5.950827661e-03,8.782571781e-03,0.140118,7.565734063e-02,4.025043714e-02,3.879042602e-02,0.510080
717,SS,400.0,3x3,1.277620052e-04,-2.669729806e-04,3.499641236e-05,2.980309568e-04,-1.042145631e-04,6.016830604e-05,2.918942037e-04,0.979409,1.871348446e-03,-2.453940344e-04,9.757748991e-04,2.124688187e-03,6.865681614e-02,7.492544242e-03,7.492544242e-03,7.492544242e-03,1.297746731e-02,5.997331353e-03,-1.537101045e-03,3.032313934e-03,6.893880676e-03,1.018154261e-02,0.158971,7.686927251e-02,4.037608077e-02,4.008892552e-02,0.501955
718,SS,400.0,3x3,1.297885673e-04,-3.038450601e-04,4.061790055e-05,3.328914337e-04,-1.334385923e-04,7.704080716e-05,3.238540113e-04,0.972852,2.134170836e-03,-2.783677580e-04,1.115138455e-03,2.423985879e-03,6.865681614e-02,8.512508822e-03,8.512508822e-03,8.512508822e-03,1.474409778e-02,6.791878210e-03,-1.746638454e-03,3.467269067e-03,7.823190544e-03,1.156136310e-02,0.176786,7.808729565e-02,4.050055074e-02,4.139946564e-02,0.493963
719,SS,400.0,3x3,1.277239481e-04,-3.403929985e-04,4.639450561e-05,3.665150072e-04,-1.662745448e-04,9.599865319e-05,3.537195345e-04,0.965089,2.395870415e-03,-3.111214200e-04,1.254423798e-03,2.722236332e-03,6.865681614e-02,9.518694744e-03,9.518694744e-03,9.518694744e-03,1.648686292e-02,7.570783090e-03,-1.954543256e-03,3.902454910e-03,8.738772812e-03,1.292175297e-02,0.193636,7.930909653e-02,4.062382318e-02,4.271776942e-02,0.486128
720,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.946831261e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.946831261e-02,4.064509199e-02,3.147103004e-02,0.568547
721,SS,400.0,3x3,3.019431648e-05,-4.314849390e-05,4.793376124e-06,5.288161995e-05,-8.160801294e-06,4.711640824e-06,5.267130309e-05,0.996023,2.642500646e-04,-3.674491160e-05,1.475343584e-04,3.048682865e-04,6.946831261e-02,1.100636130e-03,1.100636130e-03,1.100636130e-03,1.906357699e-03,8.833331434e-04,-2.396802165e-04,4.569832036e-04,1.023014026e-03,1.502650188e-03,0.026709,7.058651749e-02,4.077044462e-02,3.258504693e-02,0.560256
722,SS,400.0,3x3,5.625622494e-05,-8.595998645e-05,9.732288602e-06,1.031920518e-04,-1.997147292e-05,1.153053526e-05,1.025458254e-04,0.993738,5.285293659e-04,-7.243703440e-05,2.947552124e-04,6.094842491e-04,6.946831261e-02,2.192628213e-03,2.192628213e-03,2.192628213e-03,3.797743467e-03,1.754356773e-03,-4.751910626e-04,9.134625031e-04,2.034204507e-03,2.990920670e-03,0.051835,7.172879113e-02,4.089485879e-02,3.375078752e-02,0.551824
723,SS,400.0,3x3,7.818009525e-05,-1.284267784e-04,1.481566228e-05,1.510796762e-04,-3.543102091e-05,2.045610946e-05,1.496883968e-04,0.990791,7.917913565e-04,-1.074297557e-04,4.420262836e-04,9.131604131e-04,6.946831261e-02,3.272870591e-03,3.272870591e-03,3.272870591e-03,5.668778150e-03,2.609914355e-03,-7.075696024e-04,1.370525838e-03,3.031608279e-03,4.461202827e-03,0.075446,7.288945715e-02,4.101804559e-02,3.495726083e-02,0.543335
724,SS,400.0,3x3,9.595550171e-05,-1.705437323e-04,2.004399274e-05,1.967088828e-04,-5.454423785e-05,3.149113041e-05,1.941718138e-04,0.987102,1.054068300e-03,-1.417848794e-04,5.893192614e-04,1.215919457e-03,6.946831261e-02,4.341175334e-03,4.341175334e-03,4.341175334e-03,7.519136243e-03,3.450071406e-03,-9.369858350e-04,1.828089763e-03,4.015326555e-03,5.913429684e-03,0.097667,7.406589923e-02,4.113997643e-02,3.619734722e-02,0.534840
725,SS,400.0,3x3,1.095722415e-04,-2.123064572e-04,2.541753510e-05,2.402626874e-04,-7.731668057e-05,4.463880634e-05,2.360795119e-04,0.982589,1.315363637e-03,-1.755912214e-04,7.366145394e-04,1.517766370e-03,6.946831261e-02,5.397210824e-03,5.397210824e-03,5.397210824e-03,9.348243366e-03,4.274807636e-03,-1.163693036e-03,2.286096223e-03,4.985418513e-03,7.347399705e-03,0.118608,7.525547482e-02,4.126062966e-02,3.746452713e-02,0.526384
726,SS,400.0,3x3,1.190201490e-04,-2.537114771e-04,3.093630972e-05,2.819439035e-04,-1.037550183e-04,5.990298777e-05,2.755067999e-04,0.977169,1.575670958e-03,-2.089414353e-04,8.838851011e-04,1.818694136e-03,6.946831261e-02,6.440578815e-03,6.440578815e-03,6.440578815e-03,1.115540974e-02,5.084073320e-03,-1.387958737e-03,2.744464232e-03,5.941911721e-03,8.762840314e-03,0.138364,7.645558307e-02,4.137997897e-02,3.875290772e-02,0.518007
727,SS,400.0,3x3,1.242889906e-04,-2.947562508e-04,3.660005356e-05,3.219760309e-04,-1.338672067e-04,7.728826780e-05,3.125621349e-04,0.970762,1.834972929e-03,-2.419279984e-04,1.031101245e-03,2.118684635e-03,6.946831261e-02,7.470836907e-03,7.470836907e-03,7.470836907e-03,1.293986910e-02,5.877785759e-03,-1.610052748e-03,3.203103896e-03,6.884802818e-03,1.015942488e-02,0.157022,7.766368058e-02,4.149800218e-02,4.005716383e-02,0.509741
728,SS,400.0,3x3,1.253683650e-04,-3.354391496e-04,4.240820681e-05,3.606038075e-04,-1.676625777e-04,9.680003439e-05,3.473684778e-04,0.963297,2.093243413e-03,-2.746390036e-04,1.178233065e-03,2.417711257e-03,6.946831261e-02,8.487524688e-03,8.487524688e-03,8.487524688e-03,1.470082399e-02,6.655835333e-03,-1.830234460e-03,3.661923814e-03,7.814063487e-03,1.153679607e-02,0.174658,7.887730492e-02,4.161467860e-02,4.137250191e-02,0.501615
729,SS,400.0,3x3,1.222476279e-04,-3.757593974e-04,4.835991976e-05,3.980933171e-04,-2.051518497e-04,1.184444757e-04,3.800647251e-04,0.954713,2.350450548e-03,-3.071552952e-04,1.325252068e-03,2.715742108e-03,6.946831261e-02,9.490186412e-03,9.490186412e-03,9.490186412e-03,1.643748504e-02,7.418094527e-03,-2.048744078e-03,4.120835963e-03,8.729648775e-03,1.289458824e-02,0.191343,8.009409713e-02,4.172998885e-02,4.269462522e-02,0.493653
730,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.999120328e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.999120328e-02,4.165661564e-02,3.126063353e-02,0.577371
731,SS,400.0,3x3,2.986619914e-05,-4.730723419e-05,5.063485358e-06,5.617475538e-05,-1.237754969e-05,7.146181643e-06,5.571835631e-05,0.991875,2.573758477e-04,-3.510313224e-05,1.550516835e-04,3.025154234e-04,6.999120328e-02,1.094840548e-03,1.094840548e-03,1.094840548e-03,1.896319455e-03,8.617261405e-04,-2.472310993e-04,4.803455065e-04,1.017067826e-03,1.494356982e-03,0.026379,7.110879296e-02,4.177455521e-02,3.238597039e-02,0.568849
732,SS,400.0,3x3,5.549641050e-05,-9.424243951e-05,1.025840816e-05,1.098486410e-04,-2.848762086e-05,1.644733557e-05,1.086103544e-04,0.988727,5.148331821e-04,-6.931166264e-05,3.098125680e-04,6.048480299e-04,6.999120328e-02,2.180539400e-03,2.180539400e-03,2.180539400e-03,3.776805028e-03,1.710988778e-03,-4.906623065e-04,9.602129283e-04,2.022434415e-03,2.974053301e-03,0.051198,7.224913750e-02,4.189125823e-02,3.356115202e-02,0.560204
733,SS,400.0,3x3,7.688661965e-05,-1.407991572e-04,1.558359445e-05,1.611794136e-04,-4.832894307e-05,2.790272829e-05,1.587458381e-04,0.984901,7.715258552e-04,-1.029141348e-04,4.645796830e-04,9.064644209e-04,6.999120328e-02,3.254587381e-03,3.254587381e-03,3.254587381e-03,5.637110702e-03,2.545237425e-03,-7.311398759e-04,1.440489832e-03,3.014599480e-03,4.436231401e-03,0.074537,7.340722039e-02,4.200652231e-02,3.477584107e-02,0.551515
734,SS,400.0,3x3,9.402877389e-05,-1.869730165e-04,2.103915582e-05,2.103401182e-04,-7.190508684e-05,4.151442124e-05,2.062026143e-04,0.980329,1.027448955e-03,-1.359603572e-04,6.193298706e-04,1.207354986e-03,6.999120328e-02,4.316740146e-03,4.316740146e-03,4.316740146e-03,7.476813256e-03,3.364433188e-03,-9.688001212e-04,1.921107079e-03,3.993574434e-03,5.880721235e-03,0.096515,7.458043228e-02,4.212033675e-02,3.602294010e-02,0.542831
735,SS,400.0,3x3,1.069146550e-04,-2.327602616e-04,2.662499371e-05,2.575208208e-04,-9.922061293e-05,5.728504758e-05,2.510685095e-04,0.974945,1.282567424e-03,-1.685241857e-04,7.740447053e-04,1.507489570e-03,6.999120328e-02,5.366601991e-03,5.366601991e-03,5.366601991e-03,9.295227313e-03,4.168446236e-03,-1.203853342e-03,2.402009097e-03,4.959319973e-03,7.307206821e-03,0.117236,7.576611799e-02,4.223268690e-02,3.729595213e-02,0.534197
736,SS,400.0,3x3,1.155356975e-04,-2.781579124e-04,3.234078509e-05,3.029294440e-04,-1.302814298e-04,7.521801859e-05,2.934424947e-04,0.968683,1.536837674e-03,-2.006854547e-04,9.286981755e-04,1.806827327e-03,6.999120328e-02,6.403706896e-03,6.403706896e-03,6.403706896e-03,1.109154570e-02,4.957120115e-03,-1.436530101e-03,2.883116882e-03,5.911769745e-03,8.715301689e-03,0.136793,7.696164958e-02,4.234355785e-02,3.858898992e-02,0.525651
737,SS,400.0,3x3,1.198829224e-04,-3.231638072e-04,3.818593198e-05,3.467923395e-04,-1.650949528e-04,9.531761544e-05,3.334358693e-04,0.961486,1.790210834e-03,-2.325261927e-04,1.083261423e-03,2.105321489e-03,6.999120328e-02,7.427553333e-03,7.427553333e-03,7.427553333e-03,1.286489975e-02,5.730281269e-03,-1.667070000e-03,3.364342064e-03,6.850842527e-03,1.010458272e-02,0.155268,7.816445744e-02,4.245293451e-02,3.989673975e-02,0.517227
738,SS,400.0,3x3,1.199469032e-04,-3.677766052e-04,4.415954590e-05,3.893545382e-04,-2.036701561e-04,1.175890194e-04,3.711735159e-04,0.953305,2.042636421e-03,-2.641268528e-04,1.237705113e-03,2.402923321e-03,6.999120328e-02,8.437633573e-03,8.437633573e-03,8.437633573e-03,1.461441004e-02,6.487749971e-03,-1.895710374e-03,3.845593976e-03,7.776452311e-03,1.147461855e-02,0.172736,7.937205950e-02,4.256080178e-02,4.121442735e-02,0.508952
739,SS,400.0,3x3,1.157177649e-04,-4.119957545e-04,5.026045201e-05,4.308795839e-04,-2.460175375e-04,1.420382915e-04,4.067952060e-04,0.944104,2.294065664e-03,-2.955632756e-04,1.392001081e-03,2.699585511e-03,6.999120328e-02,9.433457795e-03,9.433457795e-03,9.433457795e-03,1.633922819e-02,7.229350287e-03,-2.122677090e-03,4.326784598e-03,8.688517052e-03,1.282499335e-02,0.189264,8.058208745e-02,4.266714475e-02,4.253778576e-02,0.500849
740,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.023256542e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,7.023256542e-02,4.250157382e-02,3.094288584e-02,0.586052
741,SS,400.0,3x3,2.936387858e-05,-5.151382046e-05,5.344899651e-06,5.953552734e-05,-1.680504222e-05,9.702395651e-06,5.873961640e-05,0.986631,2.493568195e-04,-3.259231312e-05,1.620701479e-04,2.991785673e-04,7.023256542e-02,1.086088836e-03,1.086088836e-03,1.086088836e-03,1.881161046e-03,8.361620942e-04,-2.523184007e-04,5.022451427e-04,1.007512683e-03,1.481442124e-03,0.026086,7.134928515e-02,4.261110111e-02,3.207904550e-02,0.577262
742,SS,400.0,3x3,5.440458468e-05,-1.026281397e-04,1.080268522e-05,1.166580126e-04,-3.742086977e-05,2.160494923e-05,1.146399497e-04,0.982701,4.988291337e-04,-6.445000702e-05,3.238601191e-04,5.982221032e-04,7.023256542e-02,2.162455128e-03,2.162455128e-03,2.162455128e-03,3.745482151e-03,1.659701155e-03,-5.012344401e-04,1.003988413e-03,2.003456169e-03,2.947888872e-03,0.050630,7.248720687e-02,4.271909583e-02,3.326280950e-02,0.568372
743,SS,400.0,3x3,7.511962528e-05,-1.533377715e-04,1.637201557e-05,1.715327175e-04,-6.184613063e-05,3.570688017e-05,1.677751229e-04,0.978094,7.477878933e-04,-9.579999595e-05,4.856126491e-04,8.967630777e-04,7.023256542e-02,3.227263248e-03,3.227263248e-03,3.227263248e-03,5.589783914e-03,2.468722556e-03,-7.474133023e-04,1.505953994e-03,2.986823586e-03,4.397310906e-03,0.073722,7.364205379e-02,4.282545031e-02,3.448459854e-02,0.559452
744,SS,400.0,3x3,9.150332551e-05,-2.036391405e-04,2.205261227e-05,2.243391982e-04,-9.008320271e-05,5.200956134e-05,2.182271325e-04,0.972755,9.961939964e-04,-1.266785090e-04,6.473093620e-04,1.194763296e-03,7.023256542e-02,4.280224940e-03,4.280224940e-03,4.280224940e-03,7.413567064e-03,3.263091966e-03,-9.909529483e-04,2.008085923e-03,3.957545451e-03,5.829450363e-03,0.095479,7.481123789e-02,4.293016992e-02,3.573737254e-02,0.550551
745,SS,400.0,3x3,1.035494945e-04,-2.535291386e-04,2.784401833e-05,2.752722494e-04,-1.221356257e-04,7.051503639e-05,2.660872806e-04,0.966633,1.243978502e-03,-1.571430760e-04,8.089335539e-04,1.492162845e-03,7.023256542e-02,5.320900063e-03,5.320900063e-03,5.320900063e-03,9.216069251e-03,4.042583990e-03,-1.232016644e-03,2.510332717e-03,4.915498009e-03,7.243900755e-03,0.116000,7.599211553e-02,4.303325276e-02,3.701469447e-02,0.541713
746,SS,400.0,3x3,1.112512550e-04,-3.030052773e-04,3.374556960e-05,3.245424522e-04,-1.580084527e-04,9.122622267e-05,3.114571874e-04,0.959681,1.491065248e-03,-1.872587522e-04,9.704610308e-04,1.788892402e-03,7.023256542e-02,6.348777221e-03,6.348777221e-03,6.348777221e-03,1.099640471e-02,4.806949508e-03,-1.470792088e-03,3.012619801e-03,5.860535045e-03,8.640187684e-03,0.135375,7.718206136e-02,4.313469355e-02,3.831073309e-02,0.532977
747,SS,400.0,3x3,1.146010096e-04,-3.520657494e-04,3.975634340e-05,3.723764898e-04,-1.977083964e-04,1.141469959e-04,3.544498744e-04,0.951859,1.737377414e-03,-2.170951958e-04,1.131864507e-03,2.084880780e-03,7.023256542e-02,7.363314986e-03,7.363314986e-03,7.363314986e-03,1.275363567e-02,5.555935271e-03,-1.707482836e-03,3.514862551e-03,6.792508603e-03,1.001781317e-02,0.153684,7.837850774e-02,4.323448472e-02,3.962023147e-02,0.524373
748,SS,400.0,3x3,1.135904619e-04,-4.007094577e-04,4.587514001e-05,4.190171727e-04,-2.412438559e-04,1.392822051e-04,3.951909138e-04,0.943138,1.982842605e-03,-2.467232735e-04,1.293115910e-03,2.380060068e-03,7.023256542e-02,8.363974156e-03,8.363974156e-03,8.363974156e-03,1.448682819e-02,6.289299199e-03,-1.942298194e-03,4.016973150e-03,7.711282642e-03,1.137628866e-02,0.170998,7.957897877e-02,4.333261722e-02,4.093847570e-02,0.515929
749,SS,400.0,3x3,1.082106784e-04,-4.489360100e-04,5.210048350e-05,4.647230921e-04,-2.886248480e-04,1.666376337e-04,4.338196069e-04,0.933501,2.227396429e-03,-2.762119741e-04,1.454188011e-03,2.674369211e-03,7.023256542e-02,9.350242854e-03,9.350242854e-03,9.350242854e-03,1.619509569e-02,7.006821322e-03,-2.175443952e-03,4.518865484e-03,8.616742232e-03,1.271515978e-02,0.187383,8.078111914e-02,4.342908104e-02,4.226126394e-02,0.507668
750,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.046086811e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,7.046086811e-02,4.326409823e-02,3.067731788e-02,0.593730
