tick,phase,alpha,kp_shape,er_x,er_y,er_z,er_norm,er_sum,er_par_norm,er_perp_norm,perp_frac,ev_x,ev_y,ev_z,ev_norm,aff_norm,fb_app_x,fb_app_y,fb_app_z,fb_app_norm,fb_diag_x,fb_diag_y,fb_diag_z,fb_diag_norm,fb_delta_norm,eta_fb,ades_norm,achieved_norm,resid_norm,delivered_frac
10,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.149799150e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,7.149799150e-02,1.937904182e-02,5.400045775e-02,0.251514
11,SS,400.0,3x3,2.720321768e-05,2.296814930e-05,3.179256587e-06,3.574435070e-05,5.335062357e-05,3.080199688e-05,1.813547891e-05,0.507366,5.144244237e-04,4.792916320e-04,1.185111723e-04,7.130202341e-04,7.149799150e-02,3.496733555e-03,3.496733555e-03,3.496733555e-03,6.056520178e-03,1.624882924e-03,1.506779344e-03,3.650712868e-04,2.245864099e-03,4.155845414e-03,0.078094,7.675278134e-02,1.970351065e-02,5.923009612e-02,0.235191
12,SS,400.0,3x3,5.418969563e-05,4.603252130e-05,6.974694667e-06,7.144342164e-05,1.071969116e-04,6.189016577e-05,3.568991282e-05,0.499555,1.026152925e-03,9.433920597e-04,2.380697098e-04,1.414091790e-03,7.149799150e-02,6.944434818e-03,6.944434818e-03,6.944434818e-03,1.202811393e-02,3.241027861e-03,2.968273743e-03,7.351332135e-04,4.455932164e-03,8.251091224e-03,0.144004,8.204218034e-02,2.009433832e-02,6.444223053e-02,0.221508
13,SS,400.0,3x3,8.083010014e-05,6.895835733e-05,1.138714782e-05,1.068570413e-04,1.611756053e-04,9.305477910e-05,5.252842427e-05,0.491577,1.513597268e-03,1.375849308e-03,3.570396128e-04,2.076394783e-03,7.149799150e-02,1.022298538e-02,1.022298538e-02,1.022298538e-02,1.770673009e-02,4.783282104e-03,4.334422996e-03,1.105280282e-03,6.548943037e-03,1.214076130e-02,0.198495,8.715387425e-02,2.054401303e-02,6.942387550e-02,0.210523
14,SS,400.0,3x3,1.067538920e-04,9.131537501e-05,1.640902927e-05,1.414360188e-04,2.144782963e-04,1.238291021e-04,6.834106295e-05,0.483194,1.952377883e-03,1.756045818e-03,4.752236366e-04,2.668578989e-03,7.149799150e-02,1.319437690e-02,1.319437690e-02,1.319437690e-02,2.285333117e-02,6.177395326e-03,5.542083579e-03,1.474897998e-03,8.429129701e-03,1.565700512e-02,0.242215,9.184422168e-02,2.104371019e-02,7.393563049e-02,0.202227
15,SS,400.0,3x3,1.314325730e-04,1.125711262e-04,2.203115449e-05,1.744481340e-04,2.660348537e-04,1.535952944e-04,8.270814354e-05,0.474113,2.338980851e-03,2.086157415e-03,5.924649420e-04,3.189654980e-03,7.149799150e-02,1.585091418e-02,1.585091418e-02,1.585091418e-02,2.745458871e-02,7.411240273e-03,6.596185622e-03,1.843488290e-03,1.009131291e-02,1.879058479e-02,0.277452,9.607713059e-02,2.157830478e-02,7.795589551e-02,0.196045
16,SS,400.0,3x3,1.543991309e-04,1.323064556e-04,2.824561667e-05,2.052849353e-04,3.149512031e-04,1.818371619e-04,9.527408469e-05,0.464107,2.686142158e-03,2.382315395e-03,7.091235887e-04,3.659732585e-03,7.149799150e-02,1.827759703e-02,1.827759703e-02,1.827759703e-02,3.165772670e-02,8.521623865e-03,7.543865551e-03,2.212107616e-03,1.159402436e-02,2.164467496e-02,0.306893,9.997224193e-02,2.213924088e-02,8.161610631e-02,0.191276
17,SS,400.0,3x3,1.753235823e-04,1.502645168e-04,3.504900379e-05,2.335513138e-04,3.606371029e-04,2.082139284e-04,1.057978081e-04,0.452996,3.006887581e-03,2.659168271e-03,8.256914163e-04,4.098086765e-03,7.149799150e-02,2.055715311e-02,2.055715311e-02,2.055715311e-02,3.560603365e-02,9.546633491e-03,8.428298363e-03,2.582221260e-03,1.299393285e-02,2.431951552e-02,0.332443,1.036531211e-01,2.272262776e-02,8.504680583e-02,0.187423
18,SS,400.0,3x3,1.939899999e-04,1.663153782e-04,4.244232993e-05,2.590256289e-04,4.027477080e-04,2.325264976e-04,1.141302079e-04,0.440614,3.310783950e-03,2.927374430e-03,9.425459850e-04,4.518761373e-03,7.149799150e-02,2.275035622e-02,2.275035622e-02,2.275035622e-02,3.940477286e-02,1.051432185e-02,9.281069424e-03,2.954964945e-03,1.433251658e-02,2.688865447e-02,0.355309,1.072125269e-01,2.332586799e-02,8.834506569e-02,0.184165
19,SS,400.0,3x3,2.102631038e-04,1.804195980e-04,5.042984930e-05,2.816113880e-04,4.411125511e-04,2.546764501e-04,1.201868529e-04,0.426783,3.604470172e-03,3.194537967e-03,1.059951128e-03,4.931609720e-03,7.149799150e-02,2.490021545e-02,2.490021545e-02,2.490021545e-02,4.312843828e-02,1.144419983e-02,1.012487269e-02,3.331142933e-03,1.563903034e-02,2.940408134e-02,0.376252,1.107170274e-01,2.394640914e-02,9.158039308e-02,0.181295
20,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,8.066871080e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,8.066871080e-02,2.619081843e-02,5.717274924e-02,0.301553
21,SS,400.0,3x3,3.060511168e-05,2.412964566e-05,4.025092916e-06,3.918053131e-05,5.875985026e-05,3.392501536e-05,1.960120829e-05,0.500279,3.483381774e-04,3.349737435e-04,1.456144965e-04,5.047281211e-04,8.066871080e-02,2.663058803e-03,2.663058803e-03,2.663058803e-03,4.612553150e-03,1.136829867e-03,1.077310167e-03,4.489187682e-04,1.629265910e-03,3.121920818e-03,0.054086,8.467733826e-02,2.680283762e-02,6.105223241e-02,0.290176
22,SS,400.0,3x3,5.859413510e-05,4.649786185e-05,8.753713052e-06,7.531235833e-05,1.138457100e-04,6.572885131e-05,3.676505707e-05,0.488168,6.971765359e-04,6.769956423e-04,2.882706613e-04,1.013645992e-03,8.066871080e-02,5.328865649e-03,5.328865649e-03,5.328865649e-03,9.229866050e-03,2.267312013e-03,2.170480512e-03,8.910731230e-04,3.262775005e-03,6.248400582e-03,0.102670,8.874887870e-02,2.742937849e-02,6.498597775e-02,0.279669
23,SS,400.0,3x3,8.396250604e-05,6.718040164e-05,1.417264864e-05,1.084609273e-04,1.653155563e-04,9.544498094e-05,5.151726281e-05,0.474985,1.044832186e-03,1.025587801e-03,4.311148314e-04,1.526225616e-03,8.066871080e-02,8.000551123e-03,8.000551123e-03,8.000551123e-03,1.385736103e-02,3.386384075e-03,3.278304608e-03,1.335862440e-03,4.898918928e-03,9.381269900e-03,0.146598,9.288063708e-02,2.806605183e-02,6.897054443e-02,0.269948
24,SS,400.0,3x3,1.066960817e-04,8.625262721e-05,2.028320301e-05,1.386902227e-04,2.132319119e-04,1.231095017e-04,6.386727215e-05,0.460503,1.391009111e-03,1.381272816e-03,5.740346292e-04,2.042629848e-03,8.066871080e-02,1.067864541e-02,1.067864541e-02,1.067864541e-02,1.849595640e-02,4.493115579e-03,4.402576330e-03,1.782953497e-03,6.538324642e-03,1.252130811e-02,0.186518,9.706721296e-02,2.871016886e-02,7.300007715e-02,0.260947
25,SS,400.0,3x3,1.267762039e-04,1.037928684e-04,2.708660292e-05,1.660688094e-04,2.576556752e-04,1.487575735e-04,7.382434428e-05,0.444541,1.735156895e-03,1.744104906e-03,7.171161994e-04,2.562601611e-03,8.066871080e-02,1.336210103e-02,1.336210103e-02,1.336210103e-02,2.314383788e-02,5.585799297e-03,5.543693324e-03,2.232608407e-03,8.180356334e-03,1.566728993e-02,0.222939,1.013016750e-01,2.935948249e-02,7.706742271e-02,0.252612
26,SS,400.0,3x3,1.441777305e-04,1.198783356e-04,3.458480562e-05,1.906676221e-04,2.986408718e-04,1.724203877e-04,8.139626536e-05,0.426901,2.076571928e-03,2.113816578e-03,8.604181050e-04,3.085561669e-03,8.066871080e-02,1.604834245e-02,1.604834245e-02,1.604834245e-02,2.779654450e-02,6.662248977e-03,6.701084741e-03,2.685008732e-03,9.823409287e-03,1.881618095e-02,0.256271,1.055753750e-01,3.001210881e-02,8.116388209e-02,0.244896
27,SS,400.0,3x3,1.588678232e-04,1.345821232e-04,4.278021920e-05,2.125593571e-04,3.362301657e-04,1.941225767e-04,8.659044716e-05,0.407371,2.414457254e-03,2.489878412e-03,1.003972361e-03,3.610686755e-03,8.066871080e-02,1.873361458e-02,1.873361458e-02,1.873361458e-02,3.244757226e-02,7.719975232e-03,7.873381605e-03,3.140257740e-03,1.146513734e-02,2.196355366e-02,0.286851,1.098783107e-01,3.066644217e-02,8.527954871e-02,0.237760
28,SS,400.0,3x3,1.708053505e-04,1.479709139e-04,5.167540909e-05,2.318193414e-04,3.704516735e-04,2.138803734e-04,8.941696092e-05,0.385718,2.747982917e-03,2.871572552e-03,1.147780140e-03,4.136996288e-03,8.066871080e-02,2.141336185e-02,2.141336185e-02,2.141336185e-02,3.708903068e-02,8.756364802e-03,9.058630399e-03,3.598366647e-03,1.310270780e-02,2.510404385e-02,0.314960,1.141996049e-01,3.132109359e-02,8.940376940e-02,0.231166
29,SS,400.0,3x3,1.799408640e-04,1.601034355e-04,6.127279119e-05,2.485280256e-04,4.013170907e-04,2.317005303e-04,8.989462595e-05,0.361708,3.076339378e-03,3.258064640e-03,1.291812829e-03,4.663435381e-03,8.066871080e-02,2.408260181e-02,2.408260181e-02,2.408260181e-02,4.171228992e-02,9.768840725e-03,1.025450423e-02,4.059256861e-03,1.473304695e-02,2.823179736e-02,0.340840,1.185280254e-01,3.197484391e-02,9.352564648e-02,0.225080
30,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,8.208181069e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,8.208181069e-02,3.243369999e-02,5.473736155e-02,0.355714
31,SS,400.0,3x3,3.007490198e-05,2.677110466e-05,4.937564033e-06,4.056564202e-05,6.178357068e-05,3.567076116e-05,1.931755965e-05,0.476205,2.865162549e-04,4.429201231e-04,1.776856291e-04,5.566345143e-04,8.208181069e-02,2.906716733e-03,2.906716733e-03,2.906716733e-03,5.034581065e-03,9.497734706e-04,1.409073683e-03,5.478695793e-04,1.785418541e-03,3.411263920e-03,0.057791,8.652044102e-02,3.304792934e-02,5.916662433e-02,0.339127
32,SS,400.0,3x3,5.715364177e-05,5.240941533e-05,1.072766675e-05,7.828389628e-05,1.202907238e-04,6.944988179e-05,3.612592331e-05,0.461473,5.721197466e-04,8.809436620e-04,3.519160254e-04,1.107803064e-03,8.208181069e-02,5.775810474e-03,5.775810474e-03,5.775810474e-03,1.000399720e-02,1.887820165e-03,2.800059232e-03,1.087931076e-03,3.547927664e-03,6.778478984e-03,0.108638,9.096250544e-02,3.366251609e-02,6.357018094e-02,0.324272
33,SS,400.0,3x3,8.121335207e-05,7.687117501e-05,1.734055512e-05,1.131613050e-04,1.754250822e-04,1.012817184e-04,5.047271010e-05,0.446024,8.539093697e-04,1.313592803e-03,5.236558283e-04,1.651939070e-03,8.208181069e-02,8.599749250e-03,8.599749250e-03,8.599749250e-03,1.489520263e-02,2.805368165e-03,4.171391934e-03,1.622989150e-03,5.282489469e-03,1.009259046e-02,0.153595,9.538548312e-02,3.427585059e-02,6.792645569e-02,0.311001
34,SS,400.0,3x3,1.022127132e-04,1.001106875e-04,2.475083304e-05,1.451970806e-04,2.270742337e-04,1.311013699e-04,6.240691481e-05,0.429808,1.131097855e-03,1.741202308e-03,6.928731397e-04,2.188890363e-03,8.208181069e-02,1.137674261e-02,1.137674261e-02,1.137674261e-02,1.970509622e-02,3.699931706e-03,5.523938986e-03,2.152871918e-03,6.988437167e-03,1.335172373e-02,0.193592,9.977756685e-02,3.488685742e-02,7.222623357e-02,0.299131
35,SS,400.0,3x3,1.201019811e-04,1.220865033e-04,3.293425407e-05,1.743968613e-04,2.751227385e-04,1.588421871e-04,7.199600570e-05,0.412829,1.402873921e-03,2.164320378e-03,8.598051363e-04,2.718750229e-03,8.208181069e-02,1.410636652e-02,1.410636652e-02,1.410636652e-02,2.443294353e-02,4.568927707e-03,6.859220643e-03,2.678218171e-03,8.665844494e-03,1.655555608e-02,0.229386,1.041307197e-01,3.549445147e-02,7.646420122e-02,0.288489
36,SS,400.0,3x3,1.348233370e-04,1.427631900e-04,4.186942233e-05,2.007777606e-04,3.194559493e-04,1.844379783e-04,7.933688480e-05,0.395148,1.668516370e-03,2.583642397e-03,1.024771547e-03,3.241806848e-03,8.208181069e-02,1.678915879e-02,1.678915879e-02,1.678915879e-02,2.907967604e-02,5.410019122e-03,8.179216761e-03,3.199922908e-03,1.031539628e-02,1.970490429e-02,0.261598,1.084397656e-01,3.609758549e-02,8.063781824e-02,0.278921
37,SS,400.0,3x3,1.463119996e-04,1.621123931e-04,5.153827720e-05,2.243742928e-04,3.599626700e-04,2.078245444e-04,8.457412136e-05,0.376933,1.927430498e-03,2.999928870e-03,1.188111777e-03,3.758479898e-03,8.208181069e-02,1.942630144e-02,1.942630144e-02,1.942630144e-02,3.364734110e-02,6.221227492e-03,9.486123790e-03,3.718950161e-03,1.193820784e-02,2.280135948e-02,0.290742,1.127016461e-01,3.669527016e-02,8.474645434e-02,0.270289
38,SS,400.0,3x3,1.544976322e-04,1.801131799e-04,6.192606868e-05,2.452450079e-04,3.965368808e-04,2.289406749e-04,8.792770500e-05,0.358530,2.179166149e-03,3.413942779e-03,1.350144143e-03,4.269269212e-03,8.208181069e-02,2.201936985e-02,2.201936985e-02,2.201936985e-02,3.813866734e-02,7.000991343e-03,1.078216788e-02,4.236210634e-03,1.353567525e-02,2.584699505e-02,0.317239,1.169148180e-01,3.728658634e-02,8.879073459e-02,0.262475
39,SS,400.0,3x3,1.593058678e-04,1.967518377e-04,7.302101990e-05,2.634800078e-04,4.290787254e-04,2.477287176e-04,8.973403464e-05,0.340572,2.423421077e-03,3.826402328e-03,1.511142927e-03,4.774712288e-03,8.208181069e-02,2.457013517e-02,2.457013517e-02,2.457013517e-02,4.255672247e-02,7.748180835e-03,1.206946250e-02,4.752491840e-03,1.510934843e-02,2.884413202e-02,0.341441,1.210787683e-01,3.787069142e-02,9.277204162e-02,0.255374
40,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,8.153739295e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,8.153739295e-02,3.771920207e-02,5.255196832e-02,0.399300
41,SS,400.0,3x3,2.788675768e-05,2.957167218e-05,5.838439828e-06,4.106388230e-05,6.329686969e-05,3.654446475e-05,1.872817463e-05,0.456074,1.685168922e-04,4.586360948e-04,1.966330976e-04,5.266968630e-04,8.153739295e-02,2.661248863e-03,2.661248863e-03,2.661248863e-03,4.609418242e-03,5.892109498e-04,1.464623301e-03,6.074146122e-04,1.691521052e-03,3.153329824e-03,0.053507,8.564368097e-02,3.826369918e-02,5.659278767e-02,0.381481
42,SS,400.0,3x3,5.218252458e-05,5.777436895e-05,1.252969427e-05,7.885357834e-05,1.224865878e-04,7.071766444e-05,3.488407594e-05,0.442391,3.366538163e-04,9.091401772e-04,3.888586480e-04,1.044549042e-03,8.153739295e-02,5.271417688e-03,5.271417688e-03,5.271417688e-03,9.130363264e-03,1.166509023e-03,2.900743639e-03,1.204165027e-03,3.350383615e-03,6.246031925e-03,0.100701,8.971864374e-02,3.880221192e-02,6.057820788e-02,0.365574
43,SS,400.0,3x3,7.287448462e-05,8.453768661e-05,2.003467137e-05,1.133962037e-04,1.774468426e-04,1.024489823e-04,4.860972166e-05,0.428672,5.022247400e-04,1.352304818e-03,5.777139129e-04,1.553934161e-03,8.153739295e-02,7.829070942e-03,7.829070942e-03,7.829070942e-03,1.356034865e-02,1.725297674e-03,4.310527515e-03,1.793245753e-03,4.977251235e-03,9.277250760e-03,0.142594,9.375129385e-02,3.933371195e-02,6.449818763e-02,0.351361
44,SS,400.0,3x3,8.993679708e-05,1.098008433e-04,2.831972419e-05,1.447302990e-04,2.280573646e-04,1.316689808e-04,6.008443165e-05,0.415148,6.648421431e-04,1.789513913e-03,7.633036789e-04,2.055968781e-03,8.153739295e-02,1.033715130e-02,1.033715130e-02,1.033715130e-02,1.790447126e-02,2.264336821e-03,5.697944270e-03,2.374870209e-03,6.575241338e-03,1.225114263e-02,0.180050,9.773919721e-02,3.985759873e-02,6.835250061e-02,0.338613
45,SS,400.0,3x3,1.033383552e-04,1.335166022e-04,3.735377550e-05,1.729184873e-04,2.742087329e-04,1.583144857e-04,6.955089404e-05,0.402218,8.239502556e-04,2.222139499e-03,9.460069885e-04,2.551808613e-03,8.153739295e-02,1.279891643e-02,1.279891643e-02,1.279891643e-02,2.216837354e-02,2.781865833e-03,7.066968303e-03,2.950082292e-03,8.147625669e-03,1.517221361e-02,0.213762,1.016818481e-01,4.037320012e-02,7.214283151e-02,0.327134
46,SS,400.0,3x3,1.130418782e-04,1.556508568e-04,4.710996748e-05,1.980530346e-04,3.158027025e-04,1.823287753e-04,7.733836172e-05,0.390493,9.789724076e-04,2.651485676e-03,1.126272118e-03,3.042573278e-03,8.153739295e-02,1.521759871e-02,1.521759871e-02,1.521759871e-02,2.635765414e-02,3.276042857e-03,8.421409600e-03,3.520146257e-03,9.697629923e-03,1.804492551e-02,0.244290,1.055798209e-01,4.087985798e-02,7.587180766e-02,0.316752
47,SS,400.0,3x3,1.190040739e-04,1.761816359e-04,5.756595574e-05,2.202629740e-04,3.527516656e-04,2.036612691e-04,8.389198523e-05,0.380872,1.129375049e-03,3.078723866e-03,1.304543677e-03,3.529286450e-03,8.153739295e-02,1.759618277e-02,1.759618277e-02,1.759618277e-02,3.047748258e-02,3.745137368e-03,9.764716505e-03,4.086328900e-03,1.122826016e-02,2.087341549e-02,0.272084,1.094341685e-01,4.137696911e-02,7.954233462e-02,0.307323
48,SS,400.0,3x3,1.211763442e-04,1.950975855e-04,6.870362765e-05,2.397226788e-04,3.849775574e-04,2.222668964e-04,8.980194594e-05,0.374608,1.274707710e-03,3.504852852e-03,1.481218163e-03,4.012839457e-03,8.153739295e-02,1.993726885e-02,1.993726885e-02,1.993726885e-02,3.453236261e-02,4.187652163e-03,1.109985131e-02,4.649765371e-03,1.274219164e-02,2.366132154e-02,0.297514,1.132460084e-01,4.186400614e-02,8.315716381e-02,0.298727
49,SS,400.0,3x3,1.195058075e-04,2.123961505e-04,8.050849209e-05,2.566619957e-04,4.124104501e-04,2.381052844e-04,9.581885839e-05,0.373327,1.414624224e-03,3.930677871e-03,1.656621229e-03,4.493971976e-03,8.153739295e-02,2.224300133e-02,2.224300133e-02,2.224300133e-02,3.852600841e-02,4.602390096e-03,1.242922207e-02,5.211389164e-03,1.424170400e-02,2.641168758e-02,0.320881,1.170162562e-01,4.234052518e-02,8.671863010e-02,0.290861
50,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.815753992e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,7.815753992e-02,4.146949432e-02,5.048066065e-02,0.432179
51,SS,400.0,3x3,2.428733199e-05,3.209502951e-05,6.535984556e-06,4.077602860e-05,6.291834606e-05,3.632592403e-05,1.852327595e-05,0.454269,3.672106321e-05,4.556415560e-04,2.063731237e-04,5.015451428e-04,7.815753992e-02,2.284962267e-03,2.284962267e-03,2.284962267e-03,3.957670740e-03,1.830251856e-04,1.463209757e-03,6.387273246e-04,1.607001433e-03,2.793475643e-03,0.048197,8.168718237e-02,4.191996185e-02,5.370624985e-02,0.415547
52,SS,400.0,3x3,4.460327313e-05,6.260420817e-05,1.386714291e-05,7.810913203e-05,1.210746242e-04,6.990246688e-05,3.485228301e-05,0.446200,7.506157054e-05,9.049965521e-04,4.082381735e-04,9.956462248e-04,7.815753992e-02,4.528112761e-03,4.528112761e-03,4.528112761e-03,7.842921364e-03,3.589945310e-04,2.902802281e-03,1.266315949e-03,3.187270656e-03,5.537372970e-03,0.091196,8.518883836e-02,4.236030237e-02,5.690700014e-02,0.400511
53,SS,400.0,3x3,6.095724202e-05,9.147387190e-05,2.195311654e-05,1.120945758e-04,1.743842305e-04,1.006807824e-04,4.928056388e-05,0.439634,1.131333431e-04,1.348651857e-03,6.066098999e-04,1.483117175e-03,7.815753992e-02,6.728337991e-03,6.728337991e-03,6.728337991e-03,1.165382325e-02,5.222717554e-04,4.320377186e-03,1.885689049e-03,4.742810349e-03,8.231936718e-03,0.129759,8.865454200e-02,4.279038052e-02,6.007167540e-02,0.386916
54,SS,400.0,3x3,7.334673130e-05,1.186573514e-04,3.075865357e-05,1.428474879e-04,2.227627362e-04,1.286121257e-04,6.216370251e-05,0.435175,1.504726831e-04,1.787688264e-03,8.015441384e-04,1.964928590e-03,7.815753992e-02,8.887403466e-03,8.887403466e-03,8.887403466e-03,1.539343435e-02,6.714582431e-04,5.719036847e-03,2.496908376e-03,6.276367586e-03,1.088019901e-02,0.164546,9.208193430e-02,4.321027040e-02,6.319633092e-02,0.374594
55,SS,400.0,3x3,8.176288018e-05,1.441180032e-04,4.025058734e-05,1.705147419e-04,2.661314707e-04,1.536510763e-04,7.393662129e-05,0.433608,1.863803615e-04,2.223102421e-03,9.933714708e-04,2.442070616e-03,7.815753992e-02,1.100695717e-02,1.100695717e-02,1.100695717e-02,1.906460906e-02,8.044297251e-04,7.101661273e-03,3.100866174e-03,7.790768322e-03,1.348514654e-02,0.196093,9.546940582e-02,4.361985978e-02,6.627846208e-02,0.363395
56,SS,400.0,3x3,8.618909665e-05,1.678283754e-04,5.039949239e-05,1.952819316e-04,3.044169644e-04,1.757552163e-04,8.511836888e-05,0.435874,2.201076267e-04,2.655801637e-03,1.182492354e-03,2.915479012e-03,7.815753992e-02,1.308845574e-02,1.308845574e-02,1.308845574e-02,2.266987034e-02,9.188901701e-04,8.470890036e-03,3.698675539e-03,9.288731769e-03,1.604955487e-02,0.224838,9.881578265e-02,4.401897100e-02,6.931646238e-02,0.353188
57,SS,400.0,3x3,8.660107728e-05,1.897691939e-04,6.117999584e-05,2.173823485e-04,3.375502670e-04,1.948847375e-04,9.630692866e-05,0.443030,2.509477495e-04,3.086572908e-03,1.369306407e-03,3.385986876e-03,7.815753992e-02,1.513313199e-02,1.513313199e-02,1.513313199e-02,2.621135349e-02,1.012646480e-03,9.829026305e-03,4.291459208e-03,1.077273564e-02,1.857588536e-02,0.251141,1.021201207e-01,4.440742241e-02,7.230924747e-02,0.343860
58,SS,400.0,3x3,8.296758463e-05,2.099280986e-04,7.257053197e-05,2.371073782e-04,3.654662152e-04,2.110020177e-04,1.081575578e-04,0.456154,2.782922350e-04,3.516065433e-03,1.554169602e-03,3.854297063e-03,7.815753992e-02,1.714198046e-02,1.714198046e-02,1.714198046e-02,2.969078109e-02,1.083779459e-03,1.117798059e-02,4.880220403e-03,1.224493280e-02,2.106622589e-02,0.275301,1.053815626e-01,4.478506075e-02,7.525599806e-02,0.335314
59,SS,400.0,3x3,7.525166415e-05,2.282982524e-04,8.455278259e-05,2.548177350e-04,3.881026991e-04,2.240711978e-04,1.213432172e-04,0.476196,3.016607279e-04,3.944783418e-03,1.737372785e-03,4.320969753e-03,7.815753992e-02,1.911575889e-02,1.911575889e-02,1.911575889e-02,3.310946562e-02,1.130737176e-03,1.251924501e-02,5.465776702e-03,1.370710681e-02,2.352226637e-02,0.297568,1.085992462e-01,4.515177538e-02,7.815599358e-02,0.327465
60,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.416442207e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,7.416442207e-02,4.390729455e-02,5.017610698e-02,0.446386
61,SS,400.0,3x3,1.991572486e-05,3.486261586e-05,7.131724877e-06,4.077866575e-05,6.191006559e-05,3.574379303e-05,1.962857204e-05,0.481344,-9.733421334e-05,4.482292505e-04,2.109447128e-04,5.048574868e-04,7.416442207e-02,1.871249447e-03,1.871249447e-03,1.871249447e-03,3.241099115e-03,-2.322554654e-04,1.449275599e-03,6.542293130e-04,1.606971797e-03,2.466562963e-03,0.041872,7.700728349e-02,4.425903074e-02,5.238018443e-02,0.433828
62,SS,400.0,3x3,3.568120779e-05,6.793262311e-05,1.495773030e-05,7.817751318e-05,1.185715612e-04,6.845732278e-05,3.775339092e-05,0.482919,-1.919370474e-04,8.896569447e-04,4.171577260e-04,1.001174249e-03,7.416442207e-02,3.700347554e-03,3.700347554e-03,3.700347554e-03,6.409189969e-03,-4.687675187e-04,2.872768703e-03,1.296346369e-03,3.186386185e-03,4.883198638e-03,0.079545,7.981545048e-02,4.459990871e-02,5.458165497e-02,0.422298
63,SS,400.0,3x3,4.731954392e-05,9.915022715e-05,2.343441133e-05,1.123346715e-04,1.699041824e-04,9.809422545e-05,5.474122167e-05,0.487305,-2.853774117e-04,1.324874804e-03,6.194930901e-04,1.490135968e-03,7.416442207e-02,5.486683994e-03,5.486683994e-03,5.486683994e-03,9.503215442e-03,-7.141736035e-04,4.272075093e-03,1.928782504e-03,4.741399739e-03,7.251522098e-03,0.113583,8.258311060e-02,4.493036295e-02,5.676902158e-02,0.411731
64,SS,400.0,3x3,5.484343552e-05,1.284622995e-04,3.252254129e-05,1.434157610e-04,2.158282763e-04,1.246085134e-04,7.099858372e-05,0.495054,-3.781213763e-04,1.754890063e-03,8.180071049e-04,1.972752020e-03,7.416442207e-02,7.231812203e-03,7.231812203e-03,7.231812203e-03,1.252586617e-02,-9.698338222e-04,5.650057087e-03,2.551588939e-03,6.274896719e-03,9.574624618e-03,0.144490,8.530858257e-02,4.525079630e-02,5.893627015e-02,0.402038
65,SS,400.0,3x3,5.825909454e-05,1.558249331e-04,4.218495424e-05,1.716248882e-04,2.562689819e-04,1.479569657e-04,8.697033140e-05,0.506747,-4.708909911e-04,2.180625825e-03,1.013023221e-03,2.450119050e-03,7.416442207e-02,8.937081111e-03,8.937081111e-03,8.937081111e-03,1.547947856e-02,-1.237895690e-03,7.009352274e-03,3.165624527e-03,7.790031045e-03,1.185563168e-02,0.172677,8.799055948e-02,4.556135162e-02,6.107871864e-02,0.393135
