t_s,phase,step_index,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,d_grip_swing_mm
46.1400,DS_interstep,4,6.732653e-03,-1.139442e-02,7.166227e-02,7.287415e-02,-2.879893e-04,-8.564250e-03,-3.995779e-02,-9.059799e-02,7.327790e-01,-1.349696e+00,-4.925887e-02,8.513709e-02,-8.146766e-02,0.0004
46.1500,DS_interstep,4,7.616764e-03,-8.877742e-03,7.029945e-02,7.126600e-02,-1.193212e-03,-1.110169e-02,-3.859114e-02,-9.059943e-02,7.326869e-01,-1.349821e+00,-4.917040e-02,8.488746e-02,-8.107680e-02,0.0004
46.1600,DS_interstep,4,8.401713e-03,-6.564283e-03,6.885851e-02,6.967907e-02,-1.997524e-03,-1.343458e-02,-3.714559e-02,-9.060489e-02,7.325831e-01,-1.349940e+00,-4.908202e-02,8.463791e-02,-8.068615e-02,0.0004
46.1700,DS_interstep,4,9.092819e-03,-4.444540e-03,6.734735e-02,6.810359e-02,-2.706321e-03,-1.557247e-02,-3.562910e-02,-9.061389e-02,7.324686e-01,-1.350050e+00,-4.899373e-02,8.438843e-02,-8.029572e-02,0.0004
46.1800,DS_interstep,4,9.695265e-03,-2.509170e-03,6.577360e-02,6.653165e-02,-3.324859e-03,-1.752475e-02,-3.404935e-02,-9.062598e-02,7.323443e-01,-1.350153e+00,-4.890555e-02,8.413901e-02,-7.990550e-02,0.0003
46.1900,DS_interstep,4,1.021409e-02,-7.489936e-04,6.414462e-02,6.495707e-02,-3.858251e-03,-1.930065e-02,-3.241374e-02,-9.064074e-02,7.322112e-01,-1.350248e+00,-4.881747e-02,8.388966e-02,-7.951548e-02,0.0003
46.2000,DS_interstep,4,1.065418e-02,8.449814e-04,6.246746e-02,6.337514e-02,-4.311463e-03,-2.090921e-02,-3.072940e-02,-9.065776e-02,7.320701e-01,-1.350334e+00,-4.872950e-02,8.364036e-02,-7.912566e-02,0.0003
46.2100,DS_interstep,4,1.102029e-02,2.281553e-03,6.074891e-02,6.178254e-02,-4.689312e-03,-2.235927e-02,-2.900314e-02,-9.067667e-02,7.319217e-01,-1.350411e+00,-4.864162e-02,8.339111e-02,-7.873604e-02,0.0003
46.2200,DS_interstep,4,1.131700e-02,3.569311e-03,5.899547e-02,6.017707e-02,-4.996464e-03,-2.365947e-02,-2.724151e-02,-9.069712e-02,7.317668e-01,-1.350480e+00,-4.855385e-02,8.314191e-02,-7.834661e-02,0.0003
46.2300,DS_interstep,4,1.154878e-02,4.716628e-03,5.721335e-02,5.855756e-02,-5.237435e-03,-2.481823e-02,-2.545077e-02,-9.071877e-02,7.316061e-01,-1.350540e+00,-4.846619e-02,8.289277e-02,-7.795737e-02,0.0003
46.2400,DS_interstep,4,1.171991e-02,5.731646e-03,5.540846e-02,5.692368e-02,-5.416587e-03,-2.584374e-02,-2.363689e-02,-9.074132e-02,7.314403e-01,-1.350590e+00,-4.837863e-02,8.264366e-02,-7.756832e-02,0.0003
46.2500,DS_interstep,4,1.183454e-02,6.622277e-03,5.358644e-02,5.527583e-02,-5.538129e-03,-2.674395e-02,-2.180552e-02,-9.076447e-02,7.312700e-01,-1.350632e+00,-4.829118e-02,8.239461e-02,-7.717944e-02,0.0003
46.2600,DS_interstep,4,1.189666e-02,7.396188e-03,5.175264e-02,5.361501e-02,-5.606118e-03,-2.752658e-02,-1.996207e-02,-9.078796e-02,7.310958e-01,-1.350664e+00,-4.820382e-02,8.214559e-02,-7.679074e-02,0.0003
46.2700,DS_interstep,4,1.191012e-02,8.060798e-03,4.991211e-02,5.194272e-02,-5.624459e-03,-2.819909e-02,-1.811162e-02,-9.081154e-02,7.309183e-01,-1.350687e+00,-4.811658e-02,8.189662e-02,-7.640221e-02,0.0003
46.2800,SS,5,-1.320332e-03,-4.154597e-01,1.022878e+00,1.104033e+00,9.942074e-02,5.187174e-01,-6.775796e-01,-8.590383e-02,7.270128e-01,-1.349767e+00,-4.726222e-02,7.942727e-02,-7.257891e-02,799.8067
46.3800,SS,5,-2.417296e-02,-4.281119e-01,9.834917e-01,1.072903e+00,-1.494644e-02,6.774738e-01,-1.551289e+00,-8.402441e-02,7.555096e-01,-1.410101e+00,-4.643878e-02,7.710491e-02,-6.901823e-02,799.3156
46.4800,SS,5,-5.437652e-02,-4.581762e-01,9.151808e-01,1.024909e+00,1.206822e-01,3.519777e-01,-4.995358e-01,-7.913853e-02,7.705980e-01,-1.441539e+00,-4.565745e-02,7.492616e-02,-6.575214e-02,798.5477
46.5800,SS,5,-7.261829e-02,-5.074604e-01,9.064423e-01,1.041358e+00,1.473103e-01,4.454393e-01,-5.080379e-01,-7.073274e-02,7.823355e-01,-1.452228e+00,-4.487493e-02,7.284601e-02,-6.266383e-02,797.4651
46.6800,SS,5,-8.490660e-02,-5.488600e-01,8.990212e-01,1.056738e+00,1.388261e-01,5.959786e-01,-7.544128e-01,-6.269981e-02,8.016030e-01,-1.475272e+00,-4.409139e-02,7.088366e-02,-5.977544e-02,796.0097
46.7800,SS,5,-9.676934e-02,-5.866700e-01,8.773650e-01,1.059866e+00,1.642464e-01,6.060775e-01,-6.339365e-01,-5.405655e-02,8.241787e-01,-1.499545e+00,-4.331182e-02,6.905887e-02,-5.711633e-02,794.1194
46.8800,SS,5,-1.067547e-01,-6.226758e-01,8.529692e-01,1.061451e+00,1.864719e-01,6.158496e-01,-5.181255e-01,-4.421874e-02,8.470045e-01,-1.517607e+00,-4.252918e-02,6.737134e-02,-5.467125e-02,791.7327
46.9800,SS,5,-1.142301e-01,-6.578871e-01,8.342670e-01,1.068581e+00,1.958967e-01,6.666061e-01,-5.128965e-01,-3.375121e-02,8.718656e-01,-1.534308e+00,-4.173880e-02,6.582339e-02,-5.243028e-02,788.7914
47.0800,SS,5,-1.200786e-01,-7.029344e-01,8.386851e-01,1.100876e+00,2.066103e-01,7.230829e-01,-5.102608e-01,-2.277668e-02,8.994628e-01,-1.551283e+00,-4.093996e-02,6.442298e-02,-5.039609e-02,785.2406
47.1800,SS,5,-1.250311e-01,-7.429501e-01,8.353609e-01,1.124916e+00,2.164095e-01,7.584729e-01,-4.796042e-01,-1.135123e-02,9.294645e-01,-1.568036e+00,-4.013206e-02,6.317846e-02,-4.857148e-02,781.0313
47.2800,SS,5,-1.293613e-01,-7.784566e-01,8.249430e-01,1.141604e+00,2.253328e-01,7.899531e-01,-4.430798e-01,5.252161e-04,9.613489e-01,-1.583644e+00,-3.931391e-02,6.209517e-02,-4.695427e-02,776.1226
47.3800,SS,5,-1.331605e-01,-8.094653e-01,8.079560e-01,1.151416e+00,2.323282e-01,8.205922e-01,-4.112950e-01,1.276663e-02,9.951064e-01,-1.598324e+00,-3.848444e-02,6.117778e-02,-4.554101e-02,770.4805
47.4800,SS,5,-1.365095e-01,-8.385093e-01,7.893467e-01,1.159655e+00,2.390188e-01,8.502789e-01,-3.780624e-01,2.534688e-02,1.030637e+00,-1.611993e+00,-3.764288e-02,6.043048e-02,-4.432800e-02,764.0775
47.5800,SS,5,-1.391474e-01,-8.716194e-01,7.818355e-01,1.179131e+00,2.458068e-01,8.886812e-01,-3.575665e-01,3.828557e-02,1.068018e+00,-1.624763e+00,-3.678878e-02,5.985724e-02,-4.331193e-02,756.8909
47.6800,SS,5,-1.414764e-01,-8.994859e-01,7.659191e-01,1.189841e+00,2.510433e-01,9.176531e-01,-3.297132e-01,5.148551e-02,1.107422e+00,-1.637126e+00,-3.592235e-02,5.946315e-02,-4.249167e-02,748.9044
47.7800,SS,5,-1.438093e-01,-9.228442e-01,7.420140e-01,1.192857e+00,2.567953e-01,9.394586e-01,-2.874210e-01,6.496593e-02,1.148395e+00,-1.648261e+00,-3.504375e-02,5.925145e-02,-4.186365e-02,740.1083
47.8800,SS,5,-1.461379e-01,-9.420299e-01,7.112896e-01,1.189416e+00,2.618032e-01,9.595670e-01,-2.448174e-01,7.870833e-02,1.190794e+00,-1.657960e+00,-3.415285e-02,5.922408e-02,-4.142212e-02,730.4995
47.9800,SS,5,-1.483933e-01,-9.587785e-01,6.779001e-01,1.183565e+00,2.667031e-01,9.791386e-01,-2.017627e-01,9.270017e-02,1.234510e+00,-1.666121e+00,-3.324957e-02,5.938233e-02,-4.116070e-02,720.0802
48.0800,SS,5,-1.503609e-01,-9.755748e-01,6.479149e-01,1.180741e+00,2.716623e-01,1.001685e+00,-1.637445e-01,1.069456e-01,1.279505e+00,-1.672745e+00,-3.233399e-02,5.972711e-02,-4.107313e-02,708.8568
48.1800,SS,5,-1.523649e-01,-9.884337e-01,6.118408e-01,1.172419e+00,2.755832e-01,1.017628e+00,-1.215150e-01,1.213924e-01,1.325855e+00,-1.678081e+00,-3.140641e-02,6.025976e-02,-4.115398e-02,696.8409
48.2800,SS,5,-1.546100e-01,-9.980020e-01,5.704843e-01,1.159898e+00,2.797416e-01,1.028253e+00,-7.103398e-02,1.360437e-01,1.373216e+00,-1.681638e+00,-3.046691e-02,6.098023e-02,-4.139609e-02,684.0491
48.3800,SS,5,-1.570713e-01,-1.004550e+00,5.249905e-01,1.144294e+00,2.833518e-01,1.037689e+00,-2.218159e-02,1.508834e-01,1.421470e+00,-1.683335e+00,-2.951518e-02,6.188764e-02,-4.179075e-02,670.5033
48.4800,SS,5,-1.596242e-01,-1.008230e+00,4.769509e-01,1.126716e+00,2.867055e-01,1.045801e+00,2.592300e-02,1.658935e-01,1.470487e+00,-1.683142e+00,-2.855074e-02,6.298056e-02,-4.232874e-02,656.2290
48.5800,SS,5,-1.620723e-01,-1.009049e+00,4.277776e-01,1.107899e+00,2.897038e-01,1.052407e+00,7.257332e-02,1.810581e-01,1.520132e+00,-1.681032e+00,-2.757300e-02,6.425711e-02,-4.300050e-02,641.2553
48.6800,SS,5,-1.645812e-01,-1.007165e+00,3.764067e-01,1.087727e+00,2.918029e-01,1.054240e+00,1.193624e-01,1.963384e-01,1.570357e+00,-1.677167e+00,-2.658125e-02,6.571529e-02,-4.379649e-02,625.6149
48.7800,SS,5,-1.671925e-01,-1.002709e+00,3.234573e-01,1.066773e+00,2.935453e-01,1.053448e+00,1.657825e-01,2.117169e-01,1.620963e+00,-1.671458e+00,-2.557457e-02,6.735230e-02,-4.470625e-02,609.3440
48.8800,SS,5,-1.698260e-01,-9.955540e-01,2.695737e-01,1.045294e+00,2.945475e-01,1.050759e+00,2.084938e-01,2.271643e-01,1.671845e+00,-1.664016e+00,-2.455170e-02,6.916491e-02,-4.571878e-02,592.4822
48.9800,SS,5,-1.722523e-01,-9.837147e-01,2.127299e-01,1.021087e+00,2.948046e-01,1.043465e+00,2.515970e-01,2.426452e-01,1.722776e+00,-1.654809e+00,-2.351126e-02,7.114927e-02,-4.682261e-02,575.0716
49.0800,SS,5,-1.742052e-01,-9.659282e-01,1.520822e-01,9.932239e-01,2.940256e-01,1.029963e+00,2.962314e-01,2.581166e-01,1.773453e+00,-1.643728e+00,-2.245178e-02,7.330065e-02,-4.800547e-02,557.1570
49.1800,SS,5,-1.757205e-01,-9.452565e-01,9.285481e-02,9.659242e-01,2.920453e-01,1.013196e+00,3.360957e-01,2.735332e-01,1.823734e+00,-1.630944e+00,-2.137177e-02,7.561363e-02,-4.925474e-02,538.7852
49.2800,SS,5,-1.767088e-01,-9.213509e-01,3.524155e-02,9.388054e-01,2.889831e-01,9.932439e-01,3.715113e-01,2.888478e-01,1.873456e+00,-1.616627e+00,-2.026982e-02,7.808229e-02,-5.055789e-02,520.0049
49.3800,SS,5,-1.770494e-01,-8.938101e-01,-2.062532e-02,9.114101e-01,2.847241e-01,9.695053e-01,4.025667e-01,3.040105e-01,1.922435e+00,-1.600947e+00,-1.914458e-02,8.070021e-02,-5.190248e-02,500.8668
49.4800,SS,5,-1.763633e-01,-8.584351e-01,-8.072003e-02,8.800742e-01,2.787672e-01,9.365801e-01,4.362327e-01,3.189468e-01,1.970298e+00,-1.583832e+00,-1.799493e-02,8.346007e-02,-5.327579e-02,481.4230
49.5800,SS,5,-1.743637e-01,-8.140130e-01,-1.459511e-01,8.451755e-01,2.708755e-01,8.935520e-01,4.733456e-01,3.335759e-01,2.016568e+00,-1.565080e+00,-1.682002e-02,8.635301e-02,-5.466398e-02,461.7272
49.6800,SS,5,-1.712001e-01,-7.657753e-01,-2.070372e-01,8.115329e-01,2.614313e-01,8.475075e-01,5.032463e-01,3.478361e-01,2.061003e+00,-1.544852e+00,-1.561937e-02,8.936901e-02,-5.605287e-02,441.8338
49.7800,SS,5,-1.667660e-01,-7.133289e-01,-2.641115e-01,7.787193e-01,2.502351e-01,7.972876e-01,5.265013e-01,3.616498e-01,2.103418e+00,-1.523450e+00,-1.439294e-02,9.249763e-02,-5.742914e-02,421.7979
49.8800,SS,5,-1.610020e-01,-6.563649e-01,-3.174861e-01,7.466820e-01,2.375264e-01,7.422822e-01,5.453829e-01,3.749490e-01,2.143579e+00,-1.501062e+00,-1.314122e-02,9.572783e-02,-5.878020e-02,401.6752
49.9800,SS,5,-1.533066e-01,-5.887006e-01,-3.767905e-01,7.155714e-01,2.217936e-01,6.738504e-01,5.681797e-01,3.876127e-01,2.181009e+00,-1.477589e+00,-1.186527e-02,9.904754e-02,-6.009334e-02,381.5216
50.0800,SS,5,-1.435866e-01,-5.105954e-01,-4.410563e-01,6.898227e-01,2.037846e-01,5.923925e-01,5.980239e-01,3.995256e-01,2.215054e+00,-1.452695e+00,-1.056683e-02,1.024426e-01,-6.135454e-02,361.3941
50.1800,SS,5,-1.324285e-01,-4.292615e-01,-4.986299e-01,6.711442e-01,1.846994e-01,5.067203e-01,6.240034e-01,4.106247e-01,2.245325e+00,-1.426373e+00,-9.248157e-03,1.058971e-01,-6.254911e-02,341.3489
50.2800,SS,5,-1.198138e-01,-3.447890e-01,-5.495353e-01,6.597150e-01,1.637808e-01,4.175171e-01,6.415727e-01,4.208263e-01,2.271625e+00,-1.398944e+00,-7.912012e-03,1.093950e-01,-6.366343e-02,321.4420
50.3800,SS,5,-1.058715e-01,-2.574969e-01,-5.939196e-01,6.559375e-01,1.413613e-01,3.241404e-01,6.531058e-01,4.300434e-01,2.293725e+00,-1.370708e+00,-6.561881e-03,1.129194e-01,-6.468526e-02,301.7283
50.4800,SS,5,-8.962846e-02,-1.593231e-01,-6.444767e-01,6.699010e-01,1.152809e-01,2.177687e-01,6.666082e-01,4.381254e-01,2.311194e+00,-1.341668e+00,-5.201952e-03,1.164529e-01,-6.560267e-02,282.2626
50.5800,SS,5,-7.151262e-02,-5.286521e-02,-6.975454e-01,7.031915e-01,8.722427e-02,1.021751e-01,6.830410e-01,4.449379e-01,2.323433e+00,-1.311653e+00,-3.837266e-03,1.199761e-01,-6.640278e-02,263.0992
50.6800,SS,5,-5.266960e-02,5.394942e-02,-7.422465e-01,7.460660e-01,5.915377e-02,-5.447972e-03,6.836624e-01,4.504547e-01,2.330485e+00,-1.281101e+00,-2.473171e-03,1.234693e-01,-6.707328e-02,244.2911
50.7800,SS,5,-3.312753e-02,1.609365e-01,-7.794093e-01,7.965405e-01,3.016817e-02,-1.152315e-01,6.779208e-01,4.546349e-01,2.332478e+00,-1.250572e+00,-1.115231e-03,1.269140e-01,-6.760442e-02,225.8894
50.8800,SS,5,-1.311779e-02,2.670971e-01,-8.089963e-01,8.520492e-01,1.239963e-03,-2.271140e-01,6.708340e-01,4.574605e-01,2.329221e+00,-1.220087e+00,2.307965e-04,1.302913e-01,-6.798755e-02,207.9437
50.9800,SS,5,9.139909e-03,3.822853e-01,-8.448668e-01,9.273756e-01,-3.165498e-02,-3.553520e-01,6.706284e-01,4.587749e-01,2.320177e+00,-1.189414e+00,1.558858e-03,1.335820e-01,-6.821344e-02,190.5023
51.0800,SS,5,3.252422e-02,5.013997e-01,-8.808986e-01,1.014121e+00,-6.574967e-02,-4.849948e-01,6.667470e-01,4.584902e-01,2.305019e+00,-1.158528e+00,2.862351e-03,1.367650e-01,-6.827157e-02,173.6122
51.1800,SS,5,5.530786e-02,6.157127e-01,-9.069702e-01,1.097614e+00,-9.872756e-02,-6.082930e-01,6.530927e-01,4.566354e-01,2.283935e+00,-1.127845e+00,4.134787e-03,1.398199e-01,-6.815249e-02,157.3177
51.2800,SS,5,7.739249e-02,7.243547e-01,-9.232239e-01,1.176019e+00,-1.307009e-01,-7.273550e-01,6.325856e-01,4.532467e-01,2.257105e+00,-1.097682e+00,5.370036e-03,1.427272e-01,-6.784875e-02,141.6608
51.3800,SS,5,9.863158e-02,8.265458e-01,-9.299125e-01,1.248056e+00,-1.614892e-01,-8.400330e-01,6.039079e-01,4.483698e-01,2.224764e+00,-1.068358e+00,6.562332e-03,1.454691e-01,-6.735459e-02,126.6807
51.4800,SS,5,1.219007e-01,9.348188e-01,-9.422410e-01,1.332878e+00,-1.960973e-01,-9.633927e-01,5.772987e-01,4.418382e-01,2.186583e+00,-1.039873e+00,7.705738e-03,1.480276e-01,-6.666439e-02,112.4147
51.5800,SS,5,1.450139e-01,1.041364e+00,-9.525600e-01,1.418746e+00,-2.302715e-01,-1.082647e+00,5.466412e-01,4.336416e-01,2.142573e+00,-1.012328e+00,8.794118e-03,1.503844e-01,-6.577175e-02,98.8981
51.6800,SS,5,1.659268e-01,1.137534e+00,-9.523787e-01,1.492830e+00,-2.611903e-01,-1.190083e+00,5.085139e-01,4.239056e-01,2.093168e+00,-9.860427e-01,9.822069e-03,1.525225e-01,-6.467143e-02,86.1637
51.7800,SS,5,1.847401e-01,1.222717e+00,-9.417702e-01,1.554380e+00,-2.892772e-01,-1.286406e+00,4.630939e-01,4.127537e-01,2.038839e+00,-9.613264e-01,1.078513e-02,1.544271e-01,-6.336028e-02,74.2419
51.8800,SS,5,2.014766e-01,1.296447e+00,-9.210137e-01,1.603008e+00,-3.144738e-01,-1.370525e+00,4.103565e-01,4.003101e-01,1.980098e+00,-9.384913e-01,1.167966e-02,1.560854e-01,-6.183721e-02,63.1617
51.9800,SS,5,2.205056e-01,1.374479e+00,-9.058583e-01,1.660842e+00,-3.441219e-01,-1.462049e+00,3.556837e-01,3.863958e-01,1.916770e+00,-9.176524e-01,1.250191e-02,1.574856e-01,-6.010133e-02,52.9531
52.0800,SS,5,2.381991e-01,1.445828e+00,-8.873990e-01,1.713077e+00,-3.713405e-01,-1.544387e+00,2.997969e-01,3.710756e-01,1.849107e+00,-8.988988e-01,1.324800e-02,1.586158e-01,-5.815121e-02,43.6500
52.1800,SS,5,2.524980e-01,1.502709e+00,-8.590532e-01,1.749246e+00,-3.935854e-01,-1.610849e+00,2.400679e-01,3.545626e-01,1.777764e+00,-8.824115e-01,1.391523e-02,1.594663e-01,-5.598669e-02,35.2946
52.2800,SS,5,2.637531e-01,1.544951e+00,-8.206625e-01,1.769160e+00,-4.114936e-01,-1.661494e+00,1.752462e-01,3.370536e-01,1.703418e+00,-8.683875e-01,1.450210e-02,1.600299e-01,-5.360973e-02,27.9480
52.3800,SS,5,2.722432e-01,1.572695e+00,-7.725684e-01,1.773231e+00,-4.253650e-01,-1.695699e+00,1.047026e-01,3.187359e-01,1.626803e+00,-8.570820e-01,1.500811e-02,1.603023e-01,-5.102460e-02,21.7109
52.4800,SS,5,2.840008e-01,1.605100e+00,-7.304898e-01,1.786230e+00,-4.452649e-01,-1.736740e+00,2.834118e-02,2.993857e-01,1.547803e+00,-8.486943e-01,1.543240e-02,1.602803e-01,-4.823588e-02,16.7560
52.5800,SS,5,2.935352e-01,1.627525e+00,-6.846603e-01,1.789905e+00,-4.607348e-01,-1.765862e+00,-4.269018e-02,2.791256e-01,1.466800e+00,-8.432265e-01,1.577368e-02,1.599606e-01,-4.524791e-02,13.3452
52.6800,SS,5,2.990845e-01,1.633659e+00,-6.304676e-01,1.776452e+00,-4.701153e-01,-1.776055e+00,-1.144609e-01,2.582411e-01,1.384613e+00,-8.406637e-01,1.603208e-02,1.593428e-01,-4.206621e-02,11.6948
52.7800,SS,5,3.013120e-01,1.623864e+00,-5.673747e-01,1.746321e+00,-4.745405e-01,-1.768603e+00,-1.886109e-01,2.369695e-01,1.302051e+00,-8.411067e-01,1.620896e-02,1.584291e-01,-3.869870e-02,11.6121
52.8800,SS,5,3.006646e-01,1.598560e+00,-4.952936e-01,1.700326e+00,-4.743360e-01,-1.744035e+00,-2.642616e-01,2.155272e-01,1.219896e+00,-8.446419e-01,1.630643e-02,1.572247e-01,-3.515575e-02,12.4451
52.9800,SS,5,3.046213e-01,1.565220e+00,-3.948022e-01,1.642735e+00,-4.805426e-01,-1.707893e+00,-3.825729e-01,1.937140e-01,1.138568e+00,-8.525334e-01,1.632571e-02,1.557366e-01,-3.145083e-02,13.5554
53.0800,SS,5,3.062631e-01,1.519090e+00,-2.863814e-01,1.575895e+00,-4.815999e-01,-1.658779e+00,-4.932793e-01,1.716403e-01,1.058855e+00,-8.654245e-01,1.626644e-02,1.539741e-01,-2.760249e-02,14.5676
53.1800,SS,5,3.042046e-01,1.458738e+00,-1.752513e-01,1.500390e+00,-4.761734e-01,-1.595593e+00,-5.909832e-01,1.496155e-01,9.813986e-01,-8.827000e-01,1.612949e-02,1.519486e-01,-2.363016e-02,15.3116
53.2800,SS,5,2.992405e-01,1.384648e+00,-6.013660e-02,1.417889e+00,-4.662291e-01,-1.516605e+00,-6.863461e-01,1.278711e-01,9.068993e-01,-9.041304e-01,1.591686e-02,1.496739e-01,-1.955428e-02,15.7313
53.3800,SS,5,2.918955e-01,1.297297e+00,5.949841e-02,1.331060e+00,-4.521807e-01,-1.422743e+00,-7.785939e-01,1.065989e-01,8.360700e-01,-9.296421e-01,1.563103e-02,1.471660e-01,-1.539724e-02,15.8307
53.4800,SS,5,2.826278e-01,1.197195e+00,1.838164e-01,1.243761e+00,-4.342868e-01,-1.314361e+00,-8.669607e-01,8.598302e-02,7.696005e-01,-9.591022e-01,1.527477e-02,1.444434e-01,-1.118320e-02,15.6473
53.5800,SS,5,2.718196e-01,1.084721e+00,3.131570e-01,1.161281e+00,-4.134854e-01,-1.193315e+00,-9.527303e-01,6.617702e-02,7.081369e-01,-9.924121e-01,1.485104e-02,1.415265e-01,-6.938039e-03,15.2393
53.6800,SS,5,2.769669e-01,9.315864e-01,4.216676e-01,1.059418e+00,-4.033235e-01,-1.036914e+00,-9.956631e-01,4.709810e-02,6.527295e-01,-1.028274e+00,1.436179e-02,1.384387e-01,-2.687369e-03,14.6752
53.7800,SS,5,2.725909e-01,7.883711e-01,4.844847e-01,9.646555e-01,-3.957770e-01,-8.666411e-01,-1.069444e+00,2.812463e-02,6.049806e-01,-1.067486e+00,1.380253e-02,1.352094e-01,1.546352e-03,14.0058
53.8800,SS,5,2.542397e-01,6.554957e-01,5.072339e-01,8.669479e-01,-3.644215e-01,-7.254383e-01,-1.025501e+00,1.012170e-02,5.641523e-01,-1.106873e+00,1.317220e-02,1.318681e-01,5.743278e-03,13.2643
53.9800,SS,5,2.277904e-01,5.315203e-01,5.044304e-01,7.673672e-01,-3.243068e-01,-5.945833e-01,-9.521636e-01,-6.268603e-03,5.292932e-01,-1.143294e+00,1.247800e-02,1.284398e-01,9.895684e-03,12.4749
54.0800,SS,5,1.971289e-01,4.164466e-01,4.854903e-01,6.693194e-01,-2.812016e-01,-4.691554e-01,-8.754493e-01,-2.085364e-02,5.001282e-01,-1.176425e+00,1.173013e-02,1.249475e-01,1.399864e-02,11.6550
54.1800,SS,5,1.645205e-01,3.098134e-01,4.559818e-01,5.753006e-01,-2.359983e-01,-3.532600e-01,-7.867289e-01,-3.351482e-02,4.762877e-01,-1.205841e+00,1.093988e-02,1.214128e-01,1.804816e-02,10.8182
54.2800,SS,5,1.315883e-01,2.113417e-01,4.200720e-01,4.883045e-01,-1.905886e-01,-2.465092e-01,-6.915888e-01,-4.419524e-02,4.573434e-01,-1.231110e+00,1.011923e-02,1.178555e-01,2.204204e-02,9.9752
54.3800,SS,5,9.945888e-02,1.209872e-01,3.807218e-01,4.116784e-01,-1.465414e-01,-1.481669e-01,-5.962191e-01,-5.291675e-02,4.429147e-01,-1.252124e+00,9.280081e-03,1.142937e-01,2.597924e-02,9.1347
54.4800,SS,5,6.883229e-02,3.869793e-02,3.399632e-01,3.490134e-01,-1.047836e-01,-5.837435e-02,-5.035287e-01,-5.975197e-02,4.326302e-01,-1.268955e+00,8.433706e-03,1.107438e-01,2.985924e-02,8.3041
54.5800,SS,5,4.016474e-02,-3.557141e-02,2.991381e-01,3.039114e-01,-6.548302e-02,2.279264e-02,-4.130529e-01,-6.479321e-02,4.261167e-01,-1.281716e+00,7.590529e-03,1.072205e-01,3.368194e-02,7.4895
54.6800,SS,5,1.382312e-02,-1.018328e-01,2.592406e-01,2.788668e-01,-2.921249e-02,9.508284e-02,-3.264101e-01,-6.814332e-02,4.229955e-01,-1.290509e+00,6.760078e-03,1.037371e-01,3.744770e-02,6.6966
54.7800,SS,5,-9.969889e-03,-1.601714e-01,2.210997e-01,2.732020e-01,3.718750e-03,1.587746e-01,-2.451226e-01,-6.992982e-02,4.228932e-01,-1.295540e+00,5.950825e-03,1.003052e-01,4.115722e-02,5.9302
54.8800,SS,5,-3.108809e-02,-2.107071e-01,1.852116e-01,2.822539e-01,3.323100e-02,2.140062e-01,-1.694028e-01,-7.028841e-02,4.254461e-01,-1.297048e+00,5.170121e-03,9.693477e-02,4.481134e-02,5.1947
54.9800,SS,5,-4.946708e-02,-2.536224e-01,1.519469e-01,2.997652e-01,5.920041e-02,2.609347e-01,-9.986385e-02,-6.936163e-02,4.302950e-01,-1.295291e+00,4.424194e-03,9.363442e-02,4.841107e-02,4.4941
55.0800,DS_terminal,5,-3.372170e-01,-6.260357e-01,-5.896600e-01,9.237613e-01,2.781448e-01,6.246898e-01,3.494816e-01,-5.371679e-02,4.446850e-01,-1.263649e+00,4.631937e-03,8.868488e-02,5.249568e-02,4000.1564
55.1800,DS_terminal,5,-3.152732e-01,-7.062036e-01,-6.135740e-01,9.872152e-01,3.169433e-01,6.516134e-01,4.347901e-01,-4.091730e-02,4.669927e-01,-1.237393e+00,3.941172e-03,8.590740e-02,5.593421e-02,3999.9933
55.2800,DS_terminal,5,-3.958062e-01,-8.256865e-01,-6.989875e-01,1.151957e+00,4.063998e-01,7.342055e-01,4.738487e-01,-2.238851e-02,4.991326e-01,-1.205325e+00,3.362382e-03,8.344820e-02,5.952420e-02,4000.0002
55.3800,DS_terminal,5,-3.348130e-01,-7.149628e-01,-5.338261e-01,9.530173e-01,3.377801e-01,6.491968e-01,3.323310e-01,-6.025245e-03,5.259920e-01,-1.178410e+00,3.068452e-03,8.104318e-02,6.333924e-02,3999.9969
55.4800,DS_terminal,5,-2.879903e-01,-6.418586e-01,-4.010257e-01,8.097793e-01,2.917940e-01,5.894825e-01,2.273356e-01,8.205056e-03,5.501405e-01,-1.157160e+00,2.905517e-03,7.882589e-02,6.718025e-02,3999.9960
55.5800,DS_terminal,5,-2.551559e-01,-5.844091e-01,-3.062409e-01,7.074051e-01,2.605955e-01,5.391644e-01,1.509678e-01,2.105840e-02,5.722888e-01,-1.139848e+00,2.861076e-03,7.676403e-02,7.107105e-02,3999.9968
55.6800,DS_terminal,5,-2.158472e-01,-5.161973e-01,-1.965001e-01,5.930109e-01,2.210188e-01,4.810810e-01,6.192686e-02,3.227051e-02,5.917783e-01,-1.126686e+00,2.936060e-03,7.481925e-02,7.501398e-02,3999.9969
