t_s,phase,step_index,swing_arm,d_grip_swing_mm,ori_err_deg,pos_ok,ori_ok,gate_eval,twist_norm_at_gateeval,docked_at_gateeval,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,Hdot_s_planned_ss_x_Nm,Hdot_s_planned_ss_y_Nm,Hdot_s_planned_ss_z_Nm,Hdot_s_planned_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,r_com_x_m,r_com_y_m,r_com_z_m,r_com_ref_x_m,r_com_ref_y_m,r_com_ref_z_m,e_com_m,v_com_x_mps,v_com_y_mps,v_com_z_mps,v_com_ref_x_mps,v_com_ref_y_mps,v_com_ref_z_mps,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,e_torso_pos_m,e_torso_ori_deg,p_torso_x_m,p_torso_y_m,p_torso_z_m,p_torso_ref_x_m,p_torso_ref_y_m,p_torso_ref_z_m,e_ee_pos_mm,e_ee_ori_deg,qp_ok,nmpc_ok,qp_time_ms,nmpc_time_ms,nmpc_iterations,lambda_qp_norm,lambda_ref_norm,tau_max_joint_Nm
15.4500,DS_interstep,1,a,0.0012,0.0239,1,1,0,,,5.451843e-02,-1.262227e-01,4.635889e-01,4.835485e-01,,,,,-5.582513e-02,1.127838e-01,-4.427811e-01,4.572967e-02,4.752123e-01,-7.483511e-01,6.604145e-01,-6.426429e-01,-3.512479e-01,6.604145e-01,-6.426429e-01,-3.512479e-01,0.000000e+00,-3.738605e-03,-1.072842e-03,1.201404e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117194e-02,1.778716e-01,-2.370634e-01,6.194170e-01,4.546667e-01,8.459878e-01,-8.532870e-01,-3.460843e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,4.061854e-01,,1.992021e-01
15.4600,DS_interstep,1,a,0.0012,0.0236,1,1,0,,,5.372711e-02,-1.243078e-01,4.565742e-01,4.762342e-01,,,,,-5.503591e-02,1.108728e-01,-4.357783e-01,4.545222e-02,4.757428e-01,-7.504925e-01,6.603797e-01,-6.426582e-01,-3.512467e-01,6.603797e-01,-6.426582e-01,-3.512467e-01,0.000000e+00,-3.684738e-03,-1.052596e-03,1.205982e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117137e-02,1.776686e-01,-2.367384e-01,6.193731e-01,4.572246e-01,8.459406e-01,-8.533125e-01,-3.460817e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,4.004617e-01,,1.964207e-01
15.4700,DS_interstep,1,a,0.0012,0.0233,1,1,0,,,5.292844e-02,-1.224327e-01,4.496559e-01,4.690219e-01,,,,,-5.423911e-02,1.090014e-01,-4.288714e-01,4.517876e-02,4.762640e-01,-7.525993e-01,6.603453e-01,-6.426733e-01,-3.512456e-01,6.603453e-01,-6.426733e-01,-3.512456e-01,0.000000e+00,-3.631560e-03,-1.032865e-03,1.209904e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117104e-02,1.774658e-01,-2.364142e-01,6.193298e-01,4.597469e-01,8.458941e-01,-8.533376e-01,-3.460792e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.948084e-01,,1.936727e-01
15.4800,DS_interstep,1,a,0.0012,0.0230,1,1,0,,,5.212468e-02,-1.205956e-01,4.428346e-01,4.619121e-01,,,,,-5.343699e-02,1.071682e-01,-4.220613e-01,4.490932e-02,4.767761e-01,-7.546719e-01,6.603115e-01,-6.426882e-01,-3.512444e-01,6.603115e-01,-6.426882e-01,-3.512444e-01,0.000000e+00,-3.579067e-03,-1.013641e-03,1.213223e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117096e-02,1.772633e-01,-2.360907e-01,6.192872e-01,4.622340e-01,8.458482e-01,-8.533623e-01,-3.460766e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.892262e-01,,1.909584e-01
15.4900,DS_interstep,1,a,0.0012,0.0227,1,1,0,,,5.131778e-02,-1.187952e-01,4.361108e-01,4.549049e-01,,,,,-5.263153e-02,1.053717e-01,-4.153484e-01,4.464393e-02,4.772791e-01,-7.567108e-01,6.602781e-01,-6.427027e-01,-3.512433e-01,6.602781e-01,-6.427027e-01,-3.512433e-01,0.000000e+00,-3.527254e-03,-9.949111e-04,1.215985e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117111e-02,1.770610e-01,-2.357680e-01,6.192451e-01,4.646865e-01,8.458030e-01,-8.533866e-01,-3.460740e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.837153e-01,,1.882782e-01
15.5000,DS_interstep,1,a,0.0011,0.0224,1,1,0,,,5.050947e-02,-1.170302e-01,4.294846e-01,4.480004e-01,,,,,-5.182445e-02,1.036105e-01,-4.087328e-01,4.438258e-02,4.777732e-01,-7.587166e-01,6.602452e-01,-6.427171e-01,-3.512421e-01,6.602452e-01,-6.427171e-01,-3.512421e-01,0.000000e+00,-3.476114e-03,-9.766654e-04,1.218235e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117150e-02,1.768590e-01,-2.354460e-01,6.192036e-01,4.671046e-01,8.457584e-01,-8.534104e-01,-3.460715e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.782762e-01,,1.856324e-01
15.5100,DS_interstep,1,a,0.0011,0.0221,1,1,0,,,4.970124e-02,-1.152994e-01,4.229563e-01,4.411986e-01,,,,,-5.101727e-02,1.018835e-01,-4.022148e-01,4.412529e-02,4.782588e-01,-7.606897e-01,6.602128e-01,-6.427312e-01,-3.512409e-01,6.602128e-01,-6.427312e-01,-3.512409e-01,0.000000e+00,-3.425643e-03,-9.588927e-04,1.220013e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117212e-02,1.766572e-01,-2.351248e-01,6.191627e-01,4.694888e-01,8.457144e-01,-8.534339e-01,-3.460689e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.729091e-01,,1.830211e-01
15.5200,DS_interstep,1,a,0.0011,0.0218,1,1,0,,,4.889444e-02,-1.136016e-01,4.165256e-01,4.344993e-01,,,,,-5.021132e-02,1.001895e-01,-3.957942e-01,4.387203e-02,4.787358e-01,-7.626306e-01,6.601809e-01,-6.427450e-01,-3.512398e-01,6.601809e-01,-6.427450e-01,-3.512398e-01,0.000000e+00,-3.375833e-03,-9.415818e-04,1.221358e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117297e-02,1.764557e-01,-2.348042e-01,6.191224e-01,4.718395e-01,8.456711e-01,-8.534570e-01,-3.460664e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.676141e-01,,1.804443e-01
15.5300,DS_interstep,1,a,0.0011,0.0216,1,1,0,,,4.809026e-02,-1.119359e-01,4.101925e-01,4.279021e-01,,,,,-4.940782e-02,9.852751e-02,-3.894709e-01,4.362281e-02,4.792045e-01,-7.645397e-01,6.601494e-01,-6.427586e-01,-3.512386e-01,6.601494e-01,-6.427586e-01,-3.512386e-01,0.000000e+00,-3.326679e-03,-9.247213e-04,1.222307e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117403e-02,1.762545e-01,-2.344844e-01,6.190827e-01,4.741571e-01,8.456285e-01,-8.534798e-01,-3.460638e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.623909e-01,,1.779021e-01
15.5400,DS_interstep,1,a,0.0011,0.0213,1,1,0,,,4.728980e-02,-1.103012e-01,4.039564e-01,4.214065e-01,,,,,-4.860787e-02,9.689657e-02,-3.832446e-01,4.337759e-02,4.796650e-01,-7.664177e-01,6.601183e-01,-6.427720e-01,-3.512374e-01,6.601183e-01,-6.427720e-01,-3.512374e-01,0.000000e+00,-3.278172e-03,-9.082994e-04,1.222893e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117532e-02,1.760534e-01,-2.341653e-01,6.190435e-01,4.764419e-01,8.455864e-01,-8.535021e-01,-3.460613e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.572395e-01,,1.753943e-01
15.5500,DS_interstep,1,a,0.0011,0.0210,1,1,0,,,4.649406e-02,-1.086965e-01,3.978169e-01,4.150119e-01,,,,,-4.781248e-02,9.529569e-02,-3.771148e-01,4.313637e-02,4.801175e-01,-7.682649e-01,6.600878e-01,-6.427852e-01,-3.512363e-01,6.600878e-01,-6.427852e-01,-3.512363e-01,0.000000e+00,-3.230307e-03,-8.923043e-04,1.223147e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117681e-02,1.758527e-01,-2.338469e-01,6.190049e-01,4.786945e-01,8.455449e-01,-8.535241e-01,-3.460587e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.521593e-01,,1.729207e-01
15.5600,DS_interstep,1,a,0.0011,0.0207,1,1,0,,,4.570399e-02,-1.071210e-01,3.917733e-01,4.087176e-01,,,,,-4.702261e-02,9.372393e-02,-3.710807e-01,4.289911e-02,4.805621e-01,-7.700818e-01,6.600576e-01,-6.427981e-01,-3.512351e-01,6.600576e-01,-6.427981e-01,-3.512351e-01,0.000000e+00,-3.183075e-03,-8.767239e-04,1.223101e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.117852e-02,1.756521e-01,-2.335291e-01,6.189669e-01,4.809150e-01,8.455041e-01,-8.535457e-01,-3.460562e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.471498e-01,,1.704811e-01
15.5700,DS_interstep,1,a,0.0010,0.0205,1,1,0,,,4.492047e-02,-1.055737e-01,3.858249e-01,4.025227e-01,,,,,-4.623915e-02,9.218037e-02,-3.651418e-01,4.266578e-02,4.809989e-01,-7.718690e-01,6.600279e-01,-6.428109e-01,-3.512339e-01,6.600279e-01,-6.428109e-01,-3.512339e-01,0.000000e+00,-3.136470e-03,-8.615460e-04,1.222784e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.118042e-02,1.754518e-01,-2.332120e-01,6.189294e-01,4.831041e-01,8.454638e-01,-8.535670e-01,-3.460537e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.422105e-01,,1.680750e-01
15.5800,DS_interstep,1,a,0.0010,0.0202,1,1,0,,,4.414435e-02,-1.040536e-01,3.799709e-01,3.964262e-01,,,,,-4.546298e-02,9.066408e-02,-3.592972e-01,4.243633e-02,4.814282e-01,-7.736268e-01,6.599987e-01,-6.428234e-01,-3.512327e-01,6.599987e-01,-6.428234e-01,-3.512327e-01,0.000000e+00,-3.090484e-03,-8.467582e-04,1.222222e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.118253e-02,1.752518e-01,-2.328956e-01,6.188925e-01,4.852619e-01,8.454241e-01,-8.535880e-01,-3.460511e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.373405e-01,,1.657021e-01
15.5900,DS_interstep,1,a,0.0010,0.0199,1,1,0,,,4.337645e-02,-1.025599e-01,3.742102e-01,3.904272e-01,,,,,-4.469493e-02,8.917415e-02,-3.535459e-01,4.221075e-02,4.818500e-01,-7.753558e-01,6.599698e-01,-6.428357e-01,-3.512316e-01,6.599698e-01,-6.428357e-01,-3.512316e-01,0.000000e+00,-3.045109e-03,-8.323481e-04,1.221440e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.118484e-02,1.750520e-01,-2.325798e-01,6.188561e-01,4.873889e-01,8.453850e-01,-8.536086e-01,-3.460486e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.325389e-01,,1.633619e-01
15.6000,DS_interstep,1,a,0.0010,0.0197,1,1,0,,,4.261756e-02,-1.010916e-01,3.685419e-01,3.845243e-01,,,,,-4.393580e-02,8.770964e-02,-3.478869e-01,4.198896e-02,4.822644e-01,-7.770564e-01,6.599414e-01,-6.428479e-01,-3.512304e-01,6.599414e-01,-6.428479e-01,-3.512304e-01,0.000000e+00,-3.000339e-03,-8.183033e-04,1.220465e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.118734e-02,1.748523e-01,-2.322647e-01,6.188202e-01,4.894855e-01,8.453465e-01,-8.536289e-01,-3.460461e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.278047e-01,,1.610538e-01
15.6100,DS_interstep,1,a,0.0010,0.0194,1,1,0,,,4.186843e-02,-9.964788e-02,3.629649e-01,3.787165e-01,,,,,-4.318637e-02,8.626965e-02,-3.423191e-01,4.177094e-02,4.826716e-01,-7.787291e-01,6.599134e-01,-6.428598e-01,-3.512292e-01,6.599134e-01,-6.428598e-01,-3.512292e-01,0.000000e+00,-2.956167e-03,-8.046112e-04,1.219317e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.119002e-02,1.746530e-01,-2.319502e-01,6.187848e-01,4.915520e-01,8.453086e-01,-8.536489e-01,-3.460436e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.231370e-01,,1.587774e-01
15.6200,DS_interstep,1,a,0.0010,0.0192,1,1,0,,,4.112980e-02,-9.822770e-02,3.574778e-01,3.730024e-01,,,,,-4.244741e-02,8.485325e-02,-3.368413e-01,4.155662e-02,4.830717e-01,-7.803743e-01,6.598858e-01,-6.428716e-01,-3.512281e-01,6.598858e-01,-6.428716e-01,-3.512281e-01,0.000000e+00,-2.912584e-03,-7.912594e-04,1.218018e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.119289e-02,1.744538e-01,-2.316363e-01,6.187500e-01,4.935888e-01,8.452712e-01,-8.536685e-01,-3.460411e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.185347e-01,,1.565320e-01
15.6300,DS_interstep,1,a,0.0010,0.0189,1,1,0,,,4.040239e-02,-9.683020e-02,3.520796e-01,3.673806e-01,,,,,-4.171965e-02,8.345951e-02,-3.314524e-01,4.134595e-02,4.834649e-01,-7.819925e-01,6.598587e-01,-6.428831e-01,-3.512269e-01,6.598587e-01,-6.428831e-01,-3.512269e-01,0.000000e+00,-2.869584e-03,-7.782356e-04,1.216589e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.119595e-02,1.742549e-01,-2.313230e-01,6.187157e-01,4.955963e-01,8.452343e-01,-8.536879e-01,-3.460386e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.139965e-01,,1.543171e-01
15.6400,DS_interstep,1,a,0.0009,0.0187,1,1,0,,,3.968685e-02,-9.545445e-02,3.467690e-01,3.618499e-01,,,,,-4.100377e-02,8.208752e-02,-3.261510e-01,4.113887e-02,4.838511e-01,-7.835842e-01,6.598319e-01,-6.428945e-01,-3.512257e-01,6.598319e-01,-6.428945e-01,-3.512257e-01,0.000000e+00,-2.827160e-03,-7.655277e-04,1.215047e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.119918e-02,1.740561e-01,-2.310103e-01,6.186819e-01,4.975749e-01,8.451980e-01,-8.537069e-01,-3.460362e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.095213e-01,,1.521321e-01
15.6500,DS_interstep,1,a,0.0009,0.0184,1,1,0,,,3.898384e-02,-9.409955e-02,3.415445e-01,3.564087e-01,,,,,-4.030045e-02,8.073637e-02,-3.209358e-01,4.093532e-02,4.842306e-01,-7.851496e-01,6.598055e-01,-6.429057e-01,-3.512245e-01,6.598055e-01,-6.429057e-01,-3.512245e-01,0.000000e+00,-2.785306e-03,-7.531236e-04,1.213410e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.120258e-02,1.738576e-01,-2.306983e-01,6.186485e-01,4.995250e-01,8.451622e-01,-8.537257e-01,-3.460337e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.051081e-01,,1.499763e-01
15.6600,DS_interstep,1,a,0.0009,0.0182,1,1,0,,,3.829395e-02,-9.276463e-02,3.364049e-01,3.510555e-01,,,,,-3.961030e-02,7.940518e-02,-3.158054e-01,4.073523e-02,4.846034e-01,-7.866893e-01,6.597795e-01,-6.429167e-01,-3.512234e-01,6.597795e-01,-6.429167e-01,-3.512234e-01,0.000000e+00,-2.744014e-03,-7.410115e-04,1.211693e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.120616e-02,1.736593e-01,-2.303868e-01,6.186157e-01,5.014468e-01,8.451269e-01,-8.537441e-01,-3.460312e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,3.007554e-01,,1.478493e-01
15.6700,DS_interstep,1,a,0.0009,0.0179,1,1,0,,,3.761773e-02,-9.144880e-02,3.313488e-01,3.457890e-01,,,,,-3.893389e-02,7.809306e-02,-3.107585e-01,4.053853e-02,4.849696e-01,-7.882038e-01,6.597539e-01,-6.429276e-01,-3.512222e-01,6.597539e-01,-6.429276e-01,-3.512222e-01,0.000000e+00,-2.703279e-03,-7.291799e-04,1.209909e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.120990e-02,1.734612e-01,-2.300759e-01,6.185834e-01,5.033409e-01,8.450922e-01,-8.537623e-01,-3.460288e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.964624e-01,,1.457504e-01
15.6800,DS_interstep,1,a,0.0009,0.0177,1,1,0,,,3.695567e-02,-9.015123e-02,3.263748e-01,3.406075e-01,,,,,-3.827174e-02,7.679917e-02,-3.057937e-01,4.034515e-02,4.853294e-01,-7.896933e-01,6.597287e-01,-6.429383e-01,-3.512210e-01,6.597287e-01,-6.429383e-01,-3.512210e-01,0.000000e+00,-2.663094e-03,-7.176177e-04,1.208072e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.121381e-02,1.732633e-01,-2.297655e-01,6.185515e-01,5.052075e-01,8.450580e-01,-8.537802e-01,-3.460263e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.922277e-01,,1.436791e-01
15.6900,DS_interstep,1,a,0.0009,0.0174,1,1,0,,,3.630822e-02,-8.887110e-02,3.214815e-01,3.355096e-01,,,,,-3.762431e-02,7.552270e-02,-3.009096e-01,4.015502e-02,4.856827e-01,-7.911583e-01,6.597038e-01,-6.429488e-01,-3.512199e-01,6.597038e-01,-6.429488e-01,-3.512199e-01,0.000000e+00,-2.623454e-03,-7.063139e-04,1.206192e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.121788e-02,1.730657e-01,-2.294558e-01,6.185201e-01,5.070471e-01,8.450243e-01,-8.537978e-01,-3.460239e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.880503e-01,,1.416349e-01
15.7000,DS_interstep,1,a,0.0009,0.0172,1,1,0,,,3.567577e-02,-8.760765e-02,3.166674e-01,3.304937e-01,,,,,-3.699200e-02,7.426286e-02,-2.961046e-01,3.996805e-02,4.860297e-01,-7.925992e-01,6.596793e-01,-6.429592e-01,-3.512187e-01,6.596793e-01,-6.429592e-01,-3.512187e-01,0.000000e+00,-2.584352e-03,-6.952581e-04,1.204279e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.122210e-02,1.728682e-01,-2.291465e-01,6.184892e-01,5.088599e-01,8.449911e-01,-8.538151e-01,-3.460215e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.839291e-01,,1.396173e-01
15.7100,DS_interstep,1,a,0.0009,0.0170,1,1,0,,,3.505862e-02,-8.636013e-02,3.119311e-01,3.255583e-01,,,,,-3.637514e-02,7.301891e-02,-2.913775e-01,3.978419e-02,4.863705e-01,-7.940164e-01,6.596552e-01,-6.429694e-01,-3.512176e-01,6.596552e-01,-6.429694e-01,-3.512176e-01,0.000000e+00,-2.545783e-03,-6.844402e-04,1.202341e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.122648e-02,1.726709e-01,-2.288379e-01,6.184587e-01,5.106465e-01,8.449584e-01,-8.538322e-01,-3.460191e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.798630e-01,,1.376258e-01
15.7200,DS_interstep,1,a,0.0008,0.0167,1,1,0,,,3.445704e-02,-8.512784e-02,3.072713e-01,3.207018e-01,,,,,-3.577399e-02,7.179014e-02,-2.867267e-01,3.960333e-02,4.867051e-01,-7.954103e-01,6.596314e-01,-6.429794e-01,-3.512164e-01,6.596314e-01,-6.429794e-01,-3.512164e-01,0.000000e+00,-2.507742e-03,-6.738503e-04,1.200385e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.123101e-02,1.724738e-01,-2.285297e-01,6.184287e-01,5.124071e-01,8.449261e-01,-8.538490e-01,-3.460167e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.758512e-01,,1.356600e-01
15.7300,DS_interstep,1,a,0.0008,0.0165,1,1,0,,,3.387120e-02,-8.391014e-02,3.026864e-01,3.159228e-01,,,,,-3.518876e-02,7.057589e-02,-2.821509e-01,3.942541e-02,4.870337e-01,-7.967813e-01,6.596080e-01,-6.429893e-01,-3.512153e-01,6.596080e-01,-6.429893e-01,-3.512153e-01,0.000000e+00,-2.470222e-03,-6.634794e-04,1.198415e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.123570e-02,1.722769e-01,-2.282221e-01,6.183991e-01,5.141421e-01,8.448944e-01,-8.538656e-01,-3.460143e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.718927e-01,,1.337195e-01
15.7400,DS_interstep,1,a,0.0008,0.0163,1,1,0,,,3.330122e-02,-8.270642e-02,2.981752e-01,3.112198e-01,,,,,-3.461956e-02,6.937557e-02,-2.776486e-01,3.925035e-02,4.873562e-01,-7.981296e-01,6.595850e-01,-6.429991e-01,-3.512141e-01,6.595850e-01,-6.429991e-01,-3.512141e-01,0.000000e+00,-2.433219e-03,-6.533183e-04,1.196437e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.124052e-02,1.720802e-01,-2.279151e-01,6.183700e-01,5.158519e-01,8.448631e-01,-8.538819e-01,-3.460119e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.679866e-01,,1.318040e-01
15.7500,DS_interstep,1,a,0.0008,0.0161,1,1,0,,,3.274715e-02,-8.151614e-02,2.937361e-01,3.065912e-01,,,,,-3.406645e-02,6.818861e-02,-2.732184e-01,3.907806e-02,4.876728e-01,-7.994558e-01,6.595623e-01,-6.430087e-01,-3.512129e-01,6.595623e-01,-6.430087e-01,-3.512129e-01,0.000000e+00,-2.396727e-03,-6.433588e-04,1.194453e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.124549e-02,1.718837e-01,-2.276085e-01,6.183413e-01,5.175368e-01,8.448323e-01,-8.538980e-01,-3.460096e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.641321e-01,,1.299130e-01
15.7600,DS_interstep,1,a,0.0008,0.0159,1,1,0,,,3.220897e-02,-8.033878e-02,2.893678e-01,3.020356e-01,,,,,-3.352940e-02,6.701450e-02,-2.688589e-01,3.890847e-02,4.879834e-01,-8.007601e-01,6.595399e-01,-6.430181e-01,-3.512118e-01,6.595399e-01,-6.430181e-01,-3.512118e-01,0.000000e+00,-2.360742e-03,-6.335929e-04,1.192465e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.125061e-02,1.716874e-01,-2.273025e-01,6.183130e-01,5.191971e-01,8.448019e-01,-8.539138e-01,-3.460072e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.603283e-01,,1.280464e-01
15.7700,DS_interstep,1,a,0.0008,0.0156,1,1,0,,,3.168659e-02,-7.917390e-02,2.850690e-01,2.975515e-01,,,,,-3.300835e-02,6.585279e-02,-2.645688e-01,3.874148e-02,4.882883e-01,-8.020428e-01,6.595179e-01,-6.430275e-01,-3.512106e-01,6.595179e-01,-6.430275e-01,-3.512106e-01,0.000000e+00,-2.325258e-03,-6.240128e-04,1.190475e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.125586e-02,1.714912e-01,-2.269969e-01,6.182851e-01,5.208333e-01,8.447720e-01,-8.539294e-01,-3.460049e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.565747e-01,,1.262036e-01
15.7800,DS_interstep,1,a,0.0008,0.0154,1,1,0,,,3.117987e-02,-7.802110e-02,2.808383e-01,2.931375e-01,,,,,-3.250314e-02,6.470308e-02,-2.603467e-01,3.857704e-02,4.885874e-01,-8.033044e-01,6.594962e-01,-6.430366e-01,-3.512095e-01,6.594962e-01,-6.430366e-01,-3.512095e-01,0.000000e+00,-2.290270e-03,-6.146116e-04,1.188481e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.126124e-02,1.712952e-01,-2.266919e-01,6.182577e-01,5.224457e-01,8.447426e-01,-8.539447e-01,-3.460025e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.528704e-01,,1.243846e-01
15.7900,DS_interstep,1,a,0.0008,0.0152,1,1,0,,,3.068861e-02,-7.688003e-02,2.766743e-01,2.887923e-01,,,,,-3.201356e-02,6.356500e-02,-2.561912e-01,3.841504e-02,4.888808e-01,-8.045452e-01,6.594748e-01,-6.430457e-01,-3.512084e-01,6.594748e-01,-6.430457e-01,-3.512084e-01,0.000000e+00,-2.255774e-03,-6.053824e-04,1.186484e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.126677e-02,1.710995e-01,-2.263873e-01,6.182307e-01,5.240346e-01,8.447136e-01,-8.539599e-01,-3.460002e-01,2.307792e-01,-7.812942e-01,-3.496645e-01,0.000000e+00,0.000000e+00,1,0,0.000000e+00,0.000000e+00,0,2.492149e-01,,1.225891e-01
