t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
57.840,1.638601e-01,6.123051e-02,7.133249e-02,1.342111e-01,1.066300e-01,1.061412e+00,-1.979878e+00,-3.499712e-03,2.193755e-02,-2.310130e-02,3.204956e-02
58.140,1.607487e-01,6.019687e-02,7.856191e-02,1.266670e-01,1.274875e-01,1.197554e+00,-2.009025e+00,-3.374257e-03,2.620487e-02,-2.719322e-02,3.791507e-02
58.440,1.582275e-01,5.928547e-02,8.705738e-02,1.180770e-01,1.536430e-01,1.342332e+00,-2.019886e+00,-2.666578e-03,3.038149e-02,-3.009706e-02,4.284832e-02
58.740,1.570013e-01,5.867341e-02,9.677978e-02,1.088141e-01,1.847552e-01,1.492602e+00,-2.012803e+00,-1.373172e-03,3.438448e-02,-3.171972e-02,4.680084e-02
59.040,1.576995e-01,5.852394e-02,1.076551e-01,9.926960e-02,2.197936e-01,1.643122e+00,-1.988012e+00,4.409041e-04,3.806043e-02,-3.197683e-02,4.971226e-02
59.340,1.607556e-01,5.896508e-02,1.195446e-01,8.985871e-02,2.563447e-01,1.784914e+00,-1.946339e+00,2.555624e-03,4.113575e-02,-3.087674e-02,5.149810e-02
59.640,1.662410e-01,6.002288e-02,1.321818e-01,8.100186e-02,2.885218e-01,1.897340e+00,-1.884445e+00,4.470333e-03,4.292072e-02,-2.827491e-02,5.159111e-02
59.940,1.737148e-01,6.153418e-02,1.450555e-01,7.313867e-02,3.092910e-01,1.959797e+00,-1.804871e+00,5.637977e-03,4.277747e-02,-2.427279e-02,4.950624e-02
60.240,1.824348e-01,6.328047e-02,1.575819e-01,6.667818e-02,3.176000e-01,1.968408e+00,-1.709399e+00,6.090842e-03,4.069747e-02,-1.895564e-02,4.530671e-02
60.540,1.915870e-01,6.506417e-02,1.692107e-01,6.196739e-02,3.134880e-01,1.924310e+00,-1.602974e+00,5.911746e-03,3.683871e-02,-1.256597e-02,3.936932e-02
60.840,2.004062e-01,6.671528e-02,1.794266e-01,5.931126e-02,2.975209e-01,1.829764e+00,-1.489836e+00,5.229387e-03,3.139398e-02,-5.301144e-03,3.226500e-02
61.140,2.082822e-01,6.810866e-02,1.878057e-01,5.892141e-02,2.707117e-01,1.690219e+00,-1.376105e+00,4.183544e-03,2.464453e-02,2.596858e-03,2.513163e-02
61.440,2.148035e-01,6.916847e-02,1.940171e-01,6.093961e-02,2.355695e-01,1.515852e+00,-1.268958e+00,2.982814e-03,1.702781e-02,1.075671e-02,2.036051e-02
61.740,2.197876e-01,6.987002e-02,1.978549e-01,6.540784e-02,1.937690e-01,1.314891e+00,-1.173582e+00,1.762436e-03,8.873451e-03,1.897259e-02,2.101912e-02
62.040,2.232779e-01,7.023800e-02,1.992382e-01,7.227582e-02,1.486347e-01,1.101127e+00,-1.096584e+00,6.943038e-04,6.893651e-04,2.680467e-02,2.682252e-02
62.340,2.255125e-01,7.032509e-02,1.982032e-01,8.139891e-02,1.022241e-01,8.842239e-01,-1.041451e+00,-1.488422e-04,-7.195923e-03,3.401035e-02,3.476359e-02
62.640,2.268887e-01,7.020645e-02,1.949263e-01,9.248378e-02,5.736138e-02,6.802205e-01,-1.018852e+00,-7.752262e-04,-1.424593e-02,3.983955e-02,4.231710e-02
62.940,2.278406e-01,6.992698e-02,1.897222e-01,1.050098e-01,1.616725e-02,5.029304e-01,-1.037472e+00,-1.254146e-03,-2.003130e-02,4.362252e-02,4.801823e-02
63.240,2.287606e-01,6.952742e-02,1.830436e-01,1.182895e-01,-1.876975e-02,3.676566e-01,-1.096974e+00,-1.683049e-03,-2.406045e-02,4.491037e-02,5.097724e-02
63.540,2.299553e-01,6.895646e-02,1.754966e-01,1.316259e-01,-4.862245e-02,2.871429e-01,-1.178729e+00,-2.316833e-03,-2.593673e-02,4.426882e-02,5.135962e-02
63.840,2.317093e-01,6.825991e-02,1.676634e-01,1.446333e-01,-6.665916e-02,2.513035e-01,-1.245962e+00,-2.496749e-03,-2.610401e-02,4.278202e-02,5.017922e-02
64.140,2.342052e-01,6.758891e-02,1.599865e-01,1.571246e-01,-7.247912e-02,2.497473e-01,-1.289656e+00,-2.172284e-03,-2.500364e-02,4.083955e-02,4.793505e-02
64.440,2.374919e-01,6.707151e-02,1.527790e-01,1.690041e-01,-6.829181e-02,2.721113e-01,-1.308484e+00,-1.499712e-03,-2.306052e-02,3.869014e-02,4.506621e-02
64.740,2.417549e-01,6.770129e-02,1.452374e-01,1.810195e-01,-2.773891e-02,3.423706e-01,-1.227295e+00,3.735276e-04,-1.619190e-02,3.921080e-02,4.242410e-02
65.040,2.485825e-01,6.839062e-02,1.409725e-01,1.929838e-01,8.069734e-03,4.179600e-01,-1.170866e+00,3.451208e-03,-1.220301e-02,4.033119e-02,4.227800e-02
65.340,2.566570e-01,6.972179e-02,1.377215e-01,2.050476e-01,3.109950e-02,4.706234e-01,-1.147327e+00,5.005338e-03,-9.591334e-03,4.003755e-02,4.147352e-02
65.640,2.652189e-01,7.130354e-02,1.350766e-01,2.168206e-01,4.170360e-02,5.000687e-01,-1.150531e+00,5.246943e-03,-8.156995e-03,3.848449e-02,3.968782e-02
65.940,2.736622e-01,7.280339e-02,1.327120e-01,2.279873e-01,4.171294e-02,5.091387e-01,-1.172117e+00,4.534305e-03,-7.687567e-03,3.606772e-02,3.715561e-02
66.240,2.815497e-01,7.396978e-02,1.303314e-01,2.383536e-01,2.708219e-02,4.888836e-01,-1.215731e+00,2.742699e-03,-8.542219e-03,3.286784e-02,3.407032e-02
66.540,2.881502e-01,7.431233e-02,1.274640e-01,2.475099e-01,-2.271977e-03,4.324554e-01,-1.254691e+00,-3.636059e-04,-1.064847e-02,2.893301e-02,3.083247e-02
66.840,2.938626e-01,7.397910e-02,1.240427e-01,2.559213e-01,-1.727873e-02,3.926804e-01,-1.240434e+00,-1.645760e-03,-1.192508e-02,2.771657e-02,3.021795e-02
67.140,2.994991e-01,7.351379e-02,1.204568e-01,2.641696e-01,-1.824661e-02,3.800044e-01,-1.207759e+00,-1.480352e-03,-1.184240e-02,2.750344e-02,2.998121e-02
67.440,3.053036e-01,7.315435e-02,1.169813e-01,2.723492e-01,-1.583988e-02,3.755379e-01,-1.176433e+00,-1.076718e-03,-1.133381e-02,2.717524e-02,2.946367e-02
67.740,3.112059e-01,7.288504e-02,1.136447e-01,2.803957e-01,-1.492686e-02,3.684775e-01,-1.148907e+00,-8.814534e-04,-1.094871e-02,2.663554e-02,2.881151e-02
68.040,3.171203e-01,7.264881e-02,1.104006e-01,2.882692e-01,-1.524454e-02,3.588913e-01,-1.123043e+00,-8.224923e-04,-1.069907e-02,2.604163e-02,2.816582e-02
68.340,3.230170e-01,7.242524e-02,1.072252e-01,2.959684e-01,-1.568825e-02,3.490554e-01,-1.097522e+00,-7.786544e-04,-1.047794e-02,2.547524e-02,2.755687e-02
68.640,3.288918e-01,7.221639e-02,1.041178e-01,3.035030e-01,-1.590340e-02,3.397662e-01,-1.072202e+00,-7.190572e-04,-1.024462e-02,2.493756e-02,2.696945e-02
68.940,3.347402e-01,7.202554e-02,1.010817e-01,3.108791e-01,-1.597593e-02,3.308817e-01,-1.047290e+00,-6.553334e-04,-1.000454e-02,2.441260e-02,2.639119e-02
69.240,3.405538e-01,7.185228e-02,9.811733e-02,3.180993e-01,-1.600614e-02,3.221987e-01,-1.022885e+00,-5.970655e-04,-9.767312e-03,2.389431e-02,2.582043e-02
69.540,3.463239e-01,7.169469e-02,9.522326e-02,3.251656e-01,-1.601884e-02,3.136618e-01,-9.989737e-01,-5.454062e-04,-9.535642e-03,2.338341e-02,2.525885e-02
69.840,3.520431e-01,7.155105e-02,9.239791e-02,3.320804e-01,-1.600927e-02,3.052790e-01,-9.755252e-01,-4.989012e-04,-9.308984e-03,2.288121e-02,2.470740e-02
70.140,3.577053e-01,7.142002e-02,8.963986e-02,3.388465e-01,-1.597438e-02,2.970577e-01,-9.525214e-01,-4.565793e-04,-9.086764e-03,2.238808e-02,2.416617e-02
70.440,3.633053e-01,7.130045e-02,8.694781e-02,3.454664e-01,-1.591601e-02,2.889949e-01,-9.299512e-01,-4.180514e-04,-8.868882e-03,2.190397e-02,2.363505e-02
70.740,3.688388e-01,7.119128e-02,8.432045e-02,3.519430e-01,-1.583727e-02,2.810846e-01,-9.078040e-01,-3.830767e-04,-8.655408e-03,2.142883e-02,2.311401e-02
71.040,3.743019e-01,7.109150e-02,8.175644e-02,3.582789e-01,-1.574086e-02,2.733209e-01,-8.860679e-01,-3.514064e-04,-8.446399e-03,2.096269e-02,2.260309e-02
71.340,3.796915e-01,7.100020e-02,7.925443e-02,3.644768e-01,-1.562906e-02,2.656980e-01,-8.647302e-01,-3.227894e-04,-8.241895e-03,2.050561e-02,2.210233e-02
71.640,3.850050e-01,7.091653e-02,7.681309e-02,3.705394e-01,-1.550392e-02,2.582100e-01,-8.437772e-01,-2.969894e-04,-8.041933e-03,2.005769e-02,2.161184e-02
71.940,3.902403e-01,7.083970e-02,7.443102e-02,3.764695e-01,-1.536733e-02,2.508510e-01,-8.231946e-01,-2.737895e-04,-7.846557e-03,1.961904e-02,2.113174e-02
72.240,3.953958e-01,7.076899e-02,7.210685e-02,3.822698e-01,-1.522101e-02,2.436142e-01,-8.029664e-01,-2.529894e-04,-7.655826e-03,1.918984e-02,2.066218e-02
72.540,4.004704e-01,7.070374e-02,6.983918e-02,3.879433e-01,-1.506653e-02,2.364923e-01,-7.830753e-01,-2.344028e-04,-7.469817e-03,1.877032e-02,2.020341e-02
72.840,4.054632e-01,7.064332e-02,6.762658e-02,3.934928e-01,-1.490522e-02,2.294772e-01,-7.635010e-01,-2.178529e-04,-7.288632e-03,1.836079e-02,1.975576e-02
73.140,4.103740e-01,7.058719e-02,6.546757e-02,3.989214e-01,-1.473818e-02,2.225596e-01,-7.442199e-01,-2.031669e-04,-7.112412e-03,1.796171e-02,1.931969e-02
73.440,4.152029e-01,7.053483e-02,6.336065e-02,4.042323e-01,-1.456610e-02,2.157286e-01,-7.252031e-01,-1.901657e-04,-6.941338e-03,1.757370e-02,1.889586e-02
73.740,4.199505e-01,7.048586e-02,6.130457e-02,4.094288e-01,-1.437840e-02,2.090010e-01,-7.063258e-01,-1.778465e-04,-6.772750e-03,1.719655e-02,1.848305e-02
74.040,4.246183e-01,7.044084e-02,5.929921e-02,4.145147e-01,-1.411021e-02,2.024823e-01,-6.873881e-01,-1.602116e-04,-6.602136e-03,1.683480e-02,1.808382e-02
74.340,4.292103e-01,7.040231e-02,5.734593e-02,4.194954e-01,-1.369055e-02,1.962940e-01,-6.683322e-01,-1.316864e-04,-6.424748e-03,1.649382e-02,1.770143e-02
74.640,4.337317e-01,7.037386e-02,5.544703e-02,4.243776e-01,-1.308372e-02,1.905128e-01,-6.491864e-01,-9.065908e-05,-6.238859e-03,1.617458e-02,1.733634e-02
74.940,4.381877e-01,7.035907e-02,5.360505e-02,4.291673e-01,-1.228720e-02,1.851686e-01,-6.300493e-01,-3.859685e-05,-6.044881e-03,1.587449e-02,1.698651e-02
75.240,4.425822e-01,7.036074e-02,5.182209e-02,4.338696e-01,-1.132490e-02,1.802511e-01,-6.110652e-01,2.094563e-05,-5.844872e-03,1.558855e-02,1.664830e-02
75.540,4.469172e-01,7.038045e-02,5.009952e-02,4.384879e-01,-1.023891e-02,1.757194e-01,-5.923987e-01,8.332649e-05,-5.641947e-03,1.531062e-02,1.631728e-02
75.840,4.511927e-01,7.041831e-02,4.843768e-02,4.430236e-01,-9.081083e-03,1.715135e-01,-5.742119e-01,1.436827e-04,-5.439690e-03,1.503442e-02,1.598889e-02
76.140,4.554065e-01,7.047305e-02,4.683582e-02,4.474763e-01,-7.905619e-03,1.675638e-01,-5.566471e-01,1.976011e-04,-5.241655e-03,1.475438e-02,1.565905e-02
76.440,4.595522e-01,7.054316e-02,4.529475e-02,4.518410e-01,-6.682526e-03,1.643766e-01,-5.406472e-01,2.500729e-04,-5.028093e-03,1.443755e-02,1.529010e-02
76.740,4.636179e-01,7.062561e-02,4.381572e-02,4.561072e-01,-5.698070e-03,1.609943e-01,-5.258333e-01,2.744295e-04,-4.839636e-03,1.410015e-02,1.491012e-02
77.040,4.675931e-01,7.070861e-02,4.238677e-02,4.602683e-01,-5.137842e-03,1.569868e-01,-5.121327e-01,2.570246e-04,-4.691512e-03,1.373451e-02,1.451596e-02
77.340,4.714692e-01,7.078297e-02,4.099824e-02,4.643190e-01,-4.806017e-03,1.527148e-01,-4.990380e-01,2.222744e-04,-4.566820e-03,1.336592e-02,1.412632e-02
77.640,4.752468e-01,7.084688e-02,3.964590e-02,4.682611e-01,-4.510769e-03,1.485152e-01,-4.862122e-01,1.897346e-04,-4.448214e-03,1.300950e-02,1.375026e-02
77.940,4.789294e-01,7.090196e-02,3.832914e-02,4.720987e-01,-4.194001e-03,1.444958e-01,-4.735954e-01,1.637439e-04,-4.329480e-03,1.266585e-02,1.338637e-02
78.240,4.825198e-01,7.094981e-02,3.704787e-02,4.758350e-01,-3.872569e-03,1.406160e-01,-4.612173e-01,1.416165e-04,-4.211989e-03,1.233206e-02,1.303229e-02
78.540,4.860202e-01,7.099118e-02,3.580141e-02,4.794728e-01,-3.567721e-03,1.368337e-01,-4.491123e-01,1.208962e-04,-4.097551e-03,1.200591e-02,1.268647e-02
78.840,4.894321e-01,7.102639e-02,3.458877e-02,4.830141e-01,-3.283355e-03,1.331406e-01,-4.372866e-01,1.011148e-04,-3.986502e-03,1.168693e-02,1.234855e-02
79.140,4.927571e-01,7.105576e-02,3.340898e-02,4.864611e-01,-3.015447e-03,1.295414e-01,-4.257323e-01,8.254074e-05,-3.878482e-03,1.137517e-02,1.201848e-02
79.440,4.959968e-01,7.107968e-02,3.226118e-02,4.898160e-01,-2.760800e-03,1.260375e-01,-4.144405e-01,6.529396e-05,-3.773220e-03,1.107061e-02,1.169615e-02
79.740,4.991531e-01,7.109855e-02,3.114455e-02,4.930810e-01,-2.518337e-03,1.226261e-01,-4.034040e-01,4.928059e-05,-3.670646e-03,1.077309e-02,1.138137e-02
80.040,5.022275e-01,7.111271e-02,3.005830e-02,4.962580e-01,-2.287623e-03,1.193035e-01,-3.926166e-01,3.436750e-05,-3.570741e-03,1.048245e-02,1.107399e-02
80.340,5.052218e-01,7.112249e-02,2.900162e-02,4.993491e-01,-2.068028e-03,1.160670e-01,-3.820728e-01,2.046125e-05,-3.473451e-03,1.019852e-02,1.077382e-02
80.640,5.081374e-01,7.112818e-02,2.797375e-02,5.023564e-01,-1.858766e-03,1.129146e-01,-3.717671e-01,7.495757e-06,-3.378701e-03,9.921155e-03,1.048070e-02
80.940,5.109761e-01,7.113005e-02,2.697394e-02,5.052816e-01,-1.659100e-03,1.098441e-01,-3.616944e-01,-4.591166e-06,-3.286415e-03,9.650185e-03,1.019444e-02
81.240,5.137394e-01,7.112836e-02,2.600145e-02,5.081268e-01,-1.468401e-03,1.068536e-01,-3.518493e-01,-1.586298e-05,-3.196526e-03,9.385462e-03,9.914884e-03
81.540,5.164289e-01,7.112335e-02,2.505559e-02,5.108938e-01,-1.286107e-03,1.039408e-01,-3.422268e-01,-2.638032e-05,-3.108974e-03,9.126839e-03,9.641867e-03
81.840,5.190461e-01,7.111524e-02,2.413565e-02,5.135844e-01,-1.111687e-03,1.011036e-01,-3.328218e-01,-3.619831e-05,-3.023697e-03,8.874172e-03,9.375232e-03
82.140,5.215924e-01,7.110423e-02,2.324096e-02,5.162003e-01,-9.446415e-04,9.834021e-02,-3.236295e-01,-4.536710e-05,-2.940637e-03,8.627322e-03,9.114828e-03
82.440,5.240695e-01,7.109052e-02,2.237087e-02,5.187432e-01,-7.845047e-04,9.564857e-02,-3.146451e-01,-5.393303e-05,-2.859734e-03,8.386154e-03,8.860506e-03
82.740,5.264787e-01,7.107429e-02,2.152474e-02,5.212149e-01,-6.308470e-04,9.302683e-02,-3.058639e-01,-6.193931e-05,-2.780932e-03,8.150534e-03,8.612121e-03
83.040,5.288215e-01,7.105568e-02,2.070195e-02,5.236170e-01,-4.832715e-04,9.047317e-02,-2.972813e-01,-6.942610e-05,-2.704175e-03,7.920333e-03,8.369532e-03
83.340,5.310993e-01,7.103487e-02,1.990189e-02,5.259510e-01,-3.414101e-04,8.798581e-02,-2.888929e-01,-7.643064e-05,-2.629410e-03,7.695424e-03,8.132600e-03
83.640,5.333135e-01,7.101198e-02,1.912397e-02,5.282186e-01,-2.049211e-04,8.556302e-02,-2.806943e-01,-8.298739e-05,-2.556585e-03,7.475684e-03,7.901193e-03
83.940,5.354654e-01,7.098716e-02,1.836762e-02,5.304212e-01,-7.348734e-05,8.320310e-02,-2.726812e-01,-8.912826e-05,-2.485648e-03,7.260992e-03,7.675180e-03
84.240,5.375564e-01,7.096052e-02,1.763228e-02,5.325604e-01,5.318563e-05,8.090443e-02,-2.648495e-01,-9.488282e-05,-2.416550e-03,7.051231e-03,7.454433e-03
84.540,5.395877e-01,7.093217e-02,1.691741e-02,5.346376e-01,1.753709e-04,7.866539e-02,-2.571952e-01,-1.002785e-04,-2.349243e-03,6.846286e-03,7.238828e-03
84.840,5.415608e-01,7.090223e-02,1.622247e-02,5.366542e-01,2.933221e-04,7.648444e-02,-2.497141e-01,-1.053407e-04,-2.283681e-03,6.646046e-03,7.028245e-03
85.140,5.434767e-01,7.087079e-02,1.554695e-02,5.386117e-01,4.072745e-04,7.436006e-02,-2.424025e-01,-1.100929e-04,-2.219817e-03,6.450401e-03,6.822565e-03
85.440,5.453368e-01,7.083794e-02,1.489034e-02,5.405114e-01,5.174469e-04,7.229078e-02,-2.352565e-01,-1.145570e-04,-2.157608e-03,6.259246e-03,6.621673e-03
85.740,5.471423e-01,7.080377e-02,1.425216e-02,5.423545e-01,6.240426e-04,7.027515e-02,-2.282723e-01,-1.187532e-04,-2.097010e-03,6.072476e-03,6.425458e-03
86.040,5.488944e-01,7.076835e-02,1.363193e-02,5.441425e-01,7.272504e-04,6.831179e-02,-2.214465e-01,-1.227002e-04,-2.037981e-03,5.889989e-03,6.233811e-03
86.340,5.505942e-01,7.073176e-02,1.302919e-02,5.458765e-01,8.272459e-04,6.639932e-02,-2.147753e-01,-1.264153e-04,-1.980481e-03,5.711687e-03,6.046624e-03
86.640,5.522428e-01,7.069407e-02,1.244348e-02,5.475579e-01,9.241923e-04,6.453643e-02,-2.082554e-01,-1.299147e-04,-1.924469e-03,5.537474e-03,5.863794e-03
86.940,5.538415e-01,7.065534e-02,1.187436e-02,5.491877e-01,1.018242e-03,6.272183e-02,-2.018834e-01,-1.332133e-04,-1.869907e-03,5.367255e-03,5.685219e-03
87.240,5.553912e-01,7.061563e-02,1.132140e-02,5.507673e-01,1.109535e-03,6.095426e-02,-1.956558e-01,-1.363249e-04,-1.816756e-03,5.200937e-03,5.510802e-03
87.540,5.568931e-01,7.057500e-02,1.078419e-02,5.522977e-01,1.198205e-03,5.923248e-02,-1.895695e-01,-1.392622e-04,-1.764982e-03,5.038432e-03,5.340445e-03
87.840,5.583482e-01,7.053349e-02,1.026231e-02,5.537801e-01,1.284373e-03,5.755533e-02,-1.836213e-01,-1.420372e-04,-1.714546e-03,4.879651e-03,5.174054e-03
88.140,5.597575e-01,7.049116e-02,9.755372e-03,5.552156e-01,1.368155e-03,5.592163e-02,-1.778082e-01,-1.446609e-04,-1.665416e-03,4.724509e-03,5.011539e-03
88.440,5.611222e-01,7.044805e-02,9.262990e-03,5.566052e-01,1.449657e-03,5.433025e-02,-1.721270e-01,-1.471434e-04,-1.617557e-03,4.572923e-03,4.852810e-03
88.740,5.624430e-01,7.040421e-02,8.784785e-03,5.579500e-01,1.528978e-03,5.278010e-02,-1.665748e-01,-1.494941e-04,-1.570935e-03,4.424810e-03,4.697779e-03
89.040,5.637211e-01,7.035966e-02,8.320391e-03,5.592511e-01,1.606212e-03,5.127010e-02,-1.611487e-01,-1.517220e-04,-1.525520e-03,4.280091e-03,4.546362e-03
89.340,5.649573e-01,7.031445e-02,7.869451e-03,5.605094e-01,1.681445e-03,4.979922e-02,-1.558459e-01,-1.538350e-04,-1.481279e-03,4.138689e-03,4.398476e-03
89.640,5.661527e-01,7.026862e-02,7.431618e-03,5.617258e-01,1.754759e-03,4.836643e-02,-1.506636e-01,-1.558406e-04,-1.438182e-03,4.000526e-03,4.254041e-03
89.940,5.673080e-01,7.022219e-02,7.006552e-03,5.629015e-01,1.826230e-03,4.697076e-02,-1.455991e-01,-1.577460e-04,-1.396199e-03,3.865530e-03,4.112977e-03
90.240,5.684242e-01,7.017519e-02,6.593923e-03,5.640373e-01,1.895929e-03,4.561123e-02,-1.406498e-01,-1.595575e-04,-1.355302e-03,3.733628e-03,3.975208e-03
90.540,5.695022e-01,7.012765e-02,6.193410e-03,5.651341e-01,1.963922e-03,4.428691e-02,-1.358130e-01,-1.612812e-04,-1.315463e-03,3.604748e-03,3.840659e-03
90.840,5.705428e-01,7.007960e-02,5.804700e-03,5.661928e-01,2.030273e-03,4.299688e-02,-1.310864e-01,-1.629226e-04,-1.276654e-03,3.478822e-03,3.709257e-03
91.140,5.715469e-01,7.003107e-02,5.427488e-03,5.672142e-01,2.095039e-03,4.174027e-02,-1.264673e-01,-1.644869e-04,-1.238848e-03,3.355782e-03,3.580932e-03
91.440,5.725152e-01,6.998207e-02,5.061476e-03,5.681994e-01,2.158277e-03,4.051621e-02,-1.219534e-01,-1.659790e-04,-1.202020e-03,3.235563e-03,3.455614e-03
91.740,5.734486e-01,6.993262e-02,4.706375e-03,5.691490e-01,2.220037e-03,3.932384e-02,-1.175423e-01,-1.674032e-04,-1.166144e-03,3.118099e-03,3.333235e-03
92.040,5.743478e-01,6.988275e-02,4.361903e-03,5.700639e-01,2.280393e-03,3.816239e-02,-1.132317e-01,-1.687612e-04,-1.131194e-03,3.003332e-03,3.213733e-03
92.340,5.752137e-01,6.983248e-02,4.027785e-03,5.709448e-01,2.339336e-03,3.703098e-02,-1.090195e-01,-1.700630e-04,-1.097149e-03,2.891191e-03,3.097037e-03
92.640,5.760469e-01,6.978183e-02,3.703754e-03,5.717926e-01,2.396929e-03,3.592888e-02,-1.049033e-01,-1.713091e-04,-1.063985e-03,2.781620e-03,2.983090e-03
92.940,5.768482e-01,6.973080e-02,3.389549e-03,5.726081e-01,2.453232e-03,3.485533e-02,-1.008810e-01,-1.725010e-04,-1.031678e-03,2.674565e-03,2.871831e-03
93.240,5.776184e-01,6.967942e-02,3.084915e-03,5.733919e-01,2.508281e-03,3.380960e-02,-9.695056e-02,-1.736426e-04,-1.000207e-03,2.569965e-03,2.763202e-03
93.540,5.783581e-01,6.962770e-02,2.789606e-03,5.741448e-01,2.562134e-03,3.279098e-02,-9.310969e-02,-1.747383e-04,-9.695442e-04,2.467762e-03,2.657141e-03
93.840,5.790679e-01,6.957566e-02,2.503379e-03,5.748675e-01,2.614715e-03,3.179865e-02,-8.935682e-02,-1.757906e-04,-9.396867e-04,2.367909e-03,2.553607e-03
94.140,5.797487e-01,6.952330e-02,2.226000e-03,5.755607e-01,2.666184e-03,3.083210e-02,-8.568964e-02,-1.767989e-04,-9.105962e-04,2.270347e-03,2.452533e-03
94.440,5.804010e-01,6.947065e-02,1.957241e-03,5.762250e-01,2.716575e-03,2.989071e-02,-8.210632e-02,-1.777672e-04,-8.822482e-04,2.175015e-03,2.353860e-03
94.740,5.810254e-01,6.941771e-02,1.696880e-03,5.768612e-01,2.765787e-03,2.897367e-02,-7.860530e-02,-1.786936e-04,-8.546478e-04,2.081887e-03,2.257567e-03
95.040,5.816227e-01,6.936450e-02,1.444700e-03,5.774699e-01,2.814052e-03,2.808046e-02,-7.518390e-02,-1.795864e-04,-8.277469e-04,1.990890e-03,2.163576e-03
95.340,5.821934e-01,6.931102e-02,1.200487e-03,5.780516e-01,2.861180e-03,2.721028e-02,-7.184112e-02,-1.804513e-04,-8.015516e-04,1.901980e-03,2.071853e-03
95.640,5.827381e-01,6.925729e-02,9.640364e-04,5.786071e-01,2.907279e-03,2.636273e-02,-6.857522e-02,-1.812818e-04,-7.760344e-04,1.815110e-03,1.982352e-03
95.940,5.832574e-01,6.920331e-02,7.351484e-04,5.791369e-01,2.952450e-03,2.553729e-02,-6.538407e-02,-1.820779e-04,-7.511697e-04,1.730238e-03,1.895028e-03
96.240,5.837519e-01,6.914909e-02,5.136281e-04,5.796417e-01,2.996698e-03,2.473328e-02,-6.226594e-02,-1.828425e-04,-7.269474e-04,1.647323e-03,1.809850e-03
96.540,5.842222e-01,6.909465e-02,2.992851e-04,5.801219e-01,3.040009e-03,2.395008e-02,-5.921929e-02,-1.835784e-04,-7.033531e-04,1.566320e-03,1.726779e-03
96.840,5.846688e-01,6.904000e-02,9.193360e-05,5.805782e-01,3.082384e-03,2.318719e-02,-5.624266e-02,-1.842900e-04,-6.803701e-04,1.487178e-03,1.645772e-03
97.140,5.850922e-01,6.898513e-02,-1.086076e-04,5.810111e-01,3.123833e-03,2.244408e-02,-5.333456e-02,-1.849790e-04,-6.579827e-04,1.409852e-03,1.566794e-03
97.440,5.854930e-01,6.893006e-02,-3.025168e-04,5.814212e-01,3.163857e-03,2.172043e-02,-5.049747e-02,-1.856322e-04,-6.362398e-04,1.334290e-03,1.489829e-03
97.740,5.858716e-01,6.887478e-02,-4.899576e-04,5.818088e-01,3.202620e-03,2.101711e-02,-4.773121e-02,-1.863463e-04,-6.149768e-04,1.260157e-03,1.414538e-03
98.040,5.862285e-01,6.881928e-02,-6.711004e-04,5.821746e-01,3.240829e-03,2.033108e-02,-4.502289e-02,-1.871215e-04,-5.942202e-04,1.187705e-03,1.341177e-03
98.340,5.865642e-01,6.876359e-02,-8.461165e-04,5.825190e-01,3.278857e-03,1.966259e-02,-4.237176e-02,-1.876921e-04,-5.741004e-04,1.117364e-03,1.270166e-03
98.640,5.868794e-01,6.870775e-02,-1.015163e-03,5.828427e-01,3.317650e-03,1.901390e-02,-3.977729e-02,-1.880833e-04,-5.544165e-04,1.048885e-03,1.201213e-03
98.940,5.871745e-01,6.865179e-02,-1.178364e-03,5.831461e-01,3.355307e-03,1.838167e-02,-3.724603e-02,-1.885366e-04,-5.352314e-04,9.817760e-04,1.133977e-03
99.240,5.874499e-01,6.859567e-02,-1.335895e-03,5.834297e-01,3.391296e-03,1.776409e-02,-3.477379e-02,-1.890692e-04,-5.166281e-04,9.161667e-04,1.068650e-03
99.540,5.877060e-01,6.853940e-02,-1.487920e-03,5.836938e-01,3.426041e-03,1.716179e-02,-3.235979e-02,-1.896269e-04,-4.985456e-04,8.520238e-04,1.005212e-03
99.840,5.879434e-01,6.848295e-02,-1.634588e-03,5.839390e-01,3.459953e-03,1.657508e-02,-3.000180e-02,-1.901689e-04,-4.809365e-04,7.893591e-04,9.436906e-04
100.140,5.881623e-01,6.842636e-02,-1.776037e-03,5.841657e-01,3.493254e-03,1.600390e-02,-2.769783e-02,-1.906763e-04,-4.637804e-04,7.281743e-04,8.841309e-04
100.440,5.883634e-01,6.836961e-02,-1.912406e-03,5.843744e-01,3.525861e-03,1.544729e-02,-2.544603e-02,-1.911632e-04,-4.470854e-04,6.684530e-04,8.265943e-04
100.740,5.885469e-01,6.831272e-02,-2.043827e-03,5.845653e-01,3.557580e-03,1.490515e-02,-2.324744e-02,-1.916499e-04,-4.308273e-04,6.100634e-04,7.710508e-04
101.040,5.887133e-01,6.825568e-02,-2.170429e-03,5.847391e-01,3.588467e-03,1.437725e-02,-2.110115e-02,-1.921317e-04,-4.149826e-04,5.529634e-04,7.175609e-04
