t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
195.040,-1.643900e-04,1.421457e-04,-1.490549e-03,4.261811e-03,-4.164586e-03,5.583606e-02,5.075618e-02,6.756870e-03,4.554484e-01,5.747022e-04,-1.039244e-03,7.240622e-03
195.240,-1.641925e-04,1.420072e-04,-1.489539e-03,4.260869e-03,-4.160177e-03,5.580312e-02,5.072358e-02,6.785487e-03,4.551513e-01,7.731297e-04,-7.816784e-04,7.126706e-03
195.440,-1.643577e-04,1.421421e-04,-1.489185e-03,4.259583e-03,-4.155563e-03,5.576968e-02,5.069099e-02,6.814089e-03,4.548543e-01,7.541720e-04,-7.740187e-04,7.061443e-03
195.640,-1.643591e-04,1.420628e-04,-1.488580e-03,4.256728e-03,-4.151443e-03,5.572824e-02,5.065840e-02,6.842661e-03,4.545575e-01,7.527034e-04,-7.734721e-04,7.060208e-03
195.840,-1.644505e-04,1.416892e-04,-1.487968e-03,4.251326e-03,-4.149709e-03,5.568095e-02,5.062579e-02,6.871190e-03,4.542608e-01,7.602245e-04,-7.604493e-04,7.094373e-03
196.040,-1.641725e-04,1.415429e-04,-1.486638e-03,4.250899e-03,-4.145372e-03,5.565634e-02,5.059319e-02,6.899702e-03,4.539642e-01,7.606298e-04,-7.688688e-04,7.083142e-03
196.240,-1.638726e-04,1.414881e-04,-1.485191e-03,4.251326e-03,-4.143298e-03,5.563572e-02,5.056064e-02,6.928177e-03,4.536680e-01,7.631719e-04,-7.636494e-04,7.061073e-03
196.440,-1.634826e-04,1.415840e-04,-1.483805e-03,4.252516e-03,-4.137658e-03,5.560884e-02,5.052817e-02,6.956656e-03,4.533720e-01,7.574396e-04,-6.289037e-04,6.806082e-03
196.640,-1.632380e-04,1.415900e-04,-1.482723e-03,4.251388e-03,-4.134219e-03,5.557358e-02,5.049577e-02,6.985161e-03,4.530763e-01,7.635876e-04,-7.619869e-04,7.073480e-03
196.840,-1.635001e-04,1.414926e-04,-1.482226e-03,4.248615e-03,-4.134679e-03,5.553849e-02,5.046337e-02,7.013641e-03,4.527807e-01,7.452413e-04,-7.679586e-04,7.003856e-03
197.040,-1.637917e-04,1.406480e-04,-1.481219e-03,4.239603e-03,-4.145010e-03,5.549577e-02,5.043090e-02,7.042019e-03,4.524853e-01,7.848458e-04,-7.384470e-04,7.120299e-03
197.240,-1.638793e-04,1.403576e-04,-1.480368e-03,4.236394e-03,-4.145498e-03,5.546480e-02,5.039838e-02,7.070310e-03,4.521900e-01,7.774142e-04,-7.032395e-04,7.064827e-03
197.440,-1.635671e-04,1.404478e-04,-1.479184e-03,4.237244e-03,-4.139595e-03,5.543984e-02,5.036590e-02,7.098567e-03,4.518950e-01,7.678989e-04,-7.964682e-04,7.190451e-03
197.640,-1.629722e-04,1.406814e-04,-1.478081e-03,4.238027e-03,-4.127653e-03,5.539874e-02,5.033350e-02,7.126858e-03,4.516002e-01,7.876473e-04,-7.087576e-04,7.071780e-03
197.840,-1.627145e-04,1.404846e-04,-1.476899e-03,4.235902e-03,-4.122277e-03,5.536125e-02,5.030117e-02,7.155195e-03,4.513055e-01,2.104349e-04,-1.468692e-03,5.982350e-03
198.040,-1.629734e-04,1.406432e-04,-1.476755e-03,4.234169e-03,-4.119362e-03,5.532731e-02,5.026885e-02,7.183504e-03,4.510110e-01,5.911741e-04,-1.162792e-03,7.231312e-03
198.240,-1.627970e-04,1.405539e-04,-1.475710e-03,4.232851e-03,-4.115840e-03,5.529405e-02,5.023653e-02,7.211799e-03,4.507167e-01,7.817356e-04,-6.902681e-04,7.019164e-03
198.440,-1.626628e-04,1.404040e-04,-1.474542e-03,4.231590e-03,-4.114713e-03,5.526442e-02,5.020424e-02,7.240064e-03,4.504226e-01,7.981556e-04,-5.852027e-04,6.909001e-03
198.640,-1.624143e-04,1.403897e-04,-1.473402e-03,4.230168e-03,-4.111892e-03,5.522991e-02,5.017200e-02,7.268326e-03,4.501287e-01,5.769683e-04,-1.213975e-03,7.199444e-03
198.840,-1.624231e-04,1.403588e-04,-1.472601e-03,4.228710e-03,-4.110021e-03,5.519626e-02,5.013977e-02,7.296576e-03,4.498350e-01,7.873557e-04,-6.004822e-04,6.879303e-03
199.040,-1.622173e-04,1.403941e-04,-1.471695e-03,4.227244e-03,-4.105147e-03,5.515474e-02,5.010757e-02,7.324825e-03,4.495415e-01,7.626901e-04,-7.090670e-04,6.978014e-03
199.240,-1.622142e-04,1.403735e-04,-1.470895e-03,4.225201e-03,-4.102753e-03,5.511813e-02,5.007539e-02,7.353081e-03,4.492481e-01,7.589027e-04,-7.171106e-04,6.963077e-03
199.440,-1.621111e-04,1.403356e-04,-1.469931e-03,4.223611e-03,-4.100640e-03,5.508238e-02,5.004322e-02,7.381322e-03,4.489549e-01,8.149599e-04,-4.907395e-04,6.815463e-03
199.640,-1.621890e-04,1.400056e-04,-1.469048e-03,4.219176e-03,-4.102978e-03,5.504317e-02,5.001107e-02,7.409526e-03,4.486620e-01,7.690469e-04,-7.128827e-04,6.991302e-03
199.840,-1.622691e-04,1.397835e-04,-1.468456e-03,4.215148e-03,-4.101103e-03,5.499883e-02,4.997888e-02,7.437687e-03,4.483691e-01,7.644589e-04,-6.974594e-04,6.963527e-03
200.040,-1.624168e-04,1.396955e-04,-1.467928e-03,4.212126e-03,-4.098695e-03,5.496238e-02,4.994668e-02,7.465798e-03,4.480764e-01,7.663275e-04,-7.053636e-04,6.947766e-03
200.240,-1.625744e-04,1.390008e-04,-1.466952e-03,4.204757e-03,-4.105693e-03,5.492224e-02,4.991443e-02,7.493808e-03,4.477839e-01,7.981349e-04,-6.716955e-04,7.040977e-03
200.440,-1.622544e-04,1.392163e-04,-1.465893e-03,4.205776e-03,-4.097549e-03,5.489453e-02,4.988220e-02,7.521801e-03,4.474915e-01,7.645389e-04,-7.997109e-04,7.193318e-03
200.640,-1.617443e-04,1.394995e-04,-1.464871e-03,4.207518e-03,-4.084392e-03,5.485784e-02,4.985007e-02,7.549825e-03,4.471993e-01,7.808742e-04,-3.965650e-04,6.501306e-03
200.840,-1.613547e-04,1.396893e-04,-1.463916e-03,4.208117e-03,-4.073919e-03,5.482090e-02,4.981803e-02,7.577910e-03,4.469074e-01,7.024935e-04,-5.550210e-04,6.379791e-03
201.040,-1.611093e-04,1.399538e-04,-1.463143e-03,4.208342e-03,-4.065464e-03,5.478381e-02,4.978605e-02,7.606045e-03,4.466156e-01,7.884460e-04,-5.750454e-04,6.806744e-03
201.240,-1.612677e-04,1.393555e-04,-1.462157e-03,4.202678e-03,-4.070102e-03,5.474446e-02,4.975409e-02,7.634154e-03,4.463240e-01,7.616146e-04,-7.017230e-04,6.960946e-03
201.440,-1.617420e-04,1.388479e-04,-1.461728e-03,4.195943e-03,-4.076229e-03,5.470477e-02,4.972204e-02,7.662145e-03,4.460325e-01,5.798719e-04,-7.685744e-04,6.230272e-03
201.640,-1.614055e-04,1.389002e-04,-1.460446e-03,4.196226e-03,-4.070377e-03,5.467803e-02,4.968996e-02,7.690082e-03,4.457412e-01,7.854466e-04,-6.796882e-04,6.980883e-03
201.840,-1.608306e-04,1.389738e-04,-1.459104e-03,4.196964e-03,-4.060628e-03,5.464158e-02,4.965800e-02,7.718033e-03,4.454501e-01,7.860718e-04,-6.899270e-04,6.990489e-03
202.040,-1.607306e-04,1.393196e-04,-1.458616e-03,4.197036e-03,-4.051151e-03,5.460242e-02,4.962610e-02,7.746035e-03,4.451592e-01,7.732793e-04,-6.961413e-04,6.971696e-03
202.240,-1.602558e-04,1.392345e-04,-1.457116e-03,4.196859e-03,-4.044566e-03,5.456756e-02,4.959425e-02,7.774079e-03,4.448685e-01,4.957558e-04,-1.001159e-03,6.318285e-03
202.440,-1.601329e-04,1.393794e-04,-1.456072e-03,4.197348e-03,-4.041694e-03,5.454251e-02,4.956245e-02,7.802129e-03,4.445781e-01,6.461870e-04,-9.728923e-04,7.075225e-03
202.640,-1.601835e-04,1.392492e-04,-1.455243e-03,4.195483e-03,-4.041600e-03,5.450784e-02,4.953068e-02,7.830145e-03,4.442879e-01,7.549938e-04,-7.177539e-04,6.918319e-03
202.840,-1.603831e-04,1.388405e-04,-1.454463e-03,4.189919e-03,-4.045558e-03,5.446567e-02,4.949890e-02,7.858110e-03,4.439978e-01,7.598594e-04,-6.977634e-04,6.939832e-03
203.040,-1.608418e-04,1.383598e-04,-1.454080e-03,4.183260e-03,-4.050613e-03,5.442176e-02,4.946704e-02,7.885986e-03,4.437079e-01,7.807558e-04,-4.763838e-04,6.603721e-03
203.240,-1.607223e-04,1.382472e-04,-1.452868e-03,4.181350e-03,-4.050310e-03,5.439444e-02,4.943514e-02,7.913799e-03,4.434181e-01,7.527296e-04,-7.795326e-04,7.061792e-03
203.440,-1.604568e-04,1.379239e-04,-1.451557e-03,4.178706e-03,-4.047888e-03,5.435791e-02,4.940329e-02,7.941567e-03,4.431286e-01,8.201021e-04,-5.454602e-04,6.939212e-03
203.640,-1.600497e-04,1.376417e-04,-1.449832e-03,4.176801e-03,-4.047240e-03,5.433023e-02,4.937148e-02,7.969339e-03,4.428393e-01,1.022301e-04,-1.932545e-03,6.291003e-03
203.840,-1.599436e-04,1.380005e-04,-1.449308e-03,4.178625e-03,-4.038014e-03,5.429890e-02,4.933971e-02,7.997085e-03,4.425502e-01,7.049738e-04,-5.939253e-04,6.421088e-03
204.040,-1.597689e-04,1.381210e-04,-1.448328e-03,4.178229e-03,-4.033783e-03,5.426918e-02,4.930801e-02,8.024858e-03,4.422614e-01,6.756581e-04,-8.912808e-04,6.920298e-03
204.240,-1.596709e-04,1.378984e-04,-1.447303e-03,4.175242e-03,-4.033367e-03,5.423189e-02,4.927633e-02,8.052621e-03,4.419727e-01,7.841925e-04,-6.616274e-04,6.946526e-03
204.440,-1.596976e-04,1.378830e-04,-1.446737e-03,4.173165e-03,-4.029824e-03,5.419250e-02,4.924465e-02,8.080358e-03,4.416842e-01,7.761098e-04,-6.691548e-04,6.902284e-03
204.640,-1.596433e-04,1.377843e-04,-1.445925e-03,4.170833e-03,-4.026504e-03,5.415959e-02,4.921297e-02,8.108061e-03,4.413959e-01,7.736007e-04,-6.518705e-04,6.891560e-03
204.840,-1.595225e-04,1.375344e-04,-1.444762e-03,4.168932e-03,-4.024970e-03,5.412787e-02,4.918132e-02,8.135740e-03,4.411078e-01,8.685292e-04,-3.402064e-04,6.767409e-03
205.040,-1.593786e-04,1.375724e-04,-1.443863e-03,4.168005e-03,-4.021343e-03,5.409605e-02,4.914969e-02,8.163395e-03,4.408198e-01,7.742246e-04,-6.502404e-04,6.861664e-03
205.240,-1.592261e-04,1.374769e-04,-1.442895e-03,4.166133e-03,-4.018442e-03,5.406161e-02,4.911810e-02,8.191032e-03,4.405321e-01,6.847855e-04,-7.857288e-04,6.724094e-03
205.440,-1.591199e-04,1.370032e-04,-1.441896e-03,4.160737e-03,-4.017936e-03,5.401339e-02,4.908652e-02,8.218658e-03,4.402445e-01,8.018037e-04,-6.478363e-04,6.956963e-03
205.640,-1.593145e-04,1.371965e-04,-1.441629e-03,4.159473e-03,-4.012864e-03,5.398120e-02,4.905491e-02,8.246261e-03,4.399570e-01,7.920642e-04,-4.497566e-04,6.548350e-03
205.840,-1.591332e-04,1.368517e-04,-1.440390e-03,4.157279e-03,-4.011943e-03,5.395207e-02,4.902334e-02,8.273812e-03,4.396697e-01,7.281861e-04,-3.004254e-04,6.124438e-03
206.040,-1.592280e-04,1.365762e-04,-1.439702e-03,4.153406e-03,-4.013169e-03,5.391780e-02,4.899177e-02,8.301307e-03,4.393826e-01,8.127130e-04,-5.156568e-04,6.830983e-03
206.240,-1.590538e-04,1.366624e-04,-1.439078e-03,4.152038e-03,-4.003902e-03,5.387754e-02,4.896020e-02,8.328786e-03,4.390957e-01,7.634576e-04,-2.375140e-04,6.217904e-03
206.440,-1.586520e-04,1.366034e-04,-1.438055e-03,4.150625e-03,-3.995135e-03,5.383658e-02,4.892867e-02,8.356273e-03,4.388088e-01,5.651888e-04,-6.975664e-04,6.124227e-03
206.640,-1.581253e-04,1.372609e-04,-1.437303e-03,4.154483e-03,-3.976889e-03,5.380047e-02,4.889722e-02,8.383838e-03,4.385222e-01,7.663963e-04,-3.018417e-04,6.257500e-03
206.840,-1.576896e-04,1.375296e-04,-1.435981e-03,4.157093e-03,-3.968806e-03,5.377644e-02,4.886589e-02,8.411480e-03,4.382357e-01,7.697121e-04,-6.658807e-04,6.852088e-03
207.040,-1.575154e-04,1.374362e-04,-1.434622e-03,4.157061e-03,-3.969225e-03,5.375426e-02,4.883463e-02,8.439125e-03,4.379496e-01,7.489931e-04,-7.209978e-04,6.877943e-03
207.240,-1.575025e-04,1.372258e-04,-1.433739e-03,4.154101e-03,-3.968312e-03,5.371349e-02,4.880338e-02,8.466742e-03,4.376637e-01,6.299974e-04,-6.211317e-04,6.158866e-03
207.440,-1.575533e-04,1.371877e-04,-1.432945e-03,4.151946e-03,-3.967686e-03,5.367837e-02,4.877212e-02,8.494346e-03,4.373779e-01,7.637534e-04,-6.595841e-04,6.830246e-03
207.640,-1.573475e-04,1.371239e-04,-1.431778e-03,4.150988e-03,-3.964784e-03,5.364293e-02,4.874088e-02,8.521941e-03,4.370923e-01,7.604600e-04,-6.580157e-04,6.820452e-03
207.840,-1.572126e-04,1.369526e-04,-1.430591e-03,4.148401e-03,-3.964749e-03,5.360548e-02,4.870966e-02,8.549529e-03,4.368069e-01,4.067674e-04,-1.379495e-03,6.606139e-03
208.040,-1.574289e-04,1.369948e-04,-1.430239e-03,4.146574e-03,-3.962437e-03,5.356736e-02,4.867844e-02,8.577083e-03,4.365217e-01,7.515840e-04,-6.777985e-04,6.789702e-03
208.240,-1.575006e-04,1.367613e-04,-1.429565e-03,4.142096e-03,-3.961630e-03,5.351943e-02,4.864720e-02,8.604604e-03,4.362366e-01,7.560232e-04,-6.641893e-04,6.810363e-03
208.440,-1.574385e-04,1.367891e-04,-1.428848e-03,4.140334e-03,-3.956443e-03,5.347767e-02,4.861595e-02,8.632120e-03,4.359517e-01,7.615465e-04,-5.361609e-04,6.575634e-03
208.640,-1.571641e-04,1.367730e-04,-1.427654e-03,4.139419e-03,-3.951278e-03,5.344157e-02,4.858474e-02,8.659641e-03,4.356669e-01,6.063488e-04,-7.771418e-04,6.380931e-03
208.840,-1.569658e-04,1.368099e-04,-1.426503e-03,4.139405e-03,-3.948582e-03,5.341284e-02,4.855357e-02,8.687169e-03,4.353823e-01,7.471045e-04,-6.887908e-04,6.804036e-03
209.040,-1.568011e-04,1.367744e-04,-1.425365e-03,4.138785e-03,-3.946416e-03,5.338129e-02,4.852244e-02,8.714687e-03,4.350980e-01,7.434255e-04,-7.028785e-04,6.790540e-03
209.240,-1.567024e-04,1.368032e-04,-1.424499e-03,4.137398e-03,-3.943040e-03,5.334278e-02,4.849134e-02,8.742202e-03,4.348139e-01,7.375756e-04,-6.993844e-04,6.775447e-03
209.440,-1.567876e-04,1.366695e-04,-1.423646e-03,4.134705e-03,-3.944127e-03,5.330828e-02,4.846024e-02,8.769704e-03,4.345300e-01,7.101748e-04,-6.939155e-04,6.611826e-03
209.640,-1.568270e-04,1.363854e-04,-1.422675e-03,4.131220e-03,-3.945636e-03,5.327067e-02,4.842913e-02,8.797157e-03,4.342463e-01,7.401615e-04,-6.530281e-04,6.700980e-03
209.840,-1.567696e-04,1.362858e-04,-1.421800e-03,4.128787e-03,-3.943931e-03,5.323115e-02,4.839801e-02,8.824578e-03,4.339627e-01,7.074801e-04,-6.158154e-04,6.443487e-03
210.040,-1.566526e-04,1.362508e-04,-1.420770e-03,4.127166e-03,-3.941828e-03,5.319751e-02,4.836692e-02,8.851987e-03,4.336793e-01,7.372131e-04,-6.982212e-04,6.766178e-03
210.240,-1.563893e-04,1.357741e-04,-1.419091e-03,4.123627e-03,-3.944360e-03,5.316328e-02,4.833585e-02,8.879383e-03,4.333962e-01,1.874080e-04,-1.546959e-03,5.774203e-03
210.440,-1.565993e-04,1.359472e-04,-1.418869e-03,4.122243e-03,-3.941724e-03,5.312756e-02,4.830477e-02,8.906728e-03,4.331132e-01,7.358044e-04,-6.956705e-04,6.749229e-03
210.640,-1.564257e-04,1.357385e-04,-1.417492e-03,4.120390e-03,-3.941976e-03,5.309948e-02,4.827371e-02,8.934062e-03,4.328304e-01,7.413084e-04,-7.022189e-04,6.757085e-03
210.840,-1.563240e-04,1.358241e-04,-1.416692e-03,4.119542e-03,-3.938672e-03,5.306492e-02,4.824268e-02,8.961368e-03,4.325479e-01,7.345792e-04,-6.983959e-04,6.728418e-03
211.040,-1.560527e-04,1.359529e-04,-1.415821e-03,4.118871e-03,-3.930550e-03,5.302259e-02,4.821169e-02,8.988695e-03,4.322655e-01,6.810030e-04,-5.943958e-04,6.261306e-03
211.240,-1.560346e-04,1.357738e-04,-1.414886e-03,4.115766e-03,-3.930718e-03,5.298639e-02,4.818073e-02,9.016031e-03,4.319834e-01,5.232288e-04,-1.108753e-03,6.541927e-03
211.440,-1.562478e-04,1.355408e-04,-1.414301e-03,4.111896e-03,-3.932425e-03,5.294851e-02,4.814975e-02,9.043316e-03,4.317013e-01,7.450818e-04,-4.773158e-04,6.383839e-03
211.640,-1.562158e-04,1.352501e-04,-1.413038e-03,4.108936e-03,-3.936094e-03,5.292308e-02,4.811874e-02,9.070543e-03,4.314195e-01,6.512676e-04,-9.670924e-04,6.929269e-03
211.840,-1.559611e-04,1.352260e-04,-1.411886e-03,4.108398e-03,-3.932310e-03,5.289169e-02,4.808777e-02,9.097732e-03,4.311379e-01,7.369368e-04,-6.860629e-04,6.711317e-03
212.040,-1.556630e-04,1.354258e-04,-1.411063e-03,4.108290e-03,-3.923530e-03,5.285085e-02,4.805685e-02,9.124944e-03,4.308565e-01,7.449589e-04,-5.305915e-04,6.452001e-03
212.240,-1.554928e-04,1.356206e-04,-1.410534e-03,4.107146e-03,-3.914135e-03,5.280449e-02,4.802598e-02,9.152200e-03,4.305752e-01,7.211383e-04,-5.839531e-04,6.435531e-03
212.440,-1.555918e-04,1.351413e-04,-1.409522e-03,4.101599e-03,-3.917680e-03,5.276710e-02,4.799512e-02,9.179442e-03,4.302940e-01,2.359390e-04,-1.587696e-03,6.004940e-03
212.640,-1.556936e-04,1.349360e-04,-1.408695e-03,4.099255e-03,-3.920250e-03,5.274099e-02,4.796422e-02,9.206611e-03,4.300130e-01,6.505722e-04,-9.570173e-04,6.893048e-03
212.840,-1.560027e-04,1.345051e-04,-1.408147e-03,4.093639e-03,-3.924142e-03,5.270257e-02,4.793331e-02,9.233677e-03,4.297323e-01,7.249979e-04,-4.963436e-04,6.321875e-03
213.040,-1.557916e-04,1.342751e-04,-1.407271e-03,4.090415e-03,-3.917758e-03,5.266060e-02,4.790237e-02,9.260699e-03,4.294516e-01,5.804390e-04,-6.908000e-04,6.098099e-03
213.240,-1.554850e-04,1.345329e-04,-1.406582e-03,4.090664e-03,-3.906867e-03,5.262588e-02,4.787148e-02,9.287737e-03,4.291711e-01,7.467937e-04,-6.826222e-04,6.734962e-03
213.440,-1.553445e-04,1.342738e-04,-1.405535e-03,4.088484e-03,-3.902824e-03,5.259370e-02,4.784063e-02,9.314765e-03,4.288908e-01,5.372802e-04,-6.984499e-04,5.797917e-03
213.640,-1.553601e-04,1.341245e-04,-1.404903e-03,4.085857e-03,-3.900173e-03,5.256127e-02,4.780981e-02,9.341748e-03,4.286106e-01,7.395390e-04,-6.749751e-04,6.721281e-03
213.840,-1.553352e-04,1.339462e-04,-1.404011e-03,4.083795e-03,-3.898025e-03,5.253465e-02,4.777899e-02,9.368698e-03,4.283306e-01,7.589387e-04,-4.677964e-04,6.421006e-03
214.040,-1.548036e-04,1.337037e-04,-1.402530e-03,4.082737e-03,-3.893256e-03,5.250338e-02,4.774821e-02,9.395619e-03,4.280508e-01,7.576403e-04,-6.756414e-04,6.753890e-03
214.240,-1.545263e-04,1.338036e-04,-1.401489e-03,4.082826e-03,-3.885948e-03,5.247189e-02,4.771749e-02,9.422551e-03,4.277712e-01,4.833346e-04,-7.570005e-04,5.732987e-03
214.440,-1.545341e-04,1.339770e-04,-1.401025e-03,4.081965e-03,-3.880206e-03,5.243579e-02,4.768682e-02,9.449484e-03,4.274918e-01,6.643522e-04,-5.564501e-04,6.137645e-03
214.640,-1.542539e-04,1.336572e-04,-1.399747e-03,4.078302e-03,-3.879117e-03,5.239692e-02,4.765617e-02,9.476428e-03,4.272126e-01,2.530207e-04,-1.558625e-03,6.361190e-03
214.840,-1.545434e-04,1.335001e-04,-1.399260e-03,4.075528e-03,-3.879106e-03,5.236612e-02,4.762551e-02,9.503318e-03,4.269335e-01,7.441954e-04,-6.989283e-04,6.721632e-03
215.040,-1.547958e-04,1.331277e-04,-1.398542e-03,4.070881e-03,-3.884223e-03,5.233533e-02,4.759483e-02,9.530115e-03,4.266546e-01,6.191978e-04,-9.668978e-04,6.744134e-03
215.240,-1.548419e-04,1.324810e-04,-1.397594e-03,4.064472e-03,-3.887000e-03,5.229403e-02,4.756411e-02,9.556823e-03,4.263759e-01,7.550413e-04,-6.284848e-04,6.719204e-03
215.440,-1.547502e-04,1.327099e-04,-1.397059e-03,4.064053e-03,-3.878875e-03,5.226232e-02,4.753337e-02,9.583500e-03,4.260973e-01,8.038190e-04,-6.959766e-04,7.294337e-03
215.640,-1.540580e-04,1.328409e-04,-1.395654e-03,4.066037e-03,-3.865983e-03,5.223165e-02,4.750274e-02,9.610206e-03,4.258189e-01,7.584280e-04,-6.351337e-04,6.730176e-03
215.840,-1.533835e-04,1.331293e-04,-1.394441e-03,4.068648e-03,-3.850981e-03,5.219841e-02,4.747221e-02,9.636988e-03,4.255407e-01,4.746961e-04,-7.417865e-04,5.740482e-03
216.040,-1.531819e-04,1.332423e-04,-1.393748e-03,4.068073e-03,-3.842503e-03,5.216088e-02,4.744177e-02,9.663815e-03,4.252627e-01,3.724357e-04,-8.591361e-04,5.569512e-03
216.240,-1.534283e-04,1.331520e-04,-1.393447e-03,4.064842e-03,-3.840698e-03,5.212207e-02,4.741133e-02,9.690626e-03,4.249848e-01,4.466781e-04,-9.105389e-04,5.762412e-03
216.440,-1.536478e-04,1.330043e-04,-1.392783e-03,4.062544e-03,-3.842203e-03,5.209849e-02,4.738086e-02,9.717379e-03,4.247070e-01,7.302850e-04,-6.878798e-04,6.666740e-03
216.640,-1.532429e-04,1.326232e-04,-1.390836e-03,4.061645e-03,-3.844518e-03,5.208045e-02,4.735040e-02,9.744070e-03,4.244295e-01,7.476547e-04,-6.706839e-04,6.702271e-03
216.840,-1.528336e-04,1.328060e-04,-1.389518e-03,4.063536e-03,-3.838586e-03,5.205638e-02,4.732003e-02,9.770761e-03,4.241524e-01,7.402032e-04,-6.727055e-04,6.669934e-03
217.040,-1.525351e-04,1.331214e-04,-1.388678e-03,4.064673e-03,-3.829379e-03,5.202041e-02,4.728973e-02,9.797498e-03,4.238754e-01,7.128871e-04,-5.423509e-04,6.278959e-03
217.240,-1.525362e-04,1.330219e-04,-1.387913e-03,4.062236e-03,-3.827864e-03,5.198269e-02,4.725946e-02,9.824252e-03,4.235986e-01,7.231084e-04,-6.886051e-04,6.636687e-03
217.440,-1.530075e-04,1.326108e-04,-1.387515e-03,4.056139e-03,-3.834282e-03,5.194420e-02,4.722917e-02,9.850944e-03,4.233220e-01,6.672265e-04,-8.550493e-04,6.709908e-03
217.640,-1.531326e-04,1.317485e-04,-1.386184e-03,4.048655e-03,-3.844552e-03,5.191053e-02,4.719878e-02,9.877535e-03,4.230455e-01,4.021032e-04,-1.189330e-03,6.363807e-03
217.840,-1.533343e-04,1.315996e-04,-1.385680e-03,4.045409e-03,-3.845756e-03,5.187651e-02,4.716835e-02,9.904014e-03,4.227691e-01,6.204955e-04,-8.354548e-04,6.460975e-03
218.040,-1.530981e-04,1.316627e-04,-1.384594e-03,4.045227e-03,-3.840063e-03,5.184911e-02,4.713795e-02,9.930478e-03,4.224930e-01,6.848258e-04,-4.429972e-04,5.974650e-03
218.240,-1.528266e-04,1.314076e-04,-1.383315e-03,4.043565e-03,-3.838528e-03,5.182067e-02,4.710760e-02,9.956921e-03,4.222171e-01,7.577256e-04,-6.428382e-04,6.658390e-03
218.440,-1.523720e-04,1.317646e-04,-1.382297e-03,4.045661e-03,-3.828236e-03,5.179148e-02,4.707730e-02,9.983391e-03,4.219413e-01,7.497743e-04,-6.193008e-04,6.623980e-03
218.640,-1.519635e-04,1.319471e-04,-1.381260e-03,4.046225e-03,-3.819888e-03,5.175613e-02,4.704711e-02,1.000992e-02,4.216658e-01,7.418598e-04,-6.269577e-04,6.620193e-03
218.840,-1.521559e-04,1.319840e-04,-1.381016e-03,4.043719e-03,-3.816319e-03,5.171494e-02,4.701693e-02,1.003646e-02,4.213905e-01,7.338742e-04,-6.556012e-04,6.597274e-03
219.040,-1.520723e-04,1.321028e-04,-1.380608e-03,4.041499e-03,-3.808740e-03,5.166608e-02,4.698674e-02,1.006300e-02,4.211152e-01,7.359204e-04,-6.613260e-04,6.611562e-03
219.240,-1.518822e-04,1.321041e-04,-1.379548e-03,4.040749e-03,-3.804203e-03,5.163369e-02,4.695658e-02,1.008956e-02,4.208400e-01,7.794850e-04,-4.024450e-04,6.366752e-03
219.440,-1.516546e-04,1.318562e-04,-1.378087e-03,4.039532e-03,-3.805542e-03,5.160857e-02,4.692646e-02,1.011611e-02,4.205651e-01,7.282147e-04,-6.621711e-04,6.593712e-03
219.640,-1.518184e-04,1.317677e-04,-1.377447e-03,4.036777e-03,-3.807543e-03,5.157561e-02,4.689635e-02,1.014261e-02,4.202904e-01,7.069049e-04,-7.254480e-04,6.618191e-03
219.840,-1.520349e-04,1.314771e-04,-1.376830e-03,4.031938e-03,-3.810494e-03,5.153618e-02,4.686621e-02,1.016906e-02,4.200159e-01,6.818033e-04,-8.030788e-04,6.666173e-03
220.040,-1.519306e-04,1.309975e-04,-1.375597e-03,4.027519e-03,-3.812429e-03,5.149769e-02,4.683605e-02,1.019545e-02,4.197415e-01,7.414433e-04,-6.261727e-04,6.607161e-03
220.240,-1.517453e-04,1.310549e-04,-1.374585e-03,4.026756e-03,-3.807079e-03,5.146762e-02,4.680589e-02,1.022183e-02,4.194673e-01,6.570897e-04,-3.002927e-04,6.118483e-03
220.440,-1.513565e-04,1.313090e-04,-1.373601e-03,4.028048e-03,-3.798688e-03,5.143457e-02,4.677581e-02,1.024823e-02,4.191933e-01,7.380947e-04,-6.307182e-04,6.584185e-03
220.640,-1.510262e-04,1.311772e-04,-1.372410e-03,4.026318e-03,-3.794450e-03,5.139639e-02,4.674580e-02,1.027466e-02,4.189195e-01,7.523814e-04,-6.531279e-04,6.645993e-03
220.840,-1.512313e-04,1.311831e-04,-1.371881e-03,4.024752e-03,-3.793283e-03,5.136820e-02,4.671577e-02,1.030107e-02,4.186459e-01,5.628029e-04,-8.948441e-04,6.256835e-03
221.040,-1.510891e-04,1.311499e-04,-1.370917e-03,4.023802e-03,-3.791169e-03,5.133743e-02,4.668577e-02,1.032745e-02,4.183724e-01,7.314488e-04,-6.407046e-04,6.556405e-03
221.240,-1.508165e-04,1.313188e-04,-1.369913e-03,4.024223e-03,-3.785071e-03,5.130620e-02,4.665581e-02,1.035383e-02,4.180992e-01,6.821654e-04,-7.837916e-04,6.613726e-03
221.440,-1.507007e-04,1.311471e-04,-1.368903e-03,4.021847e-03,-3.783851e-03,5.126907e-02,4.662590e-02,1.038023e-02,4.178262e-01,7.225151e-04,-6.462629e-04,6.535565e-03
