t_s,Ltot_x_Nms,Ltot_y_Nms,Ltot_z_Nms,Ltot_norm_Nms
372.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
372.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
373.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
373.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
374.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
374.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
375.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
375.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
376.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
376.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
377.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
377.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
378.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
378.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
379.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
379.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
380.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
380.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
381.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
381.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
382.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
382.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
383.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
383.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
384.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
384.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
385.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
385.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
386.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
386.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
387.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
387.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
388.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
388.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
389.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
389.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
390.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
390.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
391.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
391.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
392.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
392.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
393.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
393.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
394.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
394.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
395.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
395.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
396.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
396.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
397.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
397.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
398.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
398.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
399.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
399.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
400.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
400.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
401.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
401.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
402.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
402.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
403.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
403.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
404.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
404.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
405.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
405.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
406.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
406.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
407.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
407.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
408.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
408.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
409.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
409.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
410.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
410.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
411.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
411.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
412.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
412.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
413.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
413.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
414.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
414.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
415.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
415.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
416.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
416.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
417.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
417.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
418.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
418.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
419.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
419.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
420.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
420.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
421.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
421.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
422.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
422.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
423.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
423.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
424.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
424.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
425.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
425.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
426.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
426.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
427.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
427.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
428.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
428.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
429.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
429.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
430.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
430.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
431.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
431.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
432.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
432.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
433.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
433.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
434.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
434.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
435.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
435.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
436.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
436.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
437.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
437.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
438.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
438.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
439.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
439.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
440.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
440.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
441.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
441.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
442.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
442.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
443.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
443.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
444.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
444.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
445.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
445.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
446.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
446.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
447.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
447.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
448.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
448.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
449.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
449.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
450.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
450.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
451.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
451.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
452.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
452.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
453.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
453.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
454.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
454.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
455.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
455.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
456.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
456.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
457.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
457.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
458.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
458.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
459.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
459.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
460.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
460.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
461.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
461.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
462.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
462.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
463.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
463.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
464.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
464.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
465.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
465.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
466.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
466.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
467.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
467.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
468.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
468.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
469.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
469.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
470.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
470.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
471.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
471.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
472.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
472.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
473.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
473.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
474.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
474.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
475.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
475.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
476.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
476.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
477.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
477.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
478.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
478.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
479.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
479.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
480.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
480.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
481.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
481.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
482.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
482.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
483.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
483.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
484.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
484.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
485.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
485.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
486.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
486.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
487.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
487.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
488.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
488.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
489.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
489.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
490.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
490.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
491.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
491.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
492.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
492.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
493.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
493.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
494.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
494.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
495.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
495.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
496.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
496.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
497.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
497.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
498.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
498.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
499.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
499.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
500.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
500.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
501.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
501.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
502.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
502.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
503.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
503.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
504.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
504.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
505.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
505.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
506.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
506.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
507.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
507.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
508.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
508.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
509.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
509.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
510.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
510.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
511.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
511.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
512.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
512.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
513.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
513.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
514.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
514.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
515.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
515.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
516.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
516.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
517.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
517.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
518.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
518.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
519.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
519.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
520.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
520.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
521.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
521.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
522.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
522.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
523.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
523.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
524.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
524.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
525.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
525.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
526.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
526.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
527.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
527.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
528.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
528.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
529.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
529.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
530.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
530.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
531.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
531.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
532.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
532.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
533.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
533.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
534.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
534.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
535.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
535.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
536.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
536.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
537.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
537.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
538.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
538.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
539.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
539.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
540.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
540.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
541.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
541.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
542.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
542.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
543.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
543.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
544.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
544.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
545.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
545.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
546.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
546.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
547.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
547.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
548.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
548.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
549.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
549.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
550.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
550.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
551.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
551.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
552.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
552.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
553.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
553.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
554.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
554.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
555.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
555.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
556.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
556.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
557.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
557.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
558.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
558.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
559.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
559.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
560.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
