t_s,Ltot_x_Nms,Ltot_y_Nms,Ltot_z_Nms,Ltot_norm_Nms
183.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
184.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
184.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
185.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
185.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
186.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
186.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
187.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
187.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
188.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
188.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
189.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
189.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
190.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
190.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
191.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
191.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
192.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
192.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
193.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
193.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
194.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
194.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
195.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
195.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
196.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
196.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
197.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
197.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
198.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
198.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
199.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
199.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
200.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
200.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
201.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
201.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
202.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
202.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
203.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
203.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
204.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
204.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
205.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
205.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
206.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
206.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
207.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
207.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
208.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
208.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
209.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
209.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
210.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
210.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
211.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
211.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
212.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
212.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
213.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
213.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
214.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
214.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
215.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
215.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
216.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
216.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
217.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
217.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
218.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
218.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
219.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
219.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
220.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
220.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
221.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
221.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
222.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
222.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
223.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
223.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
224.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
224.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
225.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
225.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
226.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
226.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
227.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
227.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
228.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
228.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
229.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
229.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
230.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
230.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
231.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
231.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
232.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
232.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
233.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
233.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
234.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
234.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
235.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
235.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
236.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
236.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
237.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
237.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
238.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
238.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
239.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
239.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
240.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
240.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
241.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
241.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
242.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
242.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
243.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
243.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
244.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
244.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
245.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
245.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
246.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
246.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
247.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
247.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
248.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
248.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
249.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
249.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
250.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
250.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
251.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
251.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
252.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
252.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
253.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
253.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
254.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
254.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
255.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
255.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
256.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
256.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
257.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
257.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
258.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
258.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
259.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
259.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
260.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
260.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
261.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
261.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
262.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
262.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
263.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
263.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
264.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
264.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
265.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
265.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
266.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
266.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
267.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
267.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
268.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
268.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
269.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
269.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
270.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
270.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
271.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
271.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
272.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
272.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
273.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
273.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
274.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
274.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
275.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
275.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
276.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
276.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
277.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
277.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
278.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
278.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
279.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
279.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
280.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
280.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
281.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
281.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
282.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
282.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
283.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
283.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
284.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
284.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
285.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
285.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
286.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
286.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
287.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
287.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
288.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
288.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
289.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
289.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
290.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
290.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
291.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
291.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
292.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
292.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
293.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
293.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
294.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
294.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
295.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
295.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
296.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
296.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
297.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
297.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
298.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
298.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
299.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
299.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
300.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
300.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
301.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
301.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
302.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
302.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
303.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
303.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
304.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
304.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
305.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
305.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
306.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
306.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
307.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
307.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
308.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
308.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
309.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
309.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
310.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
310.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
311.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
311.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
312.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
312.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
313.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
313.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
314.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
314.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
315.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
315.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
316.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
316.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
317.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
317.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
318.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
318.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
319.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
319.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
320.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
320.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
321.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
321.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
322.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
322.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
323.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
323.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
324.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
324.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
325.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
325.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
326.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
326.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
327.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
327.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
328.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
328.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
329.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
329.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
330.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
330.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
331.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
331.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
332.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
332.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
333.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
333.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
334.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
334.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
335.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
335.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
336.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
336.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
337.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
337.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
338.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
338.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
339.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
339.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
340.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
340.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
341.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
341.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
342.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
342.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
343.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
343.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
344.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
344.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
345.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
345.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
346.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
346.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
347.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
347.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
348.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
348.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
349.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
349.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
350.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
350.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
351.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
351.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
352.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
352.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
353.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
353.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
354.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
354.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
355.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
355.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
356.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
356.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
357.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
357.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
358.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
358.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
359.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
359.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
360.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
360.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
361.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
361.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
362.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
362.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
363.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
363.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
364.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
364.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
365.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
365.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
366.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
366.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
367.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
367.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
368.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
368.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
369.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
369.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
370.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
370.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
371.010,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
371.510,1.247184e-03,5.567342e-04,-5.518562e-04,1.473080e-03
