t_s,e_ee_pos_mm,e_ee_ori_deg,tau_q_max_Nm,tau_q_max_ang_Nm
5.450000,3.231003,13.559004,0.538989,0.043738
5.460000,3.248407,13.603450,0.540538,0.043881
5.470000,3.265605,13.647706,0.542063,0.044022
5.480000,3.282591,13.691768,0.543565,0.044160
5.490000,3.299362,13.735635,0.545044,0.044296
5.500000,3.315913,13.779303,0.546500,0.044430
5.510000,3.332240,13.822769,0.547931,0.044561
5.520000,3.348339,13.866030,0.549338,0.044690
5.530000,3.364207,13.909084,0.550720,0.044817
5.540000,3.379840,13.951926,0.552077,0.044940
5.550000,3.395234,13.994554,0.553409,0.045062
5.560000,3.410385,14.036964,0.554716,0.045181
5.570000,3.425292,14.079155,0.555996,0.045297
5.580000,3.439949,14.121122,0.557251,0.045411
5.590000,3.454355,14.162862,0.558478,0.045522
5.600000,3.468505,14.204373,0.559679,0.045630
5.610000,3.482398,14.245651,0.560852,0.045736
5.620000,3.496031,14.286693,0.561997,0.045839
5.630000,3.509400,14.327496,0.563114,0.045940
5.640000,3.522504,14.368057,0.564202,0.046038
5.650000,3.535340,14.408372,0.565261,0.046133
5.660000,3.547905,14.448438,0.566290,0.046225
5.670000,3.560197,14.488253,0.567290,0.046314
5.680000,3.572215,14.527813,0.568259,0.046401
5.690000,3.583956,14.567114,0.569197,0.046485
5.700000,3.595419,14.606155,0.570104,0.046566
5.710000,3.606601,14.644930,0.570979,0.046644
5.720000,3.617500,14.683438,0.571822,0.046719
5.730000,3.628117,14.721675,0.572632,0.046791
5.740000,3.638448,14.759637,0.573409,0.046860
5.750000,3.648493,14.797322,0.574153,0.046927
5.760000,3.658250,14.834727,0.574862,0.046990
5.770000,3.667718,14.871848,0.575537,0.047050
5.780000,3.676896,14.908681,0.576176,0.047107
5.790000,3.685784,14.945225,0.576780,0.047161
5.800000,3.694380,14.981475,0.577348,0.047212
5.810000,3.702684,15.017429,0.577880,0.047260
5.820000,3.710695,15.053082,0.578374,0.047304
5.830000,3.718413,15.088433,0.578830,0.047345
5.840000,3.725837,15.123478,0.579249,0.047383
5.850000,3.732967,15.158214,0.579628,0.047418
5.860000,3.739804,15.192637,0.579969,0.047450
5.870000,3.746346,15.226745,0.580270,0.047478
5.880000,3.752594,15.260534,0.580530,0.047503
5.890000,3.758548,15.294001,0.580750,0.047525
5.900000,3.764209,15.327144,0.580928,0.047543
5.910000,3.769576,15.359959,0.581064,0.047558
5.920000,3.774651,15.392443,0.581158,0.047569
5.930000,3.779434,15.424593,0.581209,0.047577
5.940000,3.783925,15.456407,0.581217,0.047581
5.950000,3.788126,15.487880,0.581180,0.047582
5.960000,3.792037,15.519011,0.581099,0.047579
5.970000,3.795660,15.549796,0.580972,0.047573
5.980000,3.798995,15.580233,0.580800,0.047563
5.990000,3.802044,15.610318,0.580581,0.047550
6.000000,3.804809,15.640049,0.580315,0.047533
6.010000,3.807290,15.669422,0.580002,0.047512
6.020000,3.809489,15.698436,0.579641,0.047487
6.030000,3.811408,15.727087,0.579231,0.047459
6.040000,3.813049,15.755373,0.578772,0.047427
6.050000,3.814414,15.783292,0.578263,0.047391
6.060000,3.815504,15.810839,0.577703,0.047351
6.070000,3.816322,15.838014,0.577093,0.047308
6.080000,3.816870,15.864813,0.576432,0.047260
6.090000,3.817150,15.891233,0.575718,0.047209
6.100000,3.817164,15.917274,0.574952,0.047154
6.110000,3.816916,15.942931,0.574132,0.047094
6.120000,3.816408,15.968203,0.573259,0.047031
6.130000,3.815642,15.993088,0.572331,0.046964
6.140000,3.814621,16.017583,0.571349,0.046893
6.150000,3.813348,16.041686,0.571489,0.046817
6.160000,3.811826,16.065395,0.572104,0.046738
6.170000,3.810059,16.088708,0.572682,0.046654
6.180000,3.808049,16.111623,0.573221,0.046567
6.190000,3.805800,16.134139,0.573723,0.046475
6.200000,3.803315,16.156252,0.574186,0.046378
6.210000,3.800597,16.177962,0.574611,0.046278
6.220000,3.797650,16.199266,0.574998,0.046173
6.230000,3.794478,16.220164,0.575347,0.046064
6.240000,3.791085,16.240653,0.575658,0.045951
6.250000,3.787474,16.260732,0.575930,0.045833
6.260000,3.783648,16.280399,0.576164,0.045711
6.270000,3.779613,16.299654,0.576360,0.045585
6.280000,3.775372,16.318495,0.576518,0.045454
6.290000,3.770929,16.336920,0.576637,0.045318
6.300000,3.766289,16.354930,0.576717,0.045178
6.310000,3.761455,16.372522,0.576760,0.045034
6.320000,3.756432,16.389695,0.576764,0.044885
6.330000,3.751224,16.406450,0.576729,0.044731
6.340000,3.745837,16.422785,0.576656,0.044572
6.350000,3.740273,16.438699,0.576544,0.044409
6.360000,3.734539,16.454192,0.576393,0.044242
6.370000,3.728638,16.469264,0.576204,0.044069
6.380000,3.722575,16.483914,0.575976,0.043892
6.390000,3.716355,16.498142,0.575710,0.043710
6.400000,3.709983,16.511947,0.575404,0.043523
6.410000,3.703464,16.525331,0.575060,0.043332
6.420000,3.696801,16.538292,0.574677,0.043135
6.430000,3.690002,16.550830,0.574256,0.042934
6.440000,3.683069,16.562947,0.573795,0.042727
6.450000,3.676009,16.574642,0.573295,0.042516
6.460000,3.668826,16.585917,0.572756,0.042300
6.470000,3.661525,16.596770,0.572178,0.042078
6.480000,3.654111,16.607204,0.571561,0.041852
6.490000,3.646590,16.617219,0.570905,0.041621
6.500000,3.638967,16.626816,0.570210,0.041384
6.510000,3.631245,16.635996,0.569475,0.041142
6.520000,3.623432,16.644759,0.568701,0.040895
6.530000,3.615531,16.653109,0.567887,0.040643
6.540000,3.607549,16.661045,0.567034,0.040386
6.550000,3.599489,16.668569,0.566142,0.040123
6.560000,3.591357,16.675683,0.565210,0.039855
6.570000,3.583158,16.682388,0.564238,0.039582
6.580000,3.574898,16.688687,0.563226,0.039303
6.590000,3.566581,16.694582,0.562175,0.039019
6.600000,3.558212,16.700073,0.561083,0.038729
6.610000,3.549797,16.705165,0.559952,0.038434
6.620000,3.541340,16.709859,0.558781,0.038134
6.630000,3.532846,16.714157,0.557569,0.037828
6.640000,3.524320,16.718063,0.556317,0.037516
6.650000,3.515768,16.721579,0.555025,0.037199
6.660000,3.507193,16.724707,0.553693,0.036876
6.670000,3.498601,16.727451,0.552320,0.036548
6.680000,3.489996,16.729814,0.550906,0.036213
6.690000,3.481383,16.731799,0.549451,0.035874
6.700000,3.472767,16.733409,0.547956,0.035528
6.710000,3.464152,16.734648,0.546420,0.035177
6.720000,3.455543,16.735520,0.544843,0.034820
6.730000,3.446944,16.736028,0.543225,0.034457
6.740000,3.438360,16.736176,0.541565,0.034088
6.750000,3.429794,16.735968,0.539864,0.033713
6.760000,3.421251,16.735409,0.538122,0.033332
6.770000,3.412735,16.734501,0.536338,0.032946
6.780000,3.404251,16.733251,0.534512,0.032553
6.790000,3.395802,16.731661,0.532644,0.032154
6.800000,3.387391,16.729738,0.530735,0.031750
6.810000,3.379024,16.727485,0.528783,0.031339
6.820000,3.370703,16.724907,0.526789,0.030922
6.830000,3.362432,16.722010,0.524753,0.030499
6.840000,3.354215,16.718798,0.522674,0.030070
6.850000,3.346055,16.715277,0.520553,0.029634
6.860000,3.337955,16.711451,0.518389,0.029193
6.870000,3.329919,16.707327,0.516182,0.028745
6.880000,3.321949,16.702911,0.513932,0.028291
6.890000,3.314050,16.698206,0.511639,0.027830
6.900000,3.306223,16.693221,0.509302,0.027363
6.910000,3.298472,16.687959,0.506922,0.026890
6.920000,3.290799,16.682428,0.504499,0.026411
6.930000,3.283207,16.676633,0.502031,0.025925
6.940000,3.275699,16.670582,0.499520,0.025432
6.950000,3.268277,16.664279,0.496964,0.024933
6.960000,3.260943,16.657732,0.494364,0.024428
6.970000,3.253700,16.650947,0.491720,0.023916
6.980000,3.246549,16.643931,0.489031,0.023397
6.990000,3.239494,16.636691,0.486298,0.022872
7.000000,3.232535,16.629233,0.483519,0.022340
7.010000,3.225675,16.621564,0.480696,0.021801
7.020000,3.218916,16.613693,0.477827,0.021256
7.030000,3.212259,16.605625,0.474913,0.020704
7.040000,3.205707,16.597368,0.471954,0.020145
7.050000,3.199260,16.588930,0.468948,0.019580
7.060000,3.192920,16.580318,0.465897,0.019008
7.070000,3.186689,16.571540,0.462800,0.018429
7.080000,3.180567,16.562603,0.459656,0.017843
7.090000,3.174557,16.553515,0.456466,0.017250
7.100000,3.168660,16.544284,0.453229,0.016650
7.110000,3.162877,16.534919,0.449946,0.016044
7.120000,3.157208,16.525426,0.446616,0.015430
7.130000,3.151656,16.515815,0.443238,0.014810
7.140000,3.146220,16.506093,0.439814,0.014182
7.150000,3.140904,16.496268,0.436342,0.013547
7.160000,3.135706,16.486350,0.432822,0.012906
7.170000,3.130629,16.476347,0.429254,0.012257
7.180000,3.125673,16.466267,0.425639,0.011601
7.190000,3.120839,16.456119,0.421975,0.010938
7.200000,3.116128,16.445912,0.418263,0.010268
7.210000,3.111542,16.435654,0.414502,0.009591
7.220000,3.107081,16.425355,0.410693,0.008907
7.230000,3.102746,16.415023,0.406835,0.008215
7.240000,3.098539,16.404667,0.402927,0.007516
7.250000,3.094460,16.394297,0.398971,0.006810
7.260000,3.090510,16.383922,0.394965,0.006096
7.270000,3.086691,16.373551,0.390909,0.005375
7.280000,3.083003,16.363194,0.386804,0.004647
