t,phase,step_idx,mask_ss,Hdot_s_x,Hdot_s_y,Hdot_s_z,tau_w_x,tau_w_y,tau_w_z,e_ori_torso_deg,e_pos_torso_x,e_pos_torso_y,e_pos_torso_z,d_ee_to_target,e_ori_ee_deg,swing_arm,stance_a_idx,stance_b_idx,swing_to_idx,gait_phase_idx
16.260000,SS,2,1,-2.789501066,-2.281896070,4.999998165,-5.000000000,-5.000000000,-5.000000000,1.129038197,-0.009450416,0.002626915,-0.005255462,0.287667233,0.420595470,b,3,3,4,5
16.360000,SS,2,1,-1.575796951,-2.087209111,4.999997573,-5.000000000,-1.044350665,-5.000000000,1.130352097,-0.011476389,0.012306681,-0.005234234,0.254536062,0.693632117,b,3,3,4,5
16.460000,SS,2,1,-4.999995418,1.858566311,3.083331951,5.000000000,-5.000000000,5.000000000,1.037280890,-0.008272585,0.009937691,-0.002230872,0.221639295,0.471555780,b,3,3,4,5
16.560000,SS,2,1,-4.999989984,-0.253733774,0.996711153,5.000000000,-0.225834505,5.000000000,1.085703913,-0.006823773,0.006304149,0.000015544,0.189565768,0.464153828,b,3,3,4,5
16.660000,SS,2,1,-4.477961030,-2.522163890,-0.191363408,4.698957826,1.510558980,4.948968827,1.121275877,-0.006487632,0.003029011,0.001416557,0.159075339,0.534702367,b,3,3,4,5
16.760000,SS,2,1,-4.268698510,-2.967107244,-0.239296964,4.934061275,1.214414953,5.000000000,1.131562259,-0.006568567,0.000865597,0.001793755,0.130950658,0.622477174,b,3,3,4,5
16.860000,SS,2,1,-4.186429178,-3.680523449,-0.599630624,4.627794722,1.131857130,4.786265694,1.100405437,-0.006486734,-0.000090510,0.001941747,0.105672371,0.697833987,b,3,3,4,5
16.960000,SS,2,1,-4.245257576,-4.482301814,-1.204133576,3.892344371,-0.089192514,3.707276379,1.043777700,-0.006111518,-0.000386693,0.002102883,0.083530987,0.747974341,b,3,3,4,5
17.060000,SS,2,1,-4.072656859,-4.999980436,-2.034424645,-5.000000000,0.810448748,-5.000000000,0.968412011,-0.005523293,0.000290483,0.002719531,0.065082669,0.798826967,b,3,3,4,5
17.160000,SS,2,1,-3.372063358,-4.999989167,-4.999994639,4.315724841,5.000000000,4.574339917,0.823344905,-0.005169845,0.000717607,0.002630985,0.050494290,0.808668772,b,3,3,4,5
17.260000,SS,2,1,-4.999985370,-4.190399739,-4.999995089,4.998854429,1.696091452,4.914329396,0.733800724,-0.004531404,-0.000485449,0.001353790,0.038716039,0.786719215,b,3,3,4,5
17.360000,SS,2,1,-4.599945722,-3.554094446,-4.999999878,3.978881563,1.580530718,4.174892744,0.620051038,-0.004628583,-0.000303168,0.001258136,0.029648411,0.740685978,b,3,3,4,5
17.460000,SS,2,1,-3.961137497,-3.528322204,-5.000001565,3.524798632,1.637511339,3.788470496,0.494601241,-0.004443975,-0.000347027,0.001132306,0.023161855,0.672203549,b,3,3,4,5
17.560000,SS,2,1,-3.427639156,-3.347556439,-5.000001718,3.213873635,1.547476424,3.400134440,0.373031123,-0.004235717,-0.000204963,0.001044262,0.018925875,0.591365143,b,3,3,4,5
17.660000,SS,2,1,-2.919887525,-3.140406296,-5.000001659,2.867900584,1.564218428,3.012706423,0.255384068,-0.003842883,0.000122477,0.000936002,0.016471043,0.506349873,b,3,3,4,5
17.760000,SS,2,1,-2.450490413,-2.920499717,-5.000001512,2.532606449,1.625669762,2.638100180,0.146846996,-0.003512526,0.000453831,0.000821500,0.015162281,0.422121083,b,3,3,4,5
17.860000,SS,2,1,-2.054615115,-2.655232752,-5.000001293,2.201365983,1.653207012,2.316713099,0.074759546,-0.003346384,0.000743440,0.000698727,0.014246068,0.342114098,b,3,3,4,5
17.960000,SS,2,1,-1.733272653,-2.323167432,-5.000001039,1.857701481,1.528810437,1.996236238,0.113602292,-0.003274019,0.000996582,0.000560923,0.013438398,0.269866704,b,3,3,4,5
18.060000,SS,2,1,-1.476544407,-1.934694079,-5.000000777,1.557414598,1.345774724,1.715140994,0.197858493,-0.003210004,0.001202582,0.000426284,0.012729407,0.207185770,b,3,3,4,5
18.160000,SS,2,1,-1.248678180,-1.541366742,-5.000000515,1.266385039,1.163094601,1.442285845,0.284406783,-0.003142418,0.001370193,0.000308637,0.012125283,0.154763551,b,3,3,4,5
18.260000,SS,2,1,-1.040094237,-1.152569288,-5.000000259,0.989373339,0.980702898,1.176041054,0.367603350,-0.003074662,0.001502535,0.000211500,0.011631293,0.113122223,b,3,3,4,5
18.360000,SS,2,1,-0.853370917,-0.769364342,-5.000000005,0.716628883,0.802107077,0.907612838,0.446604994,-0.003007695,0.001601701,0.000133217,0.011248515,0.083255646,b,3,3,4,5
18.460000,SS,2,1,-0.693687483,-0.396274214,-4.999999761,0.481601456,0.627792297,0.674724194,0.521145391,-0.002939022,0.001663807,0.000069878,0.010973187,0.066394785,b,3,3,4,5
18.560000,SS,2,1,-0.546950599,-0.030411968,-4.999999525,0.260720493,0.458854399,0.449180606,0.591233733,-0.002873060,0.001702499,0.000023126,0.010795319,0.061933907,b,3,3,4,5
18.660000,SS,2,1,-0.414253277,0.323222493,-4.999999301,0.063989554,0.295479521,0.245182875,0.657446081,-0.002807432,0.001718447,-0.000010880,0.010701048,0.065134674,b,3,3,4,5
18.760000,SS,2,1,-0.295288592,0.661611142,-4.999999091,-0.116227780,0.139133932,0.054900235,0.720560386,-0.002741082,0.001712367,-0.000034381,0.010674415,0.070590468,b,3,3,4,5
18.860000,SS,2,1,-0.191694784,0.982733505,-4.999998895,-0.279485806,-0.006985093,-0.118173335,0.781363075,-0.002672700,0.001684132,-0.000049342,0.010698821,0.075314208,b,3,3,4,5
18.960000,SS,2,1,-0.104831102,1.287305027,-4.999998715,-0.419331966,-0.143115632,-0.266623724,0.840219327,-0.002602261,0.001633678,-0.000056538,0.010758025,0.078261708,b,3,3,4,5
19.060000,SS,2,1,-0.031593128,1.577174674,-4.999998551,-0.536680454,-0.270147824,-0.392515513,0.897156539,-0.002531196,0.001564089,-0.000055900,0.010836810,0.079317674,b,3,3,4,5
19.160000,SS,2,1,0.032007540,1.852050093,-4.999998403,-0.635123776,-0.386579932,-0.498582520,0.952186321,-0.002459664,0.001479403,-0.000048150,0.010921858,0.078730769,b,3,3,4,5
19.260000,SS,2,1,0.088111196,2.111179621,-4.999998272,-0.715397674,-0.491687504,-0.584381732,1.005326136,-0.002387148,0.001382219,-0.000034447,0.011002344,0.076872303,b,3,3,4,5
19.360000,SS,2,1,0.137996312,2.354421090,-4.999987336,-0.777400447,-0.585234085,-0.648748660,1.056562308,-0.002313414,0.001274468,-0.000015809,0.011070002,0.074129299,b,3,3,4,5
19.460000,SS,2,1,0.183286441,2.582291826,-4.999998060,-0.821828759,-0.667068184,-0.691482563,1.105844865,-0.002238330,0.001158108,0.000006890,0.011118914,0.070858293,b,3,3,4,5
19.560000,SS,2,1,0.224841369,2.794889128,-4.999997973,-0.849763341,-0.737260261,-0.713157679,1.153091194,-0.002161822,0.001035162,0.000032816,0.011145200,0.067370141,b,3,3,4,5
19.660000,SS,2,1,0.263670635,2.992801151,-4.999997901,-0.863362249,-0.796503326,-0.716064524,1.198234527,-0.002083853,0.000907560,0.000061150,0.011146714,0.063923181,b,3,3,4,5
19.760000,SS,2,1,0.300301044,3.176296990,-4.999997849,-0.861576652,-0.844015783,-0.697339901,1.241201294,-0.002004140,0.000776883,0.000091011,0.011122758,0.060728985,b,3,3,4,5
19.860000,SS,2,1,0.335825629,3.346547291,-4.999997816,-0.846071826,-0.880501292,-0.658907247,1.281834003,-0.001923070,0.000645089,0.000121942,0.011073698,0.057956044,b,3,3,4,5
19.960000,SS,2,1,0.370927300,3.504183508,-4.999997800,-0.818080388,-0.906358292,-0.601771242,1.319981278,-0.001840843,0.000513989,0.000153312,0.011000740,0.055719251,b,3,3,4,5
20.060000,SS,2,1,0.398947081,3.626973804,-4.999986120,-0.772918036,-0.917380233,-0.519599355,1.355553986,-0.001758544,0.000385491,0.000183879,0.010905769,0.054076444,b,3,3,4,5
20.160000,SS,2,1,0.425066394,3.731161668,-4.999997804,-0.717556494,-0.917840023,-0.421262009,1.388395836,-0.001675377,0.000260974,0.000213189,0.010791144,0.053031311,b,3,3,4,5
20.260000,SS,2,1,0.457348420,3.840753944,-4.999997818,-0.658887882,-0.913256011,-0.315304727,1.418363013,-0.001590847,0.000142180,0.000241418,0.010659488,0.052533506,b,3,3,4,5
20.360000,SS,2,1,0.497494422,3.961572289,-4.999997838,-0.597803089,-0.905232855,-0.202591777,1.445381676,-0.001505007,0.000030041,0.000268446,0.010513600,0.052497193,b,3,3,4,5
20.460000,SS,2,1,0.543262661,4.088157046,-4.999985451,-0.533149442,-0.893069968,-0.081625724,1.469415642,-0.001418213,-0.000074951,0.000293921,0.010356343,0.052824558,b,3,3,4,5
20.560000,SS,2,1,0.594664112,4.221467775,-4.999985325,-0.466132837,-0.877530339,0.045932625,1.490422525,-0.001330587,-0.000172277,0.000317728,0.010190507,0.053419170,b,3,3,4,5
20.660000,SS,2,1,0.644955021,4.341824137,-4.999997939,-0.392922730,-0.855126571,0.184941482,1.508417152,-0.001243131,-0.000261094,0.000339193,0.010018717,0.054187997,b,3,3,4,5
20.760000,SS,2,1,0.687964861,4.432809264,-4.999997987,-0.311779940,-0.823483127,0.337174314,1.523417716,-0.001156357,-0.000340790,0.000357442,0.009843382,0.055052492,b,3,3,4,5
20.860000,SS,2,1,0.731405871,4.517929547,-4.999998042,-0.230240518,-0.788487017,0.492372658,1.535368628,-0.001069527,-0.000410637,0.000372829,0.009666584,0.055947350,b,3,3,4,5
20.960000,SS,2,1,0.775981930,4.598934359,-4.999998101,-0.148699907,-0.751049682,0.650006355,1.544282957,-0.000983025,-0.000469720,0.000385387,0.009490054,0.056809267,b,3,3,4,5
21.060000,SS,2,1,0.821179709,4.676353623,-4.999998163,-0.067761797,-0.712022467,0.808996108,1.550187448,-0.000896736,-0.000518089,0.000394988,0.009315199,0.057597352,b,3,3,4,5
21.160000,SS,2,1,0.866832857,4.750834393,-4.999998227,0.011658269,-0.672223120,0.967830952,1.553105412,-0.000810764,-0.000555610,0.000401690,0.009143049,0.058289173,b,3,3,4,5
21.260000,SS,2,1,0.912695098,4.822883739,-4.999998294,0.088832006,-0.632404199,1.125250860,1.553061584,-0.000725183,-0.000582288,0.000405569,0.008974259,0.058875557,b,3,3,4,5
21.360000,SS,2,1,0.958466328,4.892834773,-4.999998361,0.163110141,-0.593246905,1.280097090,1.550081941,-0.000640031,-0.000598238,0.000406730,0.008809115,0.059356050,b,3,3,4,5
21.460000,SS,2,1,1.001834152,4.950960094,-4.999984349,0.235126795,-0.553910238,1.432419326,1.544206464,-0.000555465,-0.000603681,0.000404849,0.008647568,0.059735345,b,3,3,4,5
21.560000,SS,2,1,1.041116281,4.987353590,-4.999984262,0.305131545,-0.513707357,1.581654064,1.535473504,-0.000471525,-0.000598964,0.000399567,0.008489275,0.060023392,b,3,3,4,5
21.660000,SS,2,1,1.075848867,4.999497100,-4.999998567,0.372748099,-0.472770500,1.726875102,1.523916772,-0.000388258,-0.000584355,0.000390864,0.008333621,0.060229709,b,3,3,4,5
21.760000,SS,2,1,1.107927886,4.999780269,-4.999998635,0.436226934,-0.433163824,1.866152801,1.509563931,-0.000305584,-0.000560097,0.000379378,0.008179750,0.060356483,b,3,3,4,5
21.860000,SS,2,1,1.139434122,4.999859296,-4.999998701,0.494113055,-0.396892302,1.997953664,1.492461354,-0.000223423,-0.000526486,0.000365779,0.008026615,0.060392616,b,3,3,4,5
21.960000,SS,2,1,1.169944982,4.999896322,-4.999998765,0.546520518,-0.364163792,2.122289576,1.472693656,-0.000141760,-0.000484050,0.000350252,0.007873053,0.060317157,b,3,3,4,5
22.060000,SS,2,1,1.198907131,4.999917224,-4.999998827,0.593392478,-0.335163625,2.238879138,1.450366736,-0.000060519,-0.000433466,0.000332972,0.007717852,0.060106334,b,3,3,4,5
22.160000,SS,2,1,1.225840377,4.999930882,-4.999998886,0.634688051,-0.309998295,2.347473212,1.425608151,0.000020329,-0.000375371,0.000314136,0.007559795,0.059733959,b,3,3,4,5
22.260000,SS,2,1,1.250254740,4.999940604,-4.999998943,0.670454919,-0.288707414,2.447952274,1.398569364,0.000100830,-0.000310435,0.000293927,0.007397710,0.059172815,b,3,3,4,5
22.360000,SS,2,1,1.271675119,4.999947932,-4.999998996,0.700797352,-0.271273486,2.540278122,1.369425119,0.000181034,-0.000239342,0.000272516,0.007230514,0.058396794,b,3,3,4,5
22.460000,SS,2,1,1.289653842,4.999953686,-4.999999046,0.725868726,-0.257629256,2.624483663,1.338371887,0.000260996,-0.000162783,0.000250062,0.007057260,0.057383169,b,3,3,4,5
22.560000,SS,2,1,1.303781064,4.999958341,-4.999999093,0.745862495,-0.247666682,2.700659846,1.305625148,0.000340775,-0.000081444,0.000226711,0.006877176,0.056114853,b,3,3,4,5
22.660000,SS,2,1,1.313695004,4.999962191,-4.999999136,0.761002030,-0.241245729,2.768941893,1.271415659,0.000420431,0.000003997,0.000202599,0.006689705,0.054582431,b,3,3,4,5
22.760000,SS,2,1,1.319090391,4.999965421,-4.999999176,0.771530826,-0.238202704,2.829496695,1.235984915,0.000500025,0.000092878,0.000177847,0.006494547,0.052785781,b,3,3,4,5
22.860000,SS,2,1,1.319724062,4.999968122,-4.999999211,0.777703751,-0.238357353,2.882512013,1.199580089,0.000579615,0.000184560,0.000152566,0.006291696,0.050735172,b,3,3,4,5
22.960000,SS,2,1,1.315411307,4.999970291,-4.999999243,0.779782788,-0.241514549,2.928190923,1.162448732,0.000659257,0.000278429,0.000126854,0.006081489,0.048451763,b,3,3,4,5
23.060000,SS,2,1,1.304491936,4.999487893,-4.999982482,0.778806642,-0.246498075,2.967531984,1.124840930,0.000738931,0.000373895,0.000100508,0.005864659,0.045968304,b,3,3,4,5
23.160000,SS,2,1,1.283806234,4.999975218,-4.999999295,0.776512956,-0.251083457,3.002130492,1.086999967,0.000818546,0.000470388,0.000072917,0.005642403,0.043332812,b,3,3,4,5
23.260000,SS,2,1,1.255041222,4.999978168,-4.999999315,0.771935855,-0.256246434,3.030766675,1.049126374,0.000898312,0.000567419,0.000044376,0.005416426,0.040605017,b,3,3,4,5
23.360000,SS,2,1,1.221842143,4.999980402,-4.999999331,0.763659460,-0.263868110,3.051984501,1.011394740,0.000978287,0.000664784,0.000015529,0.005188994,0.037842745,b,3,3,4,5
23.460000,SS,2,1,1.184454767,4.999982263,-4.999999341,0.752215227,-0.273762532,3.066480639,0.973982821,0.001058458,0.000762085,-0.000013566,0.004963067,0.035102066,b,3,3,4,5
24.970000,SS,3,1,0.085877802,-0.647438679,1.018825498,0.149624363,2.089429546,-2.533268706,0.005597874,0.000044958,0.000041226,-0.000007823,0.800019973,0.010642827,a,3,4,4,7
25.070000,SS,3,1,0.121456537,-0.675761018,0.663818265,0.034602630,1.112779624,-1.637899580,0.013713950,-0.000044931,0.000119332,0.000046581,0.799962803,0.014604533,a,3,4,4,7
25.170000,SS,3,1,0.204157373,-0.604274861,0.382459153,0.081041123,1.219282907,-1.640147323,0.028953990,-0.000265507,0.000193910,0.000046167,0.799689326,0.020607551,a,3,4,4,7
25.270000,SS,3,1,0.300587695,-0.603205282,0.209947825,0.093081961,1.198192087,-1.575217722,0.048216194,-0.000436137,0.000271698,0.000062143,0.799082921,0.026679783,a,3,4,4,7
25.370000,SS,3,1,0.416816937,-0.567768830,0.062695552,0.106643701,1.157250137,-1.485639825,0.070285481,-0.000642144,0.000350449,0.000076376,0.798051002,0.031548882,a,3,4,4,7
25.470000,SS,3,1,0.547307510,-0.516258666,-0.057388858,0.117451313,1.114980368,-1.394907542,0.094258372,-0.000851690,0.000431803,0.000096108,0.796514033,0.034810576,a,3,4,4,7
25.570000,SS,3,1,0.692149766,-0.444775744,-0.150371534,0.123585170,1.060168524,-1.297016279,0.119427159,-0.001069453,0.000515103,0.000120038,0.794402774,0.036508079,a,3,4,4,7
25.670000,SS,3,1,0.850711425,-0.368816712,-0.192476839,0.123725882,1.010898453,-1.220167516,0.145236889,-0.001295295,0.000599454,0.000148295,0.791656922,0.036900069,a,3,4,4,7
25.770000,SS,3,1,1.020999799,-0.299893088,-0.172024865,0.115295093,0.969312569,-1.176235770,0.171266742,-0.001530585,0.000684982,0.000180615,0.788224514,0.036332084,a,3,4,4,7
25.870000,SS,3,1,1.193999014,-0.218670364,-0.139629462,0.102280901,0.910308240,-1.118362370,0.197195160,-0.001769808,0.000771399,0.000215926,0.784060725,0.035118910,a,3,4,4,7
25.970000,SS,3,1,1.366372599,-0.127190384,-0.095221130,0.087636257,0.846570559,-1.055221279,0.222691117,-0.002011821,0.000856849,0.000253144,0.779127349,0.033505465,a,3,4,4,7
26.070000,SS,3,1,1.535963342,-0.028239858,-0.037823084,0.070995859,0.777748863,-0.988309853,0.247418199,-0.002254228,0.000940828,0.000291863,0.773393024,0.031712211,a,3,4,4,7
26.170000,SS,3,1,1.704115513,0.065755727,0.056922474,0.050173307,0.716783248,-0.942983579,0.271069056,-0.002498773,0.001022651,0.000331778,0.766833530,0.029985285,a,3,4,4,7
26.270000,SS,3,1,1.868059218,0.152276606,0.184338719,0.024320379,0.657779395,-0.914448587,0.293410341,-0.002744652,0.001102522,0.000372480,0.759431576,0.028593280,a,3,4,4,7
26.370000,SS,3,1,2.021351732,0.240670820,0.313456344,-0.002831160,0.589662183,-0.875826864,0.314259942,-0.002988452,0.001179934,0.000412888,0.751175948,0.027755071,a,3,4,4,7
26.470000,SS,3,1,2.162327877,0.329652252,0.444505605,-0.029620201,0.520230161,-0.832957546,0.333432271,-0.003229060,0.001253802,0.000452306,0.742061167,0.027593392,a,3,4,4,7
26.570000,SS,3,1,2.290023326,0.417640516,0.578035175,-0.056234468,0.449268432,-0.786567400,0.350745572,-0.003464841,0.001323802,0.000490423,0.732087516,0.028127298,a,3,4,4,7
26.670000,SS,3,1,2.407467247,0.497719064,0.734766239,-0.085548089,0.384224336,-0.756465025,0.366041285,-0.003685021,0.001389126,0.000527101,0.721261145,0.029276203,a,3,4,4,7
26.770000,SS,3,1,2.511183036,0.570168332,0.902458204,-0.116632667,0.315063182,-0.724251268,0.379212478,-0.003675597,0.001443488,0.000558049,0.709593646,0.030891957,a,3,4,4,7
26.870000,SS,3,1,2.597288262,0.637892912,1.066144307,-0.145545695,0.245991887,-0.686594596,0.390162633,-0.003666422,0.001493296,0.000584304,0.697101397,0.032793150,a,3,4,4,7
26.970000,SS,3,1,2.665385387,0.699398850,1.226145597,-0.172367034,0.178892966,-0.645899258,0.398796426,-0.003657283,0.001538540,0.000605949,0.683805503,0.034826921,a,3,4,4,7
27.070000,SS,3,1,2.715536990,0.754092862,1.382160093,-0.196960412,0.114018180,-0.602439228,0.405031414,-0.003648431,0.001579324,0.000622928,0.669731626,0.036874328,a,3,4,4,7
27.170000,SS,3,1,2.751904569,0.802268414,1.547352162,-0.222517212,0.053997626,-0.570318080,0.408809138,-0.003642273,0.001615687,0.000635735,0.654909861,0.038839055,a,3,4,4,7
27.270000,SS,3,1,2.770600735,0.841369961,1.709365472,-0.246968411,-0.006135785,-0.536519112,0.410119959,-0.003636994,0.001648171,0.000644166,0.639374304,0.040645167,a,3,4,4,7
27.370000,SS,3,1,2.769898467,0.870541562,1.861530374,-0.268045457,-0.063486191,-0.498094943,0.408975311,-0.003631934,0.001676551,0.000647903,0.623162588,0.042230492,a,3,4,4,7
27.470000,SS,3,1,2.750369612,0.889246932,2.003571739,-0.285564190,-0.116266166,-0.456896428,0.405398498,-0.003627191,0.001700892,0.000647121,0.606315641,0.043555909,a,3,4,4,7
27.570000,SS,3,1,2.712840086,0.897160503,2.135117954,-0.299624795,-0.163420395,-0.414414824,0.399431833,-0.003622820,0.001721319,0.000642029,0.588877498,0.044598980,a,3,4,4,7
27.670000,SS,3,1,2.662139504,0.903616438,2.258776936,-0.313993767,-0.212572532,-0.372254507,0.391140591,-0.003619445,0.001737785,0.000633232,0.570895087,0.045341888,a,3,4,4,7
27.770000,SS,3,1,2.594564562,0.899138752,2.371037270,-0.325145653,-0.258210411,-0.327479969,0.380624557,-0.003616384,0.001750612,0.000620671,0.552417908,0.045769610,a,3,4,4,7
27.870000,SS,3,1,2.510427942,0.882143363,2.470678469,-0.332313105,-0.298714736,-0.280123019,0.368006081,-0.003613583,0.001759655,0.000604415,0.533497743,0.045872168,a,3,4,4,7
27.970000,SS,3,1,2.411102338,0.852639348,2.557457670,-0.335732110,-0.333519592,-0.231509740,0.353429627,-0.003610999,0.001765144,0.000584809,0.514188399,0.045645654,a,3,4,4,7
28.070000,SS,3,1,2.298022001,0.810788573,2.631077439,-0.335597723,-0.362756980,-0.182001722,0.337064569,-0.003608582,0.001767259,0.000562164,0.494545441,0.045090904,a,3,4,4,7
28.170000,SS,3,1,2.175674223,0.775429957,2.680592728,-0.336198842,-0.400575602,-0.123092193,0.319101671,-0.003604599,0.001765961,0.000537133,0.474625763,0.044222476,a,3,4,4,7
28.270000,SS,3,1,2.041292967,0.727753703,2.719073133,-0.332749925,-0.432586801,-0.063711508,0.299735952,-0.003600946,0.001761138,0.000509677,0.454487519,0.043049428,a,3,4,4,7
28.370000,SS,3,1,1.896299788,0.666938522,2.746404061,-0.325349371,-0.456985889,-0.005383324,0.279190252,-0.003597405,0.001753017,0.000480280,0.434189893,0.041585892,a,3,4,4,7
28.470000,SS,3,1,1.742689763,0.593611870,2.762328603,-0.315038956,-0.474530600,0.050327857,0.257727746,-0.003593886,0.001742072,0.000449256,0.413792845,0.039847007,a,3,4,4,7
28.570000,SS,3,1,1.582313647,0.511325497,2.763879646,-0.302730130,-0.487869368,0.104952157,0.235656790,-0.003589869,0.001728615,0.000416926,0.393356761,0.037848002,a,3,4,4,7
28.670000,SS,3,1,1.417560780,0.440697742,2.731984346,-0.291835161,-0.513345495,0.173990543,0.213331199,-0.003582188,0.001712505,0.000383697,0.372941883,0.035628772,a,3,4,4,7
28.770000,SS,3,1,1.247874684,0.359995526,2.694117902,-0.276742667,-0.531263011,0.240463876,0.191106196,-0.003575126,0.001693215,0.000349737,0.352608445,0.033218879,a,3,4,4,7
28.870000,SS,3,1,1.074821001,0.268310501,2.650057690,-0.259158284,-0.538309325,0.298094161,0.169454631,-0.003568153,0.001671589,0.000315809,0.332416498,0.030648762,a,3,4,4,7
28.970000,SS,3,1,0.900645133,0.167409347,2.599099211,-0.241049663,-0.539102550,0.347016191,0.149040188,-0.003561230,0.001648348,0.000282051,0.312425657,0.027942231,a,3,4,4,7
29.070000,SS,3,1,0.726398249,0.065561557,2.531731644,-0.222885774,-0.540772839,0.396573032,0.130755972,-0.003552845,0.001623616,0.000248548,0.292694551,0.025126797,a,3,4,4,7
29.170000,SS,3,1,0.552568188,-0.020000903,2.429104180,-0.205926524,-0.557152895,0.464483620,0.115754335,-0.003539782,0.001597054,0.000215446,0.273280249,0.022268357,a,3,4,4,7
29.270000,SS,3,1,0.380616944,-0.111257441,2.327807267,-0.185094193,-0.561578303,0.522703038,0.105335533,-0.003527776,0.001568282,0.000183291,0.254238592,0.019425323,a,3,4,4,7
29.370000,SS,3,1,0.212378853,-0.208873419,2.227094143,-0.164209775,-0.557492365,0.567215973,0.100769411,-0.003516181,0.001538734,0.000152784,0.235624125,0.016650713,a,3,4,4,7
29.470000,SS,3,1,0.049705214,-0.310734019,2.125618578,-0.143696525,-0.548687166,0.600644836,0.102575967,-0.003505070,0.001509164,0.000123760,0.217489716,0.013991104,a,3,4,4,7
29.570000,SS,3,1,-0.107691038,-0.404345445,2.004198478,-0.124316359,-0.546817024,0.639929054,0.110082104,-0.003491223,0.001479806,0.000096080,0.199885800,0.011539289,a,3,4,4,7
29.670000,SS,3,1,-0.259962681,-0.478699587,1.851592843,-0.105569551,-0.558590826,0.697078878,0.121835429,-0.003472635,0.001450184,0.000069728,0.182859989,0.009491426,a,3,4,4,7
29.770000,SS,3,1,-0.404081801,-0.554447666,1.708768326,-0.084546038,-0.556924420,0.737548705,0.136354913,-0.003455745,0.001420238,0.000045606,0.166457535,0.008106699,a,3,4,4,7
29.870000,SS,3,1,-0.538313998,-0.632130128,1.574130617,-0.064939537,-0.550193768,0.762893924,0.152518234,-0.003439932,0.001391600,0.000024129,0.150721282,0.007603197,a,3,4,4,7
29.970000,SS,3,1,-0.661463206,-0.710276730,1.445806930,-0.046639223,-0.539160683,0.773947497,0.169532710,-0.003425233,0.001365074,0.000005018,0.135691162,0.007990084,a,3,4,4,7
30.070000,SS,3,1,-0.775899351,-0.772099534,1.291533067,-0.030815456,-0.543302840,0.799715368,0.186867478,-0.003406108,0.001340836,-0.000012270,0.121403329,0.009043866,a,3,4,4,7
30.170000,SS,3,1,-0.881673371,-0.814721471,1.114932552,-0.015496248,-0.557524248,0.838527285,0.204218957,-0.003383022,0.001317931,-0.000027609,0.107890041,0.010493858,a,3,4,4,7
30.270000,SS,3,1,-0.975022760,-0.856554738,0.956982288,0.000092410,-0.559410535,0.856506066,0.221432922,-0.003362399,0.001296628,-0.000039717,0.095180315,0.012107721,a,3,4,4,7
30.370000,SS,3,1,-1.054780026,-0.898261163,0.815269216,0.013030905,-0.557692456,0.857534205,0.238381904,-0.003343655,0.001278450,-0.000048390,0.083299938,0.013716792,a,3,4,4,7
30.470000,SS,3,1,-1.120610309,-0.939108319,0.687437565,0.023320334,-0.551876348,0.841229026,0.254952664,-0.003326754,0.001264063,-0.000053890,0.072271051,0.015242284,a,3,4,4,7
30.570000,SS,3,1,-1.178181502,-0.958305765,0.524901744,0.029739975,-0.571090347,0.852520630,0.271054120,-0.003284883,0.001250985,-0.000059827,0.062111356,0.016646743,a,3,4,4,7
30.670000,SS,3,1,-1.226468445,-0.961741078,0.353756464,0.035321710,-0.595720461,0.871070378,0.286722553,-0.003158506,0.001228839,-0.000074336,0.052834657,0.017942147,a,3,4,4,7
30.770000,SS,3,1,-1.261695084,-0.964673547,0.211781856,0.039730074,-0.608905341,0.868309834,0.302011231,-0.002953911,0.001195471,-0.000096337,0.044452197,0.019114978,a,3,4,4,7
30.870000,SS,3,1,-1.283354196,-0.967658867,0.096331994,0.041054961,-0.617338145,0.846723064,0.316890620,-0.002724043,0.001157138,-0.000118819,0.036973393,0.020141350,a,3,4,4,7
30.970000,SS,3,1,-1.291810166,-0.970567118,0.004725757,0.039242250,-0.620207581,0.805759429,0.331279752,-0.002496629,0.001117554,-0.000138227,0.030406409,0.021020793,a,3,4,4,7
31.070000,SS,3,1,-1.296661113,-0.948742715,-0.131427987,0.033193015,-0.657364198,0.806789992,0.345073245,-0.002263218,0.001076062,-0.000156166,0.024758216,0.021758486,a,3,4,4,7
31.170000,SS,3,1,-1.293985842,-0.916907500,-0.256669628,0.027665984,-0.688258431,0.802405709,0.358336781,-0.002030517,0.001029899,-0.000171121,0.020035501,0.022414195,a,3,4,4,7
31.270000,SS,3,1,-1.279951482,-0.886844995,-0.342337709,0.021073578,-0.708564607,0.777987913,0.371047837,-0.001801138,0.000979483,-0.000181806,0.016242143,0.022994097,a,3,4,4,7
31.370000,SS,3,1,-1.254208982,-0.858500385,-0.392211245,0.012548946,-0.721064400,0.734805495,0.383076086,-0.001577864,0.000926031,-0.000188071,0.013366331,0.023511508,a,3,4,4,7
31.470000,SS,3,1,-1.217017778,-0.831903575,-0.409341769,0.002350585,-0.725334933,0.673900981,0.394231567,-0.001362894,0.000870131,-0.000189921,0.011353085,0.024002983,a,3,4,4,7
31.570000,SS,3,1,-1.184294610,-0.812644339,-0.459323470,-0.003456620,-0.734283969,0.642031595,0.404281750,-0.001153479,0.000813540,-0.000189038,0.010073012,0.024516281,a,3,4,4,7
