t,phase,step_idx,mask_ss,Hdot_s_x,Hdot_s_y,Hdot_s_z,tau_w_x,tau_w_y,tau_w_z,e_ori_torso_deg,e_pos_torso_x,e_pos_torso_y,e_pos_torso_z,d_ee_to_target,e_ori_ee_deg,swing_arm,stance_a_idx,stance_b_idx,swing_to_idx,gait_phase_idx
31.670000,SS,3,1,-1.142625818,-0.794829437,-0.483126260,-0.008173395,-0.729639836,0.595937273,0.413064933,-0.000954705,0.000754041,-0.000183998,0.009323529,0.025131089,a,3,4,4,7
31.770000,SS,3,1,-1.088423805,-0.777742147,-0.470276888,-0.013720633,-0.716270567,0.534155378,0.420355341,-0.000768450,0.000692759,-0.000174000,0.008882022,0.025903338,a,3,4,4,7
31.870000,SS,3,1,-1.021476969,-0.760880755,-0.423152789,-0.019623466,-0.695021693,0.459542541,0.425910083,-0.000597275,0.000630242,-0.000159070,0.008569069,0.026900596,a,3,4,4,7
31.970000,SS,3,1,-0.941621794,-0.743876118,-0.343736393,-0.025701464,-0.666554194,0.374036020,0.429483089,-0.000443188,0.000567045,-0.000139147,0.008274888,0.028185095,a,3,4,4,7
32.070000,SS,3,1,-0.848591282,-0.726151549,-0.233694154,-0.031875878,-0.631548839,0.279280201,0.430836400,-0.000308365,0.000503824,-0.000114127,0.007950588,0.029799197,a,3,4,4,7
32.170000,SS,3,1,-0.742099770,-0.707092738,-0.094230490,-0.038138227,-0.590681437,0.176838712,0.429753239,-0.000194979,0.000441265,-0.000083946,0.007587029,0.031754757,a,3,4,4,7
32.270000,SS,3,1,-0.621963402,-0.686107248,0.073916214,-0.059324537,-0.508296288,0.103866367,0.426120356,-0.000104033,0.000377914,-0.000048725,0.007197261,0.033837117,a,3,4,4,7
32.370000,SS,3,1,-0.508185756,-0.668954652,0.258705725,-0.078175650,-0.399420023,0.012343693,0.420345474,-0.000026921,0.000309653,-0.000013838,0.006800388,0.035307770,a,3,4,4,7
32.470000,SS,3,1,-0.423394463,-0.664247409,0.443523322,-0.078344983,-0.310681777,-0.024424313,0.412882714,0.000049216,0.000232857,0.000009852,0.006401405,0.036142283,a,3,4,4,7
32.570000,SS,3,1,-0.356985017,-0.663974595,0.621580020,-0.070562303,-0.226709740,-0.056130236,0.403963188,0.000121737,0.000154945,0.000026580,0.005999053,0.036728854,a,3,4,4,7
32.670000,SS,3,1,-0.300432452,-0.663218366,0.789754080,-0.058537399,-0.145343355,-0.089492420,0.393775282,0.000190051,0.000080317,0.000039189,0.005591959,0.037330924,a,3,4,4,7
32.770000,SS,3,1,-0.247757051,-0.659103361,0.947022173,-0.043966876,-0.068283773,-0.121820952,0.382481179,0.000253214,0.000009474,0.000048863,0.005180140,0.037874085,a,3,4,4,7
32.870000,SS,3,1,-0.195228776,-0.649696973,1.092274909,-0.028416879,0.005181258,-0.154308222,0.370228184,0.000310482,-0.000056853,0.000056617,0.004765032,0.038097303,a,3,4,4,7
33.480000,SS,4,1,0.051992246,-1.325352737,3.559415536,0.198704925,0.213858366,0.269629546,0.042425121,-0.000456959,-0.000196885,0.000074472,0.799809712,0.525767478,b,4,4,5,9
33.580000,SS,4,1,0.110445991,-1.722625441,3.641510461,-0.086159647,0.599896696,-0.263266583,0.099123132,-0.000466858,-0.000228253,0.000092230,0.798527426,0.857847029,b,4,4,5,9
33.680000,SS,4,1,0.175548954,-1.890662049,4.407386553,-0.191317136,0.832887637,-0.568305052,0.175583555,-0.000874628,-0.000242140,0.000213369,0.795203609,1.013518198,b,4,4,5,9
33.780000,SS,4,1,0.086371801,-1.960930809,4.999858538,-0.236815286,1.042074855,-0.650944011,0.261065018,-0.001388510,-0.000329067,0.000328625,0.789105135,1.053746355,b,4,4,5,9
33.880000,SS,4,1,-0.134906115,-1.951409106,4.999978334,-0.216660955,1.307520601,-0.520977725,0.351955911,-0.002001445,-0.000411583,0.000458386,0.779678750,1.021463508,b,4,4,5,9
33.980000,SS,4,1,-0.412060506,-1.868776553,4.999984931,-0.165021884,1.554533125,-0.345724440,0.445851439,-0.002700060,-0.000518576,0.000585981,0.766536305,0.946603542,b,4,4,5,9
34.080000,SS,4,1,-0.749947299,-1.730410148,4.999987574,-0.080892636,1.788892116,-0.092013020,0.540030133,-0.003452156,-0.000630653,0.000699891,0.749445198,0.849908079,b,4,4,5,9
34.180000,SS,4,1,-1.111808543,-1.558497152,4.999988323,0.020686393,1.996670633,0.179897499,0.632534371,-0.004236461,-0.000746014,0.000789462,0.728315178,0.745529449,b,4,4,5,9
34.280000,SS,4,1,-1.485689140,-1.359524102,4.999988756,0.141813846,2.167076424,0.475398905,0.721772198,-0.005031819,-0.000856234,0.000846827,0.703185105,0.642566746,b,4,4,5,9
34.380000,SS,4,1,-1.852470017,-1.147036316,4.999989019,0.281312114,2.292140380,0.788150365,0.806359793,-0.005819343,-0.000954355,0.000865297,0.674210148,0.546564936,b,4,4,5,9
34.480000,SS,4,1,-2.110063228,-0.841702771,4.999989286,0.387551309,2.317613924,0.972422641,0.885175001,-0.006502977,-0.001046120,0.000841317,0.641648829,0.460784620,b,4,4,5,9
34.580000,SS,4,1,-2.249782663,-0.490529083,4.999989631,0.463530087,2.235952221,1.045942202,0.956851909,-0.006895747,-0.001158821,0.000776186,0.605850790,0.386977043,b,4,4,5,9
34.680000,SS,4,1,-2.375047228,-0.235563149,4.999989933,0.575024222,2.123226056,1.199764287,1.019947802,-0.007225593,-0.001249463,0.000674278,0.567244354,0.325829192,b,4,4,5,9
34.780000,SS,4,1,-2.497512121,-0.077822980,4.999990223,0.701478396,1.995642737,1.387217824,1.073530939,-0.007482375,-0.001310940,0.000535883,0.526322438,0.277307050,b,4,4,5,9
34.880000,SS,4,1,-2.609584123,-0.024376870,4.999990463,0.825284391,1.865378414,1.579009635,1.116704230,-0.007656707,-0.001333266,0.000365341,0.483628597,0.240818272,b,4,4,5,9
34.980000,SS,4,1,-2.721235890,-0.082511421,4.999990669,0.931359519,1.738170497,1.747563926,1.148804291,-0.007738761,-0.001312425,0.000167656,0.439744104,0.215155631,b,4,4,5,9
35.080000,SS,4,1,-2.839389845,-0.260253762,4.999990851,1.008590517,1.617026593,1.870031653,1.169428488,-0.007722040,-0.001248718,-0.000049689,0.395274994,0.198493193,b,4,4,5,9
35.180000,SS,4,1,-2.725057805,-0.311359108,4.999991221,0.939454612,1.391581670,1.623065604,1.178783435,-0.007587637,-0.001150654,-0.000272243,0.350839159,0.188680569,b,4,4,5,9
35.280000,SS,4,1,-2.520722233,-0.332997707,4.999991739,0.795963200,1.097044115,1.209304173,1.176536103,-0.007350342,-0.001016672,-0.000490816,0.307055468,0.183501391,b,4,4,5,9
35.380000,SS,4,1,-2.298092630,-0.382026539,4.999992215,0.633607700,0.784509447,0.770622070,1.162795454,-0.007051226,-0.000851260,-0.000696683,0.264531475,0.180851022,b,4,4,5,9
35.480000,SS,4,1,-2.062227624,-0.410790106,4.999992822,0.422469377,0.436877100,0.203466018,1.138580654,-0.006711950,-0.000652044,-0.000884009,0.223848565,0.179047463,b,4,4,5,9
35.580000,SS,4,1,-1.826008349,-0.457249225,4.999993304,0.200856668,0.090312929,-0.391115472,1.104652932,-0.006350959,-0.000425629,-0.001041349,0.185548658,0.177014256,b,4,4,5,9
35.680000,SS,4,1,-1.591934768,-0.488272849,4.999993887,-0.057721951,-0.275114650,-1.102195954,1.062048138,-0.005929592,-0.000195417,-0.001162465,0.150121538,0.174093022,b,4,4,5,9
35.780000,SS,4,1,-1.368802980,-0.529575809,4.999994469,-0.319669719,-0.644046529,-1.835163528,1.011276929,-0.005436603,0.000022119,-0.001238806,0.117992441,0.169903000,b,4,4,5,9
35.880000,SS,4,1,-1.161219151,-0.576224567,4.999995089,-0.569160206,-1.012816222,-2.552941448,0.953273983,-0.004967959,0.000250106,-0.001273063,0.089509784,0.164120066,b,4,4,5,9
35.980000,SS,4,1,-0.964890316,-0.629763416,4.999995767,-0.806703051,-1.361381705,-3.264706018,0.889397011,-0.004596459,0.000499876,-0.001265282,0.064932985,0.156631166,b,4,4,5,9
36.080000,SS,4,1,-0.779203895,-0.712785539,4.999996350,-1.008919871,-1.652808362,-3.900137368,0.820860542,-0.004264580,0.000730515,-0.001206703,0.044424704,0.147579632,b,4,4,5,9
36.180000,SS,4,1,-0.592020527,-0.780510016,4.999996835,-1.200064996,-1.873695277,-4.520843022,0.748772564,-0.003985359,0.000928117,-0.001097078,0.028053200,0.137278548,b,4,4,5,9
36.280000,SS,4,1,-0.420637563,-0.894862841,4.999997215,-1.352420373,-2.015239329,-5.000000000,0.673834656,-0.003768094,0.001072727,-0.000944780,0.015835893,0.125987671,b,4,4,5,9
36.380000,SS,4,1,-0.266459948,-1.049424616,4.999997487,-1.470660191,-2.063875119,-5.000000000,0.597095741,-0.003606031,0.001140174,-0.000755994,0.007966119,0.113840212,b,4,4,5,9
36.480000,SS,4,1,-0.128147687,-1.234770687,4.999997650,-1.563102309,-2.038152533,-5.000000000,0.519742369,-0.003009129,0.001047601,-0.000549826,0.005223771,0.100944014,b,4,4,5,9
36.580000,SS,4,1,-0.007056170,-1.439404115,4.999997682,-1.616954372,-1.913361389,-5.000000000,0.443013233,-0.002516496,0.000926507,-0.000343515,0.005859005,0.087320387,b,4,4,5,9
36.680000,SS,4,1,0.090921538,-1.649616536,4.999997536,-1.633056700,-1.691507111,-5.000000000,0.368469128,-0.002158025,0.000775300,-0.000147879,0.006489336,0.072835819,b,4,4,5,9
36.780000,SS,4,1,0.163406617,-1.848923068,4.999997098,-1.618819861,-1.376968449,-5.000000000,0.298069394,-0.001968464,0.000596933,0.000028845,0.006679971,0.057286114,b,4,4,5,9
36.880000,SS,4,1,0.204077929,-2.017838489,4.999996091,-1.660872168,-1.139289980,-5.000000000,0.233998176,-0.001944667,0.000399368,0.000164021,0.006768763,0.041310225,b,4,4,5,9
36.980000,SS,4,1,0.187813474,-2.120815305,4.999992738,-1.662596839,-1.037190336,-5.000000000,0.177583309,-0.001974975,0.000196315,0.000245225,0.006838103,0.026785477,b,4,4,5,9
37.080000,SS,4,1,0.133935533,-2.202344114,4.999915190,-1.630217842,-0.983282675,-5.000000000,0.132598669,-0.002004632,-0.000018121,0.000298558,0.006903459,0.015004796,b,4,4,5,9
37.180000,SS,4,1,-0.133418812,-2.228025095,3.584692428,-1.384046393,-0.811682108,-5.000000000,0.110245632,-0.002008357,-0.000188672,0.000346441,0.006968888,0.008289383,b,4,4,5,9
37.280000,SS,4,1,-0.419086528,-2.234406529,2.187149725,-1.141394189,-0.610845370,-4.813351654,0.119829911,-0.001999252,-0.000349245,0.000382200,0.007036850,0.011243616,b,4,4,5,9
37.380000,SS,4,1,-0.670626060,-2.230103918,0.958197284,-0.952049064,-0.405888689,-4.152645533,0.152698287,-0.001986172,-0.000473294,0.000410540,0.007111600,0.017573092,b,4,4,5,9
37.480000,SS,4,1,-0.907337062,-2.214607631,-0.246905614,-1.013170285,-0.055360844,-3.282712141,0.192587261,-0.001993053,-0.000588834,0.000429808,0.007165797,0.029261919,b,4,4,5,9
37.580000,SS,4,1,-1.227794911,-2.115002145,-1.192475731,-0.949839284,0.129613722,-2.053469055,0.214914934,-0.002098479,-0.000764545,0.000435409,0.007091254,0.074948130,b,4,4,5,9
37.680000,SS,4,1,-1.712399584,-1.883652834,-1.639395288,-0.700262484,0.209209407,-0.820477354,0.223534472,-0.002201339,-0.001053104,0.000418414,0.006899852,0.160190431,b,4,4,5,9
37.780000,SS,4,1,-2.207013547,-1.612021480,-1.841855173,-0.344834343,0.230584667,0.332553461,0.282432106,-0.002259447,-0.001330532,0.000393095,0.006681519,0.262276649,b,4,4,5,9
37.880000,SS,4,1,-2.640292486,-1.360781868,-1.992005986,0.064297415,0.215992723,1.308402056,0.422398913,-0.002249435,-0.001555654,0.000360141,0.006521601,0.353193255,b,4,4,5,9
37.980000,SS,4,1,-2.939438282,-1.164230398,-2.201800440,0.456429488,0.175155915,1.995352986,0.604784299,-0.002179211,-0.001683182,0.000327074,0.006478883,0.409042620,b,4,4,5,9
38.080000,SS,4,1,-3.069523349,-1.046693929,-2.564708368,0.790011765,0.114717151,2.379437412,0.785099908,-0.002054311,-0.001694599,0.000296438,0.006579632,0.415341726,b,4,4,5,9
38.180000,SS,4,1,-3.020891350,-1.016158878,-3.127835355,1.038599845,0.054745540,2.483257373,0.929855734,-0.001886177,-0.001591562,0.000271269,0.006816700,0.369080437,b,4,4,5,9
38.280000,SS,4,1,-2.806371330,-1.066882569,-3.899381429,1.189004896,0.024093661,2.353099755,1.016015400,-0.001689276,-0.001389907,0.000253877,0.007155914,0.278904857,b,4,4,5,9
38.380000,SS,4,1,-2.457974725,-1.181637730,-4.855612767,1.146794566,0.330258102,2.341648762,1.033150912,-0.001487851,-0.001121476,0.000246588,0.007535391,0.171412762,b,4,4,5,9
38.480000,SS,4,1,-1.967101138,-1.325019739,-4.999979586,0.970305096,0.517725044,1.956530896,0.996582608,-0.001338987,-0.000893340,0.000239384,0.007846460,0.121600882,b,4,4,5,9
38.580000,SS,4,1,-1.546238201,-1.404411673,-4.999988759,0.842258813,0.643624464,1.687291543,0.924686928,-0.001224631,-0.000716558,0.000224526,0.008056859,0.169863835,b,4,4,5,9
38.680000,SS,4,1,-1.201085012,-1.431893292,-4.999991732,0.745054303,0.732846139,1.493820173,0.830960276,-0.001123061,-0.000588526,0.000202775,0.008180105,0.233057459,b,4,4,5,9
38.780000,SS,4,1,-0.908959345,-1.412622231,-4.999993204,0.665995001,0.795399358,1.343398953,0.725476550,-0.001034431,-0.000492563,0.000178928,0.008238175,0.276503486,b,4,4,5,9
38.880000,SS,4,1,-0.665254226,-1.348979144,-4.999994017,0.607948981,0.838562825,1.250284720,0.615785989,-0.000957592,-0.000420400,0.000155327,0.008250410,0.296261128,b,4,4,5,9
38.980000,SS,4,1,-0.457101946,-1.247111961,-4.999994574,0.562436276,0.863132732,1.189175414,0.507800239,-0.000891093,-0.000365636,0.000132691,0.008231590,0.295226097,b,4,4,5,9
39.080000,SS,4,1,-0.277816253,-1.112311827,-4.999994957,0.527192787,0.871400777,1.155171899,0.406578793,-0.000833399,-0.000322825,0.000111476,0.008192320,0.278022049,b,4,4,5,9
39.180000,SS,4,1,-0.121893729,-0.949989128,-4.999995232,0.499424639,0.865160651,1.141109890,0.317328431,-0.000782733,-0.000288391,0.000091752,0.008139932,0.249421981,b,4,4,5,9
39.280000,SS,4,1,0.015612467,-0.765276835,-4.999995440,0.476701809,0.845997906,1.140563038,0.246791854,-0.000737640,-0.000259636,0.000073493,0.008079333,0.213737105,b,4,4,5,9
39.380000,SS,4,1,0.138573012,-0.562799244,-4.999995615,0.457325543,0.815422508,1.149080380,0.204041902,-0.000696811,-0.000234703,0.000056622,0.008013699,0.174602395,b,4,4,5,9
39.480000,SS,4,1,0.249286285,-0.346754913,-4.999995753,0.440245570,0.775153246,1.164138711,0.195454358,-0.000659106,-0.000212213,0.000041046,0.007944992,0.134970368,b,4,4,5,9
39.580000,SS,4,1,0.349669046,-0.120704152,-4.999995866,0.424594229,0.726756748,1.183517929,0.214692306,-0.000623645,-0.000191231,0.000026696,0.007874344,0.097271058,b,4,4,5,9
39.680000,SS,4,1,0.441076181,0.112317930,-4.999995962,0.409803957,0.671719339,1.205745202,0.247511566,-0.000589763,-0.000171097,0.000013526,0.007802333,0.063898976,b,4,4,5,9
39.780000,SS,4,1,0.524422041,0.349753400,-4.999996044,0.395516244,0.611427399,1.229839535,0.283404607,-0.000556966,-0.000151367,0.000001503,0.007729180,0.038993675,b,4,4,5,9
39.880000,SS,4,1,0.600300216,0.589464061,-4.999996115,0.381519489,0.547147519,1.255150316,0.317143726,-0.000524906,-0.000131748,-0.000009387,0.007654889,0.032160545,b,4,4,5,9
39.980000,SS,4,1,0.669081278,0.829697595,-4.999996178,0.367714648,0.480014588,1.281289016,0.346497777,-0.000493352,-0.000112051,-0.000019150,0.007579339,0.043342429,b,4,4,5,9
40.080000,SS,4,1,0.730978156,1.069007792,-4.999996238,0.354075797,0.411025948,1.308026862,0.370676620,-0.000462155,-0.000092167,-0.000027789,0.007502353,0.058352739,b,4,4,5,9
40.180000,SS,4,1,0.786072511,1.306095793,-4.999996292,0.340607032,0.341040512,1.335148453,0.389587093,-0.000431221,-0.000072040,-0.000035317,0.007423737,0.071497925,b,4,4,5,9
40.280000,SS,4,1,0.834409957,1.539928554,-4.999996316,0.327356440,0.270787794,1.362573998,0.403484445,-0.000400501,-0.000051653,-0.000041744,0.007343312,0.081572008,b,4,4,5,9
40.380000,SS,4,1,0.876009074,1.769631646,-4.999996318,0.314386434,0.200876445,1.390260220,0.412798052,-0.000369974,-0.000031014,-0.000047087,0.007260928,0.088476867,b,4,4,5,9
40.480000,SS,4,1,0.910887209,1.994455529,-4.999996321,0.301763387,0.131806387,1.418180719,0.418037406,-0.000339631,-0.000010146,-0.000051369,0.007176472,0.092450485,b,4,4,5,9
40.580000,SS,4,1,0.939075427,2.213747623,-4.999996325,0.289552537,0.063981644,1.446318374,0.419737877,-0.000309469,0.000010921,-0.000054622,0.007089875,0.093852666,b,4,4,5,9
40.680000,SS,4,1,0.960628731,2.426930831,-4.999996330,0.277813350,-0.002275610,1.474656540,0.418427880,-0.000279485,0.000032154,-0.000056883,0.007001107,0.093084564,b,4,4,5,9
40.780000,SS,4,1,0.975631713,2.633487142,-4.999996335,0.266596971,-0.066711561,1.503174121,0.414608660,-0.000249674,0.000053520,-0.000058196,0.006910182,0.090550533,b,4,4,5,9
40.880000,SS,4,1,0.984200723,2.832945629,-4.999996341,0.255945000,-0.129128213,1.531842732,0.408742085,-0.000220022,0.000074993,-0.000058607,0.006817146,0.086637202,b,4,4,5,9
40.980000,SS,4,1,0.986483594,3.024874093,-4.999996348,0.245889087,-0.189372182,1.560625000,0.401243849,-0.000190514,0.000096549,-0.000058171,0.006722083,0.081701280,b,4,4,5,9
41.080000,SS,4,1,0.982657674,3.208873634,-4.999996354,0.236451122,-0.247325040,1.589473712,0.392480455,-0.000161127,0.000118174,-0.000056943,0.006625104,0.076062562,b,4,4,5,9
41.180000,SS,4,1,0.972926767,3.384575497,-4.999996361,0.227643790,-0.302895269,1.618331551,0.382768894,-0.000131832,0.000139860,-0.000054981,0.006526350,0.070000420,b,4,4,5,9
41.280000,SS,4,1,0.957517462,3.551639585,-4.999996366,0.219471361,-0.356011796,1.647131236,0.372378231,-0.000102598,0.000161607,-0.000052347,0.006425984,0.063752777,b,4,4,5,9
41.380000,SS,4,1,0.936675207,3.709754168,-4.999996371,0.211930583,-0.406618958,1.675795984,0.361532503,-0.000073391,0.000183422,-0.000049100,0.006324194,0.057516900,b,4,4,5,9
41.480000,SS,4,1,0.910660373,3.858636343,-4.999996375,0.205011624,-0.454672753,1.704240197,0.350414470,-0.000044177,0.000205316,-0.000045305,0.006221192,0.051451517,b,4,4,5,9
41.580000,SS,4,1,0.879744483,3.998032919,-4.999996377,0.198699007,-0.500138166,1.732370341,0.339169845,-0.000014922,0.000227309,-0.000041025,0.006117209,0.045679875,b,4,4,5,9
41.680000,SS,4,1,0.844206723,4.127721469,-4.999996377,0.192972498,-0.542987383,1.760085964,0.327911732,0.000014408,0.000249422,-0.000036322,0.006012503,0.040293405,b,4,4,5,9
41.780000,SS,4,1,0.804330781,4.247511336,-4.999996374,0.187807933,-0.583198697,1.787280809,0.316725054,0.000043845,0.000271680,-0.000031261,0.005907353,0.035355720,b,4,4,5,9
41.880000,SS,4,1,0.760402057,4.357244475,-4.999996368,0.183177982,-0.620755958,1.813843990,0.305670810,0.000073415,0.000294112,-0.000025904,0.005802066,0.030906696,b,4,4,5,9
41.980000,SS,4,1,0.712705226,4.456796021,-4.999996359,0.179052827,-0.655648388,1.839661203,0.294790052,0.000103146,0.000316745,-0.000020313,0.005696975,0.026966390,b,4,4,5,9
42.080000,SS,4,1,0.661522176,4.546074728,-4.999996345,0.175400751,-0.687870710,1.864615904,0.284107516,0.000133057,0.000339607,-0.000014550,0.005592444,0.023538588,b,4,4,5,9
42.180000,SS,4,1,0.607130200,4.625022440,-4.999996325,0.172188716,-0.717423282,1.888590575,0.273634861,0.000163166,0.000362726,-0.000008678,0.005488866,0.020613755,b,4,4,5,9
42.280000,SS,4,1,0.549800590,4.693614227,-4.999996298,0.169382780,-0.744312536,1.911467792,0.263373501,0.000193488,0.000386125,-0.000002754,0.005386669,0.018171264,b,4,4,5,9
42.380000,SS,4,1,0.489668200,4.750594002,-4.999956343,0.167055532,-0.768246099,1.933324190,0.253318290,0.000224026,0.000409823,0.000003112,0.005286314,0.016181003,b,4,4,5,9
42.480000,SS,4,1,0.427409856,4.799928902,-4.999996221,0.164848867,-0.790164005,1.953495732,0.243452683,0.000254811,0.000433847,0.000009012,0.005188295,0.014604438,b,4,4,5,9
42.580000,SS,4,1,0.362873077,4.837739781,-4.999996166,0.163050726,-0.809186590,1.972422408,0.233765326,0.000285795,0.000458234,0.000014753,0.005093142,0.013394273,b,4,4,5,9
42.680000,SS,4,1,0.296364100,4.865403298,-4.999996095,0.161555093,-0.825637826,1.989902480,0.224236518,0.000317042,0.000482934,0.000020308,0.005001420,0.012499808,b,4,4,5,9
42.780000,DS,4,0,1.187493155,1.901239404,2.500286246,-0.284458507,-1.781529234,1.319389175,0.116801717,0.207093409,0.116381768,0.042183553,nan,0.048146749,b,4,5,-1,10
42.880000,DS,4,0,1.394506236,3.273810867,3.063672849,-0.381300019,-2.356254043,0.660726753,0.106027595,0.205542621,0.114334334,0.042595131,nan,0.060234613,b,4,5,-1,10
42.980000,DS,4,0,1.121203320,1.714298212,4.016214132,-0.531443699,-1.916375602,-0.215833182,0.104154324,0.201727392,0.111096859,0.042225312,nan,0.045037823,b,4,5,-1,10
43.080000,DS,4,0,0.977163658,1.127599745,4.235364553,-0.472463970,-1.371612025,-0.462169208,0.117513800,0.195130786,0.106476475,0.041031555,nan,0.040862743,b,4,5,-1,10
43.180000,DS,4,0,0.835323610,0.629426994,4.385429404,-0.351901664,-0.818918607,-0.551839648,0.140303279,0.185581150,0.100408648,0.039050703,nan,0.032649391,b,4,5,-1,10
43.280000,DS,4,0,0.741162281,0.264780899,4.517305893,-0.249598935,-0.429810737,-0.532359308,0.169432739,0.173174705,0.092963261,0.036379707,nan,0.025075663,b,4,5,-1,10
43.380000,DS,4,0,0.688164551,0.028856837,4.640914438,-0.174838134,-0.176728622,-0.477940303,0.201976434,0.158227576,0.084315240,0.033141208,nan,0.018812010,b,4,5,-1,10
43.480000,DS,4,0,0.662214254,-0.119349394,4.772941363,-0.122408849,-0.017516945,-0.422485022,0.235492885,0.141229648,0.074728470,0.029474529,nan,0.014239517,b,4,5,-1,10
43.580000,DS,4,0,0.654081434,-0.210200793,4.914727196,-0.088775946,0.073984016,-0.377639953,0.268355599,0.122799814,0.064532514,0.025530416,nan,0.011342585,b,4,5,-1,10
43.680000,DS,4,0,0.657275143,-0.264181482,5.061965350,-0.069798997,0.117726524,-0.345242844,0.299583754,0.103641809,0.054097022,0.021465392,nan,0.009664994,b,4,5,-1,10
43.780000,DS,4,0,0.666654064,-0.296382499,5.209555893,-0.060844246,0.130333223,-0.322816279,0.328632080,0.084500733,0.043806851,0.017436253,nan,0.008672018,b,4,5,-1,10
43.880000,DS,4,0,0.678511352,-0.317596208,5.353373919,-0.057716677,0.125063584,-0.306676606,0.355242069,0.066119429,0.034038088,0.013594182,nan,0.008019711,b,4,5,-1,10
43.980000,DS,4,0,0.690571505,-0.334828592,5.490840218,-0.057204757,0.111620005,-0.293640861,0.379339227,0.049194598,0.025135265,0.010078049,nan,0.007545093,b,4,5,-1,10
44.080000,DS,4,0,0.701737777,-0.352023493,5.620820015,-0.057219420,0.096315365,-0.281623211,0.400962967,0.034332792,0.017389828,0.007006870,nan,0.007167339,b,4,5,-1,10
44.180000,DS,4,0,0.711736170,-0.370897290,5.743153036,-0.056666075,0.082607694,-0.269572978,0.420220227,0.022006408,0.011019591,0.004471634,nan,0.006834103,b,4,5,-1,10
44.280000,DS,4,0,0.720726816,-0.391740914,5.857882335,-0.055179561,0.071861380,-0.257169429,0.437255531,0.012509820,0.006148932,0.002526826,nan,0.006511227,b,4,5,-1,10
44.380000,DS,4,0,0.728357792,-0.413985197,5.959549424,-0.052831295,0.064144742,-0.244499028,0.452232016,0.005915776,0.002789733,0.001181928,nan,0.006183154,b,4,5,-1,10
44.480000,DS,4,0,0.727674067,-0.435666954,5.989032466,-0.049860773,0.058938371,-0.231754211,0.465319496,0.002032326,0.000824637,0.000393075,nan,0.005848649,b,4,5,-1,10
44.580000,DS,4,0,0.724608460,-0.457039016,5.992628753,-0.046576592,0.055517910,-0.219257864,0.476687069,0.000358587,-0.000018505,0.000054772,nan,0.005515824,b,4,5,-1,10
44.680000,DS,4,0,0.722388152,-0.478127261,5.995589669,-0.043171454,0.053359242,-0.207163747,0.486499063,0.000042563,-0.000179498,-0.000008093,nan,0.005194810,b,4,5,-1,10
44.780000,DS,4,0,0.721077130,-0.498669730,5.998462170,-0.039495543,0.052672993,-0.195138372,0.494912354,0.000032533,-0.000187454,-0.000009132,nan,0.004892772,b,4,5,-1,10
44.880000,DS,4,0,0.720588696,-0.518576549,6.001347863,-0.034262806,0.055877261,-0.180792443,0.502074289,0.000023316,-0.000194624,-0.000010084,nan,0.004610189,b,4,5,-1,10
44.980000,DS,4,0,0.720701829,-0.537913195,6.004254270,-0.020340408,0.071523431,-0.143493105,0.508118537,0.000014560,-0.000201410,-0.000011149,nan,0.004295718,b,4,5,-1,10
45.080000,DS,4,0,0.720469231,-0.557438802,6.007175125,0.016988079,0.072067204,0.025773597,0.513118910,0.000005401,-0.000211010,-0.000014014,nan,0.003143460,b,4,5,-1,10
45.180000,DS,4,0,0.713022810,-0.586490111,6.009280347,0.033835723,0.086093868,0.073606335,0.516891907,-0.000004985,-0.000225918,-0.000020013,nan,0.000721248,b,4,5,-1,10
45.280000,DS,4,0,0.698067005,-0.633564706,6.010199449,0.045096894,0.108694824,0.076558416,0.519402034,-0.000009220,-0.000227984,-0.000018906,nan,0.000875247,b,4,5,-1,10
45.380000,DS,4,0,0.690115165,-0.673339925,6.011264920,0.046666167,0.116526544,0.068071448,0.520872500,-0.000009986,-0.000227635,-0.000018624,nan,0.001118441,b,4,5,-1,10
45.480000,DS,4,0,0.687164853,-0.705874226,6.012211858,0.042410248,0.115193456,0.051074881,0.521482670,-0.000010582,-0.000227230,-0.000019605,nan,0.000907577,b,4,5,-1,10
45.580000,DS,4,0,0.686245254,-0.735280112,6.013405185,0.035956164,0.109142207,0.031927864,0.521387344,-0.000011764,-0.000226951,-0.000021139,nan,0.000731720,b,4,5,-1,10
45.680000,DS,4,0,0.684656998,-0.763724271,6.013900320,0.029587491,0.101723241,0.014946063,0.520716693,-0.000013645,-0.000226761,-0.000022842,nan,0.000892507,b,4,5,-1,10
45.780000,DS,4,0,0.681869899,-0.792435690,6.013801198,0.024530799,0.095093065,0.002214699,0.519572039,-0.000016138,-0.000226832,-0.000024497,nan,0.001167204,b,4,5,-1,10
45.880000,DS,4,0,0.678772524,-0.822027778,6.014003513,0.021193808,0.090263591,-0.005867485,0.518028286,-0.000019096,-0.000227417,-0.000026012,nan,0.001367754,b,4,5,-1,10
45.980000,DS,4,0,0.675391498,-0.852442261,6.014409673,0.019468995,0.087375486,-0.009830994,0.516139887,-0.000022309,-0.000228398,-0.000027378,nan,0.001460492,b,4,5,-1,10
46.080000,DS,4,0,0.671838283,-0.883412371,6.014926469,0.018965351,0.086082662,-0.010773507,0.513947167,-0.000025609,-0.000229620,-0.000028629,nan,0.001465063,b,4,5,-1,10
46.180000,DS,4,0,0.668239669,-0.914642150,6.015488944,0.019205661,0.085845292,-0.009939396,0.511481848,-0.000028882,-0.000230929,-0.000029809,nan,0.001415266,b,4,5,-1,10
