alpha_com_soft,nmpc_infeasibility,hw_sat_peak,hw_sat_rms,platform_rotation_deg,com_err_rms_mm,torso_err_peak_mm,n_dock
1.0,0.7602179836512262,4.845348323056957,2.3750097195215827,81.38718791542611,500.0027899797761,1916.3241000075373,0
5.0,0.19618528610354224,0.9218973223064484,0.5180568366881653,48.12484152767537,500.0002118312414,1440.7485674271463,0
10.0,0.6920980926430518,1.8793384740021524,1.1444870287546374,90.51195095003743,500.0021520703437,2079.1089107638136,0
25.0,0.6839237057220708,4.354318006342434,2.2165604441025217,60.307591452540805,499.9915459368608,1762.6249911152083,0
50.0,0.6267029972752044,3.4083308620771993,1.5505077794692204,61.399172739111606,500.0042953022176,2031.5847021161294,0
