metric,value,threshold,status
torso_pos_err_peak_mm,1487.634599,10.000000,FAIL
torso_ori_err_peak_deg,179.914078,5.000000,FAIL
ee_pos_err_at_dock_mm,4.842097,5.000000,PASS
ee_ori_err_at_dock_deg,0.215187,5.000000,PASS
com_tracking_err_rms_mm,543.027766,15.000000,FAIL
hw_saturation_ratio_peak,0.442978,1.000000,PASS
hw_saturation_ratio_rms,0.296719,0.700000,PASS
platform_rotation_total_deg,22.397831,5.000000,FAIL
platform_omega_peak_deg_s,3.290718,2.000000,FAIL
tau_w_peak_ratio,1.000000,1.000000,PASS
passivity_violations,,0.000000,SKIP
nmpc_solve_rate_50ms,0.835968,0.950000,FAIL
nmpc_infeasibility_rate,0.059289,0.020000,FAIL
torso_ori_peak_deg_SS,2.831802,5.000000,PASS
torso_ori_peak_deg_DS,179.914078,5.000000,FAIL
torso_ori_peak_deg_global,179.914078,5.000000,WARN
torso_pos_peak_mm_SS,81.807183,10.000000,FAIL
torso_pos_peak_mm_DS,1487.634599,10.000000,FAIL
torso_pos_peak_mm_global,1487.634599,10.000000,WARN
ee_pos_peak_mm_SS,397.185884,5.000000,FAIL
ee_pos_peak_mm_DS,2741.439755,5.000000,FAIL
ee_pos_peak_mm_global,2741.439755,5.000000,WARN
ee_ori_peak_deg_SS,10.676589,5.000000,FAIL
ee_ori_peak_deg_DS,179.598619,5.000000,FAIL
ee_ori_peak_deg_global,179.598619,5.000000,WARN
hw_sat_peak_SS,0.442978,1.000000,PASS
hw_sat_peak_DS,0.439620,1.000000,PASS
hw_sat_peak_global,0.442978,1.000000,WARN
tau_peak_Nm_SS,9.471351,20.000000,PASS
tau_peak_Nm_DS,20.000000,20.000000,PASS
tau_peak_Nm_global,20.000000,20.000000,WARN
tau_w_peak_ratio_SS,1.000000,1.000000,PASS
tau_w_peak_ratio_DS,0.000000,1.000000,PASS
tau_w_peak_ratio_global,1.000000,1.000000,WARN
ss_end_torso_ori_deg,1.464889,,INFO
ds_entry_torso_ori_deg,1.691163,,INFO
q_torso_ref_ss_to_ds_jump_deg,1.956870,,INFO
