t,phase,step_idx,mask_ss,theta_s_deg,Hdot_s_x,Hdot_s_y,Hdot_s_z,tau_w_x,tau_w_y,tau_w_z,torso_ref_mode,e_ori_torso_deg,e_pos_torso_x,e_pos_torso_y,e_pos_torso_z,d_ee_to_target,e_ori_ee_deg,swing_arm,stance_a_idx,stance_b_idx,swing_to_idx,gait_phase_idx
47.980000,DS,4,0,1.723034628,0.617200281,-1.450190377,6.024909103,0.016775087,0.079401397,-0.012641040,ds_hold,0.375801936,-0.014713003,-0.033653529,-0.006246751,0.000000108,0.001047228,b,4,5,5,10
48.080000,DS,4,0,1.721759920,0.614654072,-1.478648627,6.025425643,0.016541780,0.079008101,-0.013003362,ds_hold,0.371571417,-0.014889875,-0.034080813,-0.006371694,0.000000107,0.001036828,b,4,5,5,10
48.180000,DS,4,0,1.720500678,0.612125315,-1.506969731,6.025943420,0.016308844,0.078617433,-0.013364166,ds_hold,0.367363643,-0.015064575,-0.034504366,-0.006496248,0.000000106,0.001026706,b,4,5,5,10
48.280000,DS,4,0,1.719256631,0.609612221,-1.535154237,6.026462070,0.016077555,0.078230765,-0.013720765,ds_hold,0.363182115,-0.015237132,-0.034924213,-0.006620407,0.000000105,0.001016795,b,4,5,5,10
48.380000,DS,4,0,1.718027515,0.607113305,-1.563202439,6.026981238,0.015849009,0.077849281,-0.014070854,ds_hold,0.359029872,-0.015407571,-0.035340382,-0.006744165,0.000000104,0.001007034,b,4,5,5,10
48.480000,DS,4,0,1.716813073,0.604627392,-1.591114333,6.027500582,0.015623948,0.077473705,-0.014412898,ds_hold,0.354909539,-0.015575919,-0.035752897,-0.006867516,0.000000103,0.000997381,b,4,5,5,10
48.580000,DS,4,0,1.715613049,0.602153573,-1.618889671,6.028019766,0.015402724,0.077104244,-0.014746201,ds_hold,0.350823368,-0.015742202,-0.036161785,-0.006990454,0.000000102,0.000987815,b,4,5,5,10
48.680000,DS,4,0,1.714427193,0.599691160,-1.646528038,6.028538486,0.015185371,0.076740680,-0.015070750,ds_hold,0.346773277,-0.015906446,-0.036567074,-0.007112974,0.000000101,0.000978327,b,4,5,5,10
48.780000,DS,4,0,1.713255257,0.597239617,-1.674028968,6.029056478,0.014971707,0.076382514,-0.015386995,ds_hold,0.342760894,-0.016068675,-0.036968790,-0.007235071,0.000000100,0.000968924,b,4,5,5,10
48.880000,DS,4,0,1.712097000,0.594798518,-1.701392022,6.029573537,0.014761441,0.076029120,-0.015695607,ds_hold,0.338787585,-0.016228915,-0.037366963,-0.007356740,0.000000099,0.000959614,b,4,5,5,10
48.980000,DS,4,0,1.710952182,0.592367230,-1.728618292,6.030090304,0.014554247,0.075679870,-0.015997375,ds_hold,0.334854489,-0.016387190,-0.037761618,-0.007477974,0.000000098,0.000950405,b,4,5,5,10
49.080000,DS,4,0,1.709820568,0.589943776,-1.755716505,6.030611755,0.014349764,0.075334215,-0.016293344,ds_hold,0.330962542,-0.016543525,-0.038152786,-0.007598770,0.000000097,0.000941292,b,4,5,5,10
49.180000,DS,4,0,1.708701927,0.587528592,-1.782682864,6.031135802,0.014147826,0.074991559,-0.016583576,ds_hold,0.327112503,-0.016697944,-0.038540493,-0.007719123,0.000000096,0.000932287,b,4,5,5,10
49.280000,DS,4,0,1.707596033,0.585122760,-1.809510247,6.031658464,0.013948343,0.074651515,-0.016867967,ds_hold,0.323304977,-0.016850471,-0.038924767,-0.007839027,0.000000095,0.000923411,b,4,5,5,10
49.380000,DS,4,0,1.706502662,0.582726183,-1.836197872,6.032179285,0.013751201,0.074313948,-0.017146901,ds_hold,0.319540432,-0.017001130,-0.039305637,-0.007958479,0.000000094,0.000914669,b,4,5,5,10
49.480000,DS,4,0,1.705421596,0.580338671,-1.862745627,6.032698164,0.013556316,0.073978749,-0.017420718,ds_hold,0.315819217,-0.017149944,-0.039683131,-0.008077473,0.000000093,0.000906059,b,4,5,5,10
49.580000,DS,4,0,1.704352618,0.577960099,-1.889153376,6.033215024,0.013363619,0.073645787,-0.017689622,ds_hold,0.312141574,-0.017296935,-0.040057277,-0.008196007,0.000000092,0.000897576,b,4,5,5,10
49.680000,DS,4,0,1.703295519,0.575590388,-1.915420978,6.033729803,0.013173052,0.073314920,-0.017953741,ds_hold,0.308507653,-0.017442127,-0.040428102,-0.008314076,0.000000091,0.000889216,b,4,5,5,10
