metric,value,threshold,status
torso_pos_err_peak_mm,1458.556614,10.000000,FAIL
torso_ori_err_peak_deg,179.610738,5.000000,FAIL
ee_pos_err_at_dock_mm,4.842097,5.000000,PASS
ee_ori_err_at_dock_deg,0.215187,5.000000,PASS
com_tracking_err_rms_mm,454.266953,15.000000,FAIL
hw_saturation_ratio_peak,0.568611,1.000000,PASS
hw_saturation_ratio_rms,0.381590,0.700000,PASS
platform_rotation_total_deg,31.904905,5.000000,FAIL
platform_omega_peak_deg_s,4.303575,2.000000,FAIL
tau_w_peak_ratio,1.000000,1.000000,PASS
passivity_violations,,0.000000,SKIP
nmpc_solve_rate_50ms,0.868750,0.950000,FAIL
nmpc_infeasibility_rate,0.083333,0.020000,FAIL
torso_ori_peak_deg_SS,2.085643,5.000000,PASS
torso_ori_peak_deg_DS,179.610738,5.000000,FAIL
torso_ori_peak_deg_global,179.610738,5.000000,WARN
torso_pos_peak_mm_SS,75.351571,10.000000,FAIL
torso_pos_peak_mm_DS,1458.556614,10.000000,FAIL
torso_pos_peak_mm_global,1458.556614,10.000000,WARN
ee_pos_peak_mm_SS,422.957547,5.000000,FAIL
ee_pos_peak_mm_DS,2852.965354,5.000000,FAIL
ee_pos_peak_mm_global,2852.965354,5.000000,WARN
ee_ori_peak_deg_SS,11.270199,5.000000,FAIL
ee_ori_peak_deg_DS,179.832277,5.000000,FAIL
ee_ori_peak_deg_global,179.832277,5.000000,WARN
hw_sat_peak_SS,0.568611,1.000000,PASS
hw_sat_peak_DS,0.555940,1.000000,PASS
hw_sat_peak_global,0.568611,1.000000,WARN
tau_peak_Nm_SS,13.624111,20.000000,PASS
tau_peak_Nm_DS,20.000000,20.000000,PASS
tau_peak_Nm_global,20.000000,20.000000,WARN
tau_w_peak_ratio_SS,1.000000,1.000000,PASS
tau_w_peak_ratio_DS,0.000000,1.000000,PASS
tau_w_peak_ratio_global,1.000000,1.000000,WARN
ss_end_torso_ori_deg,1.124089,,INFO
ds_entry_torso_ori_deg,2.528745,,INFO
q_torso_ref_ss_to_ds_jump_deg,1.677501,,INFO
